,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Robert  Zwinkels,NED,G,1.88,75,04-05-83,Wateringen,Ajax,ADO Den Haag,2009,Dutch
2,2,Ahmed Ammi,NED,D,1.79,73,19-01-81,Temsaman,NAC Breda,ADO Den Haag,2009,Dutch
3,3,Christiaan  Kum,NED,D,1.82,70,13-09-85,Frankfurt  am Main,None,ADO Den Haag,2009,Dutch
4,4,Timothy Derijck,BEL,D,1.85,77,25-05-87,Liedekerke,Feyenoord,ADO Den Haag,2009,Dutch
5,5,Mitchell Piqué,NED,D,1.74,65,20-11-79,Amsterdam,Excelsior,ADO Den Haag,2009,Dutch
6,6,Aleksandar Ranković,SRB,M,1.73,64,31-08-78,Belgrade,Vitesse,ADO Den Haag,2009,Dutch
7,7,Karim Soltani,FRA,F,1.80,71,29-08-84,Brest,VVV Venlo,ADO Den Haag,2009,Dutch
8,8,Danny Buijs,NED,M,1.82,78,21-06-82,Dordrecht,Feyenoord,ADO Den Haag,2009,Dutch
9,9,Bogdan Milić,MNE,F,1.95,84,24-11-87,Podgorica,Budućnost Podgorica,ADO Den Haag,2009,Dutch
10,10,Richard Knopper,NED,M,1.81,70,29-08-77,Rijswijk,Vitesse,ADO Den Haag,2009,Dutch
11,11,Wesley Verhoek,NED,F,1.88,80,25-09-86,Leidschendam,None,ADO Den Haag,2009,Dutch
12,12,Ricky van den Bergh,NED,F,1.76,76,17-11-80,Den Haag,Heracles Almelo,ADO Den Haag,2009,Dutch
13,13,Raily Ignacio,NED,F,1.80,88,04-06-87,Den Haag,Westlandia,ADO Den Haag,2009,Dutch
14,14,Kees Luijckx,NED,M,1.90,83,11-02-86,Castricum,AZ Alkmaar,ADO Den Haag,2009,Dutch
15,15,Giorgio Achterberg,NED,F,1.80,71,01-02-90,Den Haag,Ajax,ADO Den Haag,2009,Dutch
16,16,Barry Ditewig,NED,G,1.91,95,14-10-77,Veenendaal,BV Veendam,ADO Den Haag,2009,Dutch
17,17,Yuri Cornelisse,NED,F,1.85,76,08-05-75,Alkmaar,FC Groningen,ADO Den Haag,2009,Dutch
18,18,Pascal Bosschaart,NED,M,1.83,77,28-02-80,Rotterdam,Feyenoord,ADO Den Haag,2009,Dutch
19,19,Andres  Oper,EST,F,1.85,81,07-11-77,Tallinn,Shanghai  Shenhua,ADO Den Haag,2009,Dutch
20,20,Csaba Horváth,SVK,D,1.92,82,02-05-82,Dunajská Streda,AS Trenčín,ADO Den Haag,2009,Dutch
21,21,Kai van Hese,NED,M,1.73,68,15-06-89,Den Haag,Quick,ADO Den Haag,2009,Dutch
23,23,Mike de Geer,NED,M,1.74,74,26-12-89,Den Haag,Quick,ADO Den Haag,2009,Dutch
24,24,Leroy Resodihardjo,NED,M,1.84,80,04-03-87,Leidschendam,SVV Scheveningen,ADO Den Haag,2009,Dutch
26,26,Gino Coutinho,NED,G,1.80,78,05-08-82,Den Bosch,FC Den Bosch,ADO Den Haag,2009,Dutch
27,27,Santy Hulst,NED,F,1.82,79,26-10-87,Leiderdorp,AZ Alkmaar,ADO Den Haag,2009,Dutch
28,28,Lex Immers,NED,M,1.87,78,08-06-86,Den Haag,None,ADO Den Haag,2009,Dutch
31,31,Joël Tillema,NED,D,1.79,75,05-09-89,Den Haag,RVC Rijswijk,ADO Den Haag,2009,Dutch
33,33,Danny van der Ree,NED,D,1.79,71,21-09-88,Den Haag,Willem II,ADO Den Haag,2009,Dutch
35,35,Roderick Gielisse,NED,M,1.75,68,04-01-90,Voorburg,None,ADO Den Haag,2009,Dutch
36,36,Charlton Vicento,NED,F,1.81,75,19-01-91,Zoetermeer,None,ADO Den Haag,2009,Dutch
37,37,Jens Toornstra,NED,M,1.78,74,01-01-89,Ter Aar,Alphense Boys,ADO Den Haag,2009,Dutch
40,40,Levi  Schwiebbe,NED,M,1.80,72,13-09-86,Gouda,WSE,ADO Den Haag,2009,Dutch
41,41,Lorenzo Piqué,NED,D,1.86,74,17-09-90,Rotterdam,Feyenoord,ADO Den Haag,2009,Dutch
42,45,Christian van Wijngen,NED,G,1.84,74,09-08-89,Spijkernisse,Spijkernisse,ADO Den Haag,2009,Dutch
43,46,Tom Boks,NED,G,1.99,87,03-09-91,Schipluiden,Feyenoord,ADO Den Haag,2009,Dutch
44,51,René Stam,NED,G,1.87,86,27-01-65,Purmerend,Purmerend,ADO Den Haag,2009,Dutch
45,52,Serhat Koksal,TUR,M,1.77,81,18-02-90,Den Haag,None,ADO Den Haag,2009,Dutch
1,1,Maarten Stekelenburg,NED,G,1.97,92,22-09-82,Haarlem,Schoten,Ajax,2009,Dutch
2,2,Gregory van der Wiel,NED,D,1.81,68,03-02-88,Amsterdam,None,Ajax,2009,Dutch
3,3,Oleguer Presas,ESP,D,1.87,82,02-02-80,Barcelona,Barcelona,Ajax,2009,Dutch
4,4,Zé Eduardo,BRA,M,1.86,80,16-08-91,Uberaba,Maga,Ajax,2009,Dutch
5,5,Jan  Vertonghen,BEL,D,1.89,79,24-04-87,Sint-Niklaas,Germinal Beerschot,Ajax,2009,Dutch
6,6,Rasmus Lindgren,SWE,M,1.80,69,29-11-84,Landskrona,FC Groningen,Ajax,2009,Dutch
7,7,Timothée Atouba,CMR,D,1.91,80,17-02-82,Douala,Hamburg,Ajax,2009,Dutch
8,8,Urby Emanuelson,NED,M,1.76,68,16-06-86,Amsterdam,Voorland,Ajax,2009,Dutch
9,9,Marko Pantelić,SRB,F,1.83,80,15-09-78,Belgrade,Hertha Berlin,Ajax,2009,Dutch
10,10,Miralem Sulejmani,SRB,F,1.78,68,05-12-88,Belgrade,SC Heerenveen,Ajax,2009,Dutch
11,11,Ismail  Aissati,NED,M,1.69,70,16-08-88,Utrecht,PSV Eindhoven,Ajax,2009,Dutch
12,12,Kenneth Vermeer,NED,G,1.82,78,10-01-86,Amsterdam,None,Ajax,2009,Dutch
16,16,Luis Suárez,URU,F,1.81,81,24-01-87,Salto,FC Groningen,Ajax,2009,Dutch
17,17,Rob Wielaert,NED,D,1.78,72,29-12-78,Emmeloord,FC Twente,Ajax,2009,Dutch
18,18,Gabri,ESP,M,1.75,75,10-02-79,Sallent,Barcelona,Ajax,2009,Dutch
19,19,Toby Alderweireld,BEL,D,1.85,75,02-03-89,Wilrijk,Germinal Beerschot,Ajax,2009,Dutch
21,21,Eyong Enoh,CMR,M,1.80,76,23-03-86,Kumba,Kumba,Ajax,2009,Dutch
22,22,Siem de Jong,NED,M,1.85,76,28-01-89,Aigle,None,Ajax,2009,Dutch
23,23,Vurnon Anita,NED,D,1.66,63,04-04-89,Willemstad,None,Ajax,2009,Dutch
28,28,Dennis Rommedahl,DEN,M,1.77,68,22-07-78,Copenhagen,Charlton Ath,Ajax,2009,Dutch
30,30,George Ogăraru,ROU,D,1.78,72,03-02-80,Bucharest,Steaua Bucureşti,Ajax,2009,Dutch
31,31,Sergio Padt,NED,G,1.97,82,06-06-90,Amsterdam,None,Ajax,2009,Dutch
32,32,Kerlon,BRA,M,1.67,66,27-01-88,Ipatinga,Internazionale,Ajax,2009,Dutch
33,33,Javier Martina,NED,F,1.75,67,01-02-87,Willemstad,None,Ajax,2009,Dutch
34,34,Kennedy Bakırcıoğlu,SWE,M,1.81,71,02-11-80,Södertälje,FC Twente,Ajax,2009,Dutch
38,38,Nathaniël Will,NED,D,1.77,70,16-02-89,Lelystad,SV Lelystad'67,Ajax,2009,Dutch
39,39,Suk Hyun-Jun,KOR,F,1.89,81,29-06-91,Chungju,Singal High School,Ajax,2009,Dutch
40,40,Demy de Zeeuw,NED,M,1.74,71,26-05-83,Apeldoorn,AZ Alkmaar,Ajax,2009,Dutch
41,41,Jeroen Verhoeven,NED,G,1.94,99,30-04-80,Naarden,FC Volendam,Ajax,2009,Dutch
42,42,Christian Supusepa,NED,D,1.83,74,02-04-89,Zaanstad,None,Ajax,2009,Dutch
43,43,Marvin Zeegelaar,NED,M,1.86,84,12-08-90,Amsterdam,None,Ajax,2009,Dutch
44,44,Marco Bizot,NED,G,1.84,85,10-03-91,Zwaag,SV Westfriezen,Ajax,2009,Dutch
45,45,Nicolás Lodeiro,URU,M,1.70,69,18-12-89,Paysandú,Nacional [URU],Ajax,2009,Dutch
46,46,Danilo,BRA,M,1.73,71,13-01-90,São Luis,Standard Liège,Ajax,2009,Dutch
47,47,Geoffrey Castillion,NED,F,1.91,78,25-05-91,Amsterdam,None,Ajax,2009,Dutch
