,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Martin Hansen,ENG,G,1.88,80,15-06-90,Glostrup,FC Nordsjælland,ADO Den Haag,2014,Dutch
2,2,Dione Malone,NED,D,1.85,76,13-02-89,Paramaribo,Almere C,ADO Den Haag,2014,Dutch
3,3,Vito Wormgoor,NED,D,1.88,81,16-11-88,Leersum,De Graafschap,ADO Den Haag,2014,Dutch
4,4,Timothy Derijck,BEL,D,1.85,77,25-05-87,Liedekerke,PSV Eindhoven,ADO Den Haag,2014,Dutch
5,5,Wilfried Kanon,CIV,D,1.90,85,06-07-93,Abidjan,Corona Braşov,ADO Den Haag,2014,Dutch
6,6,Thomas Kristensen,DEN,M,1.88,79,17-04-83,Virum,FC København,ADO Den Haag,2014,Dutch
7,7,Kevin Jansen,NED,M,1.83,77,08-04-92,Ridderkerk,Feyenoord,ADO Den Haag,2014,Dutch
8,8,Aaron Meijers,NED,D,1.76,77,28-10-87,Delft,RKC Waalwijk,ADO Den Haag,2014,Dutch
9,9,Mike van Duinen,NED,F,1.83,74,06-11-91,Den Haag,None,ADO Den Haag,2014,Dutch
10,10,Mathias Gehrt,DEN,M,1.74,75,07-06-92,Copenhagen,Brøndby,ADO Den Haag,2014,Dutch
11,11,Wilson Eduardo,POR,F,1.76,72,08-07-90,Pedras Rubras,Sporting CP,ADO Den Haag,2014,Dutch
17,17,Danny Bakker,NED,M,1.78,70,16-01-95,Voorburg,None,ADO Den Haag,2014,Dutch
18,18,Tim Coremans,NED,G,1.86,75,10-04-91,Breda,SC Cambuur,ADO Den Haag,2014,Dutch
19,19,Mitchell Schet,NED,F,1.86,75,28-01-88,Amsterdam,FC Groningen,ADO Den Haag,2014,Dutch
21,21,Oleksandr Iakovenko,UKR,M,1.83,74,23-06-87,Kyiv,Fiorentina,ADO Den Haag,2014,Dutch
22,22,Robert Zwinkels,NED,G,1.88,75,04-05-83,Wateringen,Ajax,ADO Den Haag,2014,Dutch
23,23,Roland Alberg,NED,M,1.80,72,06-08-90,Hoorn,Elazığspor,ADO Den Haag,2014,Dutch
24,24,Rody de Boer,NED,G,1.88,80,22-08-97,Den Haag,None,ADO Den Haag,2014,Dutch
25,25,Mitchell de Vlugt,NED,M,1.80,70,11-03-94,Den Haag,None,ADO Den Haag,2014,Dutch
26,26,Xander Houtkoop,NED,F,1.75,71,26-03-89,Almere,Go Ahead Eagles,ADO Den Haag,2014,Dutch
27,27,Richelo Fecunda,NED,D,1.67,67,06-06-96,Willemstad,None,ADO Den Haag,2014,Dutch
28,28,Tyronne Ebuehi,NED,D,1.87,72,16-12-95,Haarlem,None,ADO Den Haag,2014,Dutch
29,29,Michiel Kramer,NED,F,1.95,80,03-12-88,Rotterdam,FC Volendam,ADO Den Haag,2014,Dutch
30,30,Segun Owobowale,NED,F,1.82,72,17-08-97,Leiden,None,ADO Den Haag,2014,Dutch
31,31,Hector Hevel,NED,M,1.72,64,15-05-96,Voorschoten,None,ADO Den Haag,2014,Dutch
32,32,Guy Smith,NED,M,1.82,75,08-03-96,,None,ADO Den Haag,2014,Dutch
33,33,Gervane Kastaneer,NED,F,1.76,80,09-06-96,Rotterdam,FC Dordrecht,ADO Den Haag,2014,Dutch
34,34,Dylan Nieuwenhuijs,NED,M,1.83,75,27-01-95,Amsterdam,None,ADO Den Haag,2014,Dutch
37,37,Papito Merencia,CUW,M,1.77,74,04-03-94,Willemstad,Spartaan'20,ADO Den Haag,2014,Dutch
41,51,Gianni Zuiverloon,NED,D,1.78,70,30-12-86,Rotterdam,Mallorca,ADO Den Haag,2014,Dutch
1,1,Jasper Cillessen,NED,G,1.87,82,22-04-89,Groesbeek,NEC Nijmegen,Ajax,2014,Dutch
2,2,Ricardo van Rhijn,NED,D,1.76,79,13-06-91,Leiden,None,Ajax,2014,Dutch
3,3,Joël Veltman,NED,D,1.84,75,15-01-92,IJmuiden,None,Ajax,2014,Dutch
4,4,Niklas Moisander,FIN,D,1.82,74,29-09-85,Turku,AZ Alkmaar,Ajax,2014,Dutch
5,5,Nicolai Boilesen,DEN,D,1.85,75,16-02-92,Ballerup,Brøndby,Ajax,2014,Dutch
6,6,Mike van der Hoorn,NED,D,1.90,81,15-10-92,Almere,FC Utrecht,Ajax,2014,Dutch
7,7,Viktor Fischer,DEN,F,1.79,71,09-06-94,Aarhus,FC Midtjylland,Ajax,2014,Dutch
