,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Maarten Stekelenburg,G,"6'04""",13 03,22-09-82,Haarlem,Schoten,Ajax,2007,Dutch
2,2,John Heitinga,D,"5'11""",11 05,15-11-83,Alphen aan den Rijn,ARC,Ajax,2007,Dutch
3,3,Bruno  Silva,D,"5'11""",12  06,29-03-80,Cerro  Largo,FC Groningen,Ajax,2007,Dutch
4,4,Thomas Vermaelen,D,"5'11""",11 07,14-11-85,Kapellen,Germinal Beerschot,Ajax,2007,Dutch
5,5,Urby Emanuelson,M,"5'09""",10 06,16-06-86,Amsterdam,Voorland,Ajax,2007,Dutch
6,6,Samuel Kuffour,D,"5'10""",11 11,03-09-76,Kumasi,Roma,Ajax,2007,Dutch
7,7,Kennedy  Bakircioglü,M,"5'11""",11  09,02-11-80,Sodertalje,FC Twente,Ajax,2007,Dutch
8,8,Ismael  Urzáiz,F,6'02'',13  03,07-10-71,Tudela,Athletic Bilbao,Ajax,2007,Dutch
9,9,Klaas Jan Huntelaar,F,"6'00""",12 04,12-08-83,Drempt,SC  Heerenveen,Ajax,2007,Dutch
10,10,Albert Luque,F,6'00'',12  08,11-03-78,Barcelona,Newcastle U,Ajax,2007,Dutch
11,11,Leonardo,F,"5'08""",11 05,09-03-83,Rio de Janeiro,NAC Breda,Ajax,2007,Dutch
12,12,Erik Heijblok,G,"6'05""",14 09,29-06-77,Wieringen,Haarlem,Ajax,2007,Dutch
13,13,Edgar  Davids,M,"5'07""",10  10,13-03-73,Paramaribo,Tottenham H,Ajax,2007,Dutch
15,15,Laurent Delorge,F,"5'10""",12 01,21-09-79,Leuven,ADO Den Haag,Ajax,2007,Dutch
16,16,Luis Suárez,F,"5'11""",12  11,24-01-87,Salto,FC Groningen,Ajax,2007,Dutch
17,17,Jan  Vertonghen,D,"6'02""",12  06,24-04-87,Sint-Niklaas,Germinal Beerschot,Ajax,2007,Dutch
18,18,Gabri,M,5'09'',11  05,10-02-79,Sallent,Barcelona,Ajax,2007,Dutch
19,19,Dennis Rommedahl,M,"5'10""",11  00,22-07-78,Copenhagen,Charlton Ath,Ajax,2007,Dutch
20,20,George Ogăraru,D,"5'10""",11 05,03-02-80,Bucharest,Steaua Bucureşti,Ajax,2007,Dutch
21,21,Edgar Manucharyan,F,"5'09""",10 08,19-01-87,Erevan,Pyunik Erevan,Ajax,2007,Dutch
23,23,Rasmus Lindgren,M,"5'11""",10 12,29-11-84,Landskrona,FC Groningen,Ajax,2007,Dutch
24,24,Mitchell Donald,M,"6'00""",12 08,10-12-88,Amsterdam,None,Ajax,2007,Dutch
25,25,Gregory van der Wiel,D,"5'06""",10 12,03-02-88,Amsterdam,None,Ajax,2007,Dutch
