,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Gino Coutinho,NED,G,1.80,78,05-08-82,Den Bosch,FC Den Bosch,ADO Den Haag,2013,Dutch
2,2,Dione Malone,NED,D,1.85,76,13-02-89,Paramaribo,Almere C,ADO Den Haag,2013,Dutch
3,3,Vito Wormgoor,NED,D,1.88,81,16-11-88,Leersum,De Graafschap,ADO Den Haag,2013,Dutch
4,4,Tom Beugelsdijk,NED,D,1.92,79,07-08-90,Den Haag,None,ADO Den Haag,2013,Dutch
5,5,Christian Supusepa,NED,D,1.83,74,02-04-89,Zaanstad,Ajax,ADO Den Haag,2013,Dutch
6,6,Danny Holla,NED,M,1.78,74,31-12-87,Almere,FC Groningen,ADO Den Haag,2013,Dutch
7,7,Kevin Jansen,NED,M,1.83,77,08-04-92,Ridderkerk,Feyenoord,ADO Den Haag,2013,Dutch
8,8,Aaron Meijers,NED,D,1.76,77,28-10-87,Delft,RKC Waalwijk,ADO Den Haag,2013,Dutch
9,9,Mike van Duinen,NED,F,1.83,74,06-11-91,Den Haag,None,ADO Den Haag,2013,Dutch
10,10,Mathias Gehrt,DEN,M,1.74,75,07-06-92,Copenhagen,Brøndby,ADO Den Haag,2013,Dutch
11,11,Ninos Gouriye,NED,F,1.75,80,14-01-91,Hengelo,Heracles Almelo,ADO Den Haag,2013,Dutch
13,13,Bas Meeuwissen,NED,G,,,25-04-94,,None,ADO Den Haag,2013,Dutch
14,14,Malcolm Esajas,NED,F,1.80,75,13-07-86,Amstelveen,MVV Maastricht,ADO Den Haag,2013,Dutch
15,15,Wilfried Kanon,CIV,D,1.90,85,06-07-93,Abidjan,Corona Braşov,ADO Den Haag,2013,Dutch
17,17,Danny Bakker,NED,M,1.78,70,16-01-95,Voorburg,None,ADO Den Haag,2013,Dutch
18,18,Papito Merencia,CUW,M,1.77,74,04-03-94,Willemstad,Spartaan'20,ADO Den Haag,2013,Dutch
19,19,Mitchell Schet,NED,F,1.86,75,28-01-88,Amsterdam,FC Groningen,ADO Den Haag,2013,Dutch
20,20,Robin Buwalda,NED,D,1.88,82,17-08-94,Leidschendam,None,ADO Den Haag,2013,Dutch
21,21,Rick van Haaren,NED,M,1.78,77,21-06-91,Rotterdam,VVV Venlo,ADO Den Haag,2013,Dutch
22,22,Robert Zwinkels,NED,G,1.88,75,04-05-83,Wateringen,Ajax,ADO Den Haag,2013,Dutch
23,23,Roland Alberg,NED,M,1.80,72,06-08-90,Hoorn,Elazığspor,ADO Den Haag,2013,Dutch
24,24,Martijn de Zwart,NED,G,1.81,87,08-11-90,Valkenburg,Quick Boys,ADO Den Haag,2013,Dutch
25,25,Mitchell de Vlugt,NED,M,1.80,70,11-03-94,Den Haag,None,ADO Den Haag,2013,Dutch
26,26,Mike Tros,NED,M,,,04-09-93,Den Haag,None,ADO Den Haag,2013,Dutch
28,28,Gervane Kastaneer,NED,F,1.76,80,09-06-96,Rotterdam,FC Dordrecht,ADO Den Haag,2013,Dutch
29,29,Michiel Kramer,NED,F,1.95,80,03-12-88,Rotterdam,FC Volendam,ADO Den Haag,2013,Dutch
30,30,Yanic Wildschut,NED,F,1.87,86,01-11-91,Amsterdam,SC Heerenveen,ADO Den Haag,2013,Dutch
31,31,Jerson Cabral,NED,F,1.77,69,03-01-91,Rotterdam,FC Twente,ADO Den Haag,2013,Dutch
41,45,Cătălin Ţîră,ROU,F,1.85,75,18-06-94,Bucharest,Lazio,ADO Den Haag,2013,Dutch
42,51,Gianni Zuiverloon,NED,D,1.78,70,30-12-86,Rotterdam,Mallorca,ADO Den Haag,2013,Dutch
