,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Gino Coutinho,NED,G,1.80,78,05-08-82,Den Bosch,FC Den Bosch,ADO Den Haag,2012,Dutch
2,2,Dico Koppers,NED,D,1.79,67,31-01-92,Harmelen,Ajax,ADO Den Haag,2012,Dutch
3,3,Vito Wormgoor,NED,D,1.88,81,16-11-88,Leersum,De Graafschap,ADO Den Haag,2012,Dutch
4,4,Kenneth Omeruo,NGA,D,1.85,79,17-10-93,Kaduna,Chelsea,ADO Den Haag,2012,Dutch
5,5,Christian Supusepa,NED,D,1.83,74,02-04-89,Zaanstad,Ajax,ADO Den Haag,2012,Dutch
6,6,Danny Holla,NED,M,1.78,74,31-12-87,Almere,FC Groningen,ADO Den Haag,2012,Dutch
7,7,Kevin Jansen,NED,M,1.83,77,08-04-92,Ridderkerk,Feyenoord,ADO Den Haag,2012,Dutch
8,8,Aaron Meijers,NED,D,1.76,77,28-10-87,Delft,RKC Waalwijk,ADO Den Haag,2012,Dutch
9,9,Rydell Poepon,NED,F,1.81,79,28-08-87,Amsterdam,De Graafschap,ADO Den Haag,2012,Dutch
11,11,Tjaronn Chery,NED,M,1.70,68,04-06-88,Den Haag,Emmen,ADO Den Haag,2012,Dutch
12,12,Santi Kolk,NED,F,1.80,72,02-10-81,Den Haag,Union Berlin,ADO Den Haag,2012,Dutch
13,13,Bas Meeuwissen,NED,G,,,25-04-94,,None,ADO Den Haag,2012,Dutch
14,14,Kevin Visser,NED,M,1.82,74,19-07-88,Delft,RKC Waalwijk,ADO Den Haag,2012,Dutch
15,15,Dione Malone,NED,D,1.85,76,13-02-89,Paramaribo,Almere C,ADO Den Haag,2012,Dutch
17,17,Stanley Elbers,NED,F,1.72,68,14-05-92,Wassenaar,None,ADO Den Haag,2012,Dutch
18,18,Tom Beugelsdijk,NED,D,1.92,79,07-08-90,Den Haag,None,ADO Den Haag,2012,Dutch
19,19,Mike van Duinen,NED,F,1.83,74,06-11-91,Den Haag,None,ADO Den Haag,2012,Dutch
20,20,Ramon Leeuwin,NED,M,1.87,72,01-09-87,Amsterdam,AGOVV Apeldoorn,ADO Den Haag,2012,Dutch
22,22,Robert Zwinkels,NED,G,1.88,75,04-05-83,Wateringen,Ajax,ADO Den Haag,2012,Dutch
23,23,Giovanni Korte,NED,F,1.70,68,01-08-93,Den Haag,None,ADO Den Haag,2012,Dutch
24,24,Martijn de Zwart,NED,G,1.81,87,08-11-90,Valkenburg,Quick Boys,ADO Den Haag,2012,Dutch
26,26,Robin Buwalda,NED,D,1.88,82,17-08-94,Leidschendam,None,ADO Den Haag,2012,Dutch
27,27,Danny Bakker,NED,M,1.78,70,16-01-95,Voorburg,None,ADO Den Haag,2012,Dutch
28,28,Adil Tihouna,NED,M,,,29-12-92,Zeist,RKC Waalwijk,ADO Den Haag,2012,Dutch
29,29,Tom Broekhuizen,NED,M,1.84,76,30-11-91,Den Haag,None,ADO Den Haag,2012,Dutch
33,33,Gábor Horváth,HUN,D,1.88,84,04-07-85,Székesfehérvár,Videoton,ADO Den Haag,2012,Dutch
36,36,Charlton Vicento,NED,F,1.81,75,19-01-91,Zoetermeer,None,ADO Den Haag,2012,Dutch
37,37,Papito Merencia,CUW,M,1.77,74,04-03-94,Willemstad,Spartaan'20,ADO Den Haag,2012,Dutch
1,1,Kenneth Vermeer,NED,G,1.82,78,10-01-86,Amsterdam,None,Ajax,2012,Dutch
2,2,Ricardo van Rhijn,NED,D,1.76,79,13-06-91,Leiden,None,Ajax,2012,Dutch
3,3,Toby Alderweireld,BEL,D,1.85,75,02-03-89,Wilrijk,Germinal Beerschot,Ajax,2012,Dutch
4,4,Niklas Moisander,FIN,D,1.82,74,29-09-85,Turku,AZ Alkmaar,Ajax,2012,Dutch
5,5,Christian Poulsen,DEN,M,1.82,76,28-02-80,Asnaes,Évian TG,Ajax,2012,Dutch
7,7,Miralem Sulejmani,SRB,F,1.78,68,05-12-88,Belgrade,SC Heerenveen,Ajax,2012,Dutch
8,8,Christian Eriksen,DEN,M,1.75,65,14-02-92,Middelfart,Odense,Ajax,2012,Dutch
9,9,Kolbeinn Sigþórsson,ISL,F,1.81,76,14-03-90,Reykjavík,AZ Alkmaar,Ajax,2012,Dutch
10,10,Siem de Jong,NED,M,1.85,76,28-01-89,Aigle,None,Ajax,2012,Dutch
11,11,Isaac Cuenca,ESP,F,1.81,74,27-04-91,Reus,Barcelona,Ajax,2012,Dutch
15,15,Nicolai Boilesen,DEN,D,1.85,75,16-02-92,Ballerup,Brøndby,Ajax,2012,Dutch
16,16,Lucas Andersen,DEN,M,1.85,72,13-09-94,Aalborg,Aalborg,Ajax,2012,Dutch
17,17,Daley Blind,NED,M,1.82,68,09-03-90,Amsterdam,None,Ajax,2012,Dutch
18,18,Davy Klaassen,NED,F,1.85,76,21-02-93,Hilversum,None,Ajax,2012,Dutch
19,19,Tobias Sana,SWE,M,1.73,63,11-07-89,Gothenburg,IFK Göteborg,Ajax,2012,Dutch
20,20,Lasse Schøne,DEN,M,1.77,73,27-05-86,Glostrup,NEC Nijmegen,Ajax,2012,Dutch
21,21,Derk Boerrigter,NED,F,1.85,78,16-10-86,Oldenzaal,RKC Waalwijk,Ajax,2012,Dutch
22,22,Jasper Cillessen,NED,G,1.87,82,22-04-89,Groesbeek,NEC Nijmegen,Ajax,2012,Dutch
23,23,Danny Hoesen,NED,F,1.86,75,15-01-91,Kerkrade,Fulham,Ajax,2012,Dutch
25,25,Thulani Serero,RSA,M,1.70,68,11-04-90,Soweto,Ajax Cape Town,Ajax,2012,Dutch
27,27,Jody Lukoki,NED,M,1.73,61,15-11-92,Kinshasa,None,Ajax,2012,Dutch
30,30,Mickey van der Hart,NED,G,1.88,87,13-06-94,Amstelveen,None,Ajax,2012,Dutch
32,32,Ruben Ligeon,NED,D,1.68,65,24-05-92,Amsterdam,OSV,Ajax,2012,Dutch
33,33,Joël Veltman,NED,D,1.84,75,15-01-92,IJmuiden,None,Ajax,2012,Dutch
34,34,Stefano Denswil,NED,D,1.85,76,07-05-93,Zaandam,None,Ajax,2012,Dutch
35,35,Mitchell Dijks,NED,D,1.93,90,09-02-93,Purmerend,None,Ajax,2012,Dutch
37,37,Lesley de Sa,NED,F,1.70,69,02-04-93,Mijdrecht,None,Ajax,2012,Dutch
39,39,Viktor Fischer,DEN,F,1.79,71,09-06-94,Aarhus,FC Midtjylland,Ajax,2012,Dutch
40,40,Fabian Sporkslede,NED,D,1.80,75,03-08-93,Amstelveen,None,Ajax,2012,Dutch
41,43,Ilan Boccara,NED,M,1.78,68,14-05-93,Boulogne-Billancourt,Paris St-Germain,Ajax,2012,Dutch
42,45,Chiel Kramer,NED,G,,,03-01-92,Heemskerk,None,Ajax,2012,Dutch
43,49,Ryan Babel,NED,F,1.85,78,19-12-86,Amsterdam,1899 Hoffenheim,Ajax,2012,Dutch
1,1,Esteban Alvarado,CRC,G,1.93,83,28-04-89,Siquirres,Deportivo Saprissa,AZ Alkmaar,2012,Dutch
2,2,Mattias Johansson,SWE,D,1.71,64,16-02-92,Jönköping,Kalmar FF,AZ Alkmaar,2012,Dutch
3,3,Dirk Marcellis,NED,D,1.78,74,13-04-88,Horst,PSV Eindhoven,AZ Alkmaar,2012,Dutch
4,4,Nick Viergever,NED,D,1.82,72,03-08-89,Capelle aan den IJssel,Sparta Rotterdam,AZ Alkmaar,2012,Dutch
