,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Romuald  Peiser,FRA,G,1.87,79,03-08-79,Phalsbourg,Naval,Acadйmica,2010,Portuguese
2,2,Amoreirinha,POR,D,1.83,83,05-08-84,Vila Franca de Xira,CFR Cluj,Acadйmica,2010,Portuguese
4,4,Luiz Nunes,BRA,D,1.81,83,04-12-80,Santana do Livramento,Juventude,Acadйmica,2010,Portuguese
5,5,Markus Berger,AUT,D,1.86,82,21-01-85,Salzburg,SV Ried,Acadйmica,2010,Portuguese
7,7,Hugo Morais,POR,M,1.83,81,12-02-78,Quatar,Leixões,Acadйmica,2010,Portuguese
8,8,Pape  Habib Sow,SEN,D,1.80,76,02-12-85,Dakar,Châteauroux,Acadйmica,2010,Portuguese
9,9,Enrique  Carreño,ESP,F,1.83,80,27-11-86,Utrera,Sevilla,Acadйmica,2010,Portuguese
10,10,Amaury Bischoff,POR,M,1.76,65,31-03-87,Colmar,Arsenal,Acadйmica,2010,Portuguese
11,11,Laionel,BRA,F,1.77,70,27-04-86,Campos Belos,Grêmio Anápolis,Acadйmica,2010,Portuguese
12,12,Ricardo,POR,G,1.90,84,06-07-82,Póvoa do Varzim,Varzim,Acadйmica,2010,Portuguese
13,13,Paulo Grilo,POR,M,1.80,72,19-08-91,Figueira da Foz,None,Acadйmica,2010,Portuguese
14,14,Miguel Fidalgo,POR,F,1.75,72,19-03-82,Caniçal,Nacional [POR],Acadйmica,2010,Portuguese
15,15,Orlando,POR,D,1.83,83,24-10-79,Santo Tirso,Freamunde,Acadйmica,2010,Portuguese
18,18,Modou Sougou,SEN,F,1.78,68,18-12-84,Fissel,União de Leiria,Acadйmica,2010,Portuguese
19,19,Pedrinho,POR,D,1.77,73,06-03-85,Vila do Conde,Varzim,Acadйmica,2010,Portuguese
21,21,Éder,POR,F,1.88,81,22-12-87,Bissau,Tourizense,Acadйmica,2010,Portuguese
23,23,Diogo Valente,POR,M,1.76,74,23-09-84,Aveiro,Sporting Braga,Acadйmica,2010,Portuguese
28,28,Adrien Silva,POR,M,1.75,75,15-03-89,Angoulême,Sporting CP,Acadйmica,2010,Portuguese
