,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Romuald Peiser,FRA,G,1.87,79,03-08-79,Phalsbourg,Naval,Acadйmica,2013,Portuguese
2,2,João Dias,POR,D,1.80,70,23-12-86,Braga,Trofense,Acadйmica,2013,Portuguese
3,3,Aníbal,POR,D,1.88,84,08-05-91,Vila Verde,Sporting Braga,Acadйmica,2013,Portuguese
5,5,Rafik Halliche,ALG,D,1.87,77,02-09-86,Algiers,Fulham,Acadйmica,2013,Portuguese
6,6,Djavan,BRA,D,1.84,72,31-12-87,Serrinha,Corinthians Alagoano,Acadйmica,2013,Portuguese
7,7,Marinho,POR,M,1.66,62,26-04-83,Lisbon,Naval,Acadйmica,2013,Portuguese
8,8,Makalele,BRA,M,1.73,65,26-02-85,Salvador,ABC,Acadйmica,2013,Portuguese
10,10,Ivanildo,GNB,F,1.75,70,09-01-86,Bissau,Olhanense,Acadйmica,2013,Portuguese
11,11,Manoel,BRA,F,1.85,75,01-02-89,Porto Esperidão,Grêmio Anápolis,Acadйmica,2013,Portuguese
12,12,Ricardo,POR,G,1.90,84,06-07-82,Póvoa do Varzim,Varzim,Acadйmica,2013,Portuguese
13,13,João Real,POR,D,1.85,83,13-05-83,Covilhã,Naval,Acadйmica,2013,Portuguese
16,16,Rafael Lopes,POR,F,1.85,75,28-07-91,Esposende,Penafiel,Acadйmica,2013,Portuguese
18,18,Moussa Guèye,SEN,F,1.85,78,20-02-89,Dakar,Metz,Acadйmica,2013,Portuguese
20,20,Cleyton,BRA,M,1.75,60,24-02-90,Mato Grosso do Sul,Corinthians Alagoano,Acadйmica,2013,Portuguese
21,21,Marcos Paulo,BRA,M,1.82,70,13-07-88,Pedro Leopoldo,União de Leiria,Acadйmica,2013,Portuguese
23,23,Diogo Valente,POR,M,1.76,74,23-09-84,Aveiro,CFR Cluj,Acadйmica,2013,Portuguese
24,24,Fábio Santos,POR,G,1.87,80,14-11-92,Penafiel,None,Acadйmica,2013,Portuguese
25,25,Paulo Grilo,POR,M,1.80,72,19-08-91,Figueira da Foz,Sporting Covilhã,Acadйmica,2013,Portuguese
28,28,Nuno Piloto,POR,M,1.77,73,19-03-82,Viseu,Olhanense,Acadйmica,2013,Portuguese
30,30,John Ogu,NGA,M,1.92,84,20-04-88,Akwa,União de Leiria,Acadйmica,2013,Portuguese
35,35,Reiner Ferreira,BRA,D,1.85,74,17-11-85,São Paulo,Corinthians Alagoano,Acadйmica,2013,Portuguese
41,63,Elton Monteiro,SUI,D,1.92,85,22-02-94,Sion,Club Brugge,Acadйmica,2013,Portuguese
42,65,Fernando Alexandre,POR,D,1.76,76,02-08-85,Lourinhã,Olhanense,Acadйmica,2013,Portuguese
43,77,Salvador Agra,POR,F,1.66,60,11-11-91,Vila do Conde,Sporting Braga,Acadйmica,2013,Portuguese
44,87,Marcelo Goiano,BRA,D,1.74,66,13-10-87,Goiânia,Grêmio Anápolis,Acadйmica,2013,Portuguese
45,99,Judikael Magique,CIV,M,1.80,75,21-01-93,Abidjan,None,Acadйmica,2013,Portuguese
2,2,Luís Dias,POR,D,1.80,78,03-01-87,Penafiel,Penafiel,Arouca,2013,Portuguese
4,4,Miguel Oliveira,POR,D,1.89,85,18-08-83,Braga,Moreirense,Arouca,2013,Portuguese
5,5,Ustaritz,ESP,D,1.83,75,16-02-83,Abadiño,Dinamo Tbilisi,Arouca,2013,Portuguese
7,7,David Simão,POR,M,1.79,81,15-05-90,Versailles,Benfica,Arouca,2013,Portuguese
8,8,André Claro,POR,F,1.83,75,31-03-91,Vila Nova de Gaia,Famalicão,Arouca,2013,Portuguese
9,9,Bruno Amaro,POR,M,1.81,76,11-01-89,Sarajevo,Vitória Setúbal,Arouca,2013,Portuguese
10,10,Carlos Pintassilgo,POR,M,1.68,68,30-06-85,Felgueiras,Moreirense,Arouca,2013,Portuguese
11,11,Cristian Ceballos,ESP,M,1.73,67,03-12-92,Barcelona,Tottenham H,Arouca,2013,Portuguese
12,12,Rui Sacramento,POR,G,1.84,84,31-01-85,Matosinhos,Leixões,Arouca,2013,Portuguese
13,13,Mika,POR,D,1.80,75,26-09-87,Lyon,Feirense,Arouca,2013,Portuguese
16,16,Cássio,BRA,G,1.86,79,12-08-80,Rio de Janeiro,Sporting Braga,Arouca,2013,Portuguese
17,17,Roberto,POR,F,1.80,75,28-11-88,Porto,Naval,Arouca,2013,Portuguese
21,21,Lassad Nouioui,TUN,F,1.89,78,08-03-85,Marseille,Celtic,Arouca,2013,Portuguese
22,22,Tinoco,POR,D,1.86,75,17-10-86,Barcelos,Naval,Arouca,2013,Portuguese
23,23,Hugo Monteiro,POR,F,1.76,71,09-05-85,Porto,Gondomar,Arouca,2013,Portuguese
25,25,Iván Balliu,ESP,D,1.75,68,01-01-92,Caldes de Malavella,Barcelona B,Arouca,2013,Portuguese
35,35,Rui Sampaio,POR,M,1.86,75,29-05-87,Vila Pouca de Aguiar,Cagliari,Arouca,2013,Portuguese
41,44,Diego Galo,BRA,D,1.85,79,14-01-84,Diadema,Oliveirense,Arouca,2013,Portuguese
42,47,Stéphane Dasse,BFA,D,1.80,70,05-07-89,Bingerville,Atlético CP,Arouca,2013,Portuguese
43,66,Nuno Coelho,POR,M,1.81,73,23-11-87,Covilhã,Benfica,Arouca,2013,Portuguese
44,77,Sérginho,POR,F,1.76,72,21-02-90,Trofa,Beira-Mar,Arouca,2013,Portuguese
45,80,Soares,BRA,M,1.81,76,30-12-88,Goiânia,Rio Ave,Arouca,2013,Portuguese
46,90,Tucka,POR,F,1.82,80,15-02-96,Arouca,None,Arouca,2013,Portuguese
47,92,Salim Cissé,GUI,F,1.85,74,24-12-92,Massimina,Sporting CP,Arouca,2013,Portuguese
48,99,Igor Rocha,POR,G,1.84,78,04-03-93,Santa Maria da Feira,Nacional [POR],Arouca,2013,Portuguese
1,1,Matt Jones,ENG,G,1.90,83,11-05-86,Stoke-on-Trent,União da Madeira,Belenenses,2013,Portuguese
2,2,André Teixeira,POR,D,1.80,73,14-08-93,Porto,FC Porto,Belenenses,2013,Portuguese
3,3,Kay,CPV,D,1.84,83,05-01-88,Nossa Senhora da Luz,Operário,Belenenses,2013,Portuguese
4,4,Duarte Machado,POR,D,1.75,73,12-02-83,Carnaxide,Fátima,Belenenses,2013,Portuguese
6,6,João Meira,POR,D,1.85,78,30-04-87,Setúbal,Atlético CP,Belenenses,2013,Portuguese
8,8,Helgi Daníelsson,ISL,M,1.86,76,13-07-81,Reykjavik,AIK,Belenenses,2013,Portuguese
9,9,Tiago Caeiro,POR,F,1.92,82,29-03-84,Vila Franca de Xira,Atlético CP,Belenenses,2013,Portuguese
10,10,Tiago Silva,POR,M,1.70,71,02-06-93,Lisbon,None,Belenenses,2013,Portuguese
11,11,Fredy,POR,F,1.69,69,27-03-90,Luanda,None,Belenenses,2013,Portuguese
13,13,João Afonso,POR,D,1.92,87,11-02-82,Lisbon,Mafra,Belenenses,2013,Portuguese
14,14,Fernando Ferreira,POR,M,1.83,78,20-11-86,Viseu,Tondela,Belenenses,2013,Portuguese
15,15,Káká,POR,D,1.73,64,06-10-92,Guimarães,Vitória Guimarães,Belenenses,2013,Portuguese
16,16,Bruno China,POR,M,1.82,75,05-08-82,Matosinhos,Académica,Belenenses,2013,Portuguese
17,17,Fábio Sturgeon,POR,M,1.83,78,04-02-94,Almada,None,Belenenses,2013,Portuguese
18,18,Geraldes,POR,D,1.81,70,02-05-91,Maia,İstanbul BB,Belenenses,2013,Portuguese
19,19,Rambé,CPV,F,1.86,83,04-10-89,São Vicente,Pinhalnovense,Belenenses,2013,Portuguese
20,20,Filipe Ferreira,POR,D,1.78,70,27-09-90,Lisbon,Atlético CP,Belenenses,2013,Portuguese
22,22,Rudy,POR,F,1.89,77,05-01-89,Oeiras,Deportivo La Coruña,Belenenses,2013,Portuguese
24,24,Eggert Jónsson,ISL,M,1.88,72,18-08-88,Rekyjavik,Wolverhampton W,Belenenses,2013,Portuguese
27,27,João Pedro,POR,F,1.76,70,04-05-86,Figueira de Castelo Rodrigo,Sporting Braga,Belenenses,2013,Portuguese
28,28,Gonçalo Brandão,POR,D,1.82,72,09-10-86,Lisbon,Parma,Belenenses,2013,Portuguese
29,29,Roland Linz,AUT,F,1.85,72,09-08-81,Leoben,Muangthong U,Belenenses,2013,Portuguese
38,38,Luís Cortez,POR,M,1.74,71,18-04-94,Setúbal,Torreense,Belenenses,2013,Portuguese
41,66,Deyverson,BRA,F,1.89,82,08-05-91,Santa Margarida,Benfica,Belenenses,2013,Portuguese
42,70,Miguel Rosa,POR,M,1.78,67,13-01-89,Lisbon,Benfica,Belenenses,2013,Portuguese
43,76,Rafael Veloso,POR,G,1.92,80,03-11-93,Lourinhã,Sporting CP,Belenenses,2013,Portuguese
44,77,Filipe Mendes,POR,G,1.84,78,17-06-85,Lisbon,Lousada,Belenenses,2013,Portuguese
45,81,Jorge Rojas,PAR,F,1.68,65,07-01-93,Villa Hayes,Benfica,Belenenses,2013,Portuguese
1,1,Artur,BRA,G,1.92,90,25-01-81,Leme,Sporting Braga,Benfica,2013,Portuguese
3,3,Steven Vitória,POR,D,1.95,86,11-01-87,Toronto,Estoril,Benfica,2013,Portuguese
4,4,Luisão,BRA,D,1.93,95,13-02-81,Amparo,Cruzeiro,Benfica,2013,Portuguese
5,5,Ljubomir Fejsa,SRB,M,1.85,78,14-08-88,Belgrade,Olympiakos,Benfica,2013,Portuguese
6,6,Rúben Amorim,POR,M,1.78,73,27-01-85,Lisbon,Belenenses,Benfica,2013,Portuguese
7,7,Óscar Cardozo,PAR,F,1.93,87,20-05-83,Campo 9,Newell's Old Boys,Benfica,2013,Portuguese
8,8,Miralem Sulejmani,SRB,F,1.78,68,05-12-88,Belgrade,Ajax,Benfica,2013,Portuguese
9,9,Rogelio Funes Mori,ARG,F,1.85,74,03-05-91,Mendoza,River Plate,Benfica,2013,Portuguese
10,10,Filip Djuričić,SRB,M,1.76,72,30-01-92,Obrenovac,SC Heerenveen,Benfica,2013,Portuguese
11,11,Lima,BRA,F,1.79,82,11-05-83,Monte Alegre,Sporting Braga,Benfica,2013,Portuguese
13,13,Paulo Lopes,POR,G,1.84,76,29-06-78,Mirandela,Feirense,Benfica,2013,Portuguese
14,14,Maximiliano Pereira,URU,D,1.73,70,08-06-84,Montevideo,Defensor Sporting,Benfica,2013,Portuguese
16,16,Guilherme Siqueira,BRA,M,1.84,76,28-04-86,Florianapolis,Granada,Benfica,2013,Portuguese
18,18,Eduardo Salvio,ARG,F,1.73,76,13-05-90,Avellaneda,Atlético Madrid,Benfica,2013,Portuguese
