,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Cristiano,POR,G,1.95,90,29-11-90,Satão,Sporting Braga,Académica,2014,Portuguese
3,3,Aníbal,POR,D,1.88,84,08-05-91,Vila Verde,Sporting Braga,Académica,2014,Portuguese
4,4,Nwankwo Obiora,NGA,M,1.83,77,12-07-91,Kaduna,Córdoba,Académica,2014,Portuguese
5,5,Ricardo Nascimento,BRA,D,1.91,80,07-02-87,Ilhéus,Olé Brasil,Académica,2014,Portuguese
6,6,Tripy Makonda,FRA,D,1.80,70,24-01-90,Ivry-sur-Seine,Brest,Académica,2014,Portuguese
7,7,Marinho,POR,M,1.66,62,26-04-83,Lisbon,Naval,Académica,2014,Portuguese
10,10,Ivanildo,GNB,F,1.75,70,09-01-86,Bissau,Olhanense,Académica,2014,Portuguese
11,11,Judikael Magique,CIV,M,1.80,75,21-01-93,Abidjan,None,Académica,2014,Portuguese
12,12,Salim Cissé,GUI,F,1.85,74,24-12-92,Massimina,Sporting CP,Académica,2014,Portuguese
13,13,João Real,POR,D,1.85,83,13-05-83,Covilhã,Naval,Académica,2014,Portuguese
14,14,Iago,BRA,D,1.88,78,22-05-92,Itaboraí,Duque de Caxias,Académica,2014,Portuguese
17,17,Carlos Olascuaga,PER,F,1.75,72,22-07-92,Lima,Universitario de Deportes,Académica,2014,Portuguese
18,18,M'Bala Nzola,FRA,F,1.85,82,18-08-96,Troyes,None,Académica,2014,Portuguese
19,19,Ulysse Diallo,MLI,F,1.82,77,26-10-92,Bamako,Arouca,Académica,2014,Portuguese
20,20,Rui Pedro,POR,F,1.80,73,02-07-88,VIla Nova de Gaia,CFR Cluj,Académica,2014,Portuguese
21,21,Marcos Paulo,BRA,M,1.82,70,13-07-88,Pedro Leopoldo,União de Leiria,Académica,2014,Portuguese
22,22,Christopher Oualembo,COD,D,1.78,70,31-01-87,St-Germain-en-Laye,Lechia Gdańsk,Académica,2014,Portuguese
23,23,Edgar Salli,CMR,F,1.63,64,17-08-92,Garoua,Monaco,Académica,2014,Portuguese
24,24,Fábio Santos,POR,G,1.87,80,14-11-92,Penafiel,None,Académica,2014,Portuguese
27,27,Pedro Nuno,POR,M,1.74,69,13-01-95,Buarcos,None,Académica,2014,Portuguese
28,28,Nuno Piloto,POR,M,1.77,73,19-03-82,Viseu,Olhanense,Académica,2014,Portuguese
29,29,Aderlan,BRA,D,1.80,69,18-08-90,Campina Grande,Corinthians Alagoano,Académica,2014,Portuguese
30,30,Rafael Lopes,POR,F,1.85,75,28-07-91,Esposende,Penafiel,Académica,2014,Portuguese
32,32,Lee,BRA,G,1.88,86,09-03-88,São Paulo,Atlético Mineiro,Académica,2014,Portuguese
34,34,Hugo Ribeiro,POR,D,1.84,62,14-01-97,Coimbra,FC Porto,Académica,2014,Portuguese
35,35,Ibrahim Diomande,CIV,D,,,15-05-96,,None,Académica,2014,Portuguese
37,37,Richard Ofori,GHA,D,1.81,65,24-04-93,Accra,Tudu Mighty Jets,Académica,2014,Portuguese
41,47,Ricardo Esgaio,POR,F,1.71,66,16-05-93,Nazaré,Sporting CP,Académica,2014,Portuguese
42,65,Fernando Alexandre,POR,M,1.76,76,02-08-85,Lourinhã,Olhanense,Académica,2014,Portuguese
43,77,Hugo Sêco,BRA,F,1.78,72,17-06-88,Lousã,Benfica Castelo Branco,Académica,2014,Portuguese
44,92,Lucas Mineiro,BRA,M,1.73,68,16-06-92,Montes Claros,Vitória,Académica,2014,Portuguese
1,1,Mauro Goicoechea,URU,G,1.84,81,27-03-88,Montevideo,Oţelul Galaţi,Arouca,2014,Portuguese
2,2,Iván Balliu,ESP,D,1.75,68,01-01-92,Caldes de Malavella,Barcelona B,Arouca,2014,Portuguese
3,3,Hugo Basto,POR,D,1.88,81,14-05-93,Porto,Sporting Braga,Arouca,2014,Portuguese
4,4,Miguel Oliveira,POR,D,1.89,85,18-08-83,Braga,Moreirense,Arouca,2014,Portuguese
6,6,David Simão,POR,M,1.79,81,15-05-90,Versailles,Benfica,Arouca,2014,Portuguese
7,7,Artur,POR,M,1.75,69,18-02-84,Cacia,Chornomorets Odessa,Arouca,2014,Portuguese
8,8,André Claro,POR,F,1.83,75,31-03-91,Vila Nova de Gaia,Famalicão,Arouca,2014,Portuguese
9,9,Bruno Amaro,POR,M,1.81,76,11-01-89,Sarajevo,Vitória Setúbal,Arouca,2014,Portuguese
10,10,Carlos Pintassilgo,POR,M,1.68,68,30-06-85,Felgueiras,Moreirense,Arouca,2014,Portuguese
11,11,Lucas Colitto,ARG,F,1.72,67,01-06-94,San Martín,Defensores de Belgrano,Arouca,2014,Portuguese
13,13,Rui Sacramento,POR,G,1.84,84,31-01-85,Matosinhos,Leixões,Arouca,2014,Portuguese
14,14,Diego Galo,BRA,D,1.85,79,14-01-84,Diadema,Oliveirense,Arouca,2014,Portuguese
16,16,Tomás Dabó,POR,D,1.73,71,20-10-93,Bissau,Sporting Braga,Arouca,2014,Portuguese
21,21,Tucka,POR,F,1.82,80,15-02-96,Arouca,None,Arouca,2014,Portuguese
22,22,Tinoco,POR,D,1.86,75,17-10-86,Barcelos,Naval,Arouca,2014,Portuguese
25,25,Fabrice Fokobo,CMR,D,1.82,72,25-01-94,Buea,Sporting CP,Arouca,2014,Portuguese
28,28,Joris Kayembe,BEL,M,1.82,73,08-08-94,Brussels,FC Porto,Arouca,2014,Portuguese
