,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Rui Nereu,G,5'07'',10 03,04-02-86,Odivelas,Benfica,Acadйmica,2007,Portuguese
2,2,Joeano,F,"5'09""",11 05,12-08-79,Fortaleza,Beitar Jerusalem,Acadйmica,2007,Portuguese
3,3,Fofana,M,"5'07""",11 05,17-04-84,Abidjan,Sports Bouna,Acadйmica,2007,Portuguese
4,4,Kaká,D,"6'02""",12 11,16-05-81,São José do Belmonte,Grémio Jaciára,Acadйmica,2007,Portuguese
5,5,Markus Berger,D,"6'01""",11 07,21-01-85,Salzburg,SV Ried,Acadйmica,2007,Portuguese
6,6,Irineu,D,"6'01""",11 11,27-03-83,São  Paulo,Cruzeiro,Acadйmica,2007,Portuguese
8,8,Paulo Sérgio,M,6'00'',13 03,21-07-81,Rio de Janeiro,Moreirense,Acadйmica,2007,Portuguese
10,10,Miguel Pedro,F,5'09'',11 00,11-06-83,Porto,Desportivo Aves,Acadйmica,2007,Portuguese
11,11,Lito,M,5'07'',10 06,03-02-75,Lisbon,Naval,Acadйmica,2007,Portuguese
12,12,Ricardo,G,"6'02""",12 08,06-07-82,Póvoa do Varzim,Varzim,Acadйmica,2007,Portuguese
14,14,Pedro Ribeiro,F,"6'00""",12 04,24-05-88,Figueira da Foz,None,Acadйmica,2007,Portuguese
15,15,Orlando,D,6'00'',12 13,24-10-79,Santo Tirso,Freamunde,Acadйmica,2007,Portuguese
17,17,Cris,M,5'10'',11 00,17-01-84,Oliveira de Azemeis,Feirense,Acadйmica,2007,Portuguese
18,18,Vítor Vinha,M,5'11'',11 03,11-11-85,Viseu,None,Acadйmica,2007,Portuguese
19,19,Pedrinho,F,"5'09""",11 05,06-03-85,Vila do Conde,Varzim,Acadйmica,2007,Portuguese
24,24,Pedro Roma,G,6'01'',13 01,13-08-70,Pombal,Gil Vicente,Acadйmica,2007,Portuguese
25,25,Ivanildo,F,"5'09""",11 03,09-01-86,Bissau,FC Porto,Acadйmica,2007,Portuguese
26,26,Edgar,F,"6'03""",12 00,03-01-87,São Carlos,FC Porto,Acadйmica,2007,Portuguese
28,28,Nuno Piloto,M,5'10'',11 07,19-03-82,Viseu,None,Acadйmica,2007,Portuguese
30,30,Pedro Costa,D,5'06'',10 10,21-11-81,Arouca,Sporting Braga,Acadйmica,2007,Portuguese
32,32,Miloš Pavlovic,F,"6'03""",12 11,27-11-83,Belgrade,Voždovac,Acadйmica,2007,Portuguese
33,33,William Tiero,F,"5'09""",11 03,03-12-80,Tema,Naval,Acadйmica,2007,Portuguese
38,38,Cristiano,M,"5'07""",11 00,11-07-89,Portalegre,None,Acadйmica,2007,Portuguese
41,82,Cléber Manttuy,D,"5'10""",12 00,24-03-82,São  Bernardo do Campo,Marília,Acadйmica,2007,Portuguese
42,85,Luis Aguiar,M,"6'00""",12 11,17-11-85,Mercedes,FC Porto,Acadйmica,2007,Portuguese
1,1,Marco,G,"6'04""",12 13,01-03-78,Amares,Sporting Braga,Belenenses,2007,Portuguese
2,2,Amaral,D,"5'07""",10 12,28-02-72,Capivari,Leixões,Belenenses,2007,Portuguese
3,3,Miguel Areias,D,6'02'',12 13,02-06-77,Gaia,FC Porto,Belenenses,2007,Portuguese
4,4,Rodrigo Alvim,D,6'00'',11 05,25-11-83,Paraná,Paraná,Belenenses,2007,Portuguese
5,5,Ruben Amorim,M,"5'10""",11 05,27-01-85,Lisbon,None,Belenenses,2007,Portuguese
6,6,Gabriel Gómez,M,6'00'',12 00,29-05-84,Ciudad de Panamá,Independiente Santa Fé,Belenenses,2007,Portuguese
7,7,Weldon,F,"6'02""",12 00,06-08-80,Santo André,Cruzeiro,Belenenses,2007,Portuguese
8,8,Marco Ferreira,M,"5'10""",11 09,12-03-78,Vimioso,Benfica,Belenenses,2007,Portuguese
9,9,João Paulo Oliveira,F,6'00'',12 04,13-06-85,Rio de Janeiro,Glória,Belenenses,2007,Portuguese
10,10,Silas,M,"5'10""",11 00,01-09-76,Lisbon,Wolverhampton W,Belenenses,2007,Portuguese
11,11,José Pedro,M,"6'01""",12 01,18-10-78,Montijo,Vitória Setúbal,Belenenses,2007,Portuguese
13,13,Rolando,D,"6'02""",12 01,31-08-85,Cape Verde,None,Belenenses,2007,Portuguese
16,16,Hugo Alcântara,D,6'03'',13 05,28-07-79,Mato Grosso,Académica,Belenenses,2007,Portuguese
17,17,Edson,D,"6'00""",13 01,06-07-87,Itactinga,FC Porto,Belenenses,2007,Portuguese
