,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Sandro  Tomic,G,"6'00""",12 08,29-10-72,Split,NK Zagreb,Debrecen,2005,Hungarian
2,2,Péter Máté,D,"6'04""",14 13,02-12-84,Püspökladány,Debreceni Olasz Focisuli,Debrecen,2005,Hungarian
3,3,Csaba Szatmári,D,"5'10""",11 11,02-11-73,Debrecen,Dorog,Debrecen,2005,Hungarian
5,5,Dragan Vukmir,D,"6'00""",12 01,02-08-78,Sremska Mitrovica,Ferencváros,Debrecen,2005,Hungarian
6,6,Béla Virág,M,"6'01""",12 04,12-04-76,Marcali,Balaton FC,Debrecen,2005,Hungarian
7,7,Tibor Dombi,M,"5'09""",12 00,11-11-73,Püspökladány,Utrecht,Debrecen,2005,Hungarian
8,8,Csaba Madar,M,"5'06""",09 06,08-10-74,Püspökladány,MTK,Debrecen,2005,Hungarian
9,9,Tamás Sándor,M,"6'00""",12 06,20-06-74,Debrecen,Beitar Jerusalem,Debrecen,2005,Hungarian
10,10,Igor  Bogdanović,F,"6'00""",12 01,25-09-74,Novi Sad,Gençlerbirliği,Debrecen,2005,Hungarian
11,11,Bojan Brnovic,F,"5'10""",11 11,10-02-79,Podgorica,Partizan Belgrade,Debrecen,2005,Hungarian
12,12,János Balogh,G,"6'04""",13 12,29-11-82,Debrecen,Kaba,Debrecen,2005,Hungarian
16,16,Ádám Komlósi,D,"6'03""",12 11,06-12-77,Budapest,MTK,Debrecen,2005,Hungarian
17,17,Norbert Mészáros,F,"6'03""",13 01,19-08-80,,Energie Cottbus,Debrecen,2005,Hungarian
19,19,Balázs Dzsudzsák,M,"5'11""",11 07,23-12-86,Nyírlugos,Debreceni Olasz Focisuli,Debrecen,2005,Hungarian
20,20,Aladár Virágh,D,"5'11""",11 05,19-02-83,Debrecen,None,Debrecen,2005,Hungarian
21,21,Ronald Habi,M,"5'11""",11 09,23-08-77,Knezevo,Vojvodina,Debrecen,2005,Hungarian
22,22,Csaba Bernáth,D,"5'10""",11 03,26-03-79,Debrecen,FC Antwerp,Debrecen,2005,Hungarian
24,24,Norbert Csernyánszki,G,"6'01""",13 01,01-02-76,Veszprém,Balaton FC,Debrecen,2005,Hungarian
26,26,Ibrahim Sidibé,F,"6'05""",13 03,10-08-80,Nguidile,SV Ried,Debrecen,2005,Hungarian
28,28,Péter Halmosi,M,"6'00""",11 09,25-09-79,Szombathely,Grazer AK,Debrecen,2005,Hungarian
30,30,Zoltán Kiss,M,"6'00""",12 06,18-08-80,Püspökladány,Germinal Beerschot,Debrecen,2005,Hungarian
31,31,István Ferenczi,F,"6'03""",13 01,14-09-77,Győr,Rizespor,Debrecen,2005,Hungarian
41,73,László Éger,D,"6'02""",13 05,07-05-77,Paks,Dunaferr,Debrecen,2005,Hungarian
42,81,Zoltán Böőr,M,"5'07""",10 03,14-08-78,Debrecen,Manisaspor,Debrecen,2005,Hungarian
1,1,Krisztián Berki,G,"6'03""",13 05,01-07-80,,Ferencváros,Diósgyőr,2005,Hungarian
2,2,József Mogyorósi,D,"6'00""",11 11,01-11-78,Budapest,Tatabánya,Diósgyőr,2005,Hungarian
3,3,Norbert Elek,D,"6'03""",13 03,27-03-77,Körmend,Vasas,Diósgyőr,2005,Hungarian
4,4,Marcell Fodor,D,"6'00""",11 07,27-10-87,,Újpest,Diósgyőr,2005,Hungarian
5,5,Ciprian Binder,F,"6'00""",12 04,20-02-76,Turda,Győr,Diósgyőr,2005,Hungarian
6,6,László Almási,M,"5'09""",11 05,14-04-81,,Salgótarján,Diósgyőr,2005,Hungarian
7,7,Attila Simon,F,"6'01""",12 04,04-02-83,Budapest,Fehérvár,Diósgyőr,2005,Hungarian
8,8,Zoltán Vitelki,M,"6'02""",13 01,13-09-70,Miskolc,Vác,Diósgyőr,2005,Hungarian
9,9,László  Lőrincz,F,"5'10""",11  11,27-08-80,,Dunakeszi,Diósgyőr,2005,Hungarian
10,10,Szilárd Szögedi,M,"5'09""",11 05,21-06-79,Ózd,Pécs,Diósgyőr,2005,Hungarian
14,14,Viktor Farkas,D,"6'01""",12 06,05-10-78,Phenjan,Pápa,Diósgyőr,2005,Hungarian
16,16,Tibor Halgas,M,"5'11""",11 00,26-05-81,Budapest,Fehérvár,Diósgyőr,2005,Hungarian
17,17,Ádám Horváth,M,"5'11""",11 11,23-02-89,Miskolc,None,Diósgyőr,2005,Hungarian
18,18,Péter  Urbin,F,"6'01""",12  11,17-09-84,,Debrecen,Diósgyőr,2005,Hungarian
19,19,Norbert Lipusz,M,"5'07""",09 08,23-04-86,,None,Diósgyőr,2005,Hungarian
20,20,Gergő  Jeremiás,M,"5'09""",10  10,26-02-85,,Debrecen,Diósgyőr,2005,Hungarian
22,22,Milán Faggyas,F,"5'09""",11 03,01-06-89,Miskolc,None,Diósgyőr,2005,Hungarian
23,23,István Sipeki,M,"5'06""",10 03,17-02-79,Eger,Balaton FC,Diósgyőr,2005,Hungarian
25,25,Pál Szalma,G,"6'02""",12 00,12-03-82,Vásárosnamény,Nyírbátor,Diósgyőr,2005,Hungarian
26,26,Norbert Farkas,M,"6'00""",12 08,02-01-77,,Kaposvár,Diósgyőr,2005,Hungarian
29,29,Gergely  Balás,F,"6'01""",12  11,21-12-82,,Harreither,Diósgyőr,2005,Hungarian
41,66,István Kövesfalvi,G,"6'03""",13 05,05-12-68,Budapest,REAC,Diósgyőr,2005,Hungarian
42,81,Attila Katona,M,"6'01""",12 00,16-06-81,Eger,Veszprém,Diósgyőr,2005,Hungarian
43,89,Gergő Menyhért,M,"6'02""",13 05,22-10-89,Miskolc,None,Diósgyőr,2005,Hungarian
3,3,Zsolt Fehér,D,"6'03""",12 00,13-09-85,,Gázszer,Fehérvár,2005,Hungarian
5,5,Tamás Györök,M,"5'10""",12 01,18-03-79,,Balaton FC,Fehérvár,2005,Hungarian
6,6,Zoltán Schwarcz,M,"6'00""",12 06,18-05-74,,Siófok,Fehérvár,2005,Hungarian
8,8,Norbert Lattenstein,M,"5'10""",10 12,13-02-84,,Mór,Fehérvár,2005,Hungarian
9,9,Illés Sitku,F,"5'10""",11 07,05-02-78,Budapest,Debrecen,Fehérvár,2005,Hungarian
10,10,Zsolt  Dvéri,M,"5'09""",11  11,12-08-76,,Seregélyes,Fehérvár,2005,Hungarian
11,11,Alex Silvester Alumona,F,"5'09""",11 05,18-12-83,,Vác,Fehérvár,2005,Hungarian
12,12,Zsolt Sebők,G,"6'01""",13 01,03-04-79,,Győr,Fehérvár,2005,Hungarian
13,13,Gábor  Kocsis,M,"6'01""",11  00,30-11-85,,Dunaújváros,Fehérvár,2005,Hungarian
14,14,Balázs Farkas,M,"5'10""",12 06,15-10-79,,Újpest,Fehérvár,2005,Hungarian
17,17,Ákos Koller,D,"6'02""",12 13,04-09-74,,Siófok,Fehérvár,2005,Hungarian
