,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Vukain Radomir Poleksić,G,"6'04""",14 07,30-08-82,Nikić,Tatabánya,Debrecen,2007,Hungarian
2,2,István Szűcs,D,"6'03""",11 07,03-05-85,Debrecen,DSI,Debrecen,2007,Hungarian
3,3,Csaba Szatmári,D,"5'10""",11 11,02-11-73,Debrecen,Dorog,Debrecen,2007,Hungarian
4,4,Leandro de Almeida,M,"5'11""",11 11,19-03-82,Cornélio Procópio,Ferencváros,Debrecen,2007,Hungarian
5,5,Dragan Vukmir,D,"6'00""",12 01,02-08-78,Sremska Mitrovica,Ferencváros,Debrecen,2007,Hungarian
6,6,Zoltán Takács,D,"6'03""",13 01,26-11-83,Budapest,Honvéd,Debrecen,2007,Hungarian
7,7,Tibor Dombi,M,"5'09""",12 00,11-11-73,Püspökladány,Utrecht,Debrecen,2007,Hungarian
8,8,Zsombor  Kerekes,F,"6'04""",13  12,13-09-73,Senta,Willem II,Debrecen,2007,Hungarian
9,9,Tamás Sándor,M,"6'00""",12 06,20-06-74,Debrecen,Beitar Jerusalem,Debrecen,2007,Hungarian
10,10,Igor Bogdanović,F,"6'00""",12 01,25-09-74,Novi Sad,Gençlerbirliği,Debrecen,2007,Hungarian
11,11,Milán Faggyas,F,"5'09""",11 03,01-06-89,Miskolc,Diósgyőr,Debrecen,2007,Hungarian
12,12,János Balogh,G,"6'04""",13 12,29-11-82,Debrecen,Kaba,Debrecen,2007,Hungarian
13,13,Péter Bíró,D,"6'03""",11 07,20-09-85,Debrecen,DSI,Debrecen,2007,Hungarian
14,14,Gergely  Rudolf,F,"5'10""",12  00,09-03-85,Nyiregyhaza,Nancy,Debrecen,2007,Hungarian
15,15,László Rezes,F,"5'09""",11 11,12-08-87,Debrecen,Kecskemét,Debrecen,2007,Hungarian
16,16,Ádám Komlósi,D,"6'03""",12 11,06-12-77,Budapest,MTK,Debrecen,2007,Hungarian
17,17,Norbert Mészáros,F,"6'03""",13 01,19-08-80,Nyírlugos,Energie Cottbus,Debrecen,2007,Hungarian
18,18,Péter Máté,D,"6'04""",14 13,02-12-84,Püspökladány,Debreceni Olasz Focisuli,Debrecen,2007,Hungarian
19,19,Vinicius Galvão,F,"6'00""",12 04,12-08-89,Porto Alegre,Grêmio,Debrecen,2007,Hungarian
20,20,Róbert Nagy,M,"5'10""",10 08,26-11-87,Debrecen,Debreceni Olasz Focisuli,Debrecen,2007,Hungarian
21,21,Marcell Fodor,D,"6'00""",12 00,27-10-87,Székesfehérvár,Diósgyőr,Debrecen,2007,Hungarian
22,22,Csaba Bernáth,D,"5'10""",11 03,26-03-79,Debrecen,FC Antwerp,Debrecen,2007,Hungarian
23,23,Péter Szilágyi,F,"6'00""",11 00,26-01-88,Debrecen,DSI,Debrecen,2007,Hungarian
24,24,Norbert Csernyánszki,G,"6'01""",13 01,01-02-76,Veszprém,Balaton FC,Debrecen,2007,Hungarian
26,26,Daniel Chigou,F,"6'01""",12 08,05-07-83,,Farul Constanţa,Debrecen,2007,Hungarian
27,27,Gábor Demjén,F,"5'09""",11 00,01-03-86,Dabas,Sopron,Debrecen,2007,Hungarian
28,28,Zoltán  Nagy,D,"6'02""",11 07,25-10-85,Debrecen,DSI,Debrecen,2007,Hungarian
29,29,István Spitzmüller,M,"6'01""",11 05,14-05-86,Debrecen,DSI,Debrecen,2007,Hungarian
