,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Vukain Radomir Poleksić,MNE,G,1.94,92,30-08-82,Nikić,Tatabánya,Debrecen,2011,Hungarian
2,2,István Szűcs,HUN,D,1.90,73,03-05-85,Debrecen,DSI,Debrecen,2011,Hungarian
4,4,Dajan Simac,GER,D,1.90,87,04-01-82,Bingen,FSV Frankfurt,Debrecen,2011,Hungarian
5,5,Gyula Illés,HUN,M,1.78,72,09-11-82,Vásrosnamény,Zalaegerszeg,Debrecen,2011,Hungarian
6,6,Luis Arcangel Ramos,HON,M,1.78,72,11-04-85,San Pedro Sula,Nyíregyháza,Debrecen,2011,Hungarian
7,7,Tibor Dombi,HUN,M,1.74,73,11-11-73,Püspökladány,Utrecht,Debrecen,2011,Hungarian
8,8,Balázs Nikolov,HUN,M,1.81,71,04-07-77,Bonyhád,Paks,Debrecen,2011,Hungarian
10,10,Balázs Farkas II,HUN,F,1.76,69,24-04-88,Nyíregyháza,Dynamo Kiev,Debrecen,2011,Hungarian
11,11,János Ferenczi,HUN,M,1.80,65,03-04-91,Debrecen,DSI,Debrecen,2011,Hungarian
12,12,Miklós Erdélyi,HUN,G,1.93,93,30-03-81,Debrecen,Nyíregyháza,Debrecen,2011,Hungarian
14,14,Eugène Salami,NGA,F,1.82,79,05-02-89,Abuja,Niger Tornadoes,Debrecen,2011,Hungarian
15,15,László Rezes,HUN,M,1.73,65,12-08-87,Debrecen,Kecskemét,Debrecen,2011,Hungarian
17,17,Norbert Mészáros,HUN,D,1.91,85,19-08-80,Pápa,Energie Cottbus,Debrecen,2011,Hungarian
18,18,Péter Máté,HUN,D,1.95,92,02-12-84,Püspökladány,Debreceni Olasz Focisuli,Debrecen,2011,Hungarian
20,20,Mbengono Ondoa Yannick,CMR,F,1.67,70,11-06-87,Yaoundé,Kecskemét,Debrecen,2011,Hungarian
21,21,Bence Ludánszki,HUN,M,1.84,75,25-10-90,Debrecen,DSI,Debrecen,2011,Hungarian
22,22,Csaba Bernáth,HUN,D,1.77,70,26-03-79,Debrecen,Royal Antwerp,Debrecen,2011,Hungarian
23,23,Gergő Oláh,HUN,D,1.84,73,18-02-89,Gyula,Balmazújváros,Debrecen,2011,Hungarian
26,26,Adnan Alisic,NED,M,1.80,73,10-02-84,Rotterdam,Excelsior,Debrecen,2011,Hungarian
27,27,Ádám Bódi,HUN,M,1.75,65,01-11-90,Nyíregyháza,DSI,Debrecen,2011,Hungarian
28,28,Zoltán Nagy,HUN,D,1.87,80,25-10-85,Debrecen,DSI,Debrecen,2011,Hungarian
29,29,István Spitzmüller,HUN,M,1.76,72,14-05-86,Debrecen,DSI,Debrecen,2011,Hungarian
30,30,Stevo Nikolić,BIH,F,1.84,76,04-12-84,amac,Borac Banja Luka,Debrecen,2011,Hungarian
33,33,József Varga,HUN,M,1.75,71,06-06-88,Debrecen,DSI,Debrecen,2011,Hungarian
37,37,Lucas Marcolini,BRA,M,1.76,70,06-05-89,Cornélio Procópio,Atlético Paranaense,Debrecen,2011,Hungarian
39,39,Adamo Coulibaly,FRA,F,1.87,81,14-08-81,Paris,Royal Antwerp,Debrecen,2011,Hungarian
40,40,Márk Szécsi,HUN,F,1.78,73,22-05-94,Eger,None,Debrecen,2011,Hungarian
41,45,Nenad Novaković,SRB,G,1.93,85,17-07-82,Uice,FC Nordsjælland,Debrecen,2011,Hungarian
42,50,Ştefan Mardare,ROU,D,1.82,81,03-12-87,Bacău,Rapid Bucureşti,Debrecen,2011,Hungarian
43,55,Péter Szakály,HUN,M,1.82,70,17-08-86,Nagyatád,Kaposvár,Debrecen,2011,Hungarian
44,69,Mihály Korhut,HUN,D,1.81,76,01-12-88,Miskolc,Létavértes,Debrecen,2011,Hungarian
45,70,Tamás Kulcsár,HUN,F,1.85,73,13-10-82,Debrecen,Polonia Warszawa,Debrecen,2011,Hungarian
46,87,István Verpecz,HUN,G,1.96,87,04-02-87,Szikszó,Diósgyőr,Debrecen,2011,Hungarian
47,88,Selim Bouadla,FRA,M,1.71,67,26-08-88,Rosny-sous-Bois,Le Havre,Debrecen,2011,Hungarian
48,99,Roguy Meyé,GAB,F,1.77,75,07-10-86,Makokou,Zalaegerszeg,Debrecen,2011,Hungarian
1,1,Ivan Rado,CRO,G,1.87,84,21-02-84,Zagreb,Croatia Sesvete,Diósgyőr,2011,Hungarian
2,2,Savo Raković,SRB,D,1.83,75,01-10-85,,Sloboda Sevojno,Diósgyőr,2011,Hungarian
3,3,Zsolt Kovács,HUN,D,1.86,80,29-06-92,Miskolc,None,Diósgyőr,2011,Hungarian
5,5,Igor Gal,CRO,D,1.89,82,20-01-83,Koprivnica,Slaven Belupo,Diósgyőr,2011,Hungarian
6,6,Gergő Góhér,HUN,D,1.84,77,16-06-87,Hatvan,Szolnok,Diósgyőr,2011,Hungarian
7,7,Francisco Gallardo,ESP,M,1.72,66,13-01-80,Seville,Huesca,Diósgyőr,2011,Hungarian
8,8,Vicente Arze,BOL,M,1.78,74,22-11-85,Santa Cruz de la Sierra,Aurora,Diósgyőr,2011,Hungarian
10,10,Mohamadou Abdouraman,CMR,M,1.92,75,24-01-85,Yaoundé,Bőcs,Diósgyőr,2011,Hungarian
11,11,Péter Takács,HUN,M,1.75,65,25-01-90,Miskolc,Lombard Pápa,Diósgyőr,2011,Hungarian
13,13,Bence Rakaczi,HUN,G,1.87,83,14-05-93,Miskolc,None,Diósgyőr,2011,Hungarian
14,14,Tamás Nagy,HUN,D,1.82,74,18-01-88,Kazincbarcika,Kazincbarcika,Diósgyőr,2011,Hungarian
15,15,András Vági,HUN,D,1.82,73,25-12-88,Budapest,Aarau,Diósgyőr,2011,Hungarian
17,17,Krisztián Budovinszky,HUN,D,1.93,93,18-04-76,Mohács,Shahrdari Tabriz,Diósgyőr,2011,Hungarian
18,18,Máté Czégel,HUN,M,1.86,84,11-04-93,Miskolc,None,Diósgyőr,2011,Hungarian
20,20,Fernando,ESP,M,1.81,76,02-06-79,Málaga,Málaga,Diósgyőr,2011,Hungarian
21,21,George Menougong,CMR,F,1.76,70,18-05-85,Yaoundé,Bőcs,Diósgyőr,2011,Hungarian
23,23,Viktor Vadász,HUN,D,1.85,70,15-08-86,Székesfehérvár,Kazincbarcika,Diósgyőr,2011,Hungarian
28,28,Tibor Tisza,HUN,F,1.74,70,10-11-84,Debrecen,Újpest,Diósgyőr,2011,Hungarian
32,32,Péter Herceg,HUN,G,1.84,81,20-03-94,Miskolc,Ózd,Diósgyőr,2011,Hungarian
41,42,Róbert Ragályi,HUN,G,1.86,84,19-03-95,Miskolc,None,Diósgyőr,2011,Hungarian
42,68,Dávid Szabó,HUN,M,1.81,72,10-06-92,Miskolc,None,Diósgyőr,2011,Hungarian
43,75,Bernardo Frizoni,BRA,M,1.77,71,12-03-90,Volta Redonda,Bodva Moldava nad Bodvou,Diósgyőr,2011,Hungarian
44,77,José Juan Luque,ESP,F,1.73,66,16-10-77,Castillejos,Murcia,Diósgyőr,2011,Hungarian
45,83,Norbert Tajti,HUN,G,1.86,82,07-10-83,Marcali,Mezőkövesd,Diósgyőr,2011,Hungarian
46,88,L'imam Seydi,SEN,F,1.86,85,31-08-85,Paris,Bodva Moldava nad Bodvou,Diósgyőr,2011,Hungarian
47,90,Balázs Demkó,HUN,M,1.84,82,26-08-92,Miskolc,None,Diósgyőr,2011,Hungarian
48,91,Péter Bogáti,HUN,M,1.83,81,13-03-91,Budapest,Ferencváros,Diósgyőr,2011,Hungarian
49,92,Patrik Bacsa,HUN,F,1.84,74,03-06-92,Miskolc,None,Diósgyőr,2011,Hungarian
50,93,Márk Czető,HUN,D,1.83,75,09-01-93,Miskolc,None,Diósgyőr,2011,Hungarian
51,94,Gábor Eperjesi,HUN,D,1.78,67,12-01-94,Miskolc,None,Diósgyőr,2011,Hungarian
52,95,Martin Csirszki,HUN,M,1.81,81,07-01-95,Miskolc,None,Diósgyőr,2011,Hungarian
53,96,Marcell Hornyák,HUN,F,1.83,79,07-12-93,Rakamaz,None,Diósgyőr,2011,Hungarian
54,98,Youssef Sekour,FRA,M,1.88,80,27-02-88,Istres,Lillestrøm,Diósgyőr,2011,Hungarian
55,99,Attila Dobos,HUN,M,1.70,66,24-11-78,Miskolc,REAC,Diósgyőr,2011,Hungarian
56,,Tamás Turcsik,HUN,D,1.88,82,31-10-90,Miskolc,Zalaegerszeg,Diósgyőr,2011,Hungarian
1,1,Marko Ranilovič,SVN,G,1.88,79,25-11-86,Maribor,Maribor,Ferencváros,2011,Hungarian
3,3,Mark Otten,NED,D,1.79,77,02-09-85,Nijmegen,NEC Nijmegen,Ferencváros,2011,Hungarian
4,4,Dániel Sváb,HUN,D,1.83,81,02-09-90,Salgótarján,Salgótarján,Ferencváros,2011,Hungarian
5,5,Péter Pölöskei,HUN,F,1.86,82,06-09-91,Szekszárd,Paks,Ferencváros,2011,Hungarian
7,7,Aleksandar Jovanović,SRB,M,1.75,70,26-10-84,Sarajevo,Hajduk Kula,Ferencváros,2011,Hungarian
8,8,György Józsi,HUN,M,1.80,70,31-01-83,Zalaegerszeg,Győr,Ferencváros,2011,Hungarian
10,10,Krisztián Lisztes,HUN,M,1.81,77,02-07-76,Budapest,Vasas,Ferencváros,2011,Hungarian
11,11,Lóránt Oláh,HUN,F,1.80,76,23-11-79,Zenta,Kaposvár,Ferencváros,2011,Hungarian
13,13,Ailton Júnior,BRA,F,1.83,73,23-07-87,Guariba,Kaposvár,Ferencváros,2011,Hungarian
14,14,Dávid Holman,HUN,M,1.84,81,17-03-93,Budapest,None,Ferencváros,2011,Hungarian
15,15,János Birtalan,HUN,D,1.87,84,23-10-92,Budapest,None,Ferencváros,2011,Hungarian
17,17,Bence Batik,HUN,D,1.91,84,08-11-93,Szeged,Tisza Volán,Ferencváros,2011,Hungarian
18,18,András Gárdos,HUN,F,1.78,69,09-01-91,Budapest,Sheffield U,Ferencváros,2011,Hungarian
19,19,Liban Abdi,SOM,F,1.82,72,05-10-88,Burco,Sheffield U,Ferencváros,2011,Hungarian
20,20,Dénes Rósa,HUN,M,1.75,66,07-04-77,Budapest,Hibernian,Ferencváros,2011,Hungarian
21,21,Norbert Zsivóczky,HUN,M,1.83,73,16-02-88,Budapest,Lombard Pápa,Ferencváros,2011,Hungarian
22,22,Attila Busai,HUN,M,1.88,77,21-01-89,Budapest,Wil,Ferencváros,2011,Hungarian
23,23,Bence Varga,HUN,F,1.85,88,23-01-90,Budapest,Stuttgart II,Ferencváros,2011,Hungarian
24,24,Bálint Nyilasi,HUN,F,1.85,79,20-03-90,Budapest,None,Ferencváros,2011,Hungarian
25,25,Béla Maróti,HUN,M,1.80,75,07-05-79,Veszprém,Kaposvár,Ferencváros,2011,Hungarian
26,26,Tamás Grúz,HUN,D,1.86,79,08-11-85,Salgótarján,Kaposvár,Ferencváros,2011,Hungarian
27,27,Dávid Kulcsár,HUN,M,1.80,80,25-02-88,Miskolc,Vasas,Ferencváros,2011,Hungarian
28,28,Dávid Gyenes,HUN,G,1.87,84,18-04-86,Budapest,Vecsés,Ferencváros,2011,Hungarian
29,29,Noel Fülöp,HUN,D,1.83,70,29-01-88,Százhalombatta,Százhalombatta,Ferencváros,2011,Hungarian
33,33,Balázs Vattai,HUN,D,1.81,83,25-10-90,Budapest,None,Ferencváros,2011,Hungarian
35,35,Héctor Gabriel Morales,ARG,F,1.79,68,30-11-89,,Estudiantes (LP),Ferencváros,2011,Hungarian
37,37,Péter Országh,HUN,D,1.83,80,27-07-90,Budapest,None,Ferencváros,2011,Hungarian
40,40,Zoltán Végh,HUN,G,1.87,89,07-04-71,Veszprém,Vasas,Ferencváros,2011,Hungarian
41,41,Roland Kunsági,HUN,G,1.87,82,17-04-90,Budapest,REAC,Ferencváros,2011,Hungarian
42,44,Martin Klein,CZE,D,1.87,85,02-07-84,Brno,Konyaspor,Ferencváros,2011,Hungarian
43,51,Máté Vass,HUN,M,1.79,73,17-10-90,Budapest,None,Ferencváros,2011,Hungarian
44,55,Levente Jova,HUN,G,1.87,78,30-01-92,Budapest,None,Ferencváros,2011,Hungarian
45,60,Péter Pölöskei,HUN,F,1.88,87,11-08-88,Budapest,Haladás,Ferencváros,2011,Hungarian
46,69,Bence Hermány,HUN,G,1.93,84,27-04-90,Budapest,None,Ferencváros,2011,Hungarian
47,72,Gábor Rigó,HUN,G,1.87,85,02-08-83,Tatabánya,Bicske,Ferencváros,2011,Hungarian
48,77,Juha Hakola,FIN,F,1.76,70,27-10-87,Espoo,Willem II,Ferencváros,2011,Hungarian
49,78,Zoltán Balog,HUN,D,1.82,78,22-02-78,Békés,Viborg,Ferencváros,2011,Hungarian
50,88,Somália,BRA,F,1.81,76,28-09-88,Rio de Janeiro,Bangu,Ferencváros,2011,Hungarian
