,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Roland Mursits,HUN,G,1.87,83,14-03-91,Szombathely,Haladás,Békéscsaba,2015,Hungarian
2,2,Fábio Guaru,BRA,D,1.83,76,03-09-87,Guarulhos,Puskás Akadémia,Békéscsaba,2015,Hungarian
4,4,Balázs Bényei,HUN,D,1.92,85,10-01-90,Debrecen,Debrecen,Békéscsaba,2015,Hungarian
5,5,Balázs Koszó,HUN,D,1.84,73,20-03-88,Kecskemét,Kecskemét,Békéscsaba,2015,Hungarian
6,6,Botond Birtalan,HUN,F,1.83,72,08-04-89,Budapest,Tatabánya,Békéscsaba,2015,Hungarian
7,7,Dániel Szalai,HUN,F,1.84,82,05-09-96,Kecskemét,Kecskemét,Békéscsaba,2015,Hungarian
8,8,Nathan Eccleston,ENG,F,1.78,66,30-12-90,Manchester,Kilmarnock,Békéscsaba,2015,Hungarian
9,9,Péter Takács,HUN,M,1.75,65,25-01-90,Miskolc,Mezőkövesd,Békéscsaba,2015,Hungarian
10,10,István Spitzmüller,HUN,M,1.76,72,14-05-86,Debrecen,Nyíregyháza,Békéscsaba,2015,Hungarian
11,11,Zsolt Balog,HUN,D,1.84,79,10-11-78,Békéscsaba,Eger,Békéscsaba,2015,Hungarian
14,14,Bálint Borbély,HUN,M,1.78,73,30-11-89,Gyula,Szabadkígyós,Békéscsaba,2015,Hungarian
15,15,Zsolt Fehér,HUN,D,1.90,72,13-09-85,Székesfehérvár,Siófok,Békéscsaba,2015,Hungarian
17,17,László Oláh,HUN,F,1.81,77,16-12-95,Békéscsaba,Vasas,Békéscsaba,2015,Hungarian
18,18,Viktor Vadász,HUN,D,1.85,70,15-08-86,Székesfehérvár,Újpest,Békéscsaba,2015,Hungarian
20,20,Matus Paukner,SVK,F,1.82,72,20-06-91,Nitra,Nitra,Békéscsaba,2015,Hungarian
21,21,György Juhász,HUN,D,1.85,83,21-06-87,Békéscsaba,Bőcs,Békéscsaba,2015,Hungarian
22,22,Ádám Viczián,HUN,F,1.87,84,24-11-94,Békéscsaba,None,Békéscsaba,2015,Hungarian
23,23,Slavko Damjanović,MNE,D,1.86,83,02-11-92,Nikić,Spartak Subotica,Békéscsaba,2015,Hungarian
24,24,Ezequiel,ESP,M,1.68,60,12-01-91,Melilla,Recreativo Huelva,Békéscsaba,2015,Hungarian
25,25,Thomas Piermayr,AUT,M,1.81,74,02-08-89,Linz,FC Minsk,Békéscsaba,2015,Hungarian
27,27,Márkó Pilán,HUN,M,1.84,77,17-06-98,Békéscsaba,None,Békéscsaba,2015,Hungarian
28,28,Tamás Vaskó,HUN,D,1.93,85,20-02-84,Budapest,Dunaújváros,Békéscsaba,2015,Hungarian
30,30,Alex Pál Svedyuk,HUN,M,1.79,73,11-07-96,Békéscsaba,None,Békéscsaba,2015,Hungarian
33,33,Kristóf Koszecz,HUN,G,1.92,87,10-06-96,Békéscsaba,None,Békéscsaba,2015,Hungarian
41,44,Vukain Poleksić,MNE,G,1.94,92,30-08-82,Nikić,Sutjeska Nikić,Békéscsaba,2015,Hungarian
42,67,Martin Hudák,HUN,M,1.87,78,22-02-94,Szarvas,Videoton,Békéscsaba,2015,Hungarian
43,86,Zsolt Laczkó,HUN,M,1.83,80,18-12-86,Szeged,Kecskemét,Békéscsaba,2015,Hungarian
1,1,Balázs Szlakta,HUN,G,1.93,84,01-12-94,Eger,Eger,Debrecen,2015,Hungarian
3,3,Csaba Szatmári,HUN,D,1.81,77,14-06-94,Debrecen,DSI,Debrecen,2015,Hungarian
8,8,Dávid Holman,HUN,M,1.84,81,17-03-93,Budapest,Ferencváros,Debrecen,2015,Hungarian
11,11,János Ferenczi,HUN,M,1.80,65,03-04-91,Debrecen,DSI,Debrecen,2015,Hungarian
12,12,Miklós Erdélyi,HUN,G,1.93,93,30-03-81,Debrecen,Nyíregyháza,Debrecen,2015,Hungarian
13,13,Pál Lázár,HUN,D,1.77,73,11-03-88,Sopron,Pécs,Debrecen,2015,Hungarian
14,14,Krisztián Kuti,HUN,D,1.82,71,04-12-92,Debrecen,Debreceni Olasz Focisuli,Debrecen,2015,Hungarian
16,16,Ognjen Djelmić,BIH,M,1.73,69,18-08-88,Zenica,eljezničar,Debrecen,2015,Hungarian
17,17,Norbert Mészáros,HUN,D,1.91,85,19-08-80,Pápa,Energie Cottbus,Debrecen,2015,Hungarian
18,18,Péter Máté,HUN,D,1.95,92,02-12-84,Püspökladány,Debreceni Olasz Focisuli,Debrecen,2015,Hungarian
19,19,Szabolcs Barna,HUN,D,1.84,76,27-04-96,Debrecen,Diósgyőr,Debrecen,2015,Hungarian
20,20,Tamás Takács,HUN,F,1.95,85,20-02-91,Subotica,Diósgyőr,Debrecen,2015,Hungarian
21,21,Bence Ludánszki,HUN,M,1.84,75,25-10-90,Debrecen,DSI,Debrecen,2015,Hungarian
22,22,Boidar Radoević,CRO,G,1.86,83,04-04-89,Split,Balmazújváros,Debrecen,2015,Hungarian
23,23,Dániel Bereczki,HUN,F,1.89,84,02-06-95,Debrecen,DSI,Debrecen,2015,Hungarian
25,25,Duan Brković,SRB,D,1.82,80,20-01-89,Uice,Hapoel Haifa,Debrecen,2015,Hungarian
26,26,Ibrahima Sidibé,SEN,F,1.93,78,10-08-80,Nguidile,KVC Westerlo,Debrecen,2015,Hungarian
