,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Fabien Cool,G,"6'01""",11 13,29-08-72,L'Isle-Adam,None,Auxerre,2006,French
2,2,Johan Radet,D,"5'08""",11 11,24-11-76,La Fere,None,Auxerre,2006,French
3,3,Jean-Sébastien Jaures,D,"5'09""",11 13,30-09-77,Tours,None,Auxerre,2006,French
4,4,Stéphane Grichting,D,"6'01""",12 08,30-03-79,Sierre,Sion,Auxerre,2006,French
6,6,Benoît Pedretti,M,"5'09""",10  12,12-11-80,Audincourt,Lyon,Auxerre,2006,French
7,7,Benoît  Cheyrou,M,"5'11""",12  03,03-05-81,Suresnes,Lille,Auxerre,2006,French
8,8,Issa Ba,M,"6'00""",12 01,07-10-81,Dakar,Châteauroux,Auxerre,2006,French
10,10,Thomas  Kahlenberg,M,"6'00""",11  05,20-03-83,Hvidovre,Brøndby,Auxerre,2006,French
11,11,Kanga Gauthier  Akalé,F,"5'10""",10 12,07-03-81,Oumé,FC Zürich,Auxerre,2006,French
12,12,Jean-Pascal Mignot,M,"6'00""",11 11,26-02-81,Rouen,None,Auxerre,2006,French
13,13,Kevin Lejeune,F,"6'01""",12 00,22-01-85,Cambrai,None,Auxerre,2006,French
14,14,Frédéric Thomas,M,"5'08""",11 11,10-08-80,Sarcelles,Le  Mans,Auxerre,2006,French
15,15,Baptiste  Martin,D,"6'00""",10  12,14-05-85,Troyes,None,Auxerre,2006,French
16,16,Anthony Basso,G,"6'03""",13  01,04-07-79,Besançon,Viking,Auxerre,2006,French
18,18,Lionel Mathis,M,"5'08""",10 12,04-10-81,Montreuil-sous-Bois,None,Auxerre,2006,French
19,19,Moussa  N'Diaye,F,"5'10""",12  08,20-02-79,Pire,Istres,Auxerre,2006,French
20,20,Ludovic Genest,F,"5'08""",10 01,18-09-87,Thiers,None,Auxerre,2006,French
21,21,Daniel George Niculae,F,"6'01""",12 00,06-10-82,Bucharest,Rapid  Bucureşti,Auxerre,2006,French
22,22,Ireneusz  Jeleń,F,"6'00""",11 09,09-04-81,Cieszyn,Wisła  Płock,Auxerre,2006,French
26,26,Younes  Kaboul,D,"6'03""",13  10,04-01-86,St-Julien-en-Genevois,None,Auxerre,2006,French
27,27,Alain Traoré,M,"5'09""",10  06,31-12-88,Dioulasso,None,Auxerre,2006,French
