,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Alphonse Aréola,FRA,G,1.90,85,27-02-93,Paris,Paris St-Germain,Bastia,2014,French
2,2,Romain Achilli,FRA,D,1.75,70,15-02-93,Bastia,None,Bastia,2014,French
3,3,Hervin Ongenda,FRA,F,1.70,64,24-06-95,Paris,Paris St-Germain,Bastia,2014,French
4,4,Florian Marange,FRA,D,1.76,70,03-03-86,Talence,Sochaux,Bastia,2014,French
5,5,Sébastien Squillaci,FRA,D,1.84,76,11-08-80,Toulon,Arsenal,Bastia,2014,French
6,6,N'Dri Romaric,CIV,M,1.87,88,04-06-83,Abidjan,Zaragoza,Bastia,2014,French
7,7,Floyd Ayité,TOG,M,1.74,68,15-12-88,Bordeaux,Reims,Bastia,2014,French
8,8,El-Hajdi Ba,FRA,M,1.83,74,05-03-93,Paris,Sunderland,Bastia,2014,French
9,9,Djibril Cissé,FRA,F,1.82,78,12-08-81,Arles,Kuban Krasnodar,Bastia,2014,French
10,10,Ryad Boudebouz,ALG,M,1.72,59,19-02-90,Colmar,Sochaux,Bastia,2014,French
11,11,Gadji Celi Junior Tallo,CIV,F,1.87,77,21-12-92,Ouragahio,Roma,Bastia,2014,French
12,12,Christophe Vincent,FRA,M,1.78,72,08-11-92,Bastia,None,Bastia,2014,French
13,13,Abdoulaye Keita,MLI,M,1.75,75,05-01-94,Bamako,Centre Salif Keita,Bastia,2014,French
14,14,Famoussa Koné,MLI,F,1.75,74,03-05-94,Bamako,CO Bamako,Bastia,2014,French
15,15,Julian Palmieri,FRA,D,1.70,66,17-12-86,Lyon,Istres,Bastia,2014,French
16,16,Jean-Louis Leca,FRA,G,1.77,65,21-09-85,Bastia,Valenciennes,Bastia,2014,French
17,17,Mathieu Peybernes,FRA,D,1.84,80,21-10-90,Toulouse,Sochaux,Bastia,2014,French
18,18,Yannick Cahuzac,FRA,M,1.78,66,18-01-85,Ajaccio,None,Bastia,2014,French
19,19,Giovanni Sio,CIV,F,1.80,72,31-03-89,Nantes,Basel,Bastia,2014,French
20,20,François Modestó,FRA,D,1.83,80,19-08-78,Bastia,Olympiakos,Bastia,2014,French
21,21,Luka Kikabidze,GEO,M,1.80,70,21-01-95,Tbilisi,Lokomotivi Tbilisi,Bastia,2014,French
22,22,Christopher Maboulou,FRA,M,1.85,79,19-03-90,Montfermeil,Châteauroux,Bastia,2014,French
23,23,Drissa Diakité,MLI,D,1.75,69,18-02-85,Bamako,Olympiakos,Bastia,2014,French
24,24,Lyes Houri,FRA,M,1.75,75,19-01-96,Lomme,Valenciennes,Bastia,2014,French
25,25,François Kamano,GUI,F,1.82,75,01-05-96,Conakry,Satellite FC,Bastia,2014,French
26,26,Brandão,BRA,F,1.89,78,16-06-80,São Paulo,St-Etienne,Bastia,2014,French
27,27,Guillaume  Gillet,BEL,M,1.86,77,09-03-85,Liège,Anderlecht,Bastia,2014,French
28,28,Gaël Danic,FRA,M,1.76,65,19-11-81,Vannes,Lyon,Bastia,2014,French
29,29,Gilles Cioni,FRA,D,1.65,65,14-06-84,Bastia,Paris FC,Bastia,2014,French
30,30,Thomas Vincensini,FRA,G,1.90,73,12-09-93,Bastia,None,Bastia,2014,French
33,33,Alexander Djiku,FRA,D,1.82,74,09-08-94,Montpellier,None,Bastia,2014,French
34,34,Julien Romain,FRA,M,1.81,70,23-02-96,Saint-Pol-sur-Ternoise,None,Bastia,2014,French
1,1,Abe Jug,SVN,G,1.92,91,03-03-92,Maribor,Interblock,Bordeaux,2014,French
2,2,Mariano,BRA,D,1.77,70,23-06-86,São João,Fluminense,Bordeaux,2014,French
3,3,Diego Contento,ITA,D,1.76,70,01-05-90,Munich,Bayern Munich,Bordeaux,2014,French
4,4,Tiago Ilori,POR,D,1.90,80,26-02-93,Hampstead,Liverpool,Bordeaux,2014,French
5,5,Nicolas Pallois,FRA,D,1.90,85,19-09-87,Elbeuf,Niort,Bordeaux,2014,French
6,6,Lamine Sané,SEN,D,1.92,77,22-03-87,Villeneuve-sur-Lot,None,Bordeaux,2014,French
7,7,Abdou Traoré,MLI,M,1.79,73,17-01-88,Bamako,None,Bordeaux,2014,French
