,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Guillermo Ochoa,MEX,G,1.83,73,13-07-85,Guadalajara,América,Ajaccio,2011,French
4,4,Leyti N'Diaye,SEN,D,1.88,84,19-08-85,Dakar,Marseille,Ajaccio,2011,French
5,5,Mickaël Charvet,FRA,D,1.79,77,31-03-88,Bourg en Bresse,Lyon,Ajaccio,2011,French
6,6,Carl Medjani,ALG,D,1.84,84,15-05-85,Lyon,Lorient,Ajaccio,2011,French
7,7,Benjamin André,FRA,M,1.77,68,03-08-90,Nice,None,Ajaccio,2011,French
8,8,Jean-Baptiste Pierazzi,FRA,M,1.85,74,17-06-85,Ajaccio,None,Ajaccio,2011,French
10,10,Christian Kinkela,COD,M,1.75,67,25-05-82,Kinshasa,Boulogne,Ajaccio,2011,French
11,11,Karim El Hany,FRA,M,1.70,60,12-01-88,Sartene,GFCO Ajaccio,Ajaccio,2011,French
12,12,Frédéric Sammaritano,FRA,F,1.62,61,23-03-86,Vannes,Auxerre,Ajaccio,2011,French
13,13,Fabrice Begeorgi,FRA,F,1.77,70,20-04-87,Martigues,Istres,Ajaccio,2011,French
14,14,Mehdi Mostefa Sbaa,ALG,M,1.81,82,30-08-83,Dijon,Nîmes,Ajaccio,2011,French
15,15,David Gigliotti,FRA,F,1.76,74,30-05-85,Martigues,Arles-Avignon,Ajaccio,2011,French
16,16,Thierry Debès,FRA,G,1.85,70,13-01-74,Strasbourg,Guingamp,Ajaccio,2011,French
17,17,Yoann Poulard,FRA,D,1.91,77,01-07-76,Saint-Nazaire,Nantes,Ajaccio,2011,French
18,18,Johan Cavalli,FRA,M,1.70,65,12-09-81,Ajaccio,Nîmes,Ajaccio,2011,French
19,19,Paul Lasne,FRA,M,1.83,72,16-01-89,Saint-Cloud,Bordeaux,Ajaccio,2011,French
20,20,Anthony Lippini,FRA,D,1.75,68,07-11-88,Bastia,Troyes,Ajaccio,2011,French
21,21,Richard Socrier,FRA,F,1.86,82,28-03-79,Paris,Brest,Ajaccio,2011,French
