,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Denis Petric,SRB,G,1.86,80,24-05-88,Ljubljana,Troyes,Angers,2016,French
2,2,Kévin Bérigaud,FRA,F,1.78,69,03-03-84,Thonon-les-Bains,Montpellier,Angers,2016,French
3,3,Yoann Andreu,FRA,D,1.75,64,03-05-89,Bourg en Bresse,Gazélec Ajaccio,Angers,2016,French
4,4,Mateo Pavlović,CRO,D,1.96,88,09-06-90,Mostar,Werder Bremen,Angers,2016,French
5,5,Thomas Mangani,FRA,M,1.82,79,29-04-87,Carpentras,Chievo Verona,Angers,2016,French
6,6,Grégory Bourillon,FRA,M,1.87,74,01-07-84,Laval,Reims,Angers,2016,French
7,7,Karl Toko Ekambi,CMR,F,1.83,70,14-09-92,Paris,Sochaux,Angers,2016,French
8,8,Ismaël Traoré,CIV,D,1.85,75,18-08-86,Paris,Brest,Angers,2016,French
9,9,Famara Diedhiou,SEN,F,1.89,80,15-12-92,Saint-Louis,Clermont,Angers,2016,French
10,10,Gilles Sunu,FRA,M,1.80,70,30-03-91,Châteauroux,Évian TG,Angers,2016,French
11,11,Dickson Nwakaeme,NGA,F,1.87,85,21-04-86,Lagos,Pahang,Angers,2016,French
14,14,Billy Ketkeophomphone,FRA,F,1.80,69,24-03-90,Champigny-sur-Marne,Tours,Angers,2016,French
15,15,Pierrick Capelle,FRA,M,1.80,71,15-04-87,Lesquin,Clermont,Angers,2016,French
16,16,Mathieu Michel,FRA,G,1.88,82,04-09-91,Nîmes,Nîmes,Angers,2016,French
17,17,Cheick Ndoye,SEN,M,1.90,88,29-03-86,Rufisque,Créteil,Angers,2016,French
18,18,Baptiste Santamaria,FRA,M,1.80,70,09-03-95,Bourges,Tours,Angers,2016,French
19,19,Nicolas Pépé,CIV,M,1.78,68,29-05-95,Mantes-la-Jolie,None,Angers,2016,French
20,20,Flavien Tait,FRA,M,1.75,70,02-02-93,Longjumeau,Châteauroux,Angers,2016,French
21,21,Pablo Martínez,FRA,D,1.80,78,21-02-89,Martigues,Gazélec Ajaccio,Angers,2016,French
22,22,Jonathan Bamba,FRA,M,1.73,67,26-03-96,Alfortville,St-Etienne,Angers,2016,French
23,23,Jamel Saihi,TUN,M,1.81,73,27-01-87,Montpellier,Montpellier,Angers,2016,French
24,24,Romain Thomas,FRA,D,1.93,84,12-06-88,Landerneau,Carquefou,Angers,2016,French
25,25,Abdoulaye Bamba,CIV,D,1.82,68,25-04-90,Abidjan,Dijon,Angers,2016,French
26,26,Mehdi Jean Tahrat,ALG,D,1.93,84,24-01-90,Meudon,Red Star,Angers,2016,French
27,27,Férébory Dore,CGO,F,1.94,81,21-01-90,Brazzaville,Botev Plovdiv,Angers,2016,French
28,28,Issa Cissokho,FRA,D,1.73,73,23-02-85,Paris,Genoa,Angers,2016,French
29,29,Vincent Manceau,FRA,D,1.74,65,10-07-89,Angers,None,Angers,2016,French
30,30,Alexandre Letellier,FRA,G,1.91,81,11-12-90,Paris,Paris St-Germain,Angers,2016,French
40,40,Anthony Mandrea,FRA,G,1.86,78,25-12-96,Grasse,Nice,Angers,2016,French
1,1,Thomas Vincensini,FRA,G,1.90,73,12-09-93,Bastia,None,Bastia,2016,French
2,2,Sadio Diallo,GUI,M,1.82,75,28-12-90,Conakry,Rennes,Bastia,2016,French
3,3,Nicolas Saint-Ruf,FRA,D,1.87,81,24-10-92,Rouen,Montpellier,Bastia,2016,French
4,4,Abdelhamid El Kaoutari,MAR,D,1.80,73,17-03-90,Montpellier,Palermo,Bastia,2016,French
5,5,Sébastien Squillaci,FRA,D,1.84,76,11-08-80,Toulon,Arsenal,Bastia,2016,French
6,6,Allan Saint-Maximin,FRA,M,1.73,67,12-03-97,Châtenay-Malabry,Monaco,Bastia,2016,French
8,8,Gaël Danic,FRA,M,1.76,65,19-11-81,Vannes,Lyon,Bastia,2016,French
9,9,Florian Raspentino,FRA,F,1.79,73,06-06-89,Marignane,Caen,Bastia,2016,French
11,11,Lenny Nangis,FRA,F,1.73,65,24-03-94,Caen,Lille,Bastia,2016,French
12,12,Abdoulaye Keita,MLI,M,1.75,75,05-01-94,Bamako,Centre Salif Keita,Bastia,2016,French
14,14,Mehdi Mostefa Sbaa,ALG,M,1.81,82,30-08-83,Dijon,Lorient,Bastia,2016,French
15,15,Prince Oniangué,CGO,M,1.90,78,04-11-88,Paris,Wolverhampton W,Bastia,2016,French
16,16,Jean-Louis Leca,FRA,G,1.77,65,21-09-85,Bastia,Valenciennes,Bastia,2016,French
17,17,Lindsay Rose,FRA,D,1.84,79,08-02-92,Rennes,Lorient,Bastia,2016,French
18,18,Yannick Cahuzac,FRA,M,1.78,66,18-01-85,Ajaccio,None,Bastia,2016,French
19,19,Axel Ngando,FRA,M,1.77,66,13-07-93,Asnières-sur-Seine,Rennes,Bastia,2016,French
20,20,Pierre Bengtsson,SWE,D,1.76,72,12-04-88,Kumla,Mainz,Bastia,2016,French
21,21,Geoffrey Acheampong,GHA,M,1.80,79,28-01-97,Sunyani,UC Santa Barbara,Bastia,2016,French
22,22,Farid Boulaya,FRA,M,1.80,65,25-02-93,Vitrolles,Clermont,Bastia,2016,French
23,23,Alexander Djiku,FRA,D,1.82,74,09-08-94,Montpellier,None,Bastia,2016,French
