,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Victor,BRA,G,1.93,84,21-01-83,Santo Anastácio,Grêmio,Atlético Mineiro,2015,Brazilian
2,2,Marcos Rocha,BRA,D,1.76,68,11-12-88,Sete Lagoas,None,Atlético Mineiro,2015,Brazilian
3,3,Leonardo Silva,BRA,D,1.92,80,22-06-79,Rio de Janeiro,Cruzeiro,Atlético Mineiro,2015,Brazilian
4,4,Jemerson,BRA,D,1.84,77,24-08-92,Jeremoabo,None,Atlético Mineiro,2015,Brazilian
5,5,Rafael Carioca,BRA,M,1.79,72,18-06-89,Rio de Janeiro,Spartak Moscow,Atlético Mineiro,2015,Brazilian
6,6,Douglas,BRA,D,1.75,69,22-03-94,João Pessoa,Udinese,Atlético Mineiro,2015,Brazilian
8,8,Leandro Donizete,BRA,M,1.75,70,18-05-82,Araraquara,Coritiba,Atlético Mineiro,2015,Brazilian
9,9,Lucas Pratto,ARG,F,1.88,87,04-06-88,La Plata,Vélez Sarsfield,Atlético Mineiro,2015,Brazilian
10,10,Jesús Dátolo,ARG,M,1.77,67,19-05-84,Cañuelas,Internacional,Atlético Mineiro,2015,Brazilian
13,13,Carlos,BRA,F,1.72,66,15-08-95,Santa Luz,None,Atlético Mineiro,2015,Brazilian
14,14,Giovanni Augusto,BRA,M,1.75,65,05-09-89,Belém,None,Atlético Mineiro,2015,Brazilian
15,15,Edcarlos,BRA,D,1.85,76,10-05-85,Salvador,Desportivo Brasil,Atlético Mineiro,2015,Brazilian
16,16,Botelho,BRA,M,1.88,72,14-12-89,Salvador,Atlético Paranaense,Atlético Mineiro,2015,Brazilian
18,18,Carlos César,BRA,D,1.72,70,21-04-87,Uberaba,Boa,Atlético Mineiro,2015,Brazilian
19,19,Sherman Cárdenas,COL,M,1.67,68,07-08-89,Bucaramanga,Atlético Nacional,Atlético Mineiro,2015,Brazilian
20,20,Giovanni,BRA,G,1.91,83,05-02-87,Bauru,Grêmio Prudente,Atlético Mineiro,2015,Brazilian
22,22,Thiago Ribeiro,BRA,F,1.85,74,24-02-86,Pontes Gestal,Santos,Atlético Mineiro,2015,Brazilian
23,23,Dodô,BRA,M,1.71,60,05-09-94,Vespasiano,None,Atlético Mineiro,2015,Brazilian
25,25,Danilo Pires,BRA,M,1.78,76,21-03-92,São Luís,Corinthians Alagoano,Atlético Mineiro,2015,Brazilian
26,26,Tiago,BRA,D,1.91,89,17-06-90,São Jorge d'Oeste,Caxias,Atlético Mineiro,2015,Brazilian
27,27,Luan,BRA,F,1.68,69,11-08-90,São Miguel dos Campos,Atlético Sorocaba,Atlético Mineiro,2015,Brazilian
28,28,Josué,BRA,M,1.69,63,19-07-79,Vitoria de Santo Antão,Wolfsburg,Atlético Mineiro,2015,Brazilian
29,29,Patric,BRA,D,1.72,71,25-03-89,Criciúma,Benfica,Atlético Mineiro,2015,Brazilian
30,30,Eduardo,BRA,M,1.84,73,17-05-95,Limeira,São Paulo,Atlético Mineiro,2015,Brazilian
31,31,Jesiel,BRA,D,1.86,79,05-03-94,Cândido Mota,Red Bull Brasil,Atlético Mineiro,2015,Brazilian
32,32,Uilson,BRA,G,1.86,75,28-04-94,Mucuri,None,Atlético Mineiro,2015,Brazilian
33,33,Rodolfo Pereira,BRA,G,1.86,75,12-04-95,Sete Lagoas,None,Atlético Mineiro,2015,Brazilian
37,37,Mansur,BRA,D,1.81,72,17-04-93,Laranjeiras,Vitória,Atlético Mineiro,2015,Brazilian
38,38,Lucas Cândido,BRA,M,1.78,73,25-12-93,Uberlândia,None,Atlético Mineiro,2015,Brazilian
1,,Rodolfo,BRA,G,1.89,85,19-03-91,Santos,Internacional,Atlético Paranaense,2015,Brazilian
2,,Santos,BRA,G,1.88,78,17-03-90,Campina Grande,Porto-PE,Atlético Paranaense,2015,Brazilian
3,,Weverton,BRA,G,1.89,85,13-12-87,Rio Branco,Portuguesa,Atlético Paranaense,2015,Brazilian
4,,Alan Ruschel,BRA,D,1.75,73,23-08-89,Taquara,Internacional,Atlético Paranaense,2015,Brazilian
5,,Alessandro,BRA,D,1.73,68,21-09-77,Campos dos Goytacazes,Metropolitano,Atlético Paranaense,2015,Brazilian
6,,Cleberson,BRA,D,1.85,75,17-08-92,Maracatuba,None,Atlético Paranaense,2015,Brazilian
7,,Eduardo,BRA,D,1.70,70,20-11-86,Maceió,Criciúma,Atlético Paranaense,2015,Brazilian
8,,Kadu,BRA,D,1.90,80,20-07-86,Brasília,Bragantino,Atlético Paranaense,2015,Brazilian
9,,Matheus Ribeiro,BRA,D,1.78,72,23-02-93,Erechim,Ypiranga,Atlético Paranaense,2015,Brazilian
10,,Bruno Pereirinha,POR,D,1.73,72,02-03-88,Rio de Mouro,Lazio,Atlético Paranaense,2015,Brazilian
11,,Ricardo Silva,BRA,D,1.90,78,13-08-92,São José do Seridó,Ceará,Atlético Paranaense,2015,Brazilian
12,,Roberto,BRA,D,1.76,76,04-12-90,Picos,Bragantino,Atlético Paranaense,2015,Brazilian
13,,Sidcley,BRA,D,1.76,77,13-05-93,Vila Velha,Catanduvense,Atlético Paranaense,2015,Brazilian
14,,Cristián Vilches,CHI,D,1.82,80,27-10-83,Santiago,Colo-Colo,Atlético Paranaense,2015,Brazilian
15,,Wagner Silva,BRA,D,1.83,78,24-09-89,Esteio,Mogi Mirim,Atlético Paranaense,2015,Brazilian
16,,Wellington,BRA,D,1.88,83,30-09-91,Bauru,Palmeiras,Atlético Paranaense,2015,Brazilian
17,,Fernando Barrientos,ARG,M,1.74,71,17-11-91,Lanús,Lanús,Atlético Paranaense,2015,Brazilian
18,,Bruno Mota,BRA,M,1.87,75,22-05-95,Curitiba,None,Atlético Paranaense,2015,Brazilian
19,,Deivid,BRA,M,1.74,69,18-01-89,Londrina,None,Atlético Paranaense,2015,Brazilian
20,,Giovanni,BRA,M,1.74,74,04-04-94,Sorocaba,Corinthians,Atlético Paranaense,2015,Brazilian
21,,Daniel Hernández,COL,M,1.76,65,10-12-90,Medellín,Once Caldas,Atlético Paranaense,2015,Brazilian
22,,Hernani,BRA,M,1.88,77,27-03-94,São Gonçalo do Sapucaí,None,Atlético Paranaense,2015,Brazilian
23,,Jadson,BRA,M,1.71,64,30-08-93,São Bernardo do Campo,Udinese,Atlético Paranaense,2015,Brazilian
24,,João Pedro Heinen,BRA,M,1.73,65,20-01-97,Terra Roxa,None,Atlético Paranaense,2015,Brazilian
25,,Marcos Guilherme,BRA,M,1.72,62,05-08-95,Itararé,None,Atlético Paranaense,2015,Brazilian
26,,Nikão,BRA,M,1.74,73,29-07-92,Belo Horizonte,Atlético Mineiro,Atlético Paranaense,2015,Brazilian
27,,Otávio,BRA,M,1.76,73,04-05-94,Maceió,None,Atlético Paranaense,2015,Brazilian
28,,Cléo,BRA,F,1.85,80,09-08-85,Guarapuava,Guangzhou Evergrande,Atlético Paranaense,2015,Brazilian
29,,Crysan,BRA,F,1.90,82,07-07-96,Sud Menucci,None,Atlético Paranaense,2015,Brazilian
30,,Douglas Coutinho,BRA,F,1.83,71,08-02-94,Volta Redonda,None,Atlético Paranaense,2015,Brazilian
31,,Ewandro,BRA,F,1.74,61,15-03-96,Recife,São Paulo,Atlético Paranaense,2015,Brazilian
32,,Guilherme Dellatorre,BRA,F,1.81,76,01-05-92,São José do Rio Preto,Desportivo Brasil,Atlético Paranaense,2015,Brazilian
33,,Marco Damasceno,BRA,F,1.76,51,11-04-96,Brasília,None,Atlético Paranaense,2015,Brazilian
34,,Walter,BRA,F,1.76,86,22-07-89,Recife,FC Porto,Atlético Paranaense,2015,Brazilian
35,,Ytalo,BRA,F,1.77,67,12-01-88,Maceió,Audax-SP,Atlético Paranaense,2015,Brazilian
2,2,Nino Paraíba,BRA,D,1.68,62,10-01-86,Rio Tinto,Vitória,Avaí,2015,Brazilian
3,3,Jéci,BRA,D,1.84,77,22-04-80,Guaratinguetá,Coritiba,Avaí,2015,Brazilian
4,4,Emerson Silva,BRA,D,1.86,83,03-05-83,Taguatinga,Atlético Mineiro,Avaí,2015,Brazilian
6,6,Eltinho,BRA,D,1.71,66,07-07-87,Guaira,Coritiba,Avaí,2015,Brazilian
7,7,Éverton Silva,BRA,M,1.70,65,04-08-88,Rio de Janeiro,Red Bull Brasil,Avaí,2015,Brazilian
8,8,Eduardo Neto,BRA,M,1.83,73,24-10-88,Salvador,Tombense,Avaí,2015,Brazilian
9,9,William Souza,BRA,F,1.81,72,14-05-83,Rolândia,Ceará,Avaí,2015,Brazilian
10,10,Marquinhos,BRA,M,1.83,83,29-09-81,Biguaçu,Grêmio,Avaí,2015,Brazilian
11,11,Anderson Lopes,BRA,F,1.80,72,15-09-93,Recife,Tombense,Avaí,2015,Brazilian
13,13,Philipe Maia,BRA,D,1.85,80,11-07-95,Brasília,None,Avaí,2015,Brazilian
14,14,Jubal,BRA,D,1.90,79,29-08-93,Inhuma,Santos,Avaí,2015,Brazilian
15,15,Adriano,BRA,M,1.70,65,29-05-87,São Vicente,Grêmio,Avaí,2015,Brazilian
16,16,Néstor Camacho,PAR,M,1.75,68,15-10-87,Villa Florida,Libertad,Avaí,2015,Brazilian
17,17,Rômulo,BRA,F,1.75,75,28-04-95,Campo Grande,None,Avaí,2015,Brazilian
18,18,Raphinha,BRA,F,1.76,68,14-02-96,Porto Alegre,None,Avaí,2015,Brazilian
19,19,Toshiya Tōjō,JPN,M,1.73,62,13-10-92,Tokyo,Friburguense,Avaí,2015,Brazilian
20,20,Diego,BRA,G,1.86,87,02-02-82,São Gonçalo,Boavista-RJ,Avaí,2015,Brazilian
22,22,Pablo,BRA,M,1.76,66,03-08-88,São João Nepomuceno,Tombense,Avaí,2015,Brazilian
23,23,Renan Oliveira,BRA,M,1.82,72,29-12-89,Itabira,Atlético Mineiro,Avaí,2015,Brazilian
25,25,Antonio Carlos,BRA,D,1.91,74,07-03-93,Rio de Janeiro,Corinthians,Avaí,2015,Brazilian
27,27,Claudinei,BRA,M,1.72,70,08-10-88,Sete Lagoas,Coimbra,Avaí,2015,Brazilian
30,30,Léo Gamalho,BRA,F,1.88,87,30-01-86,Porto Alegre,Bahia,Avaí,2015,Brazilian
31,31,Roberto,BRA,F,1.76,66,19-12-85,Veranópolis,FC Tokyo,Avaí,2015,Brazilian
32,32,Vagner,BRA,G,1.91,82,24-08-89,Bom Sucesso do Sul,Tombense,Avaí,2015,Brazilian
33,33,Renanzinho,BRA,M,1.73,69,19-09-97,Ariquemes,None,Avaí,2015,Brazilian
36,36,Lucas Lovat,BRA,D,1.78,70,15-01-97,Caxias do Sul,None,Avaí,2015,Brazilian
38,38,Vitor Prada,BRA,G,1.87,89,04-08-92,Nova Trento,None,Avaí,2015,Brazilian
41,49,Aleks,BRA,G,1.93,86,20-02-91,Criciúma,None,Avaí,2015,Brazilian
42,66,Romário Guilherme,BRA,D,1.71,71,13-03-92,Diadema,Red Bull Brasil,Avaí,2015,Brazilian
43,70,Marrone,BRA,D,1.72,67,15-09-92,Ouro Preto do Oeste,None,Avaí,2015,Brazilian
44,77,Tinga,BRA,M,1.73,65,12-10-90,Bom Jardim,Júbilo Iwata,Avaí,2015,Brazilian
45,80,Denner,BRA,M,1.80,69,06-05-94,Fortaleza,Grêmio,Avaí,2015,Brazilian
46,84,Rudnei,BRA,M,1.88,78,07-10-84,Florianópolis,Portuguesa,Avaí,2015,Brazilian
47,89,Juninho,TLS,M,1.74,70,28-05-89,São Paulo,TOT SC,Avaí,2015,Brazilian
48,90,Iury,BRA,F,1.83,71,06-09-95,Rio de Janeiro,None,Avaí,2015,Brazilian
49,93,Tauã,BRA,F,1.78,75,19-12-93,Mongaguá,None,Avaí,2015,Brazilian
50,94,Wilker,BRA,F,,,04-10-94,Vitória,None,Avaí,2015,Brazilian
51,95,Duda,BRA,G,1.86,79,15-03-95,Florianópolis,None,Avaí,2015,Brazilian
52,97,Kevin,BRA,D,1.74,68,07-09-97,Teresina,Mirassol,Avaí,2015,Brazilian
53,99,André Lima,BRA,F,1.85,84,03-05-85,Rio de Janeiro,Beijing Guoan,Avaí,2015,Brazilian
1,1,Danilo,BRA,G,1.85,80,31-07-85,Cianorte,Londrina,Chapecoense,2015,Brazilian
2,2,Apodi,BRA,D,1.72,65,13-12-86,Apodi,Bastia,Chapecoense,2015,Brazilian
3,3,Rafael Lima,BRA,D,1.87,78,08-03-86,Florianópolis,Inter-SM,Chapecoense,2015,Brazilian
5,5,Wanderson,BRA,M,1.81,78,06-10-80,Cornélio Procópio,Vilhena,Chapecoense,2015,Brazilian
6,6,Dener,BRA,D,1.78,71,28-06-91,Bagé,Coritiba,Chapecoense,2015,Brazilian
7,7,Willian Barbio,BRA,F,1.73,71,22-10-92,Belford Roxo,Vasco da Gama,Chapecoense,2015,Brazilian
8,8,Gil,BRA,M,1.68,66,09-03-87,Santo Antônio,Coritiba,Chapecoense,2015,Brazilian
9,9,Bruno Rangel,BRA,F,1.81,72,11-12-81,Campos,Al-Arabi [QAT],Chapecoense,2015,Brazilian
10,10,Camilo,BRA,M,1.74,72,09-03-86,Rio de Janeiro,Botafogo-SP,Chapecoense,2015,Brazilian
11,11,Ananias,BRA,F,1.66,60,20-01-89,São Luis,Cruzeiro,Chapecoense,2015,Brazilian
12,12,Pedrinho,BRA,D,1.78,67,23-03-95,Curitiba,Grêmio,Chapecoense,2015,Brazilian
13,13,Silvio,BRA,G,1.97,81,11-10-88,Ponta Grossa,América de Natal,Chapecoense,2015,Brazilian
14,14,Felipe Zang,BRA,D,1.90,82,21-05-94,Santa Helena,Sampaio Corrêa,Chapecoense,2015,Brazilian
15,15,João Afonso,BRA,M,1.81,81,09-02-95,Criciúma,Internacional,Chapecoense,2015,Brazilian
17,17,Elicarlos,BRA,M,1.76,72,08-06-85,Laranjeiras,Náutico,Chapecoense,2015,Brazilian
18,18,Maylson,BRA,M,1.80,71,06-03-89,São Bernardo,Criciúma,Chapecoense,2015,Brazilian
19,19,Yuri,BRA,F,1.79,74,28-06-94,Teodoro Sampaio,Flamengo-SP,Chapecoense,2015,Brazilian
20,20,Richarlyson,BRA,M,1.76,72,27-12-82,Rio Grande de Norte,Vitória,Chapecoense,2015,Brazilian
21,21,Hyoran,BRA,M,1.74,70,25-05-93,Chapecó,Corinthians,Chapecoense,2015,Brazilian
25,25,Wesley,BRA,D,,,25-08-96,Chapecó,None,Chapecoense,2015,Brazilian
26,26,Michel,BRA,D,1.70,62,13-09-95,Chapecó,None,Chapecoense,2015,Brazilian
27,27,Thiego,BRA,D,1.85,75,22-07-86,Aracajú,Khazar Lankaran,Chapecoense,2015,Brazilian
28,28,Bruno Brum,BRA,D,,,08-02-95,Chapecó,None,Chapecoense,2015,Brazilian
29,29,Neto,BRA,D,1.95,94,16-08-85,Rio de Janeiro,Santos,Chapecoense,2015,Brazilian
30,30,Jajá,BRA,M,,,07-09-95,Caçapava do Sul,Grêmio,Chapecoense,2015,Brazilian
31,31,Bruno Silva,BRA,M,1.79,78,03-08-86,Nova Lima,Ponte Preta,Chapecoense,2015,Brazilian
32,32,Mateus Caramelo,BRA,D,1.81,79,30-08-94,Araçatuba,São Paulo,Chapecoense,2015,Brazilian
33,33,Neném,BRA,M,1.73,71,04-02-82,Santa Catarina,Criciúma,Chapecoense,2015,Brazilian
34,34,Vilson,BRA,D,1.89,79,03-04-88,São Gonçalo,SEV Hortolândia,Chapecoense,2015,Brazilian
35,35,Igor,BRA,D,1.91,85,21-03-95,Cruz Alta,None,Chapecoense,2015,Brazilian
36,36,Nivaldo,BRA,G,1.81,77,18-03-74,Torres,Esportivo-RS,Chapecoense,2015,Brazilian
37,37,William Bergamin,BRA,G,,,30-11-95,Chapecó,None,Chapecoense,2015,Brazilian
39,39,João Paulo,BRA,G,1.94,80,12-02-81,Limeira,CSA,Chapecoense,2015,Brazilian
40,40,Maranhão,BRA,M,1.68,63,03-05-90,São Luis,Ypiranga,Chapecoense,2015,Brazilian
