,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,,Fernando Leal,BRA,G,1.91,90,24-10-81,Uberaba,Fortaleza,América Mineiro,2016,Brazilian
2,,Glauco,BRA,G,1.91,84,11-02-95,Belo Horizonte,None,América Mineiro,2016,Brazilian
3,,João Ricardo,BRA,G,1.88,78,06-09-88,Mariano Moro,Paraná,América Mineiro,2016,Brazilian
4,,Jory,BRA,G,1.90,84,13-03-96,Belo Horizonte,None,América Mineiro,2016,Brazilian
5,,Alison,BRA,D,1.86,76,21-10-83,Parnamirim,Treze,América Mineiro,2016,Brazilian
6,,Carlos Cardoso,BRA,D,1.90,85,11-09-84,Santa Rosa Vitergo,Tractor Sazi,América Mineiro,2016,Brazilian
7,,Bruno Teles,BRA,D,1.83,78,01-05-86,Alvorada,Mogi Mirim,América Mineiro,2016,Brazilian
8,,Danilo,BRA,D,1.86,75,17-08-91,Coronel Fabriciano,None,América Mineiro,2016,Brazilian
9,,Éder Lima,BRA,D,1.86,72,05-02-86,São Vicente,Bragantino,América Mineiro,2016,Brazilian
10,,Gilson,BRA,D,1.78,70,14-05-86,Campo Grande,Cruzeiro,América Mineiro,2016,Brazilian
11,,Hélder,BRA,D,1.75,70,13-04-88,Ribeirão Preto,Juventude,América Mineiro,2016,Brazilian
12,,Jonas,BRA,D,1.81,77,10-02-87,Votuporanga,Criciúma,América Mineiro,2016,Brazilian
13,,Messias,BRA,D,1.90,87,03-11-94,São Mateus,None,América Mineiro,2016,Brazilian
14,,Roger,BRA,D,1.84,71,11-01-95,Belo Horizonte,None,América Mineiro,2016,Brazilian
15,,Suéliton,BRA,D,1.85,84,26-06-91,Araçagi,ABC,América Mineiro,2016,Brazilian
16,,Christian,BRA,M,1.70,65,08-12-95,São João del Rei,None,América Mineiro,2016,Brazilian
17,,Claudinei,BRA,M,1.72,70,08-10-88,Sete Lagoas,Coimbra,América Mineiro,2016,Brazilian
18,,Diego Lopes,BRA,M,1.71,64,03-05-94,São Paulo,Benfica,América Mineiro,2016,Brazilian
19,,Ernandes,BRA,M,1.73,71,11-11-87,São Felix do Araguaia,Ceará,América Mineiro,2016,Brazilian
20,,Juninho,BRA,M,1.73,66,23-10-87,Goiânia,Atlético Paranaense,América Mineiro,2016,Brazilian
21,,Leandro Guerreiro,BRA,M,1.82,68,17-11-78,São Borja,Cruzeiro,América Mineiro,2016,Brazilian
22,,Makton,BRA,M,1.84,63,04-03-98,Divinópolis,None,América Mineiro,2016,Brazilian
23,,Matheusinho,BRA,M,1.64,60,11-02-98,Belo Horizonte,None,América Mineiro,2016,Brazilian
24,,Osman,BRA,M,1.79,72,29-01-92,São Paulo,Luverdense,América Mineiro,2016,Brazilian
25,,Pablo,BRA,M,1.76,66,03-08-88,São João Nepomuceno,Tombense,América Mineiro,2016,Brazilian
26,,Renato Bruno,BRA,M,1.83,63,22-04-94,Belo Horizonte,None,América Mineiro,2016,Brazilian
27,,Tony,BRA,M,1.76,67,29-05-86,São Paulo,XV de Piracicaba,América Mineiro,2016,Brazilian
28,,Xavier,BRA,M,1.72,65,13-12-94,Divinópolis,None,América Mineiro,2016,Brazilian
29,,Zé Ricardo,BRA,M,1.76,72,09-03-96,Bom Jesus do Amparo,None,América Mineiro,2016,Brazilian
30,,Bruno Sávio,BRA,F,1.81,70,01-08-94,Pará de Minas,None,América Mineiro,2016,Brazilian
31,,Danilo Dias,BRA,F,1.74,64,06-11-85,Ceres,União da Madeira,América Mineiro,2016,Brazilian
32,,Michael,BRA,F,1.86,80,19-04-93,São Francisco de Sales,Fluminense,América Mineiro,2016,Brazilian
33,,Nilson,BRA,F,1.86,75,06-04-91,São Paulo,Cianorte,América Mineiro,2016,Brazilian
34,,Nixon,BRA,F,1.76,62,20-07-92,Bahia,Flamengo,América Mineiro,2016,Brazilian
35,,Vitinho Ruas,BRA,F,1.75,68,04-08-96,São Paulo,None,América Mineiro,2016,Brazilian
1,1,Victor,BRA,G,1.93,84,21-01-83,Santo Anastácio,Grêmio,Atlйtico Mineiro,2016,Brazilian
