,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Zao Shi,CHN,G,1.85,68,16-03-93,Handan,None,Beijing Guoan,2016,Chinese
2,2,Egor Krimets,UZB,D,1.93,81,27-01-92,Tashkent,Pakhtakor,Beijing Guoan,2016,Chinese
3,3,Li Lei,CHN,D,1.83,73,30-05-92,Qingdao,Henan Jianye,Beijing Guoan,2016,Chinese
4,4,Zhou Ting,CHN,M,1.81,78,05-02-79,Dalian,Shenzhen,Beijing Guoan,2016,Chinese
5,5,Ralf,BRA,M,1.80,73,09-06-84,São Paulo,Corinthians,Beijing Guoan,2016,Chinese
6,6,Zhang Xiaobin,CHN,M,1.77,65,14-02-85,Xi'an,Tianjin Teda,Beijing Guoan,2016,Chinese
7,7,Zhang Chiming,CHN,F,1.80,75,07-01-89,Chengdu,Chongqing Lifan,Beijing Guoan,2016,Chinese
8,8,Piao Cheng,CHN,M,1.76,67,21-08-89,Yanbian,Yanbian,Beijing Guoan,2016,Chinese
10,10,Zhang Xizhe,CHN,M,1.76,68,23-01-91,Wuhan,Wolfsburg,Beijing Guoan,2016,Chinese
11,11,Song Boxuan,CHN,M,1.80,73,16-09-89,Tianjin,Shanghai Shenhua,Beijing Guoan,2016,Chinese
13,13,Xu Yunlong,CHN,M,1.82,79,17-02-79,Beijing,None,Beijing Guoan,2016,Chinese
15,15,Igor Sergeev,UZB,F,1.87,76,30-04-93,Tashkent,Pakhtakor,Beijing Guoan,2016,Chinese
16,16,Du Mingyang,CHN,M,1.79,69,20-01-93,Xuzhou,None,Beijing Guoan,2016,Chinese
17,17,Burak Yılmaz,TUR,F,1.88,81,15-07-85,Antalya,Galatasaray,Beijing Guoan,2016,Chinese
18,18,Lang Zheng,CHN,D,1.86,79,22-07-86,Shijiazhuang,Hebei,Beijing Guoan,2016,Chinese
19,19,Yu Dabao,CHN,F,1.83,78,18-04-88,Qingdao,Dalian Aerbin,Beijing Guoan,2016,Chinese
20,20,Zhang Xinxin,CHN,M,1.78,72,19-10-83,Beijing,Wuhan,Beijing Guoan,2016,Chinese
21,21,Renato Augusto,BRA,M,1.85,81,08-02-88,Rio de Janeiro,Corinthians,Beijing Guoan,2016,Chinese
22,22,Yang Zhi,CHN,G,1.86,78,15-01-83,Guangzhou,Guangdong Xiongying,Beijing Guoan,2016,Chinese
23,23,Yang Yun,CHN,D,1.83,72,18-07-89,Beijing,None,Beijing Guoan,2016,Chinese
24,24,Li Hanbo,CHN,M,1.70,68,26-01-91,Shenyang,None,Beijing Guoan,2016,Chinese
25,25,Hou Sen,CHN,G,1.88,71,30-06-89,Beijing,None,Beijing Guoan,2016,Chinese
26,26,Shan Huanhuan,CHN,F,1.80,70,24-01-99,,None,Beijing Guoan,2016,Chinese
28,28,Zhang Chengdong,CHN,F,1.84,73,09-02-89,Baoding,Mafra,Beijing Guoan,2016,Chinese
30,30,Lei Tenglong,CHN,M,1.83,70,17-01-91,Wuhan,None,Beijing Guoan,2016,Chinese
31,31,Zhao Hejing,CHN,D,1.86,72,19-05-85,Chongqing,Dalian Aerbin,Beijing Guoan,2016,Chinese
32,32,Wei Xin,CHN,D,1.78,70,17-02-95,Xuzhou,None,Beijing Guoan,2016,Chinese
33,33,Zhang Yan,CHN,G,1.84,78,30-03-97,Beijing,None,Beijing Guoan,2016,Chinese
41,56,Sheng Pengfei,CHN,D,1.75,73,29-05-96,Beijing,None,Beijing Guoan,2016,Chinese
1,1,Wu Yake,CHN,G,1.86,82,03-02-91,Wuhan,None,Changchun Yatai,2016,Chinese
2,2,Jonathan Sealy,HKG,D,1.75,70,04-05-87,Southampton,South China,Changchun Yatai,2016,Chinese
3,3,Yan Shipeng,CHN,D,1.80,71,08-09-87,Dalian,Chongqing Lifan,Changchun Yatai,2016,Chinese
4,4,Darko Matić,CRO,D,1.83,81,26-09-80,Domaljevac,Beijing Guoan,Changchun Yatai,2016,Chinese
5,5,Anzur Ismailov,UZB,D,1.90,85,21-04-85,Tashkent,Bunyodkor,Changchun Yatai,2016,Chinese
7,7,Han Deming,CHN,F,1.72,65,22-07-86,Dalian,Harbin Yiteng,Changchun Yatai,2016,Chinese
10,10,Marcelo Martins Moreno,BOL,F,1.87,82,18-06-87,Santa Cruz de la Sierra,Grêmio,Changchun Yatai,2016,Chinese
11,11,Yang He,CHN,F,1.76,70,22-03-90,Dalian,None,Changchun Yatai,2016,Chinese
12,12,Yaki Yen,TPE,D,1.84,73,21-04-89,Puerto del Rosario,Pájara Playas de Jandía,Changchun Yatai,2016,Chinese
