,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Zhang Sipeng,CHN,G,1.88,78,14-05-87,Beijing,None,Beijing Guo'an,2010,Chinese
2,2,Lang Zheng,CHN,D,1.86,79,22-07-86,Shijiazhuang,Hebei,Beijing Guo'an,2010,Chinese
3,3,Wu Hao,CHN,D,1.94,90,19-02-83,Beijing,Shandong Luneng,Beijing Guo'an,2010,Chinese
4,4,Zhou Ting,CHN,M,1.81,78,05-02-79,Dalian,Shenzhen,Beijing Guo'an,2010,Chinese
5,5,Darko Matić,CRO,D,1.83,81,26-09-80,Domaljevac,Tianjin Teda,Beijing Guo'an,2010,Chinese
6,6,Xu Liang,CHN,M,1.83,72,12-08-81,Shenyang,Guangzhou Pharmaceutical,Beijing Guo'an,2010,Chinese
7,7,Wang Changqing,CHN,M,1.78,75,21-03-81,Beijing,Guoli,Beijing Guo'an,2010,Chinese
8,8,Yang Hao,CHN,M,1.76,66,19-08-83,Beijing,None,Beijing Guo'an,2010,Chinese
9,9,Du Wenhui,CHN,F,1.82,78,19-12-83,Beijing,None,Beijing Guo'an,2010,Chinese
11,11,Yan Xiangchuang,CHN,F,1.74,66,05-09-86,Dalian,August First,Beijing Guo'an,2010,Chinese
12,12,Hou Sen,CHN,G,1.88,71,30-06-89,Beijing,None,Beijing Guo'an,2010,Chinese
13,13,Xu Yunlong,CHN,M,1.82,79,17-02-79,Beijing,None,Beijing Guo'an,2010,Chinese
14,14,Tan Tiancheng,CHN,F,1.77,76,15-05-91,Taiyuan,None,Beijing Guo'an,2010,Chinese
15,15,Tao Wei,CHN,M,1.76,72,11-03-78,Beijing,None,Beijing Guo'an,2010,Chinese
16,16,Huang Bowen,CHN,M,1.76,68,13-07-87,Changsha,None,Beijing Guo'an,2010,Chinese
17,17,Wang Ke,CHN,M,1.68,70,31-08-83,Qingdao,Shanghai Shenhua,Beijing Guo'an,2010,Chinese
18,18,Lu Jiang,CHN,M,1.81,71,30-06-81,Beijing,None,Beijing Guo'an,2010,Chinese
19,19,Wang Xiaolong,CHN,M,1.76,68,11-03-86,Beijing,Shandong Luneng,Beijing Guo'an,2010,Chinese
20,20,Zhang Xinxin,CHN,M,1.78,72,19-10-83,Beijing,Wuhan,Beijing Guo'an,2010,Chinese
21,21,Yao Shuang,CHN,M,1.83,65,21-10-87,Beijing,None,Beijing Guo'an,2010,Chinese
22,22,Yang Zhi,CHN,G,1.86,78,15-01-83,Guangzhou,Guangdong Xiongying,Beijing Guo'an,2010,Chinese
23,23,Ryan Griffiths,AUS,F,1.77,61,21-08-81,Sydney,Liaoning,Beijing Guo'an,2010,Chinese
24,24,Yang Yun,CHN,D,1.83,72,18-07-89,Beijing,None,Beijing Guo'an,2010,Chinese
25,25,Xue Fei,CHN,M,1.78,62,29-10-87,Beijing,None,Beijing Guo'an,2010,Chinese
26,26,Yang  Pengcheng,CHN,G,,,,,None,Beijing Guo'an,2010,Chinese
28,28,Zhu Yifan,CHN,M,1.82,67,01-03-88,Beijing,None,Beijing Guo'an,2010,Chinese
29,29,Joel Griffiths,AUS,F,1.81,78,21-08-79,Sydney,Newcastle  U Jets,Beijing Guo'an,2010,Chinese
30,30,Zhang Yonghai,CHN,D,1.83,75,15-03-79,Panjin,Liaoning,Beijing Guo'an,2010,Chinese
31,31,Hu Qiling,CHN,F,1.82,72,19-07-87,Beijing,None,Beijing Guo'an,2010,Chinese
32,32,Yu Yang,CHN,D,1.83,72,06-08-89,Tianjin,None,Beijing Guo'an,2010,Chinese
33,33,Maurice Ross,SCO,D,1.80,70,03-02-81,Dundee,Aberdeen,Beijing Guo'an,2010,Chinese
34,34,Wen Bo,CHN,M,,,,,None,Beijing Guo'an,2010,Chinese
35,35,Walter Martínez,HON,F,1.68,68,28-03-82,Tegucigalpa,Marathón,Beijing Guo'an,2010,Chinese
36,36,Gou Shuliang,CHN,F,,,,,None,Beijing Guo'an,2010,Chinese
37,37,Han  Weicheng,CHN,D,,,,,None,Beijing Guo'an,2010,Chinese
39,39,Li Hanbo,CHN,M,1.70,68,26-01-91,Shenyang,None,Beijing Guo'an,2010,Chinese
40,40,Jiang  Zhiliang,CHN,D,,,,,None,Beijing Guo'an,2010,Chinese
