,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Yang Jun,G,"6'02""",12 04,10-06-81,Tianjin,,Beijing Guo'an,2006,Chinese
2,2,Lang Zheng,D,"6'02""",12 06,22-07-86,,,Beijing Guo'an,2006,Chinese
3,3,Zhang Shuai,D,"6'00""",11 11,20-07-81,Qingdao,None,Beijing Guo'an,2006,Chinese
4,4,Javier Musa,D,"6'05""",13 03,15-01-79,Copetanos,,Beijing Guo'an,2006,Chinese
5,5,Qiu Zhonghui,D,"5'11""",11 09,15-06-77,,,Beijing Guo'an,2006,Chinese
6,6,Sui Dongliang,M,"5'10""",12 06,24-09-77,Dalian,August First,Beijing Guo'an,2006,Chinese
8,8,Yang Pu,M,"5'10""",12 00,30-03-78,Beijing,None,Beijing Guo'an,2006,Chinese
9,9,Xu Ning,F,"6'01""",12 08,23-03-79,,,Beijing Guo'an,2006,Chinese
10,10,Krisztián Kenesei,F,"5'10""",12 00,07-01-77,Budapest,Győr,Beijing Guo'an,2006,Chinese
11,11,Yan Xiangchuang,F,"5'09""",10 06,05-09-86,Dalian,August First,Beijing Guo'an,2006,Chinese
12,12,Cui Wei,D,"6'00""",12 04,07-04-83,,,Beijing Guo'an,2006,Chinese
13,13,Xu Yunlong,M,"5'11""",12 08,17-02-79,Beijing,None,Beijing Guo'an,2006,Chinese
14,14,Wang Dong,M,"5'10""",11 09,11-06-85,,,Beijing Guo'an,2006,Chinese
15,15,Tao Wei,M,"5'09""",11 00,11-03-78,Beijing,None,Beijing Guo'an,2006,Chinese
16,16,Huang Bowen,M,"5'11""",11 05,13-07-87,Changsha,None,Beijing Guo'an,2006,Chinese
17,17,Gao Dawei,F,"5'11""",11 11,17-08-83,Shenyang,None,Beijing Guo'an,2006,Chinese
18,18,Lu Jiang,M,"5'11""",11 03,30-06-81,Beijing,None,Beijing Guo'an,2006,Chinese
19,19,Yang Hao,M,"5'09""",10 06,19-08-83,,,Beijing Guo'an,2006,Chinese
20,20,Li Yao,M,"5'09""",10 03,21-11-77,Shenyang,Dalian,Beijing Guo'an,2006,Chinese
21,21,Gao Leilei,M,"5'10""",12 00,15-07-80,Beijing,None,Beijing Guo'an,2006,Chinese
22,22,Yang Zhi,G,"6'01""",12 06,06-06-83,Guangzhou,Shenzhen Kejian,Beijing Guo'an,2006,Chinese
23,23,Du Wenhui,F,"6'00""",12 04,19-12-83,Beijing,None,Beijing Guo'an,2006,Chinese
24,24,Wang Chao,M,"6'00""",12 01,02-02-86,,,Beijing Guo'an,2006,Chinese
25,25,Yu Yihang,G,"5'11""",12 08,25-07-86,,,Beijing Guo'an,2006,Chinese
26,26,Hao Qiang,D,"5'11""",12 04,17-01-86,,,Beijing Guo'an,2006,Chinese
27,27,Zhou Ting,M,"5'11""",12 04,05-02-79,Dalian,Shenzhen,Beijing Guo'an,2006,Chinese
28,28,Yu Lei,D,"5'11""",12 01,22-05-85,,,Beijing Guo'an,2006,Chinese
29,29,Shang Yi,F,"5'11""",10 08,20-01-79,Tianjing,,Beijing Guo'an,2006,Chinese
1,1,Zong Lei,G,"6'02""",12 11,26-07-81,Tianjing,Shandong,Changchun Yatai,2006,Chinese
2,2,Wang Wanpeng,D,"6'01""",12 04,09-06-82,,,Changchun Yatai,2006,Chinese
3,3,Tang Jing,D,"6'03""",13 08,14-02-75,,,Changchun Yatai,2006,Chinese
4,4,Samuel Caballero,D,"6'01""",12 02,24-12-74,Gracias o Dios,Chicago Fire,Changchun Yatai,2006,Chinese
5,5,Zhang Baofeng,D,"6'01""",12 11,23-06-81,,,Changchun Yatai,2006,Chinese
6,6,Wang Dong,M,"5'11""",10 10,10-09-81,Qingdao,Pudong,Changchun Yatai,2006,Chinese
7,7,Jiang Pengxiang,M,"5'10""",10 08,09-02-81,,,Changchun Yatai,2006,Chinese
8,8,Du Zhengyu,F,"5'10""",11 11,10-02-83,Shenyang,,Changchun Yatai,2006,Chinese
9,9,Elvis Scott,F,"6'01""",12 04,01-08-78,Puerto Cortes,Motagua,Changchun Yatai,2006,Chinese
10,10,Gao Ming,M,"5'11""",11 11,19-02-82,,,Changchun Yatai,2006,Chinese
