,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Vitaliy Reva,UKR,G,1.81,80,19-11-74,Dnipropetrovsk,Kryvbas Kryvyi Rih,Arsenal Kyiv,2012,Ukrainian
2,2,Veli Lampi,FIN,D,1.82,76,18-07-84,Seinäjoki,Willem II,Arsenal Kyiv,2012,Ukrainian
4,4,Michael Odibe,NGA,D,1.89,80,23-07-88,Lagos,Siena,Arsenal Kyiv,2012,Ukrainian
5,5,Kyrylo Sydorenko,UKR,D,1.89,78,25-07-85,Dnipropetrovsk,Obolon Kyiv,Arsenal Kyiv,2012,Ukrainian
6,6,Rafael Santos,BRA,D,1.87,85,10-11-84,Jaboticabal,XV de Piracicaba,Arsenal Kyiv,2012,Ukrainian
7,7,Ionuţ Costinel Mazilu,ROU,F,1.82,70,09-02-82,Bucharest,Dnipro Dnipropetrovsk,Arsenal Kyiv,2012,Ukrainian
8,8,Andriy Tkachuk,UKR,M,1.81,71,18-11-87,Zhytomyr,Karpaty Lviv,Arsenal Kyiv,2012,Ukrainian
9,9,Yuriy Bushman,UKR,M,1.78,72,14-05-90,,Arsenal Kyiv-2,Arsenal Kyiv,2012,Ukrainian
10,10,Volodymyr Arzhanov,UKR,M,1.81,77,29-11-85,Zaporozhye,Metalurh Zaporizhya,Arsenal Kyiv,2012,Ukrainian
11,11,Andriy Mostovyy,UKR,D,1.81,73,24-01-88,,FC Lviv,Arsenal Kyiv,2012,Ukrainian
12,12,Heorhiy Kopaliani,UKR,G,1.92,83,07-03-94,,Arsenal Kyiv-2,Arsenal Kyiv,2012,Ukrainian
13,13,Vyacheslav Sharpar,UKR,M,1.90,78,02-06-87,Zelenodolsk,Metalist Kharkiv,Arsenal Kyiv,2012,Ukrainian
17,17,Andriy Bohdanov,UKR,M,1.84,75,21-01-90,Kyiv,Dynamo Kyiv,Arsenal Kyiv,2012,Ukrainian
18,18,Abeiku Quansah,GHA,F,1.75,68,02-11-90,Kumasi,Nice,Arsenal Kyiv,2012,Ukrainian
19,19,Yaroslav Martynyuk,UKR,M,1.82,81,20-02-89,Vinnytsia,Karpaty Lviv,Arsenal Kyiv,2012,Ukrainian
20,20,Dominic Adiyiah,GHA,F,1.72,71,10-07-89,Accra,Milan,Arsenal Kyiv,2012,Ukrainian
21,21,Oleksandr Filippov,UKR,F,1.82,75,23-10-92,Avdiivka,Arsenal Kyiv-2,Arsenal Kyiv,2012,Ukrainian
22,22,Volodymyr Homenyuk,UKR,F,1.78,73,19-07-85,Simferopol,Dnipro Dnipropetrovsk,Arsenal Kyiv,2012,Ukrainian
23,23,Bohdan Sarnavskyy,UKR,G,1.87,75,29-01-95,Kyiv,Arsenal Kyiv-2,Arsenal Kyiv,2012,Ukrainian
24,24,Denys Favorov,UKR,M,1.82,75,01-04-91,,Arsenal Kyiv-2,Arsenal Kyiv,2012,Ukrainian
25,25,Pelé,POR,M,1.82,75,29-09-91,Cacém,Milan,Arsenal Kyiv,2012,Ukrainian
27,27,Serhiy Starenkyy,UKR,M,1.77,70,20-09-84,Novi Petrivtsi,Oleksandria,Arsenal Kyiv,2012,Ukrainian
28,28,Vyacheslav Turchanov,UKR,M,1.77,66,03-08-91,,Obolon Kyiv,Arsenal Kyiv,2012,Ukrainian
29,29,Milan Obradović,SRB,D,1.82,73,03-08-77,Belgrade,Metalist Kharkiv,Arsenal Kyiv,2012,Ukrainian
30,30,Artem Shabanov,UKR,D,1.84,74,07-03-92,Kyiv,Arsenal Kyiv-2,Arsenal Kyiv,2012,Ukrainian
31,31,Oleksandr Romanchuk,UKR,D,1.78,73,21-10-84,Kyiv,Metalist Kharkiv,Arsenal Kyiv,2012,Ukrainian
33,33,Andriy Khomyn,UKR,D,1.80,71,02-01-82,Potsdam,Metalist Kharkiv,Arsenal Kyiv,2012,Ukrainian
41,44,Ihor Brovko,UKR,F,1.77,68,13-08-92,,Arsenal Kyiv-2,Arsenal Kyiv,2012,Ukrainian
42,45,Mykola Vechurko,UKR,M,1.80,74,06-06-92,,Vorskla Poltava,Arsenal Kyiv,2012,Ukrainian
43,78,Serhiy Valyayev,UKR,M,1.81,71,16-09-78,Makeevka,Hoverla Uzhhorod,Arsenal Kyiv,2012,Ukrainian
44,88,Levan Gulordava,GEO,F,1.76,65,16-05-88,Zugdidi,Oleksandria,Arsenal Kyiv,2012,Ukrainian
45,99,Oleh Herasymyuk,UKR,M,1.80,72,25-09-86,Volodymyr-Volynskyy,Volyn Lutsk,Arsenal Kyiv,2012,Ukrainian
1,1,Yevhen Past,UKR,G,1.87,72,16-03-88,Odessa,Chornomorets Odessa-2,Chornomorets Odessa,2012,Ukrainian
2,2,Petro Kovalchuk,UKR,D,1.83,75,28-05-84,Seredniy Maydan,FC Lviv,Chornomorets Odessa,2012,Ukrainian
3,3,Léo Veloso,BRA,D,1.79,73,29-05-87,Pedro Leopoldo,CFR Cluj,Chornomorets Odessa,2012,Ukrainian
4,4,Markus Berger,AUT,D,1.86,82,21-01-85,Salzburg,Académica,Chornomorets Odessa,2012,Ukrainian
5,5,Anderson Santana,BRA,D,1.84,78,24-04-86,Belo Horizonte,Vitória Guimarães,Chornomorets Odessa,2012,Ukrainian
6,6,Léo Matos,BRA,D,1.82,72,02-04-86,Niterói,Tombense,Chornomorets Odessa,2012,Ukrainian
7,7,Vitaly Balashov,UKR,F,1.70,60,07-02-91,Odessa,Chornomorets Odessa-2,Chornomorets Odessa,2012,Ukrainian
8,8,Kyrylo Kovalchuk,UKR,M,1.85,73,11-06-86,Odessa,Tom Tomsk,Chornomorets Odessa,2012,Ukrainian
9,9,Anatoliy Didenko,UKR,F,1.93,82,09-06-82,Yuznoukrainsk,Metalist Kharkiv,Chornomorets Odessa,2012,Ukrainian
10,10,Borys Taschchy,UKR,M,1.81,75,26-07-93,Odessa,Dynamo Moscow,Chornomorets Odessa,2012,Ukrainian
11,11,Ivan Bobko,UKR,M,1.83,70,10-12-90,Odessa,Chornomorets Odessa-2,Chornomorets Odessa,2012,Ukrainian
12,12,Dmytro Bezotosnyy,UKR,G,1.94,82,15-11-83,Khmelnitsky,Metalurh Zaporizhya,Chornomorets Odessa,2012,Ukrainian
13,13,Yuriy Martyshchuk,UKR,G,1.88,78,22-04-86,Kolomyya,Zorya Luhansk,Chornomorets Odessa,2012,Ukrainian
14,14,Ihor Sylantyev,UKR,F,1.83,72,03-01-91,Odessa,Chornomorets Odessa-2,Chornomorets Odessa,2012,Ukrainian
16,16,Maksim Shatskikh,UZB,F,1.87,78,30-08-78,Tashkent,Arsenal Kyiv,Chornomorets Odessa,2012,Ukrainian
18,18,Oleh Danchenko,UKR,M,1.78,64,01-08-94,Zaporizhya,Chornomorets Odessa-2,Chornomorets Odessa,2012,Ukrainian
19,19,Elis Bakaj,ALB,M,1.75,68,25-06-87,Tirana,Dinamo Bucureşti,Chornomorets Odessa,2012,Ukrainian
20,20,Lucian Burdujan,ROU,F,1.81,75,18-02-84,Piatra-Neamţ,Steaua Bucureşti,Chornomorets Odessa,2012,Ukrainian
21,21,Yevhen Smirnov,UKR,M,1.85,75,16-04-93,,Chornomorets Odessa-2,Chornomorets Odessa,2012,Ukrainian
23,23,Franck Dja Djedje,CIV,F,1.76,70,02-06-86,Abidjan,Nice,Chornomorets Odessa,2012,Ukrainian
25,25,Yevhen Martynenko,UKR,D,1.93,75,25-06-93,Odessa,Chornomorets Odessa-2,Chornomorets Odessa,2012,Ukrainian
29,29,Pablo Fontanello,ARG,D,1.91,84,26-09-84,Lincoln [ARG],Parma,Chornomorets Odessa,2012,Ukrainian
32,32,Kristi Vangieli,ALB,D,1.78,72,05-09-85,Korçë,Aris,Chornomorets Odessa,2012,Ukrainian
33,33,Andriy Slinkin,UKR,D,1.78,71,19-02-91,Odessa,Chornomorets Odessa-2,Chornomorets Odessa,2012,Ukrainian
39,39,Artem Starhorodskyy,UKR,M,1.80,76,17-01-82,Kyiv,Arsenal Kyiv,Chornomorets Odessa,2012,Ukrainian
41,42,Yevhen Zubeyko,UKR,M,1.79,67,30-09-89,Artemovsk,Chornomorets Odessa-2,Chornomorets Odessa,2012,Ukrainian
42,77,Pavlo Kutas,UKR,D,1.74,74,03-09-82,,Obolon Kyiv,Chornomorets Odessa,2012,Ukrainian
43,89,Serhiy Politylo,UKR,M,1.65,63,09-01-89,Novovolynsk,Chornomorets Odessa-2,Chornomorets Odessa,2012,Ukrainian
44,99,Sito Riera,ESP,F,1.83,75,05-01-87,Manacor,Panionios,Chornomorets Odessa,2012,Ukrainian
