,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Vitaliy Reva,UKR,G,1.81,80,19-11-74,Dnipropetrovsk,Dynamo Kiev,Arsenal Kiev,2008,Ukrainian
2,2,Artem Starhorodskyy,UKR,M,1.80,76,17-01-82,Kiev,Krymteplytsya Molodizh,Arsenal Kiev,2008,Ukrainian
3,3,Andriy Raspopov,UKR,D,1.82,76,25-06-78,,Karpaty Lviv,Arsenal Kiev,2008,Ukrainian
4,4,Serhiy Symonenko,UKR,M,1.86,82,12-06-81,Kiev,Chornomorets Odessa,Arsenal Kiev,2008,Ukrainian
5,5,Bohdan Shershun,UKR,D,1.91,83,14-05-81,Khmelnitsky,Dnipro Dnipropetrovsk,Arsenal Kiev,2008,Ukrainian
6,6,Siarhei Kuzniatsov,BLR,M,1.78,74,03-11-79,Minsk,Tavriya Simferopol,Arsenal Kiev,2008,Ukrainian
7,7,Ionuţ Costinel Mazilu,ROU,F,1.82,70,09-02-82,Bucharest,Dnipro Dnipropetrovsk,Arsenal Kiev,2008,Ukrainian
8,8,Rolan Gusev,RUS,M,1.75,68,17-09-77,Ashgabat,Dnipro Dnipropetrovsk,Arsenal Kiev,2008,Ukrainian
9,9,Serhiy Zakarlyuka,UKR,M,1.85,76,17-08-76,Dnipropetrovsk,Metalurh Donetsk,Arsenal Kiev,2008,Ukrainian
10,10,Volodymyr Lysenko,UKR,F,1.83,77,20-04-88,Kiev,Dynamo Kiev,Arsenal Kiev,2008,Ukrainian
11,11,Gil,BRA,F,1.71,73,18-10-80,João Pessoa,Stal Alchevsk,Arsenal Kiev,2008,Ukrainian
14,14,Vadym Rybalchenko,UKR,F,1.87,76,24-11-88,,Arsenal Kiev-2,Arsenal Kiev,2008,Ukrainian
15,15,Serhiy Litovchenko,UKR,D,1.85,81,30-01-79,Minsk,Tavriya Simferopol,Arsenal Kiev,2008,Ukrainian
