,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Danylo Kanevtsev,UKR,G,1.87,79,26-07-96,Kharkiv,Metalist Kharkiv,Chornomorets Odessa,2016,Ukrainian
2,2,Oleksandr Azatskyy,UKR,D,1.90,89,13-09-94,Kharkiv,Dynamo Kiev-2,Chornomorets Odessa,2016,Ukrainian
3,3,Rizvan Ablitarov,UKR,D,1.92,80,18-04-89,Sudak,Obolon-Brovar Kiev,Chornomorets Odessa,2016,Ukrainian
5,5,Davit Khocholava,GEO,D,1.92,80,02-08-93,Tbilisi,Shukura Kobuleti,Chornomorets Odessa,2016,Ukrainian
6,6,Kyrylo Kovalets,UKR,M,1.78,68,02-07-93,Kiev,Shakhtar Donetsk-3,Chornomorets Odessa,2016,Ukrainian
7,7,Dmytro Korkishko,UKR,F,1.75,68,04-05-90,Cherkasy,FC Poltava,Chornomorets Odessa,2016,Ukrainian
8,8,Oleksandr Andriyevskyy,UKR,M,1.72,64,25-06-94,Kiev,Dynamo Kiev,Chornomorets Odessa,2016,Ukrainian
9,9,Oleksiy Khoblenko,UKR,F,1.84,76,04-04-94,Yekaterinburg,Dynamo Kiev-2,Chornomorets Odessa,2016,Ukrainian
10,10,Artur Karnoza,UKR,M,1.61,59,20-08-90,Dnipropetrovsk,Karpaty Lviv,Chornomorets Odessa,2016,Ukrainian
11,11,Yevhen Smirnov,UKR,M,1.85,75,16-04-93,,Chornomorets Odessa-2,Chornomorets Odessa,2016,Ukrainian
15,15,Giorgi Gadrani,UKR,D,1.92,85,30-09-94,Tbilisi,Gagra,Chornomorets Odessa,2016,Ukrainian
17,17,Nikita Tatarkov,UKR,M,1.74,67,04-01-95,Zaporizhya,Metalurh Zaporizhya,Chornomorets Odessa,2016,Ukrainian
18,18,Sílvio,BRA,F,1.79,78,04-05-94,Ribeirão Preto,Batatais,Chornomorets Odessa,2016,Ukrainian
20,20,Oleksandr Mashnin,UKR,M,1.81,69,20-03-90,Mykolaiv,Real Pharma Odessa,Chornomorets Odessa,2016,Ukrainian
22,22,Vladyslav Kabayev,UKR,M,1.76,55,01-09-95,Odessa,Chornomorets Odessa-2,Chornomorets Odessa,2016,Ukrainian
25,25,Yevhen Martynenko,UKR,D,1.93,75,25-06-93,Odessa,Chornomorets Odessa-2,Chornomorets Odessa,2016,Ukrainian
26,26,Jorge Elias,BRA,F,1.80,80,06-06-91,,Kapfenberg,Chornomorets Odessa,2016,Ukrainian
27,27,Serhiy Lyulka,UKR,D,1.78,70,22-02-90,Kiev,Slovan Liberec,Chornomorets Odessa,2016,Ukrainian
33,33,Volodymyr Barilko,UKR,F,1.85,75,29-01-94,Kharkiv,Metalist Kharkiv-2,Chornomorets Odessa,2016,Ukrainian
41,71,Dmytro Bezruk,UKR,G,1.90,75,30-03-96,Odessa,Chornomorets Odessa-2,Chornomorets Odessa,2016,Ukrainian
42,75,Maksym Tretyakov,UKR,M,1.75,66,06-03-96,Troitsko-Safonove,Dnipro Dnipropetrovsk-2,Chornomorets Odessa,2016,Ukrainian
43,94,Oleh Danchenko,UKR,M,1.78,64,01-08-94,Zaporizhya,Shakhtar Donetsk,Chornomorets Odessa,2016,Ukrainian
44,96,Oleksandr Kaplienko,UKR,D,1.62,56,07-03-96,Zaporizhya,Alanyaspor,Chornomorets Odessa,2016,Ukrainian
1,1,Oleksiy Bashtanenko,UKR,G,1.88,82,16-03-94,Dnipropetrovsk,Dnipro-2,Dnipro,2016,Ukrainian
2,2,Alexandru Vlad,ROU,D,1.85,77,06-12-89,Sighetu Marmației,Pandurii Târgu-Jiu,Dnipro,2016,Ukrainian
3,3,Volodymyr Adamyuk,UKR,D,1.86,83,17-07-91,Sivka-Kaluska,Stal Dniprodzerzhynsk,Dnipro,2016,Ukrainian
4,4,Serhiy Kravchenko,UKR,M,1.81,71,24-04-83,Donetsk,Dynamo Kiev,Dnipro,2016,Ukrainian
5,5,Oleksandr Safronov,UKR,D,1.87,67,11-06-99,Zaporizhya,Dnipro-2,Dnipro,2016,Ukrainian
8,8,Volodymyr Polovyy,UKR,D,1.70,63,28-07-85,Zaporizhya,Metalurh Donetsk,Dnipro,2016,Ukrainian
9,9,Yuriy Vakulko,UKR,M,1.74,63,10-11-97,Odessa,Dnipro-2,Dnipro,2016,Ukrainian
10,10,Vladyslav Kocherhin,UKR,M,1.78,70,30-04-96,Odessa,Dnipro-2,Dnipro,2016,Ukrainian
12,12,Andriy Lunin,UKR,G,1.91,80,11-02-99,Krasnohrad,Dnipro-2,Dnipro,2016,Ukrainian
13,13,Danylo Kucher,UKR,G,1.93,83,25-01-97,Kryvyi Rih,Dnipro-2,Dnipro,2016,Ukrainian
14,14,Yevheniy Cheberyachko,UKR,D,1.80,75,19-06-83,Uzhgorod,FC Kharkiv,Dnipro,2016,Ukrainian
15,15,Artem Dovbyk,UKR,F,1.85,78,21-06-97,Cherkasy,Dnipro-2,Dnipro,2016,Ukrainian
17,17,Denys Balanyuk,UKR,F,1.78,70,16-01-97,Odessa,Dnipro-2,Dnipro,2016,Ukrainian
23,23,Yevhen Cheberko,UKR,D,1.77,66,23-01-98,,Dnipro-2,Dnipro,2016,Ukrainian
25,25,Ihor Kokut,UKR,M,1.83,66,07-03-96,Dnipropetrovsk,Dnipro-2,Dnipro,2016,Ukrainian
29,29,Ruslan Rotan,UKR,M,1.74,67,29-10-81,Poltava,Dynamo Kiev,Dnipro,2016,Ukrainian
33,33,Dmytro Nahiyev,UKR,D,1.76,70,27-11-95,,Dnipro-2,Dnipro,2016,Ukrainian
39,39,Oleksandr Svatok,UKR,D,1.85,78,27-09-94,Dniprodzerzhynsk,Dnipro-2,Dnipro,2016,Ukrainian
41,71,Maksym Lopyronok,UKR,D,1.86,78,13-04-95,,Dnipro-2,Dnipro,2016,Ukrainian
42,77,Denys Shelikhov,UKR,G,1.88,83,23-06-89,Kherson,Dnipro-2,Dnipro,2016,Ukrainian
43,87,Oleh Kozhushko,UKR,F,1.73,69,17-02-98,Mykolaiv,Dnipro-2,Dnipro,2016,Ukrainian
44,99,Maksym Lunyov,UKR,M,1.77,67,22-05-98,Nikopol,Dnipro-2,Dnipro,2016,Ukrainian
1,1,Heorhiy Bushchan,UKR,G,1.96,84,31-05-94,Odessa,Dynamo Kiev-2,Dynamo Kiev,2016,Ukrainian
4,4,Aleksandar Pantić,SRB,D,1.84,77,11-04-92,Arandjelovac,Villarreal,Dynamo Kiev,2016,Ukrainian
5,5,Vitorino Antunes,POR,D,1.75,69,01-04-87,Freamunde,Málaga,Dynamo Kiev,2016,Ukrainian
8,8,Volodymyr Shepelyev,UKR,M,1.84,73,01-06-97,Altestovo,Chornomorets Odessa-2,Dynamo Kiev,2016,Ukrainian
9,9,Mykola Morozyuk,UKR,M,1.76,70,17-01-88,Lviv,Metalurh Donetsk,Dynamo Kiev,2016,Ukrainian
10,10,Andriy Yarmolenko,UKR,F,1.87,76,23-10-89,Kiev,Desna Chernihiv,Dynamo Kiev,2016,Ukrainian
14,14,Zurab Ochihava,UKR,D,1.86,74,18-05-95,Kiev,Illichivets Mariupol,Dynamo Kiev,2016,Ukrainian
15,15,Viktor Tsyhankov,UKR,M,1.77,69,15-11-97,Nahariya,Dynamo Kiev-2,Dynamo Kiev,2016,Ukrainian
16,16,Serhiy Sydorchuk,UKR,M,1.88,76,02-05-91,Zaporizhya,Metalurh Zaporizhya,Dynamo Kiev,2016,Ukrainian
17,17,Serhiy Rybalka,UKR,M,1.80,74,01-04-90,Yamne,Arsenal Kharkiv,Dynamo Kiev,2016,Ukrainian
18,18,Nikita Korzun,BLR,M,1.74,68,06-02-95,Minsk,Dinamo Minsk,Dynamo Kiev,2016,Ukrainian
19,19,Denys Harmash,UKR,M,1.86,75,19-04-90,Luhansk,Dynamo Kiev-2,Dynamo Kiev,2016,Ukrainian
20,20,Roman Yaremchuk,UKR,F,1.92,69,27-11-95,Lviv,Dynamo Kiev-2,Dynamo Kiev,2016,Ukrainian
24,24,Domagoj Vida,CRO,D,1.82,70,29-04-89,Osijek,Dinamo Zagreb,Dynamo Kiev,2016,Ukrainian
25,25,Derlis González,PAR,F,1.72,64,23-03-94,Mariano Roque Alonso,Basel,Dynamo Kiev,2016,Ukrainian
26,26,Mykyta Burda,UKR,D,1.87,80,24-03-95,Yenakiieve,Dynamo Kiev-2,Dynamo Kiev,2016,Ukrainian
29,29,Vitaliy Buyalskyy,UKR,M,1.70,61,06-01-93,Kalinovka,Dynamo Kiev-2,Dynamo Kiev,2016,Ukrainian
32,32,Valeriy Fedorchuk,UKR,M,1.78,68,05-10-88,Netishyn,Dnipro Dnipropetrovsk,Dynamo Kiev,2016,Ukrainian
33,33,Volodymyr Makhankov,UKR,G,1.92,83,29-10-97,Slavutych,Dynamo Kiev-2,Dynamo Kiev,2016,Ukrainian
34,34,Yevhen Khacheridi,UKR,D,1.97,80,28-07-87,Melitopol,Dynamo Kiev-2,Dynamo Kiev,2016,Ukrainian
35,35,Maksym Koval,UKR,G,1.84,70,09-12-92,Zaporizhya,Metalurh Zaporizhya,Dynamo Kiev,2016,Ukrainian
40,40,Oleksandr Tymchyk,UKR,D,1.80,67,20-01-97,Kryklyvets,Dynamo Kiev-2,Dynamo Kiev,2016,Ukrainian
41,41,Artem Byesyedin,UKR,F,1.85,76,31-03-96,Kharkiv,Dynamo Kiev-2,Dynamo Kiev,2016,Ukrainian
42,42,Pavlo Lukyanchuk,UKR,D,1.78,65,19-05-96,Zaporizhya,Dynamo Kiev-2,Dynamo Kiev,2016,Ukrainian
43,44,Tamás Kádár,HUN,D,1.88,74,14-03-90,Veszprém,Lech Poznań,Dynamo Kiev,2016,Ukrainian
44,48,Pavlo Orikhovskyy,UKR,M,1.81,68,13-05-96,Chervonoarmiisk,Dynamo Kiev-2,Dynamo Kiev,2016,Ukrainian
45,72,Artur Rudko,UKR,G,1.96,85,07-05-92,Kiev,Dynamo Kiev-2,Dynamo Kiev,2016,Ukrainian
1,1,Roman Pidkivka,UKR,G,1.90,85,09-05-95,Lviv,Karpaty-2,Karpaty Lviv,2016,Ukrainian
5,5,Andriy Nesterov,UKR,D,1.88,86,02-07-90,Zaporizhya,Zaria Bălți,Karpaty Lviv,2016,Ukrainian
7,7,Pavlo Ksonz,UKR,F,1.76,69,02-01-87,Myrhorod,Oleksandria,Karpaty Lviv,2016,Ukrainian
8,8,Artem Filimonov,UKR,M,1.80,77,21-02-94,Rivne,Chornomorets Odessa,Karpaty Lviv,2016,Ukrainian
9,9,Oleksiy Hutsulyak,UKR,F,1.84,74,25-12-97,Khmelnytskyi,Karpaty-2,Karpaty Lviv,2016,Ukrainian
10,10,China,BRA,F,1.79,74,02-08-96,,Juventus-SP,Karpaty Lviv,2016,Ukrainian
11,11,Ambrosiy Chachua,UKR,M,1.68,63,02-04-94,Rivne,Karpaty-2,Karpaty Lviv,2016,Ukrainian
16,16,Ihor Khudobyak,UKR,M,1.75,66,20-02-85,Ivano-Frankivsk,Spartak Ivano-Frankivsk,Karpaty Lviv,2016,Ukrainian
17,17,Maksym Salamakha,UKR,F,1.82,72,17-07-96,Lviv,Dnipro-2,Karpaty Lviv,2016,Ukrainian
20,20,Dmytro Zayikyn,UKR,F,1.85,71,17-07-96,Kiev,Skala Stryi,Karpaty Lviv,2016,Ukrainian
21,21,Oleksandr Hladkyy,UKR,F,1.88,80,24-08-87,Kharkiv,Dynamo Kiev,Karpaty Lviv,2016,Ukrainian
22,22,Mykola Matviyenko,UKR,D,1.81,67,02-05-96,Saky,Shakhtar Donetsk,Karpaty Lviv,2016,Ukrainian
23,23,Roman Mysak,UKR,G,1.91,79,09-09-91,Lviv,Karpaty-2,Karpaty Lviv,2016,Ukrainian
24,24,Cristian Paz,ARG,D,1.86,80,24-04-95,Lomas de Zamora,Temperley,Karpaty Lviv,2016,Ukrainian
27,27,Oleh Holodyuk,UKR,M,1.77,70,02-01-88,Sobischytsi,Vorskla Poltava,Karpaty Lviv,2016,Ukrainian
34,34,Oleksiy Dytyatev,UKR,D,1.96,88,07-11-88,Nova Kakhovka,Vorskla Poltava,Karpaty Lviv,2016,Ukrainian
40,40,Ihor Bohach,UKR,M,1.68,58,03-05-96,,Karpaty-2,Karpaty Lviv,2016,Ukrainian
41,42,Yevhen Zubeyko,UKR,D,1.79,67,30-09-89,Artemovsk,Metalist Kharkiv,Karpaty Lviv,2016,Ukrainian
42,47,Maksym Hryso,UKR,F,1.64,60,14-05-96,Chishki,Karpaty-2,Karpaty Lviv,2016,Ukrainian
43,48,Dmytro Klots,UKR,M,1.74,69,15-04-96,Rivne,Karpaty-2,Karpaty Lviv,2016,Ukrainian
44,66,Yevheniy Borovik,UKR,G,1.86,78,02-03-85,Pryluky,Chornomorets Odessa,Karpaty Lviv,2016,Ukrainian
45,70,Ivan Lobay,UKR,D,1.83,72,21-05-96,Chervonohrad,Karpaty-2,Karpaty Lviv,2016,Ukrainian
46,73,Taras Zaviyskyy,UKR,M,1.74,69,12-04-95,Lviv,Karpaty-2,Karpaty Lviv,2016,Ukrainian
47,77,Viktor Khomchenko,UKR,F,1.87,74,11-11-94,Lutsk,Volyn Lutsk,Karpaty Lviv,2016,Ukrainian
48,88,Nazar Verbnyy,UKR,D,1.72,68,26-07-97,Lviv,Karpaty-2,Karpaty Lviv,2016,Ukrainian
49,94,Denys Miroshnichenko,UKR,D,1.76,68,11-10-94,Kryvyi Rih,Kryvbas Kryvyi Rih,Karpaty Lviv,2016,Ukrainian
3,3,Serhiy Siminin,UKR,D,1.79,75,09-10-87,Prymorsk,Vorskla Poltava,Oleksandriya,2016,Ukrainian
4,4,Vladyslav Ohirya,UKR,M,1.77,72,03-04-90,Hirske,Olimpik Donetsk,Oleksandriya,2016,Ukrainian
5,5,Valeriy Bondarenko,UKR,D,1.94,88,03-02-94,,Skala Stryi,Oleksandriya,2016,Ukrainian
6,6,Dmytro Leonov,UKR,M,1.73,71,06-11-88,Yevpatoria,Stal Alchevsk,Oleksandriya,2016,Ukrainian
7,7,Stanislav Kulish,UKR,F,1.88,77,08-02-89,Dnipropetrovsk,Metalist Kharkiv,Oleksandriya,2016,Ukrainian
8,8,Pavlo Myagkov,UKR,M,1.78,72,30-12-92,Melitopol,Zorya Luhansk,Oleksandriya,2016,Ukrainian
9,9,Vitaliy Ponomar,UKR,F,1.82,78,31-05-90,Kupiansk,UkrAhroKom Holovkivka,Oleksandriya,2016,Ukrainian
10,10,Volodymyr Pryyomov,UKR,M,1.83,75,02-01-86,Odessa,Persepolis,Oleksandriya,2016,Ukrainian
11,11,Andriy Tsurikov,UKR,M,1.85,78,05-10-92,Zaporizhya,Dynamo Kiev,Oleksandriya,2016,Ukrainian
13,13,Artem Chornyy,UKR,M,1.70,65,23-10-89,Mykolaiv,MFC Mykolaiv,Oleksandriya,2016,Ukrainian
14,14,Artem Polyarus,UKR,M,1.79,71,05-07-92,Oleksandriya,Dynamo Kiev-2,Oleksandriya,2016,Ukrainian
15,15,Andriy Zaporozhan,UKR,D,1.75,69,21-03-83,Ovidiopol,Energetik Burshtin,Oleksandriya,2016,Ukrainian
17,17,Andriy Hitchenko,UKR,D,1.87,74,02-10-84,Kiev,Karpaty Lviv,Oleksandriya,2016,Ukrainian
21,21,Dmytro Rudyk,UKR,G,1.90,82,26-08-92,Oleksandriya,Oleksandriya-2,Oleksandriya,2016,Ukrainian
22,22,Vasyl Hrytsuk,UKR,M,1.83,75,21-11-87,Kryvyi Rih,Naftovyk-Ukrnafta,Oleksandriya,2016,Ukrainian
24,24,Vladyslav Levanidov,UKR,G,1.85,81,23-02-93,Kiev,Dynamo Kiev-2,Oleksandriya,2016,Ukrainian
25,25,Serhiy Chebotayev,UKR,D,1.77,72,07-03-88,Zaporizhya,Hirnyk-Sport Komsomolsk,Oleksandriya,2016,Ukrainian
26,26,Anton Shendrik,UKR,D,1.91,78,26-05-86,Simferopol,Obolon Kiev,Oleksandriya,2016,Ukrainian
27,27,Serhiy Starenkyy,UKR,M,1.77,70,20-09-84,Novi Petrivtsi,Arsenal Kiev,Oleksandriya,2016,Ukrainian
40,40,Yuriy Putrash,UKR,D,1.78,70,29-01-90,Mizhhiria,Stal Dniprodzerzhynsk,Oleksandriya,2016,Ukrainian
41,44,Yevhen Banada,UKR,M,1.82,75,29-02-92,Nikopol,Olimpik Donetsk,Oleksandriya,2016,Ukrainian
42,54,Andriy Novak,UKR,G,1.92,84,06-12-88,Szczecin,Nyva Ternopil,Oleksandriya,2016,Ukrainian
43,72,Mykhaylo Kozak,UKR,F,1.80,75,20-01-91,Milovice,Desna Chernihiv,Oleksandriya,2016,Ukrainian
44,77,Vakhtang Chanturishvili,GEO,M,1.73,61,05-08-93,Ozurgeti,Dinamo Tbilisi,Oleksandriya,2016,Ukrainian
45,87,Serhiy Basov,UKR,D,1.84,80,19-01-87,Artsyz,Bukovyna Chernivtsi,Oleksandriya,2016,Ukrainian
1,1,Zauri Makharadze,UKR,G,1.86,83,24-03-93,Balta,None,Olimpik Donetsk,2016,Ukrainian
3,3,Temur Partsvania,GEO,D,1.84,72,06-07-91,Tbilisi,Volyn Lutsk,Olimpik Donetsk,2016,Ukrainian
4,4,Dmytro Hryshko,UKR,D,1.82,72,02-12-85,Horlivka,Chornomorets Odessa,Olimpik Donetsk,2016,Ukrainian
7,7,Mykhaylo Serhiychuk,UKR,F,1.78,74,29-07-91,Kostiantynivka,Veres Rivne,Olimpik Donetsk,2016,Ukrainian
8,8,Volodymyr Doronin,UKR,M,1.79,75,15-01-93,Donetsk,Shakhtar Donetsk,Olimpik Donetsk,2016,Ukrainian
9,9,Vitaliy Hoshkoderya,UKR,M,1.84,73,08-01-88,Donetsk,Volyn Lutsk,Olimpik Donetsk,2016,Ukrainian
11,11,Moha,MAR,M,1.81,82,15-09-93,Oujda,Huétor-Tájar,Olimpik Donetsk,2016,Ukrainian
14,14,Anton Postupalenko,UKR,M,1.78,64,28-08-88,Kharkiv,Stal Dniprodzerzhynsk,Olimpik Donetsk,2016,Ukrainian
15,15,Vitaliy Hemeha,UKR,M,1.76,69,10-01-94,Stepanky,Dynamo Kiev-2,Olimpik Donetsk,2016,Ukrainian
17,17,Serhiy Shestakov,UKR,M,1.72,69,12-04-90,Ladyzhyn,Naftovyk-Ukrnafta,Olimpik Donetsk,2016,Ukrainian
20,20,Ivan Matyazh,UKR,F,1.88,80,15-02-88,Donetsk,Illichivets Mariupol,Olimpik Donetsk,2016,Ukrainian
23,23,Dmytro Nyemchaninov,UKR,D,1.90,79,27-01-90,Kiev,Chornomorets Odessa,Olimpik Donetsk,2016,Ukrainian
24,24,Vitaliy Fedoriv,UKR,D,1.80,75,21-10-87,Lviv,Hoverla Uzhhorod,Olimpik Donetsk,2016,Ukrainian
25,25,Ihor Zhurakhovskyy,UKR,M,1.86,77,19-09-94,Kiev,Kuban Krasnodar,Olimpik Donetsk,2016,Ukrainian
27,27,Ivan Brinker,UKR,M,1.84,78,30-06-93,Lysiatychi,Sumy,Olimpik Donetsk,2016,Ukrainian
31,31,Yaroslav Kotlyarov,UKR,G,1.92,85,19-11-97,Yenakiieve,Olimpik Donetsk-2,Olimpik Donetsk,2016,Ukrainian
32,32,Vladis-Emmerson Illoy-Ayet,UKR,D,1.87,71,07-10-95,Odessa,Karpaty Lviv,Olimpik Donetsk,2016,Ukrainian
