,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Andreas Luthe,GER,G,1.94,90,10-03-87,Velbert,Bochum,Augsburg,2016,German
2,2,Paul Verhaegh,NED,D,1.78,68,01-09-83,Kronenberg,Vitesse,Augsburg,2016,German
3,3,Kostas Stafylidis,GRE,D,1.76,74,02-12-93,Koufalia,Bayer Leverkusen,Augsburg,2016,German
5,5,Moritz Leitner,GER,M,1.74,65,08-12-92,Munich,Lazio,Augsburg,2016,German
6,6,Jeffrey Gouweleeuw,NED,D,1.87,73,10-07-91,Heemskerk,AZ Alkmaar,Augsburg,2016,German
7,7,Halil Altıntop,TUR,M,1.86,82,08-12-82,Gelsenkirchen,Trabzonspor,Augsburg,2016,German
8,8,Markus Feulner,GER,M,1.81,77,12-02-82,Scheßlitz,Nürnberg,Augsburg,2016,German
10,10,Daniel Baier,GER,M,1.75,73,18-05-84,Cologne,Wolfsburg,Augsburg,2016,German
11,11,Jonathan Schmid,FRA,M,1.77,69,26-06-90,Strasbourg,1899 Hoffenheim,Augsburg,2016,German
14,14,Jan Morávek,CZE,M,1.79,71,01-11-89,Prague,Schalke,Augsburg,2016,German
15,15,Marvin Friedrich,GER,D,1.90,74,13-12-95,Kassel,Schalke,Augsburg,2016,German
16,16,Christoph Janker,GER,D,1.85,78,14-02-85,Cham,Hertha Berlin,Augsburg,2016,German
18,18,Jan-Ingwer Callsen-Bracker,GER,D,1.87,81,23-09-84,Schleswig,B Mönchengladbach,Augsburg,2016,German
19,19,Koo Ja-Cheol,KOR,M,1.83,75,27-02-89,Chungju,Mainz,Augsburg,2016,German
20,20,Gojko Kačar,SRB,M,1.86,79,26-01-87,Novi Sad,Hamburg,Augsburg,2016,German
21,21,Dominik Kohr,GER,M,1.83,75,31-01-94,Trier,Bayer Leverkusen,Augsburg,2016,German
22,22,Ji Dong-Won,KOR,F,1.87,78,28-05-91,Jeju,Borussia Dortmund,Augsburg,2016,German
24,24,Ioannis Gelios,GRE,G,1.90,76,24-04-92,Augsburg,None,Augsburg,2016,German
25,25,Raúl Bobadilla,PAR,F,1.80,82,18-06-87,Formosa,Basel,Augsburg,2016,German
26,26,Bastian Kurz,GER,F,1.78,75,23-09-96,Altötting,None,Augsburg,2016,German
