,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Alex Manninger,AUT,G,1.88,84,04-06-77,Salzburg,Juventus,Augsburg,2013,German
2,2,Paul Verhaegh,NED,D,1.78,68,01-09-83,Kronenberg,Vitesse,Augsburg,2013,German
3,3,Ronny Philp,GER,D,1.83,78,28-01-89,Sibiu,Jahn Regensburg,Augsburg,2013,German
4,4,Dominik  Reinhardt,GER,D,1.88,80,19-12-84,Nuremburg,Nürnberg,Augsburg,2013,German
5,5,Ragnar Klavan,EST,M,1.86,78,30-10-85,Viljandi,AZ Alkmaar,Augsburg,2013,German
6,6,Kevin Vogt,GER,M,1.94,80,23-09-91,Bochum,Bochum,Augsburg,2013,German
7,7,Halil Altıntop,TUR,F,1.86,82,08-12-82,Gelsenkirchen,Trabzonspor,Augsburg,2013,German
8,8,Raphael Holzhauser,AUT,M,1.93,85,16-02-93,Wiener Neustadt,Stuttgart,Augsburg,2013,German
9,9,Arkadiusz Milik,POL,F,1.83,73,28-02-94,Tychy,Bayer Leverkusen,Augsburg,2013,German
10,10,Daniel Baier,GER,M,1.75,73,18-05-84,Cologne,Wolfsburg,Augsburg,2013,German
11,11,Alexander Esswein,GER,F,1.81,76,25-03-90,Worms,Nürnberg,Augsburg,2013,German
13,13,Tobias Werner,GER,M,1.77,67,19-07-85,Gera,Carl Zeiss Jena,Augsburg,2013,German
14,14,Jan Morávek,CZE,M,1.79,71,01-11-89,Prague,Schalke,Augsburg,2013,German
16,16,Andreas Ottl,GER,M,1.85,77,01-03-85,Munich,Hertha Berlin,Augsburg,2013,German
17,17,Marcel de Jong,CAN,F,1.74,73,15-10-86,New Market,Roda JC,Augsburg,2013,German
18,18,Jan-Ingwer Callsen-Bracker,GER,D,1.87,81,23-09-84,Schleswig,B Mönchengladbach,Augsburg,2013,German
19,19,Matthias Ostrzolek,GER,D,1.78,71,05-06-90,Bochum,Bochum,Augsburg,2013,German
20,20,Hong Jeong-Ho,KOR,D,1.86,77,12-08-89,Jeju,Jeju U,Augsburg,2013,German
21,21,Dominik Kohr,GER,M,1.83,75,31-01-94,Trier,Bayer Leverkusen,Augsburg,2013,German
24,24,Ji Dong-Won,KOR,F,1.87,78,28-05-91,Jeju,Sunderland,Augsburg,2013,German
25,25,Raúl Bobadilla,ARG,F,1.80,82,18-06-87,Formosa,Basel,Augsburg,2013,German
28,28,André Hahn,GER,F,1.85,75,13-08-90,Otterndorf,Kickers Offenbach,Augsburg,2013,German
29,29,Maik Uhde,GER,D,1.82,70,23-05-94,Schwabmünchen,None,Augsburg,2013,German
30,30,Mohamed Amsif,MAR,G,1.87,81,07-02-89,Düsseldorf,Schalke,Augsburg,2013,German
31,31,Arif Ekin,TUR,F,1.76,69,14-09-95,Augsburg,Bayern Munich,Augsburg,2013,German
32,32,Raphael Framberger,GER,D,1.79,73,06-09-95,Augsburg,None,Augsburg,2013,German
33,33,Sascha Mölders,GER,F,1.85,79,20-03-85,Essen,FSV Frankfurt,Augsburg,2013,German
34,34,Bajram Nebihi,GER,F,1.88,88,05-08-88,Mitrovica,Landsberg,Augsburg,2013,German
