,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Alex Manninger,AUT,G,1.88,84,04-06-77,Salzburg,Juventus,Augsburg,2014,German
2,2,Paul Verhaegh,NED,D,1.78,68,01-09-83,Kronenberg,Vitesse,Augsburg,2014,German
4,4,Dominik  Reinhardt,GER,D,1.88,80,19-12-84,Nuremburg,Nürnberg,Augsburg,2014,German
5,5,Ragnar Klavan,EST,D,1.86,78,30-10-85,Viljandi,AZ Alkmaar,Augsburg,2014,German
7,7,Halil Altıntop,TUR,M,1.86,82,08-12-82,Gelsenkirchen,Trabzonspor,Augsburg,2014,German
8,8,Markus Feulner,GER,M,1.81,77,12-02-82,Scheßlitz,Nürnberg,Augsburg,2014,German
9,9,Shawn Parker,GER,F,1.79,76,07-03-93,Wiesbaden,Mainz,Augsburg,2014,German
10,10,Daniel Baier,GER,M,1.75,73,18-05-84,Cologne,Wolfsburg,Augsburg,2014,German
11,11,Alexander Esswein,GER,M,1.81,76,25-03-90,Worms,Nürnberg,Augsburg,2014,German
12,12,Baba Rahman,GHA,D,1.79,70,02-07-94,Tamale,Greuther Fürth,Augsburg,2014,German
13,13,Tobias Werner,GER,M,1.77,67,19-07-85,Gera,Carl Zeiss Jena,Augsburg,2014,German
14,14,Jan Morávek,CZE,M,1.79,71,01-11-89,Prague,Schalke,Augsburg,2014,German
16,16,Christoph Janker,GER,D,1.85,78,14-02-85,Cham,Hertha Berlin,Augsburg,2014,German
18,18,Jan-Ingwer Callsen-Bracker,GER,D,1.87,81,23-09-84,Schleswig,B Mönchengladbach,Augsburg,2014,German
19,19,Pierre-Emile Højbjerg,DEN,M,1.87,81,05-08-95,Copenhagen,Bayern Munich,Augsburg,2014,German
20,20,Hong Jeong-Ho,KOR,D,1.86,77,12-08-89,Jeju,Jeju U,Augsburg,2014,German
21,21,Dominik Kohr,GER,M,1.83,75,31-01-94,Trier,Bayer Leverkusen,Augsburg,2014,German
22,22,Ji Dong-Won,KOR,F,1.87,78,28-05-91,Jeju,Borussia Dortmund,Augsburg,2014,German
23,23,Tim Matav,SVN,F,1.88,74,13-01-89,empeter pri Gorici,PSV Eindhoven,Augsburg,2014,German
25,25,Raúl Bobadilla,PAR,F,1.80,82,18-06-87,Formosa,Basel,Augsburg,2014,German
26,26,Bastian Kurz,GER,F,1.78,75,23-09-96,Altötting,None,Augsburg,2014,German
29,29,Marco Schuster,GER,M,1.79,73,10-10-95,Rögling,None,Augsburg,2014,German
30,30,Caiuby,BRA,F,1.83,75,14-07-88,São Paulo,Ingolstadt,Augsburg,2014,German
31,31,Arif Ekin,TUR,M,1.76,69,14-09-95,Augsburg,Bayern Munich,Augsburg,2014,German
32,32,Raphael Framberger,GER,D,1.79,73,06-09-95,Augsburg,None,Augsburg,2014,German
33,33,Sascha Mölders,GER,F,1.85,79,20-03-85,Essen,FSV Frankfurt,Augsburg,2014,German
34,34,Nikola Djurdjić,SRB,F,1.84,77,01-04-86,Pirot,Greuther Fürth,Augsburg,2014,German
35,35,Marwin Hitz,SUI,G,1.92,89,18-09-87,St. Gallen,Wolfsburg,Augsburg,2014,German
36,36,Max Reinthaler,ITA,M,1.83,78,22-03-95,Bolzano,Rydaholms GoIF,Augsburg,2014,German
37,37,Ioannis Gelios,GRE,G,1.90,76,24-04-92,Augsburg,None,Augsburg,2014,German
39,39,Maik Uhde,GER,D,1.82,70,23-05-94,Schwabmünchen,None,Augsburg,2014,German
40,40,Tim Rieder,GER,D,1.86,73,03-09-93,Dachau,Bayern Munich,Augsburg,2014,German
1,1,Bernd Leno,GER,G,1.89,78,04-03-92,Bietigheim-Bissingen,Stuttgart,Bayer Leverkusen,2014,German
3,3,Stefan Reinartz,GER,M,1.88,75,01-01-89,Engelskirchen,None,Bayer Leverkusen,2014,German
6,6,Simon Rolfes,GER,M,1.89,82,21-01-82,Ibbenbüren,Alemannia Aachen,Bayer Leverkusen,2014,German
7,7,Son Heung-Min,KOR,F,1.83,76,08-07-92,Chuncheon,Hamburg,Bayer Leverkusen,2014,German
8,8,Lars Bender,GER,M,1.84,77,27-04-89,Rosenheim,1860 Munich,Bayer Leverkusen,2014,German
9,9,Josip Drmić,SUI,F,1.82,70,08-08-92,Lachen,Nürnberg,Bayer Leverkusen,2014,German
10,10,Hakan Çalhanoğlu,TUR,M,1.78,69,08-02-94,Mannheim,Hamburg,Bayer Leverkusen,2014,German
11,11,Stephan Kießling,GER,F,1.90,80,25-01-84,Lichtenfels,Nürnberg,Bayer Leverkusen,2014,German
13,13,Roberto Hilbert,GER,D,1.82,80,16-10-84,Forchheim,Beşiktaş,Bayer Leverkusen,2014,German
14,14,Kyriakos Papadopoulos,GRE,D,1.83,78,23-02-92,Katerini,Schalke,Bayer Leverkusen,2014,German
16,16,Tin Jedvaj,CRO,D,1.88,78,28-11-95,Zagreb,Roma,Bayer Leverkusen,2014,German
17,17,Sebastian Boenisch,POL,D,1.91,86,01-02-87,Gliwice,Werder Bremen,Bayer Leverkusen,2014,German
18,18,Wendell,BRA,D,1.76,66,20-07-93,Fortaleza,Grêmio,Bayer Leverkusen,2014,German
19,19,Julian Brandt,GER,M,1.83,80,02-05-96,Bremen,Wolfsburg,Bayer Leverkusen,2014,German
21,21,Ömer Toprak,TUR,D,1.86,81,21-07-89,Ravensburg,Freiburg,Bayer Leverkusen,2014,German
22,22,David Yelldell,USA,G,1.94,85,01-10-81,Stuttgart,Duisburg,Bayer Leverkusen,2014,German
23,23,Robbie Kruse,AUS,M,1.79,72,05-10-88,Brisbane,Fortuna Düsseldorf,Bayer Leverkusen,2014,German
25,25,Dario Kreić,CRO,G,1.95,89,11-01-84,Vukovar,Mainz,Bayer Leverkusen,2014,German
26,26,Giulio Donati,ITA,D,1.75,70,05-02-90,Pietrasanta,Internazionale,Bayer Leverkusen,2014,German
27,27,Gonzalo Castro,GER,M,1.70,74,11-06-87,Wuppertal,None,Bayer Leverkusen,2014,German
33,33,Lukas Boeder,GER,D,1.83,74,18-04-97,Essen,Schalke,Bayer Leverkusen,2014,German
35,35,Vladlen Yurchenko,UKR,M,1.79,64,22-01-94,Mykolaiv,Shakhtar Donetsk-2,Bayer Leverkusen,2014,German
37,37,Marlon Frey,GER,M,1.80,78,24-03-96,Düsseldorf,None,Bayer Leverkusen,2014,German
38,38,Karim Bellarabi,GER,M,1.83,72,08-04-90,Berlin,Eintracht Braunschweig,Bayer Leverkusen,2014,German
1,1,Manuel Neuer,GER,G,1.92,90,27-03-86,Gelsenkirchen,Schalke,Bayern Munich,2014,German
