,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Simon Jentzsch,GER,G,1.96,96,04-05-76,Düsseldorf,Wolfsburg,Augsburgh,2011,German
2,2,Paul Verhaegh,NED,D,1.78,68,01-09-83,Kronenberg,Vitesse,Augsburgh,2011,German
3,3,Gibril Sankoh,SLE,D,1.86,80,15-05-83,Freetown,FC Groningen,Augsburgh,2011,German
4,4,Dominik  Reinhardt,GER,D,1.88,80,19-12-84,Nuremburg,Nürnberg,Augsburgh,2011,German
5,5,Jan Morávek,CZE,M,1.79,71,01-11-89,Prague,Schalke,Augsburgh,2011,German
6,6,Jonas De Roeck,BEL,D,1.87,80,20-12-79,Schoten,KAA Gent,Augsburgh,2011,German
7,7,Hajime Hosogai,JPN,M,1.77,64,10-06-86,Gumma,Bayer Leverkusen,Augsburgh,2011,German
8,8,Axel  Bellinghausen,GER,M,1.81,76,17-05-83,Siegburg,Kaiserslautern,Augsburgh,2011,German
9,9,Torsten Oehrl,GER,F,1.92,83,07-01-86,Lichtenfels,Werder Bremen,Augsburgh,2011,German
10,10,Daniel Baier,GER,M,1.75,73,18-05-84,Cologne,Wolfsburg,Augsburgh,2011,German
11,11,Nando Rafael,ANG,F,1.80,79,10-01-84,Luanda,Aarhus,Augsburgh,2011,German
13,13,Tobias Werner,GER,M,1.77,67,19-07-85,Gera,Carl Zeiss Jena,Augsburgh,2011,German
14,14,Koo Ja-Cheol,KOR,M,1.83,75,27-02-89,Chungju,Wolfsburg,Augsburgh,2011,German
15,15,Sebastian Langkamp,GER,D,1.90,85,15-01-88,Speyer,Karlsruhe,Augsburgh,2011,German
17,17,Marcel de Jong,CAN,F,1.74,73,15-10-86,New Market,Roda JC,Augsburgh,2011,German
18,18,Jan-Ingwer  Callsen-Bracker,GER,D,1.87,81,23-09-84,Schleswig,B Mönchengladbach,Augsburgh,2011,German
19,19,Matthias Ostrzolek,GER,D,1.78,71,05-06-90,Bochum,Bochum,Augsburgh,2011,German
20,20,Marcel Ndjeng,GER,M,1.80,72,06-05-82,Bonn,B Mönchengladbach,Augsburgh,2011,German
