,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
2,2,Niklas Backman,SWE,D,1.86,80,13-11-88,Västerås,Väsby United,AIK,2012,Swedish
3,3,Per Karlsson,SWE,D,1.84,81,02-01-86,Stockholm,Vasalunds IF,AIK,2012,Swedish
4,4,Nils-Eric Johansson,SWE,D,1.87,83,13-01-80,Stockholm,Leicester C,AIK,2012,Swedish
5,5,Robert Åhman-Persson,SWE,M,1.88,84,26-03-87,Uppsala,Malmö FF,AIK,2012,Swedish
6,6,Alexander Miloević,SWE,D,1.91,82,30-01-92,Sundbyberg,Vasalunds IF,AIK,2012,Swedish
7,7,Helgi Daníelsson,ISL,M,1.86,76,13-07-81,Reykjavik,Hansa Rostock,AIK,2012,Swedish
8,8,Daniel Tjernström,SWE,M,1.81,83,19-02-74,Karlskoga,Örebro SK,AIK,2012,Swedish
9,9,Martin Kayongo-Mutumba,UGA,M,1.77,74,15-06-85,Solna,Videoton,AIK,2012,Swedish
10,10,Celso Borges,CRC,M,1.86,81,27-05-88,San José [CRC],Fredrikstad,AIK,2012,Swedish
11,11,Lalawelé Atakora,TOG,M,1.75,68,09-11-90,Lomé,Fredrikstad,AIK,2012,Swedish
13,13,Kenny Stamatopoulos,CAN,G,1.90,83,28-08-79,Kalamata,Tromsø,AIK,2012,Swedish
15,15,Robin Quaison,SWE,M,1.80,73,09-10-93,Upplands Väsby,Väsby United,AIK,2012,Swedish
16,16,Martin Lorentzson,SWE,D,1.79,72,21-07-84,Östertälje,Assyriska FF,AIK,2012,Swedish
20,20,Ibrahim Moro,GHA,M,1.82,69,11-10-93,Accra,New Edubiase U,AIK,2012,Swedish
22,22,Kwame Karikari,GHA,F,1.90,87,21-01-92,Ho,International Allies,AIK,2012,Swedish
24,24,Daniel Gustavsson,SWE,M,1.77,75,29-08-90,Kungsör,Västerås SK,AIK,2012,Swedish
27,27,Ivan Turina,CRO,G,1.97,95,03-10-80,Zagreb,Dinamo Zagreb,AIK,2012,Swedish
28,28,Viktor Lundberg,SWE,M,1.83,75,04-03-91,Solna,Väsby United,AIK,2012,Swedish
29,29,Gabriel Özkan,SWE,M,1.77,69,23-05-86,Stockholm,IF Brommapojkarna,AIK,2012,Swedish
35,35,Lee Baxter,SWE,G,1.87,87,17-06-76,Helsingborg,Landskrona BoIS,AIK,2012,Swedish
36,36,Henok Goitom,SWE,F,1.89,74,16-09-84,Solna,Almería,AIK,2012,Swedish
41,45,Daniel Majstorović,SWE,D,1.90,88,05-05-77,Malmö,Celtic,AIK,2012,Swedish
42,75,Mohamed Bangura,SLE,F,1.77,77,27-07-89,Kambia,Celtic,AIK,2012,Swedish
1,1,Henrik Gustavsson,SWE,G,1.81,84,21-10-76,,Hjulsbro IK,Åtvidabergs FF,2012,Swedish
2,2,Allan Olesen,DEN,D,1.82,77,20-05-82,Copenhagen,IFK Mariehamn,Åtvidabergs FF,2012,Swedish
3,3,Erik Moberg,SWE,D,1.83,80,05-07-86,Motala,Motala AIF,Åtvidabergs FF,2012,Swedish
4,4,George Tanzi,SWE,D,1.82,71,07-05-94,,BK Kenty,Åtvidabergs FF,2012,Swedish
5,5,Daniel Hallingström,SWE,D,1.84,80,10-02-81,Gamleby,Kalmar FF,Åtvidabergs FF,2012,Swedish
6,6,Mohammed Abubakari,GHA,M,1.78,67,15-02-86,Kumasi,Doxa Dramas,Åtvidabergs FF,2012,Swedish
7,7,Kristian Bergström,SWE,M,1.74,72,08-01-74,Åtvid,Malmö FF,Åtvidabergs FF,2012,Swedish
9,9,Petrit Zhubi,SWE,M,1.72,67,06-05-88,,FC Trollhättan,Åtvidabergs FF,2012,Swedish
10,10,Tobias Nilsson,SWE,M,1.86,82,20-02-86,Onslunda,Falkenbergs FF,Åtvidabergs FF,2012,Swedish
11,11,Viktor Prodell,SWE,F,1.88,83,29-02-88,Eskilstuna,Eskilstuna City FK,Åtvidabergs FF,2012,Swedish
12,12,Bruno Marinho,BRA,M,1.75,70,05-07-84,Pouso Alegre,IFK Norrköping,Åtvidabergs FF,2012,Swedish
13,13,Alberis da Silva,BRA,D,1.86,88,02-12-84,,IFK Norrköping,Åtvidabergs FF,2012,Swedish
14,14,Oscar Möller,SWE,F,1.89,80,15-04-87,,Västerviks FF,Åtvidabergs FF,2012,Swedish
15,15,Mattias Mete,SWE,F,1.85,81,30-05-87,,Västeras SK,Åtvidabergs FF,2012,Swedish
17,17,Andreas Johansson,SWE,D,1.85,70,15-02-91,,Grebo IK,Åtvidabergs FF,2012,Swedish
18,18,Jesper Arvidsson,SWE,D,1.81,72,01-01-85,Götene,IF Elfsborg,Åtvidabergs FF,2012,Swedish
19,19,Amir Suljić,SWE,M,1.81,72,08-02-89,Teslić,Linköpings FF,Åtvidabergs FF,2012,Swedish
20,20,Gustav Jansson,SWE,G,1.95,98,24-02-86,Katrineholm,Värmbols FC,Åtvidabergs FF,2012,Swedish
21,21,Emmanuel Dogbe,GHA,M,1.75,67,06-06-92,,Medeama SC,Åtvidabergs FF,2012,Swedish
23,23,Anton Tinnerholm,SWE,D,1.75,69,26-02-91,Linköping,Brokinds IF,Åtvidabergs FF,2012,Swedish
24,24,Tom Pettersson,SWE,D,1.90,83,25-03-90,Trollhättan,FC Trollhättan,Åtvidabergs FF,2012,Swedish
25,25,Imad Zatara,PLE,M,1.78,71,01-10-84,Stockholm,Sanat Naft Abadan,Åtvidabergs FF,2012,Swedish
29,29,Diego Silva,BRA,F,1.81,78,24-01-85,Foz du Iguaçu,Muharraq Club,Åtvidabergs FF,2012,Swedish
30,30,Linus Oskarsson,SWE,G,,,26-09-94,,None,Åtvidabergs FF,2012,Swedish
32,32,Martin Christensen,DEN,M,1.80,79,23-12-87,Ishøj,HB Køge,Åtvidabergs FF,2012,Swedish
41,80,Thomas Thudin,SWE,G,1.82,75,30-07-73,,Väsby United,Åtvidabergs FF,2012,Swedish
2,2,Joona Toivio,FIN,D,1.86,79,10-03-88,Sipoo,AZ Alkmaar,Djurgårdens IF,2012,Swedish
3,3,Marc Pedersen,DEN,D,1.83,80,31-07-89,Give,Vejle Kolding,Djurgårdens IF,2012,Swedish
4,4,Yussif Chibsah,GHA,M,1.78,68,30-12-83,Accra,Gefle IF,Djurgårdens IF,2012,Swedish
5,5,Petter Gustafsson,SWE,M,1.75,73,16-09-85,,Skellefteå FF,Djurgårdens IF,2012,Swedish
6,6,Peter Nymann Mikkelsen,DEN,M,1.79,70,22-08-82,Lynge,Esbjerg,Djurgårdens IF,2012,Swedish
7,7,Martin Broberg,SWE,M,1.83,74,24-11-90,Karlskoga,Degerfors IF,Djurgårdens IF,2012,Swedish
