,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
2,2,Niklas Backman,SWE,D,1.86,80,13-11-88,Västerås,Väsby United,AIK,2010,Swedish
3,3,Per Karlsson,SWE,D,1.84,81,02-01-86,Stockholm,Vasalunds IF,AIK,2010,Swedish
4,4,Nils-Eric Johansson,SWE,D,1.87,83,13-01-80,Stockholm,Leicester C,AIK,2010,Swedish
5,5,Robert Åhman-Persson,SWE,M,1.88,84,26-03-87,Uppsala,Malmö  FF,AIK,2010,Swedish
6,6,Walid Atta,SWE,D,1.87,81,28-08-86,Riyadh,Väsby United,AIK,2010,Swedish
7,7,Helgi Daníelsson,ISL,M,1.86,76,13-07-81,Reykjavik,Hansa Rostock,AIK,2010,Swedish
8,8,Daniel Tjernström,SWE,M,1.81,83,19-02-74,Karlskoga,Örebro SK,AIK,2010,Swedish
9,9,Goran Ljubojević,CRO,F,1.90,88,04-05-83,Osijek,Zagreb,AIK,2010,Swedish
11,11,Antônio Flávio,BRA,F,1.74,70,05-01-87,Brejinho de Nazaré,Santo André,AIK,2010,Swedish
12,12,Tomi Maanoja,FIN,G,1.96,92,12-09-86,Espoo,FC Honka,AIK,2010,Swedish
13,13,Kenny  Stamatopoulos,CAN,G,1.90,83,28-08-79,Kalamata,Tromsø,AIK,2010,Swedish
14,14,Kenny Pavey,ENG,M,1.78,72,23-08-79,London,Ljungskile SK,AIK,2010,Swedish
16,16,Martin Lorentzson,SWE,D,1.79,72,21-07-84,Östertälje,Assyriska FF,AIK,2010,Swedish
17,17,Saihou Jagne,GAM,F,1.73,70,10-10-86,Banjul,Väsby United,AIK,2010,Swedish
18,18,Niklas Maripuu,SWE,M,1.86,76,02-03-92,Mölndal,Väsby United,AIK,2010,Swedish
20,20,Mohamed Bangura,SLE,F,1.77,77,27-07-89,Kambia,Kallon FC,AIK,2010,Swedish
21,21,Admir Ćatović,BIH,F,1.78,73,05-09-87,Gacko,Väsby United,AIK,2010,Swedish
22,22,Niklas Bergh,SWE,G,1.96,95,06-09-82,Eskilstuna,Eskilstuna City FK,AIK,2010,Swedish
23,23,Christoffer Eriksson,SWE,D,1.80,71,25-05-90,Stockholm,Väsby United,AIK,2010,Swedish
24,24,Daniel Gustavsson,SWE,M,1.77,75,29-08-90,Kungsör,Västerås SK,AIK,2010,Swedish
25,25,Yussuf Saleh,ETH,M,1.76,65,22-03-84,Solna,Vasalunds IF,AIK,2010,Swedish
26,26,Pontus Engblom,SWE,F,1.82,70,03-11-91,Sundsvall,IFK Sundsvall,AIK,2010,Swedish
27,27,Ivan Turina,CRO,G,1.97,95,03-10-80,Zagreb,Dinamo Zagreb,AIK,2010,Swedish
28,28,Viktor Lundberg,SWE,M,1.83,75,04-03-91,Solna,Väsby United,AIK,2010,Swedish
29,29,Gabriel Özkan,SWE,M,1.77,69,23-05-86,Stockholm,IF  Brommapojkarna,AIK,2010,Swedish
30,30,Dulee Johnson,LBR,M,1.75,68,07-11-84,Monrovia,Maccabi Tel Aviv,AIK,2010,Swedish
41,76,Lee Baxter,SWE,G,1.87,87,17-06-76,Helsingborg,Landskrona BoIS,AIK,2010,Swedish
1,1,Henrik Gustavsson,SWE,G,1.81,84,21-10-76,,Hjulsbro IK,Ĺtvidabergs FF,2010,Swedish
2,2,Steinar Strømnes,NOR,D,1.86,78,19-05-87,,Lyn,Ĺtvidabergs FF,2010,Swedish
3,3,Erik Moberg,SWE,D,1.83,80,05-07-86,Motala,Motala AIF,Ĺtvidabergs FF,2010,Swedish
4,4,Eric Jangholm-Melin,SWE,D,1.80,76,09-07-90,,Vallentuna BK,Ĺtvidabergs FF,2010,Swedish
5,5,Daniel Hallingström,SWE,D,1.84,80,10-02-81,Gamleby,Kalmar FF,Ĺtvidabergs FF,2010,Swedish
6,6,Dejan Doslic,SWE,F,1.87,80,24-01-90,,Värmbols FC,Ĺtvidabergs FF,2010,Swedish
7,7,Kristian Bergström,SWE,M,1.74,72,08-01-74,Åtvid,Malmö FF,Ĺtvidabergs FF,2010,Swedish
8,8,Viktor Prodell,SWE,F,1.88,83,29-02-88,Eskilstuna,Eskilstuna City FK,Ĺtvidabergs FF,2010,Swedish
9,9,Christoffer Karlsson,SWE,M,1.80,72,27-01-88,,Djurgårdens IF,Ĺtvidabergs FF,2010,Swedish
10,10,Pontus Karlsson,SWE,M,1.79,69,19-08-83,,None,Ĺtvidabergs FF,2010,Swedish
11,11,Haris Radetinac,BIH,M,1.87,73,28-10-85,Sandak,Linköpings FF,Ĺtvidabergs FF,2010,Swedish
12,12,Bruno Marinho,BRA,M,1.75,70,05-07-84,Pouso Alegre,IFK Norrköping,Ĺtvidabergs FF,2010,Swedish
13,13,Alberis da Silva,BRA,D,1.86,88,02-12-84,,IFK Norrköping,Ĺtvidabergs FF,2010,Swedish
