,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Daniel Örlund,G,"6'04""",14  13,23-06-80,Stockholm,FC Café Opera,AIK,2007,Swedish
2,2,Patrik Karlsson,D,"6'00""",12 08,26-12-80,Hovmantorp,Gefle IF,AIK,2007,Swedish
4,4,Nils-Eric Johansson,D,6'02'',13 03,13-01-80,Stockholm,Leicester C,AIK,2007,Swedish
5,5,Per Verner Vågan Rönning,D,"6'04""",13 05,09-01-83,Levanger,Kongsvinger,AIK,2007,Swedish
7,7,Pablo Monsalvo,M,,,17-01-83,Roque Perez,Olimpo (Bahía Blanca),AIK,2007,Swedish
8,8,Daniel Tjernström,M,"5'11""",12  13,19-02-74,Karlskoga,Örebro SK,AIK,2007,Swedish
9,9,Miran  Burgić,F,"5'11""",12 00,25-09-84,Zagorje ob Savi,Gorica,AIK,2007,Swedish
13,13,Daniel Arnefjord,D,"6'02""",12  08,21-03-79,Stockholm,Väsby United,AIK,2007,Swedish
14,14,Kenny Pavey,M,"5'10""",11  03,23-08-79,London,Ljungskile SK,AIK,2007,Swedish
15,15,Kevin Walker,M,"5'09""",11 09,03-08-89,Örebro,Örebro SK,AIK,2007,Swedish
16,16,Pierre Bengtsson,M,"5'09""",10  10,12-04-88,Kumla,IFK  Kumla,AIK,2007,Swedish
17,17,Jimmy Tamandi,D,"5'11""",11  11,12-05-80,Malmö,Potenza,AIK,2007,Swedish
18,18,Markus Jonsson,D,"6'02""",12  13,09-03-81,Växjö,Östers IF,AIK,2007,Swedish
20,20,Khari Stephenson,M,"6'02""",13  03,18-01-81,Kingston,GAIS,AIK,2007,Swedish
21,21,Alexander Gerndt,F,"6'01""",12 08,12-03-86,,Visby Gute,AIK,2007,Swedish
22,22,Niklas Westberg,G,"6'02""",13 12,01-04-79,,Väsby United,AIK,2007,Swedish
23,23,Mats Rubarth,M,"5'10""",11  05,25-01-77,Örebro,Örebro SK,AIK,2007,Swedish
24,24,Nicklas Carlsson,D,"6'00""",12  04,13-11-79,Stockholm,AGF Aarhus,AIK,2007,Swedish
26,26,Daniel Mendes,F,"5'09""",11  00,18-01-81,São Paulo,Degerfors IF,AIK,2007,Swedish
27,27,Mauro  Óbolo,M,"6'00""",13  08,28-09-81,Arroyito,Arsenal [ARG],AIK,2007,Swedish
28,28,Lucas Valdemarín,F,"5'08""",11 05,13-05-78,Río Tercero,Arsenal [ARG],AIK,2007,Swedish
29,29,Gabriel Özkan,M,"5'10""",10  12,23-05-86,Stockholm,IF  Brommapojkarna,AIK,2007,Swedish
30,30,Dulee Johnson,M,"5'09""",11 03,07-11-84,Monrovia,BK  Häcken,AIK,2007,Swedish
1,1,Johan Liljestrand,G,"6'00""",13 08,20-02-78,,Syrianska FC,IF Brommapojkarna,2007,Swedish
2,2,Jon Persson,D,"6'00""",12 01,31-05-76,,Djurgårdens IF,IF Brommapojkarna,2007,Swedish
3,3,Mikael Nordh,D,"6'00""",13 01,31-01-80,,None,IF Brommapojkarna,2007,Swedish
4,4,Stefan Bergtoft,M,"5'10""",11 05,24-03-79,,Djurgårdens IF,IF Brommapojkarna,2007,Swedish
5,5,Kim Odelius,D,"5'11""",11 09,20-06-85,,Älta IF,IF Brommapojkarna,2007,Swedish
6,6,Richard Henriksson,D,"6'03""",13 10,05-10-83,,Västerås SK,IF Brommapojkarna,2007,Swedish
7,7,Joakim Hagernäs,M,"5'09""",11 03,09-02-80,,Väsby United,IF Brommapojkarna,2007,Swedish
8,8,Håkan Malmström,D,"6'00""",12 04,16-07-77,,Spårvägens FF,IF Brommapojkarna,2007,Swedish
9,9,Martin Ekström,M,"5'11""",11 11,05-03-80,,Halmstads BK,IF Brommapojkarna,2007,Swedish
10,10,Tommy Lycén,M,"5'09""",11 00,10-10-81,Rångedala,IFK Göteborg,IF Brommapojkarna,2007,Swedish
11,11,Olof Guterstam,F,"6'02""",13 01,04-01-83,,Älvsjö AIK,IF Brommapojkarna,2007,Swedish
12,12,Michael Almebäck,D,"6'00""",13 01,04-04-88,,Ängby IF,IF Brommapojkarna,2007,Swedish
13,13,Arash  Talebinejad,F,"6'02""",12  13,25-03-81,Bander,Tromsø,IF Brommapojkarna,2007,Swedish
14,14,Thomas Lagerlöf,M,"6'00""",12 11,15-11-71,,Lyn,IF Brommapojkarna,2007,Swedish
15,15,Philip Haglund,M,"6'02""",13 05,22-03-87,Stockholm,None,IF Brommapojkarna,2007,Swedish
16,16,Pär Asp,D,"5'11""",12 01,14-08-82,,Kiruna FF,IF Brommapojkarna,2007,Swedish
17,17,Imad Zatara,M,"5'10""",11 03,01-10-84,Ramallah,Vasalund/Essinge IF,IF Brommapojkarna,2007,Swedish
