,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
3,3,Per Karlsson,SWE,D,1.84,81,02-01-86,Stockholm,Vasalunds IF,AIK,2015,Swedish
4,4,Nils-Eric Johansson,SWE,D,1.87,83,13-01-80,Stockholm,Leicester C,AIK,2015,Swedish
7,7,Fredrik Brustad,NOR,M,1.90,85,21-06-89,Oslo,Stabæk,AIK,2015,Swedish
8,8,Johan Blomberg,SWE,M,1.77,68,14-06-87,Lund,Halmstads BK,AIK,2015,Swedish
9,9,Marko Nikolić,SWE,M,1.83,72,17-09-97,Huddinge,IFK Haninge,AIK,2015,Swedish
10,10,Henok Goitom,SWE,F,1.89,74,16-09-84,Solna,Almería,AIK,2015,Swedish
12,12,Haukur Hauksson,ISL,D,1.87,80,01-09-91,Akureyri,KR Reykjavík,AIK,2015,Swedish
13,13,Kenny Stamatopoulos,CAN,G,1.90,83,28-08-79,Kalamata,Tromsø,AIK,2015,Swedish
14,14,Kenny Pavey,ENG,M,1.78,72,23-08-79,London,Östers IF,AIK,2015,Swedish
15,15,Gabriel Ferreyra,ARG,M,1.80,76,03-02-94,Cañuelas,Boca Juniors,AIK,2015,Swedish
16,16,Alex Perreira,BRA,D,1.81,77,15-05-82,Bragança,AFC United,AIK,2015,Swedish
17,17,Ebenezer Ofori,GHA,D,1.79,69,01-07-95,Kumasi,New Edubiase U,AIK,2015,Swedish
18,18,Noah Sonko Sundberg,SWE,D,1.85,79,06-06-96,Nacka,None,AIK,2015,Swedish
20,20,Dickson Etuhu,NGA,M,1.88,83,08-06-82,Kano,Blackburn R,AIK,2015,Swedish
23,23,Mohamed Bangura,SLE,F,1.77,77,27-07-89,Kambia,İstanbul Başakşehir,AIK,2015,Swedish
24,24,Stefan Ishizaki,SWE,M,1.80,76,15-05-82,Stockholm,LA Galaxy,AIK,2015,Swedish
26,26,Jos Hooiveld,NED,D,1.91,75,22-04-83,Zeijen,Southampton,AIK,2015,Swedish
28,28,Niclas Eliasson,SWE,M,1.76,66,07-12-95,Varberg,Falkenbergs FF,AIK,2015,Swedish
29,29,Anton Salétros,SWE,M,1.83,69,12-04-96,Stockholm,None,AIK,2015,Swedish
