,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
2,2,CJ  Brown,USA,D,1.83,84,15-06-75,Hayward,San  Francisco Bay Seals,Chicago Fire,2010,USA
3,3,Calen  Carr,USA,F,1.83,68,04-10-82,Berkeley,Univ  of California,Chicago Fire,2010,USA
4,4,Kwame Watson-Siriboe,USA,D,1.90,88,13-11-86,Chino Hills,UConn,Chicago Fire,2010,USA
6,6,Peter Lowry,USA,M,1.80,75,02-10-85,Missoula,Santa Clara Univ,Chicago Fire,2010,USA
8,8,Fredrik Ljungberg,SWE,M,1.75,69,16-04-77,Vittsjö,Seattle Sounders,Chicago Fire,2010,USA
9,9,Baggio Husidić,BIH,M,1.85,78,19-05-87,Velika Kladua,Univ of Illinois-Chicago,Chicago Fire,2010,USA
10,10,Nery Castillo,MEX,M,1.70,61,13-06-84,San Luis Potosí,Shakhtar Donetsk,Chicago Fire,2010,USA
11,11,John Thorrington,USA,M,1.73,66,17-10-79,Johannesburg,Grimsby T,Chicago Fire,2010,USA
12,12,Logan  Pause,USA,D,1.78,70,22-08-81,Raleigh,Univ of  North Carolina,Chicago Fire,2010,USA
13,13,Deris Umanzor,SLV,D,1.73,69,07-01-80,Santa Rosa de Lima,Águila,Chicago Fire,2010,USA
14,14,Patrick Nyarko,GHA,F,1.83,75,15-01-86,Kumasi,Virginia Tech Univ,Chicago Fire,2010,USA
15,15,Collins John,NED,F,1.82,87,17-10-85,Zwandru,KSV Roeselare,Chicago Fire,2010,USA
16,16,Marco Pappa,GUA,M,1.78,70,15-11-87,Guatemala City,CSD Municipal,Chicago Fire,2010,USA
18,18,Mike Banner,USA,M,1.75,69,20-10-84,"Washington, DC",SIU Edwardsville,Chicago Fire,2010,USA
19,19,Corben Bone,USA,M,1.75,68,16-09-88,Plano,Wake Forest Univ,Chicago Fire,2010,USA
20,20,Brian  McBride,USA,F,1.83,79,17-08-72,Arlington  Heights,Fulham,Chicago Fire,2010,USA
22,22,Wilman Conde,COL,D,1.88,85,29-08-82,Cali,Millonarios,Chicago Fire,2010,USA
23,23,Krzysztof  Król,POL,D,1.83,80,06-02-87,Rydułtowy,Jagiellonia Białystok,Chicago Fire,2010,USA
25,25,Sean Johnson,USA,G,1.93,98,31-05-89,Lilburn,Univ of Central Florida,Chicago Fire,2010,USA
27,27,Victor Pineda,USA,M,1.80,64,15-03-93,Bolingbrook,None,Chicago Fire,2010,USA
28,28,Steven Kinney,USA,D,1.82,79,28-10-87,Norcross,Elon Univ,Chicago Fire,2010,USA
31,31,Gonzalo Segares,CRC,D,1.80,73,13-10-82,San José [CRC],Apollon Limassol,Chicago Fire,2010,USA
32,32,Dasan  Robinson,USA,D,1.80,73,06-06-84,Elyria,Univ  of Dayton,Chicago Fire,2010,USA
40,40,Andrew Dykstra,USA,G,1.93,93,02-01-86,Honolulu,Richmond Kickers,Chicago Fire,2010,USA
41,77,Bratislav Ristić,SRB,M,1.77,67,21-01-80,Ni,Rad,Chicago Fire,2010,USA
1,1,Dan Kennedy,USA,G,1.85,91,22-07-82,Fullerton,Municipal Iquique,Chivas USA,2010,USA
4,4,Michael Umaña,CRC,D,1.77,75,16-07-82,Santa Ana,Municipal Liberia,Chivas USA,2010,USA
5,5,Marcelo Saragosa,BRA,M,1.80,72,22-01-82,Campo Grande,FC Dallas,Chivas USA,2010,USA
6,6,Ante Jazić,CAN,D,1.78,78,26-02-76,Bedford  [CAN],LA Galaxy,Chivas USA,2010,USA
7,7,Osael Romero,SLV,M,1.68,63,18-04-86,Usulután,Vista Hermosa,Chivas USA,2010,USA
8,8,Mariano Trujillo,MEX,D,1.72,67,19-05-77,Mexico City,Atlante,Chivas USA,2010,USA
10,10,Jesús Padilla,MEX,F,1.80,68,03-03-87,San Miguel El Alto,Guadalajara,Chivas USA,2010,USA
11,11,Michael Lahoud,USA,M,1.73,74,15-09-86,"Washington, DC",Wake Forest Univ,Chivas USA,2010,USA
12,12,Darío Delgado,CRC,D,1.83,78,14-12-85,,Puntarenas,Chivas USA,2010,USA
13,13,Jonathan  Bornstein,USA,D,1.75,66,07-11-84,Torrance,UCLA,Chivas USA,2010,USA
15,15,Salvatore  Zizzo,USA,M,1.80,82,03-04-87,San Diego,Hannover  96,Chivas USA,2010,USA
16,16,Alan Gordon,USA,F,1.91,83,16-10-81,Long Beach,LA Galaxy,Chivas USA,2010,USA
17,17,Justin Braun,USA,F,1.91,87,31-03-87,Salt Lake City,Olympique Montreux,Chivas USA,2010,USA
18,18,Blair Gavin,USA,M,1.83,75,08-01-89,Louisville,Univ of Akron,Chivas USA,2010,USA
19,19,Jorge Flores,USA,F,1.75,75,16-09-89,Anaheim,None,Chivas USA,2010,USA
20,20,Giancarlo  Maldonado,VEN,F,1.73,69,29-06-82,Caracas,Atlante,Chivas USA,2010,USA
21,21,Ben Zemanski,USA,M,1.88,68,12-05-88,Akron,Univ of Akron,Chivas USA,2010,USA
22,22,Zach  Thornton,USA,G,1.91,104,10-10-73,Baltimore,New York Red Bulls,Chivas USA,2010,USA
23,23,Carlos Borja,USA,D,1.83,77,18-01-88,Orange,Tapatio,Chivas USA,2010,USA
24,24,Rodolfo Espinoza,MEX,M,1.72,68,14-06-81,Mexico City,Universitario de Deportes,Chivas USA,2010,USA
26,26,Paulo Nagamura,BRA,M,1.73,70,05-02-83,São Paulo,UANL Tigres,Chivas USA,2010,USA
28,28,Cesar Zamora,USA,M,1.80,69,27-05-91,Granada Hills,None,Chivas USA,2010,USA
32,32,Kevin Guppy,USA,G,1.85,84,29-01-87,Fullerton,Cal State Northridge,Chivas USA,2010,USA
33,33,Alex Zotincă,ROU,D,1.83,77,22-01-77,Sibiu,Sporting Kansas City,Chivas USA,2010,USA
41,45,Yamith Cuesta,COL,D,1.90,80,17-04-89,Turbo,Expreso Rojo,Chivas USA,2010,USA
42,59,Bryan de la Fuente,USA,M,1.75,70,01-07-92,Laredo,Guadalajara,Chivas USA,2010,USA
2,2,Danny Earls,IRL,D,1.78,73,22-04-89,Dublin,Rochester Rhinos,Colorado Rapids,2010,USA
3,3,Drew  Moor,USA,D,1.83,77,15-01-84,Dallas,FC Dallas,Colorado Rapids,2010,USA
4,4,Jeff  Larentowicz,USA,D,1.85,79,05-08-83,West  Chester,New England Revolution,Colorado Rapids,2010,USA
6,6,Anthony Wallace,USA,M,1.80,80,26-01-89,"St Petersburg, FL",FC Dallas,Colorado Rapids,2010,USA
7,7,Claudio López,ARG,F,1.78,75,17-07-74,Córdoba,Sporting Kansas City,Colorado Rapids,2010,USA
9,9,Conor Casey,USA,F,1.88,85,25-07-81,New  Hampshire,Toronto FC,Colorado Rapids,2010,USA
10,10,Macoumba Kandji,SEN,F,1.93,79,02-08-85,Dakar,New York Red Bulls,Colorado Rapids,2010,USA
11,11,Brian  Mullan,USA,F,1.73,68,23-04-78,Mineola,Houston Dynamo,Colorado Rapids,2010,USA
12,12,Quincy Amarikwa,USA,F,1.75,73,29-10-87,Bakersfield,San Jose Earthquakes,Colorado Rapids,2010,USA
13,13,Ross Schunk,USA,F,1.88,86,28-04-86,Portland,Univ of Redlands,Colorado Rapids,2010,USA
14,14,Omar Cummings,JAM,F,1.78,75,13-07-82,Old Harbour,Univ of Cincinnati,Colorado Rapids,2010,USA
15,15,Wells Thompson,USA,M,1.78,70,25-11-83,Winston-Salem,New England Revolution,Colorado Rapids,2010,USA
16,16,Ross LaBauex,USA,M,1.75,68,05-12-88,Chicago,Univ of Virginia,Colorado Rapids,2010,USA
17,17,Ian Joyce,USA,G,1.91,86,12-07-85,Kinnelon,Southend U,Colorado Rapids,2010,USA
18,18,Matt Pickens,USA,G,1.91,91,05-04-82,"Washington, MO",QPR,Colorado Rapids,2010,USA
19,19,Andre Akpan,USA,F,1.83,86,09-12-87,Fort Worth,Harvard Univ,Colorado Rapids,2010,USA
20,20,Jamie Smith,SCO,M,1.70,74,20-11-80,Alexandria,Aberdeen,Colorado Rapids,2010,USA
21,21,Julien Baudet,FRA,D,1.88,86,13-01-79,St Martin,Crewe Alex,Colorado Rapids,2010,USA
22,22,Marvell Wynne,USA,D,1.75,78,08-05-86,Pittsburgh,Toronto FC,Colorado Rapids,2010,USA
23,23,Ciaran O'Brien,USA,M,1.75,68,17-11-87,Tacoma,UC Santa Barbara,Colorado Rapids,2010,USA
25,25,Pablo  Mastroeni,USA,D,1.79,77,29-08-76,Mendoza,Miami  Fusion,Colorado Rapids,2010,USA
27,27,Kosuke Kimura,JPN,M,1.55,69,14-05-84,Kobe,Western Illinois Univ,Colorado Rapids,2010,USA
28,28,Davy Armstrong,USA,M,1.78,68,03-11-91,Aurora,None,Colorado Rapids,2010,USA
29,29,Scott Palguta,USA,D,1.88,88,23-08-82,Toms River,Rochester Rhinos,Colorado Rapids,2010,USA
31,31,Steward Ceus,HAI,G,1.98,93,26-03-87,West Haverstraw,Univ of Albany,Colorado Rapids,2010,USA
1,1,Will Hesmer,USA,G,1.88,88,23-11-81,Wilson,Sporting Kansas City,Columbus Crew,2010,USA
2,2,Frankie  Hejduk,USA,D,1.74,71,05-08-74,La Mesa,St  Gallen,Columbus Crew,2010,USA
3,3,Josh Williams,USA,D,1.88,87,18-04-88,Akron,Cleveland State Univ,Columbus Crew,2010,USA
4,4,Gino Padula,ARG,D,1.75,81,11-08-76,Lanús,Montpellier,Columbus Crew,2010,USA
5,5,Danny O'Rourke,USA,M,1.83,75,31-05-83,Columbus,New York Red Bulls,Columbus Crew,2010,USA
6,6,Andy Iro,ENG,D,1.96,93,26-11-84,Liverpool,UC Santa Barbara,Columbus Crew,2010,USA
7,7,Guillermo Barros Schelotto,ARG,F,1.71,71,04-05-73,La Plata,Boca Juniors,Columbus Crew,2010,USA
8,8,Duncan  Oughton,NZL,M,1.75,73,14-06-77,Wellington,Cal  State Fullerton,Columbus Crew,2010,USA
9,9,Jason  Garey,USA,F,1.83,82,19-07-84,Gonzales,Univ  of Maryland,Columbus Crew,2010,USA
10,10,Andrés Mendoza,PER,F,1.82,70,28-04-78,Chincha,Diyarbakırspor,Columbus Crew,2010,USA
11,11,Dilly Duka,USA,M,1.75,73,15-09-89,Montvillers,Rutgers Univ,Columbus Crew,2010,USA
12,12,Eddie  Gaven,USA,M,1.83,66,25-10-86,"Hamilton,  NJ",MetroStars,Columbus Crew,2010,USA
13,13,Léandre Griffit,FRA,M,1.72,68,21-05-84,Maubeuge,Crystal Palace,Columbus Crew,2010,USA
14,14,Chad Marshall,USA,D,1.91,86,22-08-84,Riverside,Stanford Univ,Columbus Crew,2010,USA
15,15,Kevin Burns,USA,M,1.85,80,22-03-85,Indianapolis,Rochester Rhinos,Columbus Crew,2010,USA
16,16,Brian  Carroll,USA,M,1.78,69,20-07-81,Springfield,DC United,Columbus Crew,2010,USA
17,17,Emmanuel Ekpo,NGA,M,1.88,75,20-12-87,Ekori,Enyimba International,Columbus Crew,2010,USA
18,18,Robbie Rogers,USA,F,1.78,82,12-05-87,Palos Verdes,SC Heerenveen,Columbus Crew,2010,USA
20,20,Emilio Rentería,VEN,F,1.72,86,09-10-84,Caracas,Caracas,Columbus Crew,2010,USA
22,22,Adam Moffat,SCO,M,1.83,87,15-05-86,Linwood,Cleveland City Stars,Columbus Crew,2010,USA
23,23,Eric Brunner,USA,D,1.93,77,12-02-86,"Dublin, OH",Miami FC,Columbus Crew,2010,USA
29,29,Shaun Francis,JAM,D,1.83,75,02-10-86,Mandeville,Lindsey Wilson College,Columbus Crew,2010,USA
30,30,Andy Gruenebaum,USA,G,1.85,91,30-12-82,Overland Park,Des Moines Menace,Columbus Crew,2010,USA
32,32,Steven Lenhart,USA,F,1.86,86,28-08-86,Jacksonville,Azusa Pacific Univ,Columbus Crew,2010,USA
1,1,Kevin  Hartman,USA,G,1.85,89,24-05-74,"Athens, OH",Sporting Kansas City,FC Dallas,2010,USA
2,2,Daniel Hernández,USA,D,1.71,81,23-07-76,Tyler,Necaxa,FC Dallas,2010,USA
3,3,Ugo Ihemelu,USA,D,1.83,81,03-04-83,Cedar Hill,Colorado Rapids,FC Dallas,2010,USA
4,4,Heath Pearce,USA,D,1.80,77,13-08-84,Modesto,Hansa Rostock,FC Dallas,2010,USA
5,5,Jair Benítez,COL,D,1.70,67,12-01-79,Candelaria,Deportivo Cali,FC Dallas,2010,USA
6,6,Jackson,BRA,D,1.76,70,03-06-88,Franca,São Paulo,FC Dallas,2010,USA
7,7,Milton Rodríguez,COL,F,1.78,75,28-04-76,Cali,Real Cartagena,FC Dallas,2010,USA
8,8,Bruno Guarda,BRA,M,1.73,71,02-06-86,Piracicaba,Colorado Rapids,FC Dallas,2010,USA
9,9,Jeff  Cunningham,USA,F,1.73,70,21-08-76,Montego Bay,Toronto FC,FC Dallas,2010,USA
10,10,David Ferreira,COL,M,1.66,66,09-08-79,Santa Marta,Atlético Paranaense,FC Dallas,2010,USA
12,12,Eric Avila,USA,M,1.73,68,24-11-87,San Diego,UC Santa Barbara,FC Dallas,2010,USA
13,13,Dax McCarty,USA,M,1.75,64,30-04-87,Winter  Park,Univ of Nth Carolina,FC Dallas,2010,USA
14,14,George John,USA,M,1.90,91,20-03-87,Shoreline,Univ of Washington,FC Dallas,2010,USA
15,15,Kyle Davies,USA,D,1.80,80,11-04-89,Oakland,Real Salt Lake,FC Dallas,2010,USA
16,16,Atiba Harris,SKN,F,1.91,84,09-01-85,St Peter's,Chivas USA,FC Dallas,2010,USA
18,18,Marvin Chávez,HON,F,1.65,66,03-11-83,La Ceiba,Marathón,FC Dallas,2010,USA
19,19,Zach Lloyd,USA,D,1.75,73,18-07-87,Tulsa,Univ of Nth Carolina,FC Dallas,2010,USA
20,20,Brek Shea,USA,M,1.90,82,28-02-90,College Station,US U-20s,FC Dallas,2010,USA
21,21,Bryan Leyva,MEX,M,1.68,64,09-02-92,Chihuahua,None,FC Dallas,2010,USA
23,23,Andrew Wiederman,USA,F,1.80,73,22-08-89,Oakland,Univ of California,FC Dallas,2010,USA
24,24,Eric Alexander,USA,M,1.85,75,14-04-88,Portage,Indiana Univ,FC Dallas,2010,USA
27,27,Edson Edward,CAN,D,1.85,93,20-09-88,Ottawa,Graceland Univ,FC Dallas,2010,USA
28,28,Victor Ulloa,USA,M,1.83,72,04-03-92,Wylie,None,FC Dallas,2010,USA
29,29,Moises Hernandez,USA,D,1.83,70,05-03-92,Dallas,None,FC Dallas,2010,USA
30,30,Chris Sharpe,AUS,G,1.87,82,21-09-81,Ryde City,LA Galaxy,FC Dallas,2010,USA
31,31,Jason Yeisley,USA,F,1.85,91,30-09-86,Hershey,Penn State Univ,FC Dallas,2010,USA
34,34,Ruben Luna,USA,F,1.80,84,10-02-92,Ciudad Victoria,None,FC Dallas,2010,USA
41,44,Darío Sala,ARG,G,1.91,91,19-09-74,Córdoba,Arsenal  [ARG],FC Dallas,2010,USA
2,2,Julius James,TRI,D,1.83,82,09-07-84,Maloney Gardens,Houston Dynamo,D.C. United,2010,USA
3,3,Juan Manuel Peña,BOL,D,1.83,75,17-01-73,La Paz,Celta Vigo,D.C. United,2010,USA
4,4,Marc Burch,USA,D,1.88,86,07-05-84,Cincinnati,Colombus Crew,D.C. United,2010,USA
5,5,Dejan Jaković,CAN,D,1.90,80,16-07-85,Karlovac,Crvena Zvezda,D.C. United,2010,USA
6,6,Kurt Morsink,CRC,M,1.78,73,27-06-84,San José [CRC],Sporting Kansas City,D.C. United,2010,USA
7,7,Adam Cristman,USA,F,1.83,80,08-01-85,"Washington, DC",Sporting Kansas City,D.C. United,2010,USA
9,9,Danny Allsopp,AUS,F,1.85,90,10-08-78,Melbourne,Al-Rayyan,D.C. United,2010,USA
