,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Jon  Busch,USA,G,1.78,75,18-08-76,Queens,Columbus Crew,Chicago Fire,2009,USA
2,2,CJ  Brown,USA,D,1.83,84,15-06-75,Hayward,San  Francisco Bay Seals,Chicago Fire,2009,USA
3,3,Calen  Carr,USA,F,1.83,68,04-10-82,Berkeley,Univ  of California,Chicago Fire,2009,USA
5,5,Tim Ward,USA,D,1.83,75,28-02-87,Waukesha,Colorado Rapids,Chicago Fire,2009,USA
6,6,Brandon  Prideaux,USA,D,1.83,77,16-08-76,Seattle,Colorado Rapids,Chicago Fire,2009,USA
7,7,Logan  Pause,USA,D,1.78,70,22-08-81,Raleigh,Univ of  North Carolina,Chicago Fire,2009,USA
9,9,Baggio Husidić,BIH,M,1.85,78,19-05-87,Velika Kladua,Univ of Illinois-Chicago,Chicago Fire,2009,USA
10,10,Cuauhtémoc Blanco,MEX,F,1.77,70,17-01-73,Mexico City,América,Chicago Fire,2009,USA
11,11,John Thorrington,USA,M,1.73,66,17-10-79,Johannesburg,Grimsby T,Chicago Fire,2009,USA
14,14,Patrick Nyarko,GHA,F,1.83,75,15-01-86,Kumasi,Virginia Tech Univ,Chicago Fire,2009,USA
16,16,Marco Pappa,GUA,M,1.78,70,15-11-87,Guatemala City,CSD Municipal,Chicago Fire,2009,USA
17,17,Chris  Rolfe,USA,F,1.73,66,17-01-83,"Kettering,  OH",Univ  of Dayton,Chicago Fire,2009,USA
18,18,Mike Banner,USA,M,1.75,69,20-10-84,"Washington, DC",SIU Edwardsville,Chicago Fire,2009,USA
20,20,Brian  McBride,USA,F,1.83,79,17-08-72,Arlington  Heights,Fulham,Chicago Fire,2009,USA
21,21,Justin  Mapp,USA,M,1.85,73,18-10-84,Brandon,DC  United,Chicago Fire,2009,USA
22,22,Wilman Conde,COL,D,1.88,85,29-08-82,Cali,Millonarios,Chicago Fire,2009,USA
23,23,Stefan Dimitrov,BUL,F,1.83,82,08-10-88,Veliko Tarnovo,Concordia College,Chicago Fire,2009,USA
24,24,Daniel Woolard,USA,D,1.78,70,22-05-84,"Bedford, TX",Midwestern State Univ,Chicago Fire,2009,USA
25,25,Gonzalo  Segares,CRC,D,1.80,73,13-10-82,San  Jose [CRC],Virginia  C'wealth Univ,Chicago Fire,2009,USA
26,26,David Myrie,CRC,D,1.85,79,01-06-88,Puerto Viejo,LD Alajuelense,Chicago Fire,2009,USA
29,29,Peter Lowry,USA,M,1.80,75,02-10-85,Missoula,Santa Clara Univ,Chicago Fire,2009,USA
32,32,Dasan  Robinson,USA,D,1.80,73,06-06-84,Elyria,Univ  of Dayton,Chicago Fire,2009,USA
34,34,Austin Washington,USA,D,1.83,80,26-09-85,Spokane,Gonzaga Univ,Chicago Fire,2009,USA
40,40,Andrew Dykstra,USA,G,1.93,93,02-01-86,Honolulu,Richmond Kickers,Chicago Fire,2009,USA
1,1,Dan Kennedy,USA,G,1.85,91,22-07-82,Fullerton,Municipal Iquique,Chivas USA,2009,USA
2,2,Claudio  Suárez,MEX,D,1.78,75,17-12-68,Mexico City,UANL  Tigres,Chivas USA,2009,USA
3,3,Jim  Curtin,USA,D,1.93,93,23-06-79,Oreland,Chicago Fire,Chivas USA,2009,USA
4,4,Shavar Thomas,JAM,D,1.85,88,29-01-81,Hannah Town,LA Galaxy,Chivas USA,2009,USA
5,5,Paulo Nagamura,BRA,M,1.73,70,05-02-83,São Paulo,Toronto FC,Chivas USA,2009,USA
6,6,Ante Jazić,CAN,D,1.78,78,26-02-76,Bedford  [CAN],LA Galaxy,Chivas USA,2009,USA
7,7,Kevin Harmse,CAN,M,1.88,84,04-07-84,Johannesburg,Toronto FC,Chivas USA,2009,USA
8,8,Mariano Trujillo,MEX,D,1.72,67,19-05-77,Mexico City,Atlante,Chivas USA,2009,USA
9,9,Ante  Razov,USA,F,1.85,79,02-03-74,Whittier,MetroStars,Chivas USA,2009,USA
10,10,Jesús Padilla,MEX,F,1.80,68,03-03-87,San Miguel El Alto,Guadalajara,Chivas USA,2009,USA
11,11,Maykel Galindo,CUB,F,1.78,75,28-01-81,Villa Clara,Seattle Sounders,Chivas USA,2009,USA
12,12,Carey Talley,USA,D,1.85,82,26-08-76,Memphis,Real Salt Lake,Chivas USA,2009,USA
13,13,Jonathan  Bornstein,USA,D,1.75,66,07-11-84,Torrance,UCLA,Chivas USA,2009,USA
14,14,Jon Conway,USA,G,1.98,98,06-05-77,Media,New York Red Bulls,Chivas USA,2009,USA
15,15,Jesse  Marsch,USA,M,1.80,77,08-11-73,Racine,Chicago  Fire,Chivas USA,2009,USA
16,16,Sacha Kljestan,USA,M,1.85,68,09-09-85,Huntington  Beach,Seton  Hall Univ,Chivas USA,2009,USA
17,17,Justin Braun,USA,F,1.91,87,31-03-87,Salt Lake City,Olympique Montreux,Chivas USA,2009,USA
18,18,Sasha  Victorine,USA,M,1.88,77,03-02-78,Santa Ana,Sporting Kansas City,Chivas USA,2009,USA
19,19,Jorge Flores,USA,F,1.75,75,16-09-89,Anaheim,None,Chivas USA,2009,USA
21,21,Lance Parker,USA,G,1.93,87,19-08-85,Oklahoma City,Missouri State Univ,Chivas USA,2009,USA
22,22,Zach  Thornton,USA,G,1.91,104,10-10-73,Baltimore,New York Red Bulls,Chivas USA,2009,USA
23,23,Bojan Stepanović,SRB,M,1.75,74,11-01-83,Belgrade,Srem Sremska Mitrovica,Chivas USA,2009,USA
24,24,Gerson Mayen,USA,M,1.70,73,09-02-89,Los Angeles,None,Chivas USA,2009,USA
27,27,Michael Lahoud,USA,M,1.73,74,15-09-86,"Washington, DC",Wake Forest Univ,Chivas USA,2009,USA
28,28,Cesar Zamora,USA,M,1.80,69,27-05-91,Granada Hills,None,Chivas USA,2009,USA
29,29,Maicon,BRA,F,1.86,84,18-04-84,Paracambi,Bonsucesso,Chivas USA,2009,USA
41,45,Yamith Cuesta,COL,D,1.90,80,17-04-89,Turbo,Expreso Rojo,Chivas USA,2009,USA
42,55,Marcelo Saragosa,BRA,M,1.80,72,22-01-82,Campo Grande,FC Dallas,Chivas USA,2009,USA
43,77,Chukwudi Chijindu,USA,M,1.75,85,20-02-86,Fontana,UConn,Chivas USA,2009,USA
44,99,Eduaro Lillingston,MEX,F,1.85,80,23-12-77,Guadalajara,UAG Tecos,Chivas USA,2009,USA
2,2,Jordan  Harvey,USA,D,1.80,77,28-01-84,Mission  Viejo,UCLA,Colorado Rapids,2009,USA
3,3,Drew  Moor,USA,D,1.83,77,15-01-84,Dallas,FC Dallas,Colorado Rapids,2009,USA
5,5,Ty Harden,USA,D,1.85,86,06-03-84,Junction City,LA Galaxy,Colorado Rapids,2009,USA
6,6,Greg Dalby,USA,M,1.85,79,03-11-85,Newport Beach,Charleroi,Colorado Rapids,2009,USA
7,7,Cory Gibbs,USA,D,1.88,81,14-01-80,Plantation,Charlton Ath,Colorado Rapids,2009,USA
8,8,Mehdi Ballouchy,MAR,M,1.80,77,06-04-83,Casablanca,Real Salt Lake,Colorado Rapids,2009,USA
9,9,Conor Casey,USA,F,1.88,85,25-07-81,New  Hampshire,Toronto FC,Colorado Rapids,2009,USA
10,10,Facundo Diz,ARG,F,1.88,86,16-04-79,Navarro,Platense,Colorado Rapids,2009,USA
12,12,Pat Noonan,USA,F,1.83,79,02-08-80,Ballwin,Columbus Crew,Colorado Rapids,2009,USA
13,13,Ross Schunk,USA,F,1.88,86,28-04-86,Portland,Univ of Redlands,Colorado Rapids,2009,USA
14,14,Omar Cummings,JAM,F,1.78,75,13-07-82,Old Harbour,Univ of Cincinnati,Colorado Rapids,2009,USA
15,15,Jacob  Peterson,USA,F,1.78,73,27-01-86,Portage,Indiana  Univ,Colorado Rapids,2009,USA
17,17,Preston  Burpo,USA,G,1.91,98,09-11-72,Austin,San Jose Earthquakes,Colorado Rapids,2009,USA
18,18,Matt Pickens,USA,G,1.91,91,05-04-82,"Washington, MO",QPR,Colorado Rapids,2009,USA
20,20,Jamie Smith,SCO,M,1.70,74,20-11-80,Alexandria,Aberdeen,Colorado Rapids,2009,USA
21,21,Julien Baudet,FRA,D,1.88,86,13-01-79,St Martin,Crewe Alex,Colorado Rapids,2009,USA
22,22,Nick LaBrocca,USA,M,1.78,75,04-12-84,Staten Island,Rutgers Univ,Colorado Rapids,2009,USA
23,23,Colin  Clark,USA,M,1.80,73,11-04-84,Fort Collins,Boulder Rapids,Colorado Rapids,2009,USA
25,25,Pablo  Mastroeni,USA,D,1.79,77,29-08-76,Mendoza,Miami  Fusion,Colorado Rapids,2009,USA
26,26,Michael Holody,USA,D,1.90,90,30-03-87,Clarkston,Univ of Michigan,Colorado Rapids,2009,USA
