,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Jay Nolly,USA,G,1.91,93,02-01-82,Orlando,Vancouver Whitecaps,Chicago Fire,2012,USA
3,3,Dan Gargan,USA,M,1.80,79,14-12-82,Philadelphia,Toronto FC,Chicago Fire,2012,USA
4,4,Álvaro Fernández,URU,M,1.85,68,11-10-85,Colonia,Seattle Sounders,Chicago Fire,2012,USA
5,5,Cory Gibbs,USA,D,1.88,81,14-01-80,Plantation,New England Revolution,Chicago Fire,2012,USA
6,6,Jalil Anibaba,USA,D,1.83,73,19-10-88,Fontana,Univ of Nth Carolina,Chicago Fire,2012,USA
7,7,Sherjill MacDonald,NED,F,1.83,79,20-11-84,Amsterdam,Beerschot AC,Chicago Fire,2012,USA
8,8,Dominic Oduro,GHA,F,1.83,73,13-08-85,Pramso,Houston Dynamo,Chicago Fire,2012,USA
10,10,Guillermo Franco,MEX,F,1.82,76,03-11-76,Corrientes,Pachuca,Chicago Fire,2012,USA
11,11,Daniel Paladini,USA,M,1.75,75,11-12-84,Northridge,Carolina RailHawks,Chicago Fire,2012,USA
12,12,Logan Pause,USA,D,1.78,70,22-08-81,Raleigh,Univ of North Carolina,Chicago Fire,2012,USA
13,13,Gonzalo Segares,CRC,D,1.80,73,13-10-82,San José [CRC],Apollon Limassol,Chicago Fire,2012,USA
14,14,Patrick Nyarko,GHA,F,1.83,75,15-01-86,Kumasi,Virginia Tech Univ,Chicago Fire,2012,USA
15,15,Wells Thompson,USA,M,1.78,70,25-11-83,Winston-Salem,Colorado Rapids,Chicago Fire,2012,USA
17,17,Pável Pardo,MEX,M,1.75,70,26-07-76,Guadalajara,América,Chicago Fire,2012,USA
18,18,Chris Rolfe,USA,F,1.73,66,17-01-83,"Kettering, OH",Aalborg,Chicago Fire,2012,USA
19,19,Corben Bone,USA,M,1.75,68,16-09-88,Plano,Wake Forest Univ,Chicago Fire,2012,USA
20,20,Tony Walls,USA,D,1.80,84,16-01-90,Wauwatosa,UW-Green Bay,Chicago Fire,2012,USA
21,21,Michael Videira,USA,M,1.78,79,06-01-86,Milford,AC St Louis,Chicago Fire,2012,USA
22,22,Austin Berry,USA,D,1.88,82,06-06-88,Cincinnati,Univ of Louisville,Chicago Fire,2012,USA
23,23,Arne Friedrich,GER,D,1.85,76,29-05-79,Bad Oeynhausen,Wolfsburg,Chicago Fire,2012,USA
25,25,Sean Johnson,USA,G,1.93,98,31-05-89,Lilburn,Univ of Central Florida,Chicago Fire,2012,USA
27,27,Victor Pineda,USA,M,1.80,64,15-03-93,Bolingbrook,None,Chicago Fire,2012,USA
28,28,Steven Kinney,USA,D,1.82,79,28-10-87,Norcross,Elon Univ,Chicago Fire,2012,USA
41,70,Paolo Tornaghi,ITA,G,1.92,78,21-06-88,Garbagnate,Internazionale,Chicago Fire,2012,USA
42,71,Alex,BRA,M,1.74,70,15-12-88,São Paulo,Wohlen,Chicago Fire,2012,USA
43,94,Kellen Gulley,USA,F,1.83,84,06-04-94,Clinton,None,Chicago Fire,2012,USA
44,99,Hunter Jumper,USA,D,1.88,80,28-02-89,Plano,Univ of Virginia,Chicago Fire,2012,USA
1,1,Dan Kennedy,USA,G,1.85,91,22-07-82,Fullerton,Municipal Iquique,Chivas USA,2012,USA
2,2,Bobby Burling,USA,D,1.96,87,15-10-85,Clear Lake City,San Jose Earthquakes,Chivas USA,2012,USA
4,4,Rauwshan McKenzie,USA,D,1.85,84,19-11-86,Hoffman Estates,Real Salt Lake,Chivas USA,2012,USA
5,5,John Valencia,COL,D,1.84,76,04-01-82,Medellín,Junior,Chivas USA,2012,USA
6,6,Peter Vagenas,USA,M,1.73,71,06-02-78,Pasadena,Vancouver Whitecaps,Chivas USA,2012,USA
7,7,James Riley,USA,D,1.78,68,27-10-82,Colorado Springs,Seattle Sounders,Chivas USA,2012,USA
8,8,Oswaldo Minda,ECU,M,1.80,78,26-07-83,Quito,Deportivo Quito,Chivas USA,2012,USA
9,9,Juan Pablo Ángel,COL,F,1.84,78,24-10-75,Medellín,LA Galaxy,Chivas USA,2012,USA
10,10,Nick LaBrocca,USA,M,1.78,75,04-12-84,Staten Island,Toronto FC,Chivas USA,2012,USA
11,11,Juan Agudelo,USA,F,1.85,79,23-11-92,Manizales,New York Red Bulls,Chivas USA,2012,USA
12,12,Marco Delgado,USA,M,1.75,67,16-05-95,Glendora,None,Chivas USA,2012,USA
13,13,Ante Jazić,CAN,D,1.78,78,26-02-76,Bedford [CAN],LA Galaxy,Chivas USA,2012,USA
14,14,Casey Townsend,USA,F,1.80,73,07-07-89,Traverse City,Univ of Maryland,Chivas USA,2012,USA
15,15,Alejandro Moreno,VEN,F,1.75,77,08-07-79,Barquisimeto,Philadelphia Union,Chivas USA,2012,USA
16,16,Laurent Courtois,FRA,M,1.75,70,11-09-78,Lyon,Grenoble,Chivas USA,2012,USA
17,17,Miller Bolaños,ECU,M,1.70,65,01-06-90,Esmeraldas,LDU Quito,Chivas USA,2012,USA
18,18,Shalrie Joseph,GRN,D,1.91,82,24-05-78,Saint George,New England Revolution,Chivas USA,2012,USA
19,19,Jorge Villafaña,USA,F,1.75,75,16-09-89,Anaheim,None,Chivas USA,2012,USA
20,20,Tristan Bowen,USA,F,1.80,75,31-01-91,Van Nuys,LA Galaxy,Chivas USA,2012,USA
21,21,Ben Zemanski,USA,M,1.88,68,12-05-88,Akron,Univ of Akron,Chivas USA,2012,USA
22,22,Ryan Smith,ENG,M,1.75,67,10-11-86,Islington,Sporting Kansas City,Chivas USA,2012,USA
23,23,Danny Califf,USA,D,1.85,82,17-03-80,Montclair,Philadelphia Union,Chivas USA,2012,USA
24,24,Patrick McLain,USA,G,1.91,93,22-08-88,Eau Claire,Cal Poly,Chivas USA,2012,USA
26,26,Marvin Iraheta,SLV,M,1.75,71,31-05-92,Departamento de Cabañas,New York Cosmos,Chivas USA,2012,USA
27,27,José Erick Correa,COL,F,1.85,86,20-07-92,Acandí,Boyacá Chicó,Chivas USA,2012,USA
28,28,Tim Melia,USA,G,1.85,86,15-05-86,Great River,Real Salt Lake,Chivas USA,2012,USA
30,30,Paolo Cardozo,URU,M,1.63,61,09-06-89,Montevideo,LA Galaxy,Chivas USA,2012,USA
41,58,César Romero,USA,F,1.78,80,02-08-89,San Diego,Murciélagos,Chivas USA,2012,USA
2,2,Hunter Freeman,USA,D,1.80,77,08-01-85,Tyler,Houston Dynamo,Colorado Rapids,2012,USA
3,3,Drew Moor,USA,D,1.83,77,15-01-84,Dallas,FC Dallas,Colorado Rapids,2012,USA
4,4,Jeff Larentowicz,USA,D,1.85,79,05-08-83,West Chester,New England Revolution,Colorado Rapids,2012,USA
5,5,Nane Joseph,CMR,M,1.88,84,03-12-87,Yaoundé,Toronto FC,Colorado Rapids,2012,USA
6,6,Anthony Wallace,USA,M,1.80,80,26-01-89,"St Petersburg, FL",FC Dallas,Colorado Rapids,2012,USA
8,8,Tyson Wahl,USA,D,1.88,84,23-02-84,Newport Beach,Montreal Impact,Colorado Rapids,2012,USA
9,9,Conor Casey,USA,F,1.88,85,25-07-81,New Hampshire,Toronto FC,Colorado Rapids,2012,USA
10,10,Martín Rivero,ARG,M,1.75,72,13-11-89,Rosario,Rosario Central,Colorado Rapids,2012,USA
11,11,Brian Mullan,USA,F,1.73,68,23-04-78,Mineola,Houston Dynamo,Colorado Rapids,2012,USA
12,12,Hendry Thomas,HON,M,1.80,80,23-02-85,La Ceiba,Wigan Ath,Colorado Rapids,2012,USA
13,13,Kamani Hill,USA,F,1.83,77,28-12-85,Berkeley,Vitória Guimarães,Colorado Rapids,2012,USA
14,14,Omar Cummings,JAM,F,1.78,75,13-07-82,Old Harbour,Univ of Cincinnati,Colorado Rapids,2012,USA
15,15,Chris Klute,USA,D,1.86,78,05-03-90,Grand Prairie,Atlanta Silverbacks,Colorado Rapids,2012,USA
17,17,Ian Joyce,USA,G,1.91,86,12-07-85,Kinnelon,Southend U,Colorado Rapids,2012,USA
18,18,Matt Pickens,USA,G,1.91,91,05-04-82,"Washington, MO",QPR,Colorado Rapids,2012,USA
19,19,Andre Akpan,USA,F,1.83,86,09-12-87,Fort Worth,Harvard Univ,Colorado Rapids,2012,USA
20,20,Jamie Smith,SCO,M,1.70,74,20-11-80,Alexandria,Aberdeen,Colorado Rapids,2012,USA
21,21,Luis Zapata,COL,D,1.78,72,24-04-80,Cali,Deportivo Pasto,Colorado Rapids,2012,USA
22,22,Marvell Wynne,USA,D,1.75,78,08-05-86,Pittsburgh,Toronto FC,Colorado Rapids,2012,USA
23,23,Jaime Castrillón,COL,M,1.78,70,05-04-83,Puerto Nare,Independiente Medellín,Colorado Rapids,2012,USA
25,25,Pablo Mastroeni,USA,D,1.79,77,29-08-76,Mendoza,Miami Fusion,Colorado Rapids,2012,USA
28,28,Davy Armstrong,USA,M,1.78,68,03-11-91,Aurora,None,Colorado Rapids,2012,USA
29,29,Scott Palguta,USA,D,1.88,88,23-08-82,Toms River,Rochester Rhinos,Colorado Rapids,2012,USA
31,31,Steward Ceus,HAI,G,1.98,93,26-03-87,West Haverstraw,Univ of Albany,Colorado Rapids,2012,USA
32,32,Tony Cascio,USA,M,1.83,77,28-03-90,Gilbert,UConn,Colorado Rapids,2012,USA
34,34,Tyrone Marshall,JAM,D,1.88,88,12-11-74,Kingston,Seattle Sounders,Colorado Rapids,2012,USA
36,36,Shane O'Neill,IRL,M,1.88,87,02-09-93,Middleton,None,Colorado Rapids,2012,USA
37,37,Edú,BRA,M,1.82,74,10-01-79,São Paulo,Vitória,Colorado Rapids,2012,USA
1,1,Will Hesmer,USA,G,1.88,88,23-11-81,Wilson,Kansas City Wizards,Columbus Crew,2012,USA
