,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Jon  Busch,USA,G,1.78,75,18-08-76,Queens,Columbus Crew,Chicago Fire,2008,USA
2,2,CJ  Brown,USA,D,1.83,84,15-06-75,Hayward,San  Francisco Bay Seals,Chicago Fire,2008,USA
3,3,Calen  Carr,USA,F,1.83,68,04-10-82,Berkeley,Univ  of California,Chicago Fire,2008,USA
4,4,Bakary Soumare,MLI,D,1.93,86,09-11-85,Bamako,Univ of Virginia,Chicago Fire,2008,USA
6,6,Brandon  Prideaux,USA,D,1.83,77,16-08-76,Seattle,Colorado Rapids,Chicago Fire,2008,USA
7,7,Logan  Pause,USA,D,1.78,70,22-08-81,Raleigh,Univ of  North Carolina,Chicago Fire,2008,USA
8,8,Diego  Gutierrez,USA,M,1.70,70,03-11-72,Bogota,Kansas  City Wizards,Chicago Fire,2008,USA
9,9,Tomasz  Frankowski,POL,F,1.72,64,16-08-74,Białystok,Wolverhampton  W,Chicago Fire,2008,USA
10,10,Cuauhtémoc Blanco,MEX,F,1.77,70,17-01-73,Mexico City,América,Chicago Fire,2008,USA
11,11,John Thorrington,USA,M,1.73,66,17-10-79,Johannesburg,Grimsby T,Chicago Fire,2008,USA
12,12,Patrick Nyarko,GHA,F,1.83,75,15-01-86,Kumasi,Virginia Tech Univ,Chicago Fire,2008,USA
16,16,Marco Pappa,GUA,M,1.78,70,15-11-87,Guatemala City,CSD Municipal,Chicago Fire,2008,USA
17,17,Chris  Rolfe,USA,F,1.73,66,17-01-83,"Kettering,  OH",Univ  of Dayton,Chicago Fire,2008,USA
18,18,Mike Banner,USA,M,1.75,69,20-10-84,"Washington, DC",SIU Edwardsville,Chicago Fire,2008,USA
20,20,Brian  McBride,USA,F,1.83,79,17-08-72,Arlington  Heights,Fulham,Chicago Fire,2008,USA
21,21,Justin  Mapp,USA,M,1.85,73,18-10-84,Brandon,DC  United,Chicago Fire,2008,USA
22,22,Wilman Conde,COL,D,1.88,85,29-08-82,Cali,Millonarios,Chicago Fire,2008,USA
23,23,Líder Mármol,PAR,D,1.86,78,02-10-85,Dr Juan León Mallorquín,Guaraní [PAR],Chicago Fire,2008,USA
24,24,Daniel Woolard,USA,D,1.78,70,22-05-84,"Bedford, TX",Midwestern State Univ,Chicago Fire,2008,USA
25,25,Gonzalo  Segares,CRC,D,1.80,73,13-10-82,San  Jose [CRC],Virginia  C'wealth Univ,Chicago Fire,2008,USA
26,26,Andy  Herron,CRC,F,1.75,70,02-03-78,Puerto  Limon,Columbus Crew,Chicago Fire,2008,USA
28,28,Nick Noble,USA,G,1.93,91,01-09-84,"Damascus, MD",West Virginia Univ,Chicago Fire,2008,USA
29,29,Peter Lowry,USA,M,1.80,75,02-10-85,Missoula,Santa Clara Univ,Chicago Fire,2008,USA
32,32,Dasan  Robinson,USA,D,1.80,73,06-06-84,Elyria,Univ  of Dayton,Chicago Fire,2008,USA
33,33,Stephen King,USA,M,1.73,76,26-09-83,Medford,Liberty Univ,Chicago Fire,2008,USA
34,34,Austin Washington,USA,D,1.83,80,26-09-85,Spokane,Gonzaga Univ,Chicago Fire,2008,USA
36,36,Kai Kasiguran,USA,M,1.80,73,08-09-85,Oakwood Village,Messiah College,Chicago Fire,2008,USA
41,,Tyler Kettering,USA,G,1.85,86,24-07-84,Xenia,Wilmington Hammerheads,Chicago Fire,2008,USA
1,1,Dan Kennedy,USA,G,1.85,91,22-07-82,Fullerton,Municipal Iquique,Chivas USA,2008,USA
2,2,Claudio  Suárez,MEX,D,1.78,75,17-12-68,Mexico City,UANL  Tigres,Chivas USA,2008,USA
3,3,Jim  Curtin,USA,D,1.93,93,23-06-79,Oreland,Chicago Fire,Chivas USA,2008,USA
4,4,Shavar Thomas,JAM,D,1.85,88,29-01-81,Hannah Town,LA Galaxy,Chivas USA,2008,USA
5,5,Paulo Nagamura,BRA,M,1.73,70,05-02-83,São Paulo,Toronto FC,Chivas USA,2008,USA
6,6,Francisco  Mendoza,MEX,M,1.65,57,29-04-85,El  Salto,Guadalajara,Chivas USA,2008,USA
7,7,Alecko  Eskandarian,USA,F,1.75,75,09-07-82,Montvale,Real Salt Lake,Chivas USA,2008,USA
