,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,David  Mahoney,G,"6'02""",14  04,14-04-81,Wellesley,Cornell  Univ,Chicago Fire,2006,USA
2,2,CJ  Brown,D,6'00'',13  03,15-06-75,Hayward,San  Francisco Bay Seals,Chicago Fire,2006,USA
3,3,Calen  Carr,F,"6'00""",10  10,04-10-82,Berkeley,Univ  of California,Chicago Fire,2006,USA
4,4,Leonard  Griffin,D,"6'01""",13  03,11-09-82,Pasadena,UCLA,Chicago Fire,2006,USA
5,5,Jim  Curtin,D,6'04'',14  09,23-06-79,Oreland,Villanova,Chicago Fire,2006,USA
6,6,Craig  Capano,M,5'07'',10  00,07-07-85,Hyde  Park,US  U-17s,Chicago Fire,2006,USA
7,7,John  Thorrington,M,"5'07""",10  05,17-10-79,Johannesburg,Grimsby  T,Chicago Fire,2006,USA
8,8,Diego  Gutierrez,M,5'07'',11  01,03-11-72,Bogota,Kansas  City Wizards,Chicago Fire,2006,USA
9,9,Chad  Barrett,F,"5'11""",12  12,30-04-85,San  Diego,UCLA,Chicago Fire,2006,USA
10,10,Thiago,M,"5'07""",10  07,07-04-82,Porto  Alegre,Pinhalense,Chicago Fire,2006,USA
11,11,Nate  Jaqua,F,6'03'',12  12,28-10-81,Eugene,Univ  of Portland,Chicago Fire,2006,USA
12,12,Logan  Pause,D,5'10'',11  01,22-08-81,Raleigh,Univ of  North Carolina,Chicago Fire,2006,USA
13,13,Pascal  Bedrossian,M,"5'08""",11  06,28-11-74,Marseille,Angers,Chicago Fire,2006,USA
14,14,Chris  Armas,M,5'07'',10  10,27-07-72,Bronx,LA  Galaxy,Chicago Fire,2006,USA
15,15,Ryan  Johnson,F,"6'01""",12  12,26-11-84,Boston,Real  Salt Lake,Chicago Fire,2006,USA
16,16,Brian  Plotkin,M,"5'09""",10  10,03-08-84,Lisle,Indiana  Univ,Chicago Fire,2006,USA
17,17,Chris  Rolfe,F,"5'08""",10  05,17-01-83,"Kettering,  OH",Univ  of Dayton,Chicago Fire,2006,USA
18,18,Matt  Pickens,G,"6'03""",14  04,05-04-82,"Washington,  MO",SW  Missouri State Univ,Chicago Fire,2006,USA
19,19,Jeff  Curtin,D,"6'03""",13  08,04-07-83,Oreland,Georgetown  Univ,Chicago Fire,2006,USA
20,20,Tony Sanneh,D,6'02'',13  08,01-06-71,St Paul,Columbus Crew,Chicago Fire,2006,USA
21,21,Justin  Mapp,M,5'10'',10  00,18-10-84,Brandon,DC  United,Chicago Fire,2006,USA
23,23,Iván Guerrero,D,"5'07""",11  01,30-11-77,Comayagua,Peñarol,Chicago Fire,2006,USA
24,24,Zach  Thornton,G,6'03'',15  00,10-10-73,Baltimore,Benfica,Chicago Fire,2006,USA
25,25,Gonzalo  Segares,D,"5'11""",11  08,13-10-82,San  Jose [CRC],Virginia  C'wealth Univ,Chicago Fire,2006,USA
26,26,Andy  Herron,F,"5'09""",11  01,02-03-78,Puerto  Limon,CS  Herediano,Chicago Fire,2006,USA
27,27,Jordan  Russolillo,D,"5'11""",11  11,03-04-84,Middletown,Sth  Connecticut Univ,Chicago Fire,2006,USA
28,28,Jared  Montz,D,"5'10""",11  08,26-12-82,Mandeville,Lynn  Univ,Chicago Fire,2006,USA
30,30,Adam  Ruud,M,"5'09""",11  06,16-08-83,Hanover  Park,Charlotte  Eagles,Chicago Fire,2006,USA
31,31,Floyd  Franks,M,"5'10""",11  11,05-04-84,Vestavia,UNC  Charlotte,Chicago Fire,2006,USA
32,32,Dasan  Robinson,D,"5'11""",11  06,06-06-84,Elyria,Univ  of Dayton,Chicago Fire,2006,USA
33,33,Idris  Ughiovhe,D,"6'02""",11  01,27-01-83,Washington,Howard  Univ,Chicago Fire,2006,USA
2,2,Claudio  Suárez,D,"5'10""",11 11,17-12-68,Mexico City,UANL  Tigres,Chivas USA,2006,USA
3,3,Carlos  Llamosa,D,"5'11""",11  12,30-06-69,Palmira,New  England Revolution,Chivas USA,2006,USA
4,4,Brent  Whitfield,M,"5'10""",11  06,08-01-81,Long  Beach,Seattle  Sounders,Chivas USA,2006,USA
6,6,Francisco  Mendoza,M,"5'05""",08  13,29-04-85,El  Salto,Guadalajara,Chivas USA,2006,USA
7,7,Ramon  Ramirez,M,"5'07""",11  06,05-12-69,Tepic,Guadalajara,Chivas USA,2006,USA
8,8,Johnny García,D,"5'10""",11 00,19-07-78,Guadalajara,Guadalajara,Chivas USA,2006,USA
9,9,Ante  Razov,F,6'01'',12  07,02-03-74,Whittier,MetroStars,Chivas USA,2006,USA
10,10,Juan  Pablo Garcia,F,"5'06""",08  05,24-11-81,Guadalajara,Atlas,Chivas USA,2006,USA
11,11,John O'Brien,M,"5'10""",11 07,29-08-77,Los  Angeles,ADO Den  Haag,Chivas USA,2006,USA
12,12,Mike  Munoz,M,"5'08""",10  10,14-09-83,Bellflower,Univ  of California,Chivas USA,2006,USA
13,13,Jonathan  Bornstein,D,"5'09""",10  05,07-11-84,Torrance,UCLA,Chivas USA,2006,USA
14,14,Esteban  Arias,D,"5'10""",12  12,26-08-82,Bakersfield,UConn,Chivas USA,2006,USA
15,15,Jesse  Marsch,M,5'11'',12  02,08-11-73,Racine,Chicago  Fire,Chivas USA,2006,USA
16,16,Sacha Kljestan,M,"6'01""",10  10,09-09-85,Huntington  Beach,Seton  Hall Univ,Chivas USA,2006,USA
17,17,Juan  Francisco Palencia,F,"5'09""",11  03,28-04-73,Mexico City,Guadalajara,Chivas USA,2006,USA
18,18,Brad  Guzan,G,"6'04""",15  00,09-09-84,Home  Glen,Univ  of Sth Carolina,Chivas USA,2006,USA
19,19,Matt Taylor,F,"5'11""",11  11,17-10-81,Columbus,Kansas City  Wizards,Chivas USA,2006,USA
20,20,Orlando  Perez,D,6'02'',11  11,12-07-77,Los  Angeles,Chicago  Fire,Chivas USA,2006,USA
21,21,Jason Hernandez,D,"5'10""",11  06,26-08-83,Englewood,MetroStars,Chivas USA,2006,USA
22,22,Jesús Morales,F,"5'08""",11  00,18-12-85,Uruapan,Guadalajara,Chivas USA,2006,USA
23,23,Preston  Burpo,G,"6'03""",15  05,09-11-72,Austin,Seattle Sounders,Chivas USA,2006,USA
24,24,Tim  Regan,D,6'01'',12  02,27-06-81,Orland  Hills,MetroStars,Chivas USA,2006,USA
25,25,Lawson  Vaughn,D,"5'10""",11  11,11-04-84,Marietta,Univ of Tulsa,Chivas USA,2006,USA
27,27,Eder  Robles,D,"5'08""",11  11,07-07-88,Lynwood,Pateadores,Chivas USA,2006,USA
28,28,Drew  Helm,F,"6'01""",11  11,09-11-84,Jupiter,Florida  Atlantic Univ,Chivas USA,2006,USA
29,29,Estuardo  Sánchez,F,"5'11""",11  11,16-01-88,Los Angeles,FC Barcelona (Sth  Cal),Chivas USA,2006,USA
30,30,Carlos  Borja,M,"6'00""",12  02,18-01-88,Anaheim,Irvine Strikers,Chivas USA,2006,USA
31,31,Rene  Corona,M,"5'07""",11  11,17-08-84,Corona,Corona Crew,Chivas USA,2006,USA
41,88,Rodrigo  López,M,"5'07""",10  00,10-05-87,Guadalajara,Guadalajara,Chivas USA,2006,USA
1,1,Joe  Cannon,G,6'02'',13  08,01-01-75,Sun  Valley,Lens,Colorado Rapids,2006,USA
2,2,Hunter  Freeman,D,"5'11""",12  02,08-01-85,Tyler,Texas  Spurs,Colorado Rapids,2006,USA
3,3,Eric  Denton,D,"5'09""",11  01,08-02-78,Falls  Church,Columbus  Crew,Colorado Rapids,2006,USA
4,4,Dan  Gargan,M,"5'11""",12  07,14-12-82,Philadelphia,Georgetown  Univ,Colorado Rapids,2006,USA
5,5,Kyle  Beckerman,M,5'10'',11  01,23-04-82,Crofton,Miami  Fusion,Colorado Rapids,2006,USA
7,7,Jovan Kirovski,F,6'01'',12 01,18-03-76,Escondido,LA  Galaxy,Colorado Rapids,2006,USA
8,8,Luchi  Gonzalez,F,"5'08""",11  02,14-07-80,Hialeah,Sporting  Cristal,Colorado Rapids,2006,USA
9,9,Clint  Mathis,F,5'10'',12  02,25-11-76,Conyers,Real Salt Lake,Colorado Rapids,2006,USA
10,10,Alain  Nkong,M,"5'10""",11  11,04-06-79,Yaoundé,Nacional  [URU],Colorado Rapids,2006,USA
11,11,Terry  Cooke,M,"5'08""",10  03,05-08-76,Marston  Green,Sheffield  W,Colorado Rapids,2006,USA
12,12,Mike  Petke,D,6'02'',14  03,30-01-76,Bohemia,DC  United,Colorado Rapids,2006,USA
13,13,Melvin  Tarley,F,"6'01""",12  07,31-10-82,Brooklyn  Center,Real  Salt Lake,Colorado Rapids,2006,USA
14,14,Fabrice  Nöel,F,"5'10""",11  11,21-07-85,Gressier,Racing  Haitien,Colorado Rapids,2006,USA
15,15,Jacob  Peterson,F,"5'10""",11  11,27-01-86,Portage,Indiana  Univ,Colorado Rapids,2006,USA
16,16,Chris Wingert,D,"5'10""",11  01,16-06-82,Babylon,Columbus Crew,Colorado Rapids,2006,USA
18,18,Aitor Karanka,D,5'11'',12  06,18-09-73,Vitoria,Athletic  Bilbao,Colorado Rapids,2006,USA
20,20,Nicolás  Hernández,F,"5'10""",12  02,05-04-79,Buenos  Aires,Cobreloa,Colorado Rapids,2006,USA
21,21,Matt  Crawford,M,5'10'',11  06,20-08-80,"Durham,  NC",Univ  of Nth Carolina,Colorado Rapids,2006,USA
22,22,Matt Jordan,G,"6'02""",13  03,13-10-75,Aurora,Columbus Crew,Colorado Rapids,2006,USA
23,23,Colin  Clark,M,"6'00""",11  06,11-04-84,Fort Collins,Boulder Rapids,Colorado Rapids,2006,USA
24,24,Bouna  Coundoul,G,"6'02""",14  01,04-03-82,Dakar,Univ of  Albany,Colorado Rapids,2006,USA
25,25,Pablo  Mastroeni,D,5'10'',12  02,29-08-76,Mendoza,Miami  Fusion,Colorado Rapids,2006,USA
26,26,Jordan  Harvey,D,"5'11""",12  02,28-01-84,Mission  Viejo,UCLA,Colorado Rapids,2006,USA
27,27,Stephen  Keel,D,"6'00""",13  03,11-04-83,Littleton,Wake  Forest Univ,Colorado Rapids,2006,USA
30,30,Thiago Martins,F,6'00'',13  03,04-09-76,São Paulo,New  York Red Bulls,Colorado Rapids,2006,USA
31,31,Sasha  Gotsmanov,F,"6'00""",12  07,19-09-82,Woodbury,Univ of  Rhode Island,Colorado Rapids,2006,USA
32,32,Aaron  King,F,"6'00""",12  07,26-07-84,Denver,LA Galaxy,Colorado Rapids,2006,USA
33,33,Daniel  Wasson,M,"5'09""",12  02,15-06-84,Colorado Springs,Chicago Fire  Premier,Colorado Rapids,2006,USA
1,1,Jon  Busch,G,5'10'',10  10,18-08-76,Queens,Hershey  Wildcats,Columbus Crew,2006,USA
2,2,Frankie  Hejduk,D,5'08'',11  01,05-08-74,La Mesa,St  Gallen,Columbus Crew,2006,USA
3,3,Ritchie  Kotschau,D,5'10'',12  07,22-11-75,Mineola,Colorado  Rapids,Columbus Crew,2006,USA
