,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Serkan  Kırıntılı,G,"5'10""",11 05,15-02-85,Karataş,Adanaspor,Ankaragücü,2006,Turkish
2,2,Fehmi  Emre Güngör,D,"5'11""",12 04,01-08-84,Istanbul,Türk  Telekom,Ankaragücü,2006,Turkish
3,3,Sedat Bayrak,M,"6'02""",13 10,10-04-81,Yomra,Sebatspor,Ankaragücü,2006,Turkish
4,4,Hakan Kutlu,D,"6'00""",11 11,14-01-72,Amasya,None,Ankaragücü,2006,Turkish
5,5,Ivailo  Petkov,D,"5'11""",11  11,24-03-76,Dolni  Dabnik,Kuban  Krasnodar,Ankaragücü,2006,Turkish
6,6,Mustafa Özkan,F,"6'02""",12 13,21-02-75,Perchheim,Malatyaspor,Ankaragücü,2006,Turkish
9,9,Victor  Agali,F,"6'04""",13  03,29-12-78,Lagos,Erciyesspor,Ankaragücü,2006,Turkish
11,11,Bebbe  Anilet,F,"5'10""",11  09,22-06-82,Yaoundé,Konyaspor,Ankaragücü,2006,Turkish
16,16,Tita,F,"5'05""",11 00,20-05-81,Rio de Janeiro,Ankaraspor,Ankaragücü,2006,Turkish
18,18,Murat Duruer,M,"5'10""",10  06,15-01-88,Gerede,None,Ankaragücü,2006,Turkish
20,20,Cenk Cengiz,F,"5'11""",12  00,05-05-88,Ankara,None,Ankaragücü,2006,Turkish
21,21,Onur  Acar,D,"5'09""",12  01,01-01-83,Ankara,None,Ankaragücü,2006,Turkish
23,23,Ergin  Pektaş,M,"5'10""",11  05,03-03-87,Mecitözü,None,Ankaragücü,2006,Turkish
25,25,Sedat  Yeşilkaya,M,"6'00""",12  06,10-06-80,Istanbul,Gençlerbirliği,Ankaragücü,2006,Turkish
27,27,Mert  Erdoğan,M,"5'11""",11  11,01-03-89,Ereğli,None,Ankaragücü,2006,Turkish
28,28,Aytekin  Viduşlu,M,"6'00""",12  06,28-02-78,Manisa,Istanbulspor,Ankaragücü,2006,Turkish
30,30,Aleksandar  Yordanov  Aleksandrov,M,"5'09""",12 00,19-01-75,,Konyaspor,Ankaragücü,2006,Turkish
38,38,Burak Karaduman,M,"5'09""",11  05,23-02-85,Ankara,None,Ankaragücü,2006,Turkish
