,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Mert Akyüz,TUR,G,1.89,81,02-10-93,Aksaray,None,Adanaspor,2016,Turkish
3,3,Ousmane Viera,CIV,D,1.86,81,21-12-86,Daloa,Rizespor,Adanaspor,2016,Turkish
4,4,Yiğitcan Gölboyu,TUR,D,1.78,71,12-05-92,Konak,Çorum Belediyespor,Adanaspor,2016,Turkish
5,5,Maurício Ramos,BRA,D,1.86,80,10-04-85,Piracicaba,Al-Sharjah,Adanaspor,2016,Turkish
6,6,Samican Keskin,TUR,M,1.72,67,14-08-93,Seyhan,None,Adanaspor,2016,Turkish
7,7,Ahmet Dereli,TUR,F,1.85,77,22-10-92,Berlin,Berliner AK,Adanaspor,2016,Turkish
8,8,Ahmet Bahçıvan,TUR,M,1.78,70,27-02-96,Altındağ,Bozüyükspor,Adanaspor,2016,Turkish
9,9,Magaye Gueye,SEN,F,1.79,73,06-07-90,Nogent-sur-Marne,Millwall,Adanaspor,2016,Turkish
10,10,Vinícius,BRA,F,1.80,76,03-08-93,São Paulo,Palmeiras,Adanaspor,2016,Turkish
17,17,Barış Memiş,TUR,M,1.67,64,05-01-90,Trabzon,1461 Trabzon,Adanaspor,2016,Turkish
18,18,Goran Karačić,BIH,G,1.96,84,18-08-96,Mostar,Zrinjski Mostar,Adanaspor,2016,Turkish
19,19,Burak Yıldır,TUR,M,1.72,70,18-12-96,Seyhan,None,Adanaspor,2016,Turkish
20,20,Tevfik Altındağ,TUR,M,1.80,71,26-10-88,Boblingen,Freiberg,Adanaspor,2016,Turkish
21,21,Emre Uruç,TUR,D,1.80,74,10-04-94,Seyhan,None,Adanaspor,2016,Turkish
22,22,Digão,BRA,D,1.77,78,12-03-93,Rio de Janeiro,Portuguesa,Adanaspor,2016,Turkish
26,26,Charles Itandje,CMR,G,1.93,83,02-11-82,Bobigny,Gaziantepspor,Adanaspor,2016,Turkish
27,27,Cem Özdemir,TUR,M,1.80,74,27-07-92,Seyhan,None,Adanaspor,2016,Turkish
30,30,Fırat Kaplan,TUR,M,1.75,72,16-07-98,Yüksekova,None,Adanaspor,2016,Turkish
32,32,Renan,BRA,M,1.81,77,09-10-89,Londrina,Atlético Paranaense,Adanaspor,2016,Turkish
33,33,Renan Diniz,BRA,D,1.87,80,27-02-93,São Paulo,Bragantino,Adanaspor,2016,Turkish
41,46,İrfan Can Eğribayat,TUR,G,1.93,90,30-06-98,Seyhan,None,Adanaspor,2016,Turkish
42,53,Didi,BRA,D,1.84,74,25-05-91,Santos,Audax-SP,Adanaspor,2016,Turkish
43,55,Ethem Ercan Pülgir,TUR,D,1.86,83,02-04-93,Samsun,Erciyesspor,Adanaspor,2016,Turkish
44,66,Halil İbrahim Pehlivan,TUR,D,1.83,80,21-08-93,Ankara,Gençlerbirliği,Adanaspor,2016,Turkish
45,77,Vladimir Koman,HUN,F,1.73,63,16-03-89,Uzhhorod,Diósgyőr,Adanaspor,2016,Turkish
46,80,Roni,BRA,M,1.71,65,26-01-91,São José dos Campos,São Paulo,Adanaspor,2016,Turkish
47,88,Bekir Yılmaz,TUR,M,1.80,72,06-03-88,İzmir,Bursaspor,Adanaspor,2016,Turkish
48,99,Reynaldo,BRA,M,1.72,63,24-08-89,Arapiraca,Qarabağ,Adanaspor,2016,Turkish
1,1,Milan Lukač,SRB,G,1.97,88,04-10-85,Belgrade,Partizan Belgrade,Akhisar Belediyespor,2016,Turkish
5,5,Özer Hurmacı,TUR,M,1.74,70,20-11-86,Kassel,Trabzonspor,Akhisar Belediyespor,2016,Turkish
6,6,Aykut Çeviker,TUR,M,1.75,70,03-01-90,Ankara,Balıkesirspor,Akhisar Belediyespor,2016,Turkish
7,7,Muğdat Çelik,TUR,F,1.80,75,03-01-90,Mersin,Balıkesirspor,Akhisar Belediyespor,2016,Turkish
9,9,Ricardo Vaz Té,POR,F,1.88,79,01-10-86,Lisbon,Charlton Ath,Akhisar Belediyespor,2016,Turkish
10,10,Soner Aydoğdu,TUR,M,1.80,72,05-01-91,Mamak,Trabzonspor,Akhisar Belediyespor,2016,Turkish
11,11,Onur Ayık,TUR,F,1.80,77,28-01-90,Walsrode,Karabükspor,Akhisar Belediyespor,2016,Turkish
12,12,Daniel Larsson,SWE,M,1.76,77,25-01-87,Gothenburg,Gaziantepspor,Akhisar Belediyespor,2016,Turkish
13,13,Miguel Lopes,POR,D,1.82,72,19-12-86,Lisbon,Sporting CP,Akhisar Belediyespor,2016,Turkish
14,14,Tolga Ünlü,TUR,M,1.80,70,10-09-89,Erlenbach am Main,Konyaspor,Akhisar Belediyespor,2016,Turkish
15,15,Orhan Taşdelen,TUR,D,1.79,75,06-02-87,Gaziantep,İstanbul Başakşehir,Akhisar Belediyespor,2016,Turkish
16,16,Hasan Ali,TUR,M,1.80,71,03-04-00,Alaşehir,None,Akhisar Belediyespor,2016,Turkish
18,18,Enoch Kofi Adu,GHA,M,1.80,65,14-09-90,Kumasi,Malmö FF,Akhisar Belediyespor,2016,Turkish
19,19,Ömer Bayram,TUR,M,1.73,73,27-07-91,Breda,Kayserispor,Akhisar Belediyespor,2016,Turkish
20,20,Abdou Sissoko,FRA,M,1.80,68,20-03-90,Troyes,Mallorca,Akhisar Belediyespor,2016,Turkish
22,22,Mustafa Yumlu,TUR,D,1.91,77,25-09-87,Trabzon,Trabzonspor,Akhisar Belediyespor,2016,Turkish
25,25,Alper Uludağ,TUR,M,1.80,71,11-12-90,Heusden-Zolder,Trabzonspor,Akhisar Belediyespor,2016,Turkish
26,26,Fatih Öztürk,TUR,G,1.91,86,22-12-86,Phalsbourg,Trabzonspor,Akhisar Belediyespor,2016,Turkish
27,27,Custódio,POR,M,1.80,80,24-05-83,Guimarães,Sporting Braga,Akhisar Belediyespor,2016,Turkish
28,28,Miral Samardič,SVN,D,1.87,80,17-02-87,Jesenice,Henan Jianye,Akhisar Belediyespor,2016,Turkish
29,29,Olcan Adın,TUR,M,1.73,66,30-09-85,Balıkesir,Galatasaray,Akhisar Belediyespor,2016,Turkish
30,30,Jeremy Bokila,COD,F,1.88,78,14-11-88,Kinshasa,Guangzhou R&F,Akhisar Belediyespor,2016,Turkish
35,35,Bora Körk,TUR,G,1.87,78,09-06-80,İzmir,Şanlıurfaspor,Akhisar Belediyespor,2016,Turkish
37,37,Sokol Çikalleshi,ALB,F,1.87,80,27-07-90,Kavajë,İstanbul Başakşehir,Akhisar Belediyespor,2016,Turkish
41,53,Serdar Kesimal,TUR,D,1.85,81,24-01-89,Cologne,Fenerbahçe,Akhisar Belediyespor,2016,Turkish
42,88,Caner Osmanpaşa,TUR,D,1.94,81,15-01-88,Trabzon,Trabzonspor,Akhisar Belediyespor,2016,Turkish
43,89,Kadir Keleş,TUR,D,1.74,73,01-01-88,Trabzon,Trabzonspor,Akhisar Belediyespor,2016,Turkish
44,90,Mervan Çelik,SWE,M,1.77,68,26-05-90,Gothenburg,Gençlerbirliği,Akhisar Belediyespor,2016,Turkish
