,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Emrah Tuncel,TUR,G,1.86,78,14-09-87,Malatya,Tarsus İdman Yurdu,Akhisar Belediyespor,2012,Turkish
3,3,Serkan Yalçın,TUR,D,1.83,74,02-11-82,İzmir,Altınordu,Akhisar Belediyespor,2012,Turkish
4,4,Çağdaş Atan,TUR,D,1.87,81,29-02-80,İzmir,Mersin İdman Yurdu,Akhisar Belediyespor,2012,Turkish
6,6,Merter Yüce,TUR,M,1.92,85,18-02-85,Bornova,Karabükspor,Akhisar Belediyespor,2012,Turkish
7,7,Kenan Özer,TUR,F,1.71,70,16-08-87,Nicosia,Boluspor,Akhisar Belediyespor,2012,Turkish
8,8,Gideon Sani,NGA,F,1.88,86,08-06-90,Lagos,İzmirspor,Akhisar Belediyespor,2012,Turkish
11,11,Sertan Vardar,TUR,M,1.74,69,19-08-82,İzmir,Rizespor,Akhisar Belediyespor,2012,Turkish
14,14,Emin Aladağ,TUR,M,1.81,74,25-02-83,Burgaz,Denizlispor,Akhisar Belediyespor,2012,Turkish
15,15,Uğur Demirok,TUR,D,1.85,76,08-07-88,Eyüp,Galatasaray,Akhisar Belediyespor,2012,Turkish
17,17,Theofanis Gekas,GRE,F,1.79,82,23-05-80,Larissa,Levante,Akhisar Belediyespor,2012,Turkish
18,18,Oğuz Dağlaroğlu,TUR,G,1.83,80,18-08-79,Istanbul,TKİ Tavşanlı Linyitspor,Akhisar Belediyespor,2012,Turkish
19,19,Ibrahima Sonko,SEN,D,1.91,86,22-01-81,Bignola,Ipswich T,Akhisar Belediyespor,2012,Turkish
20,20,Ahmet Cebe,TUR,M,1.81,75,02-05-83,Krefeld,Karabükspor,Akhisar Belediyespor,2012,Turkish
21,21,Mustafa Aşan,TUR,M,1.70,60,11-09-88,Diyarbakır,Manisaspor,Akhisar Belediyespor,2012,Turkish
22,22,Güray Vural,TUR,M,1.75,75,11-06-88,Afyon,Denizlispor,Akhisar Belediyespor,2012,Turkish
23,23,Özgürcan Özcan,TUR,M,1.84,83,10-04-88,Antalya,Denizlispor,Akhisar Belediyespor,2012,Turkish
24,24,Severin Bikoko,CMR,F,1.85,77,24-09-88,Yaoundé,Rizespor,Akhisar Belediyespor,2012,Turkish
26,26,Alican Candemir,TUR,G,1.86,87,08-02-93,Eskişehir,Ankaragücü,Akhisar Belediyespor,2012,Turkish
30,30,Diego Lima,BRA,M,1.76,67,30-09-88,Duque de Caxias,Camaçari,Akhisar Belediyespor,2012,Turkish
34,34,Emrah Eren,TUR,D,1.75,72,13-11-78,Istanbul,Denizlispor,Akhisar Belediyespor,2012,Turkish
35,35,Bilal Kısa,TUR,M,1.80,71,22-06-83,Merzifon,Karabükspor,Akhisar Belediyespor,2012,Turkish
41,45,Gökhan Dinçer,TUR,M,1.68,67,14-05-87,Manisa,None,Akhisar Belediyespor,2012,Turkish
42,48,Evren Özyiğit,TUR,G,1.87,80,01-01-86,Aydın,Denizlispor,Akhisar Belediyespor,2012,Turkish
43,55,Oğuzhan Azğar,TUR,D,1.88,78,14-07-93,Samsun,Samsunspor,Akhisar Belediyespor,2012,Turkish
44,80,Bruno Mezenga,BRA,F,1.85,75,08-08-88,Niterói,Orduspor,Akhisar Belediyespor,2012,Turkish
45,92,Luciano Guaycochea,ARG,F,1.79,71,24-04-92,La Pampa,Boca Juniors,Akhisar Belediyespor,2012,Turkish
46,95,Ahmet Çiçek,TUR,M,,,23-02-95,Akhisar,None,Akhisar Belediyespor,2012,Turkish
47,96,Serkan Cansoy,TUR,F,1.76,69,23-02-95,Akhisar,None,Akhisar Belediyespor,2012,Turkish
48,99,Kerem Bulut,AUS,F,1.86,75,02-03-92,Sydney,Mladá Boleslav,Akhisar Belediyespor,2012,Turkish
1,1,Hakan Arıkan,TUR,G,1.92,86,17-08-82,Karamürsel,Mersin İdman Yurdu,Antalyaspor,2012,Turkish
