,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Marcelo  Moretto,BRA,G,1.95,94,10-05-78,Eldorado,Olhanense,Arka Gdynia,2010,Polish
2,2,Anté Rozić,AUS,D,1.90,82,08-03-86,Bankstown,Sedan,Arka Gdynia,2010,Polish
7,7,Paweł Zawistowski,POL,M,1.83,80,04-06-84,Łódź,Jagiellonia Białystok,Arka Gdynia,2010,Polish
8,8,Michał Płotka,POL,D,1.81,69,11-06-88,Puck,Motor Lublin,Arka Gdynia,2010,Polish
10,10,Marcin Budziński,POL,M,1.84,80,06-07-90,Giżycko,Mamry Giżycko,Arka Gdynia,2010,Polish
11,11,Tadas Labukas,LTU,F,1.82,78,10-01-84,Klaipėda,Oţelul Galaţi,Arka Gdynia,2010,Polish
13,13,Piotr Robakowski,POL,D,1.83,77,01-05-90,Wejherowo,None,Arka Gdynia,2010,Polish
15,15,Ervin Skela,ALB,M,1.73,68,17-11-76,Vlora,Germania Windeck,Arka Gdynia,2010,Polish
17,17,Mateusz Siebert,POL,D,1.85,78,04-04-89,Poznań,Metz,Arka Gdynia,2010,Polish
18,18,Giovanni Vemba-Duarte,ANG,F,1.77,70,21-01-91,Cabinda,FC Twente,Arka Gdynia,2010,Polish
19,19,Miroslav Bożok,SVK,M,1.76,69,19-10-84,Michalovce,MFK Ruomberok,Arka Gdynia,2010,Polish
20,20,Emil Noll,GER,M,1.94,82,21-11-78,Idiofa,Vaduz,Arka Gdynia,2010,Polish
21,21,Joseph Desiré Mawaye,CMR,F,1.84,81,14-05-86,Douala,Kasımpaşa,Arka Gdynia,2010,Polish
22,22,Marciano Bruma,NED,D,1.83,69,07-03-84,Rotterdam,Willem II,Arka Gdynia,2010,Polish
23,23,Maciej Szmatiuk,POL,D,1.90,83,09-05-80,Gliwice,Podbeskidzie Bielsko-Biała,Arka Gdynia,2010,Polish
24,24,Junior  Ross,PER,F,1.80,69,19-02-86,Callao,Juan Aurich,Arka Gdynia,2010,Polish
25,25,Filip Burkhardt,POL,M,1.74,69,23-03-87,Poznań,Warta Poznań,Arka Gdynia,2010,Polish
26,26,Rafał Siemiaszko,POL,F,1.70,68,11-09-86,Wejherowo,Orkan Rumia,Arka Gdynia,2010,Polish
27,27,Mirko Ivanovski,MKD,F,1.80,78,31-10-89,Bitola,Slavia Prague,Arka Gdynia,2010,Polish
28,28,Krystian Żołnierewicz,POL,D,1.90,86,21-04-93,Elbląg,UKS Cisowa,Arka Gdynia,2010,Polish
29,29,Robert Bednarek,POL,D,1.80,80,23-02-79,Bydgoszcz,Korona Kielce,Arka Gdynia,2010,Polish
31,31,Paweł Czoska,POL,F,1.81,64,31-07-90,Wejherowo,None,Arka Gdynia,2010,Polish
32,32,Adrian Sulima,POL,M,1.70,66,20-06-90,Wejherowo,None,Arka Gdynia,2010,Polish
35,35,Michał Szromnik,POL,G,1.90,80,04-03-93,Gdańsk,Gedania Gdańsk,Arka Gdynia,2010,Polish
36,36,Denis Glavina,CRO,M,1.84,74,03-03-86,Čakovec,Vorskla Poltava,Arka Gdynia,2010,Polish
37,37,Wojciech Wilczyński,POL,D,1.75,74,18-03-90,Słupsk,Gryf 95 Słupsk,Arka Gdynia,2010,Polish
39,39,Hieronim Zoch,POL,G,1.83,79,30-09-90,Tczew,None,Arka Gdynia,2010,Polish
3,3,Grzegorz Baran,POL,D,1.86,80,23-12-82,Przemyśl,Ruch Chorzów,GKS Bełchatów,2010,Polish
4,4,Jacek Popek,POL,D,1.82,77,20-08-78,Płock,Orlen Płock,GKS Bełchatów,2010,Polish
6,6,Szymon Sawala,POL,M,1.84,77,25-09-82,Sieraków,Polonia Bytom,GKS Bełchatów,2010,Polish
8,8,Maciej  Małkowski,POL,M,1.70,65,19-03-85,Jastrzębie-Zdrój,Odra Wodzisław,GKS Bełchatów,2010,Polish
9,9,Dawid Nowak,POL,F,1.78,68,30-11-84,Hrubieszów,Zdrój Ciechocinek,GKS Bełchatów,2010,Polish
10,10,Mateusz Cetnarski,POL,M,1.75,71,06-07-88,Kolbuszowa,UKS SMS Bałucz,GKS Bełchatów,2010,Polish
11,11,Pavel Komolov,RUS,M,1.75,67,10-03-89,St. Petersburg,algiris Vilnius,GKS Bełchatów,2010,Polish
12,12,Łukasz Sapela,POL,G,1.86,81,21-09-82,Piotrków Trybunalski,None,GKS Bełchatów,2010,Polish
14,14,Mate Lacić,CRO,D,1.86,80,12-09-80,Split,Zagłębie Lubin,GKS Bełchatów,2010,Polish
15,15,Kamil Wenger,POL,D,1.87,70,12-12-91,Kluczbork,UKS SMS Łódź,GKS Bełchatów,2010,Polish
17,17,Grzegorz Kuświk,POL,F,1.81,75,23-05-87,Ostrów Wielkopolski,Gawin Królewska Wola,GKS Bełchatów,2010,Polish
19,19,Maciej Mysiak,POL,D,1.90,77,04-02-84,Radziszewo,Pogoń Szczecin,GKS Bełchatów,2010,Polish
20,20,Paweł Buzała,POL,F,1.68,67,27-12-85,Złotów,Lechia Gdańsk,GKS Bełchatów,2010,Polish
21,21,Marcin  Żewłakow,POL,F,1.83,79,22-04-76,Warsaw,APOEL,GKS Bełchatów,2010,Polish
22,22,Grzegorz Fonfara,POL,D,1.76,70,08-06-83,Katowice,GKS Katowice,GKS Bełchatów,2010,Polish
23,23,Tomasz Wróbel,POL,M,1.68,60,10-07-82,Tarnów,Górnik Polkowice,GKS Bełchatów,2010,Polish
27,27,Zlatko Tanevski,MKD,D,1.89,84,03-08-83,Skopje,Lech  Poznań,GKS Bełchatów,2010,Polish
28,28,Marcin Drzymont,POL,D,1.88,82,16-09-81,Sosnowiec,Korona Kielce,GKS Bełchatów,2010,Polish
29,29,Mariusz Zawodziński,POL,M,1.71,65,11-02-89,Bełchatów,None,GKS Bełchatów,2010,Polish
41,45,Bartłomiej Bartosiak,POL,M,1.76,68,26-02-91,Bełchatów,None,GKS Bełchatów,2010,Polish
42,51,Łukasz Bocian,POL,M,1.78,72,29-05-88,Pabianice,Włókniarz Pabianice,GKS Bełchatów,2010,Polish
43,52,Kamil Paprocki,POL,G,1.89,81,11-08-89,Bełchatów,None,GKS Bełchatów,2010,Polish
44,53,Łukasz  Budziłek,POL,G,1.86,81,19-03-91,Bełchatów,None,GKS Bełchatów,2010,Polish
45,84,Wojciech Jarmuż,POL,D,1.83,74,05-01-84,Włocławek,Flota Świnoujście,GKS Bełchatów,2010,Polish
46,99,Marcus Vinícius,BRA,F,1.82,67,29-03-84,Belford Roxo,Orkan Rumia,GKS Bełchatów,2010,Polish
3,3,Milo  Kosanović,SRB,D,1.91,83,28-05-90,Čonoplja,Mladost Apatin,Cracovia Kraków,2010,Polish
4,4,Marián Jarabica,SVK,D,1.93,83,27-04-89,Čadca,České Budějovice,Cracovia Kraków,2010,Polish
6,6,Arek Radomski,POL,M,1.77,77,27-06-77,Gnieźno,NEC Nijmegen,Cracovia Kraków,2010,Polish
7,7,Piotr Giza,POL,M,1.79,80,28-02-80,Kraków,Legia Warszawa,Cracovia Kraków,2010,Polish
8,8,Hesdey Suart,NED,D,1.73,71,30-01-86,Capelle aan den IJssel,AGOVV Apeldoorn,Cracovia Kraków,2010,Polish
9,9,Aleksejs Viŋakovs,LVA,M,1.73,71,03-02-84,Riga,Ventspils,Cracovia Kraków,2010,Polish
11,11,Bojan Puzigaća,BIH,D,1.88,80,10-05-85,Drvar,Borac Banja Luka,Cracovia Kraków,2010,Polish
12,12,Szymon Gąsiński,POL,G,1.96,92,08-07-83,Łódź,Polonia Bytom,Cracovia Kraków,2010,Polish
14,14,Mariusz Sacha,POL,M,1.76,70,19-07-87,Bielsko-Biała,Podbeskidzie Bielsko-Biała,Cracovia Kraków,2010,Polish
15,15,Vladimir Boljević,MNE,M,1.75,73,17-01-88,Podgorica,Zeta Golubovci,Cracovia Kraków,2010,Polish
17,17,Saïdi  Ntibazonkiza,BDI,F,1.70,64,01-05-87,Bujumbura,NEC Nijmegen,Cracovia Kraków,2010,Polish
18,18,Mateusz Bartczak,POL,M,1.82,82,15-08-79,Legnica,Zagłębie Lubin,Cracovia Kraków,2010,Polish
19,19,Alexandru Suvorov,MDA,F,1.75,68,02-02-87,Chişinău,Sheriff Tiraspol,Cracovia Kraków,2010,Polish
20,20,Marcin  Krzywicki,POL,F,2.00,87,29-11-86,Bydgoszcz,Victoria Koronowo,Cracovia Kraków,2010,Polish
21,21,Sławomir Szeliga,POL,M,1.81,70,17-07-82,Rzeszów,Widzew Łódź,Cracovia Kraków,2010,Polish
24,24,Łukasz Mierzejewski,POL,M,1.82,76,31-08-82,Ciechanów,Widzew Łódź,Cracovia Kraków,2010,Polish
25,25,Andra Struna,SVN,D,1.85,72,23-04-89,Piran,Koper,Cracovia Kraków,2010,Polish
26,26,Vule Trivunović,BIH,D,1.88,83,13-03-83,Glamoč,Borac Banja Luka,Cracovia Kraków,2010,Polish
30,30,Milo  Budaković,SRB,G,1.92,85,10-07-91,abac,Mačva abac,Cracovia Kraków,2010,Polish
32,32,Łukasz Nawotczyński,POL,D,1.89,83,30-03-82,Ciechanów,Korona Kielce,Cracovia Kraków,2010,Polish
33,33,Pavol Masaryk,SVK,F,1.84,84,11-02-80,Radimov,AEL Limassol,Cracovia Kraków,2010,Polish
37,37,Bartłomiej Dudzic,POL,F,1.80,72,18-08-88,Oświęcim,Unia Oświęcim,Cracovia Kraków,2010,Polish
41,66,Mateusz Klich,POL,M,1.80,67,13-06-90,Tarnów,Tarnovia Tarnów,Cracovia Kraków,2010,Polish
42,83,Wojciech  Kaczmarek,POL,G,2.02,93,29-03-83,Gostyń,Śląsk Wrocław,Cracovia Kraków,2010,Polish
1,1,Adam  Stachowiak,POL,G,1.90,80,18-12-86,Poznań,Odra Wodzisław,Górnik Zabrze,2010,Polish
2,2,Michał Pazdan,POL,D,1.80,76,21-09-87,Kraków,Hutnik Kraków,Górnik Zabrze,2010,Polish
3,3,Mariusz  Jop,POL,D,1.88,81,03-08-78,Ostrowiec  Świętokrzyski,Wisła Kraków,Górnik Zabrze,2010,Polish
5,5,Grzegorz Bonin,POL,M,1.88,78,02-12-83,Tczew,Korona Kielce,Górnik Zabrze,2010,Polish
6,6,Aleksander Kwiek,POL,M,1.76,70,13-01-83,Wodzisław Śląski,Odra Wodzisław,Górnik Zabrze,2010,Polish
7,7,Maciej Bębenek,POL,M,1.73,68,22-09-84,Kraków,Sandecja Nowy Sącz,Górnik Zabrze,2010,Polish
8,8,Piotr Gierczak,POL,F,1.76,68,02-05-76,Ostrowiec Świętokrzyski,Ruch Radzionków,Górnik Zabrze,2010,Polish
9,9,Michał Jonczyk,POL,M,1.80,80,11-03-92,Piotrków Trybunalski,Sandecja Nowy Sącz,Górnik Zabrze,2010,Polish
10,10,Daniel Sikorski,AUT,F,1.83,73,02-11-87,Waidhofen an der Thaya,Bayern Munich,Górnik Zabrze,2010,Polish
11,11,Marcin Wodecki,POL,F,1.75,65,14-01-88,Rybnik,ROW Rybnik,Górnik Zabrze,2010,Polish
13,13,Maciej Mańka,POL,D,1.82,74,30-06-89,Tychy,GKS Tychy,Górnik Zabrze,2010,Polish
14,14,Mateusz Zachara,POL,F,1.80,71,27-03-90,Częstochowa,Raków Częstochowa,Górnik Zabrze,2010,Polish
16,16,Adam Marciniak,POL,D,1.86,78,28-09-88,Łódź,ŁKS  Łódź,Górnik Zabrze,2010,Polish
17,17,Sebastian Leszczak,POL,F,1.73,68,20-01-92,Kraków,Wisła Kraków,Górnik Zabrze,2010,Polish
18,18,Bartosz Kopacz,POL,D,1.88,80,21-05-92,Jastrzębie Zdrój,GKS Jastrzębie Zdrój,Górnik Zabrze,2010,Polish
19,19,Mariusz Przybylski,POL,M,1.83,73,19-01-82,Częstochowa,Polonia Bytom,Górnik Zabrze,2010,Polish
21,21,Mariusz Magiera,POL,D,1.78,71,25-08-84,Andrychów,Wisła Kraków,Górnik Zabrze,2010,Polish
22,22,Tomasz Zahorski,POL,F,1.90,80,22-11-84,Olsztyn,Górnik Łęczna,Górnik Zabrze,2010,Polish
23,23,Rafał Pietrzak,POL,D,1.76,69,30-01-92,Sosnowiec,Zagłębie Sosnowiec,Górnik Zabrze,2010,Polish
24,24,Michael Bemben,GER,M,1.81,77,28-01-76,Ruda,Union Berlin,Górnik Zabrze,2010,Polish
25,25,Adam Banaś,POL,D,1.85,79,25-12-82,Bytom,Piast Gliwice,Górnik Zabrze,2010,Polish
26,26,Adam Danch,POL,D,1.80,73,15-12-87,Ruda Śląska,Gwarek Zabrze,Górnik Zabrze,2010,Polish
28,28,Mateusz Sławik,POL,G,1.83,80,03-11-80,Katowice,Górnik Wesoła,Górnik Zabrze,2010,Polish
