,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
3,3,Grzegorz Baran,POL,M,1.86,80,23-12-82,Przemyśl,Ruch Chorzów,GKS Bełchatów,2014,Polish
4,4,Damian Szymański,POL,M,1.81,70,16-06-95,Kraśnik,Stal Kraśnik,GKS Bełchatów,2014,Polish
5,5,Paweł Baranowski,POL,D,1.90,84,11-10-90,Suwałki,Stomil Olsztyn,GKS Bełchatów,2014,Polish
6,6,Szymon Sawala,POL,M,1.84,77,25-09-82,Sieraków,Polonia Bytom,GKS Bełchatów,2014,Polish
7,7,Arkadiusz Piech,POL,F,1.71,72,07-06-85,Świdnica,Legia Warszawa,GKS Bełchatów,2014,Polish
8,8,Andreja Prokić,SRB,M,1.78,72,09-04-89,Kragujevac,Stal Rzeszów,GKS Bełchatów,2014,Polish
9,9,Michał Mak,POL,M,1.72,60,14-11-91,Sucha Beskidzka,Ruch Radzionków,GKS Bełchatów,2014,Polish
10,10,Pavel Komolov,RUS,M,1.75,67,10-03-89,St. Petersburg,algiris Vilnius,GKS Bełchatów,2014,Polish
11,11,Łukasz Wroński,POL,M,1.77,74,13-01-94,Bełchatów,None,GKS Bełchatów,2014,Polish
15,15,Adam Mójta,POL,D,1.78,70,30-06-86,Jelenia Góra,Sandecja Nowy Sącz,GKS Bełchatów,2014,Polish
16,16,Mateusz Mak,POL,M,1.73,60,14-11-91,Sucha Beskidzka,Ruch Radzionków,GKS Bełchatów,2014,Polish
17,17,Adrian Basta,POL,D,1.80,77,01-12-88,Nowy Sącz,Kolejarz Stróże,GKS Bełchatów,2014,Polish
18,18,Bartosz Ślusarski,POL,F,1.85,79,11-12-81,Szamocin,Arka Gdynia,GKS Bełchatów,2014,Polish
19,19,Kamil Poźniak,POL,M,1.82,70,11-12-89,Krasnystaw,ŁKS Łódź,GKS Bełchatów,2014,Polish
20,20,Patryk Rachwał,POL,M,1.76,70,27-01-81,Zabrze,Zagłębie Lubin,GKS Bełchatów,2014,Polish
21,21,Alexis Norambuena,CHI,D,1.76,70,31-03-84,Valdivia,Jagiellonia Białystok,GKS Bełchatów,2014,Polish
22,22,Emilijus Zubas,LTU,G,1.92,90,10-07-90,Molainiu,Daugava Rīga,GKS Bełchatów,2014,Polish
23,23,Robert Dadok,POL,M,1.82,70,24-12-96,Cieszyn,Stadion Śląski Chorzów,GKS Bełchatów,2014,Polish
24,24,Damian Zbozień,POL,D,1.86,80,25-04-89,Limanowa,Amkar Perm,GKS Bełchatów,2014,Polish
25,25,Piotr Witasik,POL,D,1.85,79,04-12-92,Bełchatów,None,GKS Bełchatów,2014,Polish
30,30,Kamil Wacławczyk,POL,M,1.78,68,29-03-87,Lubin,KS Polkowice,GKS Bełchatów,2014,Polish
33,33,Sebastian Olszar,POL,F,1.82,74,16-12-81,Cieszyn,Flota Świnoujście,GKS Bełchatów,2014,Polish
41,42,Seweryn Michalski,POL,D,1.92,82,12-09-94,Bełchatów,Mechelen,GKS Bełchatów,2014,Polish
42,44,Dariusz Trela,POL,G,1.83,83,05-12-89,Kraków,Lechia Gdańsk,GKS Bełchatów,2014,Polish
43,45,Bartłomiej Bartosiak,POL,F,1.76,68,26-02-91,Bełchatów,None,GKS Bełchatów,2014,Polish
44,46,Mateusz Szymorek,POL,D,1.76,65,04-11-93,Bełchatów,None,GKS Bełchatów,2014,Polish
45,66,Błażej Telichowski,POL,D,1.87,81,06-06-84,Nowy Tomyśl,Podbeskidzie Bielsko-Biała,GKS Bełchatów,2014,Polish
46,69,Paweł Zięba,POL,M,1.72,68,05-02-94,,Stal Kraśnik,GKS Bełchatów,2014,Polish
47,84,Paweł Lenarcik,POL,G,1.89,84,21-03-95,Tomaszów Mazowiecki,Mazovia Tomaszów Mazowiecki,GKS Bełchatów,2014,Polish
48,88,Maciej Małkowski,POL,M,1.70,65,19-03-85,Jastrzębie-Zdrój,Górnik Zabrze,GKS Bełchatów,2014,Polish
49,94,Marcin Flis,POL,D,1.84,75,10-02-94,Bychawa,Ruch Chorzów,GKS Bełchatów,2014,Polish
50,96,Dawid Flaszka,POL,F,1.75,64,31-07-96,Radomsko,GUKS Gorzkowice,GKS Bełchatów,2014,Polish
3,3,Sreten Sretenović,SRB,D,1.92,92,12-01-85,Čačak,Gyeongnam,Cracovia Kraków,2014,Polish
4,4,Mateusz Żytko,POL,D,1.87,80,27-11-82,Wrocław,Polonia Bytom,Cracovia Kraków,2014,Polish
5,5,Miroslav Čovilo,BIH,M,1.77,66,06-05-86,Hrasnica,Koper,Cracovia Kraków,2014,Polish
6,6,Adam Marciniak,POL,D,1.86,78,28-09-88,Łódź,Górnik Zabrze,Cracovia Kraków,2014,Polish
7,7,Boubacar Dialiba,SEN,F,1.79,69,23-11-88,Dakar,Mechelen,Cracovia Kraków,2014,Polish
8,8,Krzysztof Nykiel,POL,D,1.86,79,08-08-82,Łódź,Ruch Chorzów,Cracovia Kraków,2014,Polish
9,9,Dariusz Zjawiński,POL,F,1.85,73,19-08-86,Pruszków,Dolcan Ząbki,Cracovia Kraków,2014,Polish
10,10,Mateusz Cetnarski,POL,M,1.75,71,06-07-88,Kolbuszowa,Widzew Łódź,Cracovia Kraków,2014,Polish
14,14,Damian Dąbrowski,POL,M,1.69,68,27-08-92,Kamienna Góra,Zagłębie Lubin,Cracovia Kraków,2014,Polish
17,17,Beniamin Jeż,POL,M,1.87,74,06-01-97,Kraków,None,Cracovia Kraków,2014,Polish
18,18,Przemyslaw Kita,POL,F,1.80,70,19-10-93,Pabianice,ŁKS Łódź,Cracovia Kraków,2014,Polish
19,19,Krystian Stępniowski,POL,G,1.91,80,05-12-92,Kraków,Puszcza Niepołomice,Cracovia Kraków,2014,Polish
20,20,Armiche,ESP,M,1.76,70,12-06-88,Las Palmas,Levadiakos,Cracovia Kraków,2014,Polish
21,21,Sławomir Szeliga,POL,M,1.81,70,17-07-82,Rzeszów,Widzew Łódź,Cracovia Kraków,2014,Polish
23,23,Łukasz Zejdler,POL,M,1.72,64,22-03-92,Racibórz,Banik Ostrava,Cracovia Kraków,2014,Polish
24,24,Piotr Polczak,POL,D,1.92,75,25-09-86,Kraków,Volga Nizhny Novgorod,Cracovia Kraków,2014,Polish
25,25,Bartosz Rymaniak,POL,D,1.89,80,13-11-89,Gostyń,Zagłębie Lubin,Cracovia Kraków,2014,Polish
26,26,Deleu,BRA,D,1.76,77,01-03-84,Penedo,Lechia Gdańsk,Cracovia Kraków,2014,Polish
27,27,Marcin Budziński,POL,M,1.84,80,06-07-90,Giżycko,Arka Gdynia,Cracovia Kraków,2014,Polish
30,30,Adam Wilk,POL,G,1.96,87,21-11-97,Kraków,None,Cracovia Kraków,2014,Polish
32,32,Krzysztof Szewczyk,POL,F,1.77,68,06-03-96,Bochnia,Krakus Nowa Huta,Cracovia Kraków,2014,Polish
41,44,Paweł Jaroszyński,POL,D,1.84,77,02-10-94,Lublin,Bogdanka Łęczna,Cracovia Kraków,2014,Polish
42,62,Erik Jendriek,SVK,F,1.76,74,26-10-86,Trstená,Spartak Trnava,Cracovia Kraków,2014,Polish
43,67,Bartosz Kapustka,POL,M,1.79,60,23-12-96,Tarnów,Tarnovia Tarnów,Cracovia Kraków,2014,Polish
44,80,Krzysztof Pilarz,POL,G,1.84,78,09-11-80,Nowy Dwór Gdański,Korona Kielce,Cracovia Kraków,2014,Polish
45,92,Deniss Rakeļs,LVA,F,1.79,73,20-08-92,Jēkabpils,Zagłębie Lubin,Cracovia Kraków,2014,Polish
46,95,Mariusz Panek,POL,M,1.80,71,02-05-95,Kraków,LZS Czarnochowice,Cracovia Kraków,2014,Polish
47,96,Mateusz Wdowiak,POL,M,1.74,62,28-08-96,Kraków,None,Cracovia Kraków,2014,Polish
1,1,Silvio Rodić,CRO,G,1.97,94,25-07-87,Osijek,Slaven Belupo,Górnik Łęczna,2014,Polish
2,2,Patrik Mráz,SVK,D,1.87,75,01-02-87,Púchov,Senica,Górnik Łęczna,2014,Polish
3,3,Sebastian Kopeć,POL,D,1.97,91,14-02-94,Dąbrowa Górnicza,BKS Stal Bielsko-Biała,Górnik Łęczna,2014,Polish
4,4,Veljko Nikitović,SRB,M,1.86,80,03-10-80,Belgrade,Hajduk Kula,Górnik Łęczna,2014,Polish
6,6,Paweł Sasin,POL,D,1.77,68,02-10-83,Radom,Dolcan Ząbki,Górnik Łęczna,2014,Polish
7,7,Tomasz Nowak,POL,M,1.71,72,30-10-85,Kościan,Gomel,Górnik Łęczna,2014,Polish
8,8,Filip Rudzik,BLR,M,1.84,80,22-03-87,St Petersburg,Atyrau,Górnik Łęczna,2014,Polish
9,9,Sebastian Szałachowski,POL,M,1.74,71,21-01-84,Lublin,Cracovia Kraków,Górnik Łęczna,2014,Polish
11,11,Fedor Černych,LTU,M,1.82,75,21-05-91,Moscow,Dnepr Mogilev,Górnik Łęczna,2014,Polish
13,13,Paweł Socha,POL,G,1.84,81,13-08-91,Lublin,Korona Kielce,Górnik Łęczna,2014,Polish
14,14,Shpetim Hasani,ALB,F,1.83,78,10-08-82,Gnjilane,Örebro SK,Górnik Łęczna,2014,Polish
15,15,Grzegorz Bonin,POL,M,1.88,78,02-12-83,Tczew,Górnik Zabrze,Górnik Łęczna,2014,Polish
16,16,Wojciech Kalinowski,POL,M,1.79,68,09-09-93,Nowy Dwór Mazowiecki,KS Łomianki,Górnik Łęczna,2014,Polish
17,17,Radoslaw Pruchnik,POL,M,1.85,80,11-10-86,Warsaw,Arka Gdynia,Górnik Łęczna,2014,Polish
18,18,Przemysław Kaźmierczak,POL,M,1.91,79,05-05-82,Łódź,Śląsk Wrocław,Górnik Łęczna,2014,Polish
19,19,Miroslav Bożok,SVK,M,1.76,69,19-10-84,Michalovce,MFK Zemplín Michalovce,Górnik Łęczna,2014,Polish
20,20,Luká Bielák,SVK,D,1.84,77,14-12-86,Ruomberok,MFK Ruomberok,Górnik Łęczna,2014,Polish
21,21,Bartosz Wiązowski,POL,M,1.78,70,04-04-94,Parczew,Victoria Parczew,Górnik Łęczna,2014,Polish
22,22,Łukasz Mierzejewski,POL,M,1.82,76,31-08-82,Ciechanów,Rijeka,Górnik Łęczna,2014,Polish
23,23,Maciej Szmatiuk,POL,D,1.90,83,09-05-80,Gliwice,GKS Bełchatów,Górnik Łęczna,2014,Polish
24,24,Tomislav Boić,CRO,D,1.84,77,01-11-87,Poega,Dukla Prague,Górnik Łęczna,2014,Polish
25,25,Marcin Kalkowski,POL,D,1.87,84,06-11-89,Gdańsk,Jeziorak Iława,Górnik Łęczna,2014,Polish
26,26,Damian Szpak,POL,M,1.86,80,22-09-93,Lublin,Motor Lublin,Górnik Łęczna,2014,Polish
27,27,Kamil Dubicki,POL,M,1.83,78,20-07-93,Świdnik,None,Górnik Łęczna,2014,Polish
28,28,Mateusz Pogonowski,POL,M,1.82,72,07-01-93,Lublin,Warta Poznań,Górnik Łęczna,2014,Polish
34,34,Volodymyr Tanchyk,UKR,M,1.67,65,17-10-91,Cherkasy,Ruch Chorzów,Górnik Łęczna,2014,Polish
41,44,Nikolajs Kazacuks,LVA,M,1.82,68,07-08-85,Vindava,Daugava Rīga,Górnik Łęczna,2014,Polish
42,73,Patryk Burzyński,POL,M,1.83,78,01-06-94,Elbląg,Concordia Elbląg,Górnik Łęczna,2014,Polish
43,79,Sergiusz Prusak,POL,G,1.93,93,01-05-79,Pleszew,Flota Świnoujście,Górnik Łęczna,2014,Polish
44,87,Filip Burkhardt,POL,M,1.74,69,23-03-87,Poznań,Wisła Płock,Górnik Łęczna,2014,Polish
45,90,Evaldas Razulis,LTU,F,1.90,78,03-04-86,Maeikiai,Atlantas Klaipėda,Górnik Łęczna,2014,Polish
46,93,Piotr Okuniewicz,POL,F,1.88,76,09-08-93,Żagań,Formacja Port 2000,Górnik Łęczna,2014,Polish
47,94,Patryk Pokrywka,POL,M,1.73,65,18-03-94,Lublin,None,Górnik Łęczna,2014,Polish
48,99,Josu,ESP,M,1.76,66,27-02-93,Llangreu,Terracina,Górnik Łęczna,2014,Polish
1,1,Pāvels teinbors,LVA,G,1.91,81,21-09-85,Riga,Golden Arrows,Górnik Zabrze,2014,Polish
2,2,Błażej Augustyn,POL,D,1.91,89,26-01-88,Strzelin,Catania,Górnik Zabrze,2014,Polish
3,3,Mateusz Słodowy,POL,D,1.84,76,08-08-91,Wodzisław Śląski,Viktoria ikov,Górnik Zabrze,2014,Polish
4,4,Rafał Kosznik,POL,D,1.83,75,17-12-83,Kościerzyna,GKS Bełchatów,Górnik Zabrze,2014,Polish
5,5,Oleksandr Shevelyukhin,UKR,D,1.92,85,27-08-82,Uzhgorod,Sevastopol,Górnik Zabrze,2014,Polish
6,6,Radosław Sobolewski,POL,M,1.82,79,13-12-76,Białystok,Wisła Kraków,Górnik Zabrze,2014,Polish
7,7,Rafał Kurzawa,POL,M,1.82,73,29-01-93,Wieruszów,Marcinki Kępno,Górnik Zabrze,2014,Polish
