,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
2,2,Marián Jarabica,SVK,D,1.93,83,27-04-89,Čadca,České Budějovice,Cracovia Kraków,2013,Polish
4,4,Vladimir Boljević,MNE,M,1.75,73,17-01-88,Podgorica,Zeta Golubovci,Cracovia Kraków,2013,Polish
5,5,Mateusz Żytko,POL,D,1.87,80,27-11-82,Wrocław,Polonia Bytom,Cracovia Kraków,2013,Polish
6,6,Adam Marciniak,POL,D,1.86,78,28-09-88,Łódź,Górnik Zabrze,Cracovia Kraków,2013,Polish
7,7,Krzysztof Danielewicz,POL,M,1.82,75,26-07-91,Wrocław,Ruch Radzionków,Cracovia Kraków,2013,Polish
8,8,Krzysztof Nykiel,POL,D,1.86,79,08-08-82,Łódź,Ruch Chorzów,Cracovia Kraków,2013,Polish
9,9,Edgar Bernhardt,GER,M,1.74,65,30-03-86,Novo Pavlovka Frunse,FC Lahti,Cracovia Kraków,2013,Polish
10,10,Saïdi Ntibazonkiza,BDI,F,1.70,64,01-05-87,Bujumbura,NEC Nijmegen,Cracovia Kraków,2013,Polish
11,11,Dawid Nowak,POL,F,1.78,68,30-11-84,Hrubieszów,GKS Bełchatów,Cracovia Kraków,2013,Polish
12,12,Oskar Szarek,POL,G,1.85,80,20-01-94,Kraków,AP Zabierzów,Cracovia Kraków,2013,Polish
14,14,Damian Dąbrowski,POL,M,1.69,68,27-08-92,Kamienna Góra,Zagłębie Lubin,Cracovia Kraków,2013,Polish
15,15,Tomislav Mikulić,CRO,D,1.86,83,04-01-82,Vukovar,Panthrakikos,Cracovia Kraków,2013,Polish
16,16,Giannis Papadopoulos,GRE,M,1.77,67,09-03-89,Thessaloniki,Aris,Cracovia Kraków,2013,Polish
17,17,Sebastian Steblecki,POL,M,1.86,70,16-01-92,Kraków,Armatura Kraków,Cracovia Kraków,2013,Polish
18,18,Przemyslaw Kita,POL,F,1.80,70,19-10-93,Pabianice,ŁKS Łódź,Cracovia Kraków,2013,Polish
20,20,Marcin Kuś,POL,D,1.84,83,02-09-81,Warsaw,Górnik Zabrze,Cracovia Kraków,2013,Polish
21,21,Sławomir Szeliga,POL,M,1.81,70,17-07-82,Rzeszów,Widzew Łódź,Cracovia Kraków,2013,Polish
23,23,Łukasz Zejdler,POL,M,1.72,64,22-03-92,Racibórz,Banik Ostrava,Cracovia Kraków,2013,Polish
27,27,Marcin Budziński,POL,M,1.84,80,06-07-90,Giżycko,Arka Gdynia,Cracovia Kraków,2013,Polish
30,30,Matko Perdijić,CRO,G,1.95,94,25-06-82,Split,Ruch Chorzów,Cracovia Kraków,2013,Polish
32,32,Krzysztof Szewczyk,POL,F,1.77,68,06-03-96,Bochnia,Krakus Nowa Huta,Cracovia Kraków,2013,Polish
33,33,Marcel Wawrzynkiewicz,POL,D,1.76,74,08-01-94,Poręba,Vålerenga,Cracovia Kraków,2013,Polish
37,37,Bartłomiej Dudzic,POL,F,1.80,72,18-08-88,Oświęcim,Unia Oświęcim,Cracovia Kraków,2013,Polish
40,40,Rok traus,SVN,M,1.74,69,03-03-87,Maribor,Celje,Cracovia Kraków,2013,Polish
41,44,Paweł Jaroszyński,POL,D,1.84,77,02-10-94,Lublin,Bogdanka Łęczna,Cracovia Kraków,2013,Polish
42,67,Bartosz Kapustka,POL,M,1.79,60,23-12-96,Tarnów,Tarnovia Tarnów,Cracovia Kraków,2013,Polish
43,77,Bartosz Żurek,POL,M,1.81,68,15-03-93,Sosnowiec,Legia Warszawa,Cracovia Kraków,2013,Polish
44,80,Krzysztof Pilarz,POL,G,1.84,78,09-11-80,Nowy Dwór Gdański,Korona Kielce,Cracovia Kraków,2013,Polish
45,92,Deniss Rakeļs,LVA,F,1.79,73,20-08-92,Jēkabpils,Zagłębie Lubin,Cracovia Kraków,2013,Polish
46,94,Damian Drzewiecki,POL,G,1.84,74,25-06-94,Lublin,Bogdanka Łęczna,Cracovia Kraków,2013,Polish
47,96,Mateusz Wdowiak,POL,M,1.74,62,28-08-96,Kraków,None,Cracovia Kraków,2013,Polish
1,1,Pāvels teinbors,LVA,G,1.91,81,21-09-85,Riga,Golden Arrows,Górnik Zabrze,2013,Polish
2,2,Błażej Augustyn,POL,D,1.91,89,26-01-88,Strzelin,Catania,Górnik Zabrze,2013,Polish
3,3,Antoni Łukasiewicz,POL,M,1.88,80,26-06-83,Warsaw,ŁKS Łódź,Górnik Zabrze,2013,Polish
4,4,Rafał Kosznik,POL,D,1.83,75,17-12-83,Kościerzyna,GKS Bełchatów,Górnik Zabrze,2013,Polish
5,5,Oleksandr Shevelyukhin,UKR,D,1.92,85,27-08-82,Uzhgorod,Sevastopol,Górnik Zabrze,2013,Polish
6,6,Radosław Sobolewski,POL,M,1.82,79,13-12-76,Białystok,Wisła Kraków,Górnik Zabrze,2013,Polish
7,7,Rafał Kurzawa,POL,M,1.82,73,29-01-93,Wieruszów,Marcinki Kępno,Górnik Zabrze,2013,Polish
8,8,Przemysław Oziębała,POL,F,1.80,77,24-08-86,Koziegłowy,Widzew Łódź,Górnik Zabrze,2013,Polish
10,10,Konrad Nowak,POL,F,1.75,69,07-11-94,Katowice,Rozwój Katowice,Górnik Zabrze,2013,Polish
13,13,Maciej Mańka,POL,D,1.82,74,30-06-89,Tychy,GKS Tychy,Górnik Zabrze,2013,Polish
14,14,Prejuce Nakoulma,BFA,F,1.78,76,21-04-87,Ouagadougou,Bogdanka Łęczna,Górnik Zabrze,2013,Polish
15,15,Maciej Małkowski,POL,M,1.70,65,19-03-85,Jastrzębie-Zdrój,Zagłębie Lubin,Górnik Zabrze,2013,Polish
16,16,Szymon Drewniak,POL,M,1.79,70,11-07-93,Poznań,Lech Poznań,Górnik Zabrze,2013,Polish
17,17,Paweł Olkowski,POL,D,1.84,75,13-02-90,Ozimek,GKS Katowice,Górnik Zabrze,2013,Polish
18,18,Łukasz Madej,POL,M,1.76,70,14-04-82,Łódź,GKS Bełchatów,Górnik Zabrze,2013,Polish
19,19,Mariusz Przybylski,POL,M,1.83,73,19-01-82,Częstochowa,Polonia Bytom,Górnik Zabrze,2013,Polish
20,20,Mateusz Zachara,POL,F,1.80,71,27-03-90,Częstochowa,Raków Częstochowa,Górnik Zabrze,2013,Polish
21,21,Mariusz Magiera,POL,D,1.78,71,25-08-84,Andrychów,Wisła Kraków,Górnik Zabrze,2013,Polish
22,22,Seweryn Gancarczyk,POL,D,1.83,74,22-11-81,Zamość,ŁKS Łódź,Górnik Zabrze,2013,Polish
23,23,Boris Panda,BIH,D,1.86,81,15-12-86,Mostar,Mechelen,Górnik Zabrze,2013,Polish
25,25,Dzikamai Gwaze,ZIM,M,1.79,71,22-04-89,Harare,LZS Piotrówka,Górnik Zabrze,2013,Polish
26,26,Adam Danch,POL,D,1.80,73,15-12-87,Ruda Śląska,Gwarek Zabrze,Górnik Zabrze,2013,Polish
27,27,Daniel Barbus,POL,F,1.82,65,10-02-96,Zabrze,Promotor Południe Zabrze,Górnik Zabrze,2013,Polish
31,31,Tomasz Welnicki,POL,D,1.85,77,18-03-90,Olsztyn,Kapfenberg,Górnik Zabrze,2013,Polish
33,33,Norbert Witkowski,POL,G,1.90,80,05-08-81,Olsztyn,Iraklis,Górnik Zabrze,2013,Polish
38,38,Bartosz Iwan,POL,M,1.86,75,18-04-84,Kraków,Garbarnia Kraków,Górnik Zabrze,2013,Polish
41,81,Róbert Je,SVK,M,1.78,73,10-07-81,Nitra,Zagłębie Lubin,Górnik Zabrze,2013,Polish
42,87,Tomá Majtán,SVK,F,1.80,80,30-03-87,Bratislava,MK ilina,Górnik Zabrze,2013,Polish
43,89,Wojciech Łuczak,POL,M,1.82,72,20-07-89,Zgorzelec,Bogdanka Łęczna,Górnik Zabrze,2013,Polish
44,94,Kamil Cupriak,POL,D,1.83,72,11-11-94,Łódź,ŁKS Łódź,Górnik Zabrze,2013,Polish
45,99,Grzegorz Kasprzik,POL,G,1.87,83,20-09-83,Pyskowice,LKS Nieciecza,Górnik Zabrze,2013,Polish
1,1,Jakub Słowik,POL,G,1.90,82,31-08-91,Nowy Sącz,Sparta Oborniki,Jagiellonia Białystok,2013,Polish
2,2,Filip Modelski,POL,D,1.80,73,28-09-92,Gdynia,West Ham U,Jagiellonia Białystok,2013,Polish
3,3,Jonatan Straus,POL,D,1.82,71,30-06-94,Nowe Miasto Lubawskie,Warmia Olsztyn,Jagiellonia Białystok,2013,Polish
4,4,Michał Pazdan,POL,D,1.80,76,21-09-87,Kraków,Górnik Zabrze,Jagiellonia Białystok,2013,Polish
5,5,Tomasz Bandrowski,POL,M,1.77,67,18-06-81,Zabrze,Lech Poznań,Jagiellonia Białystok,2013,Polish
6,6,Dawid Plizga,POL,F,1.73,73,17-11-85,Katowice,Zagłębie Lubin,Jagiellonia Białystok,2013,Polish
7,7,Giorgi Popkhadze,GEO,D,1.82,80,25-09-86,Tbilisi,FC Baku,Jagiellonia Białystok,2013,Polish
8,8,Joel Perovuo,FIN,M,1.87,79,11-08-85,Helsinki,HJK Helsinki,Jagiellonia Białystok,2013,Polish
9,9,Bekim Balaj,ALB,F,1.83,72,11-01-91,Tirana,Sparta Prague,Jagiellonia Białystok,2013,Polish
10,10,Nika Dzalamidze,GEO,M,1.73,70,06-12-92,Tbilisi,Widzew Łódź,Jagiellonia Białystok,2013,Polish
11,11,Sebastian Rajalakso,SWE,M,1.86,81,23-09-88,Enköping,Djurgårdens IF,Jagiellonia Białystok,2013,Polish
12,12,Tiago Targino,POR,F,1.80,67,06-06-86,Beja,AEL Limassol,Jagiellonia Białystok,2013,Polish
13,13,Przemysław Mystkowski,POL,F,1.74,62,25-04-98,Białystok,None,Jagiellonia Białystok,2013,Polish
14,14,Adam Dźwigała,POL,M,1.82,72,25-09-95,Warsaw,Mazur Karczew,Jagiellonia Białystok,2013,Polish
15,15,Jakub Tosik,POL,D,1.82,74,21-05-87,Zelów,Polonia Warszawa,Jagiellonia Białystok,2013,Polish
16,16,Jan Pawłowski,POL,F,1.87,79,18-11-92,Sokółka,Sokół Sokółka,Jagiellonia Białystok,2013,Polish
17,17,Seweryn Michalski,POL,D,1.92,82,12-09-94,Bełchatów,Mechelen,Jagiellonia Białystok,2013,Polish
18,18,Martin Baran,SVK,M,1.86,82,03-01-88,Preov,Polonia Warszawa,Jagiellonia Białystok,2013,Polish
19,19,Ugo Ukah,NGA,D,1.85,85,18-01-84,Parma,Widzew Łódź,Jagiellonia Białystok,2013,Polish
20,20,Maciej Gajos,POL,F,1.74,65,19-03-91,Kraków,Raków Częstochowa,Jagiellonia Białystok,2013,Polish
22,22,Rafał Grzyb,POL,M,1.75,75,16-01-83,Jędrzejów,Polonia Bytom,Jagiellonia Białystok,2013,Polish
23,23,Michał Pawlik,POL,D,1.82,73,08-05-95,Ryki,Mazur Karczew,Jagiellonia Białystok,2013,Polish
25,25,Adam Waszkiewicz,POL,D,1.84,79,06-12-93,Łódź,Mazur Pisz,Jagiellonia Białystok,2013,Polish
26,26,Emil Gajko,POL,F,1.77,74,10-05-96,Białystok,None,Jagiellonia Białystok,2013,Polish
27,27,Mateusz Piątkowski,POL,F,1.86,75,22-11-84,Bielawa,Dolcan Ząbki,Jagiellonia Białystok,2013,Polish
28,28,Henrique,POR,D,1.86,75,19-10-86,Fafe,Blackburn R,Jagiellonia Białystok,2013,Polish
29,29,Paweł Drażba,POL,M,1.84,73,04-10-94,Gołdap,Mamry Giżycko,Jagiellonia Białystok,2013,Polish
