,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,James Langfield,SCO,G,1.93,83,22-12-79,Paisley,Dunfermline Ath,Aberdeen,2011,Scottish
2,2,Rory McArdle,NIR,D,1.85,72,01-05-87,Doncaster,Rochdale,Aberdeen,2011,Scottish
3,3,Mark Reynolds,SCO,D,1.80,67,07-05-87,Motherwell,Sheffield W,Aberdeen,2011,Scottish
4,4,Yoann Folly,TOG,M,1.75,74,06-06-85,Paris,Plymouth Arg,Aberdeen,2011,Scottish
5,5,Youl Mawene,FRA,D,1.86,83,16-07-79,Caen,Panserraikos,Aberdeen,2011,Scottish
6,6,Andrew Considine,SCO,D,1.83,75,01-04-87,Aberdeen,None,Aberdeen,2011,Scottish
7,7,Chris Clark,SCO,M,1.80,64,15-09-80,Aberdeen,Plymouth Arg,Aberdeen,2011,Scottish
8,8,Robert Milsom,ENG,D,1.78,72,02-01-87,Redhill,Fulham,Aberdeen,2011,Scottish
9,9,Scott Vernon,ENG,F,1.85,73,13-12-83,Manchester,Colchester U,Aberdeen,2011,Scottish
10,10,Darren Mackie,SCO,F,1.75,64,05-01-82,Inverurie,Colony Boys Club,Aberdeen,2011,Scottish
11,11,Kári Árnason,ISL,M,1.90,87,13-10-82,Reykjavík,Plymouth Arg,Aberdeen,2011,Scottish
13,13,Clark Robertson,SCO,D,1.88,76,05-09-93,Aberdeen,None,Aberdeen,2011,Scottish
14,14,Rory Fallon,NZL,F,1.88,74,20-03-82,Gisbourne,Yeovil T,Aberdeen,2011,Scottish
15,15,Peter Pawlett,ENG,M,1.78,68,03-02-91,Hull,None,Aberdeen,2011,Scottish
16,16,Isaac Osbourne,ENG,M,1.78,76,22-06-86,Birmingham,Coventry C,Aberdeen,2011,Scottish
17,17,Fraser Fyvie,SCO,M,1.72,60,27-03-93,Aberdeen,None,Aberdeen,2011,Scottish
18,18,Mohamed Chalali,ALG,F,1.78,79,04-04-89,Montreuil,Panionios,Aberdeen,2011,Scottish
19,19,Michael Paton,SCO,F,1.78,71,25-03-89,Greenock,None,Aberdeen,2011,Scottish
20,20,Stephen Hughes,SCO,M,1.80,60,14-11-82,Motherwell,Motherwell,Aberdeen,2011,Scottish
