,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,James Langfield,SCO,G,1.93,83,22-12-79,Paisley,Dunfermline Ath,Aberdeen,2014,Scottish
2,2,Shaleum Logan,ENG,D,1.85,79,06-11-88,Manchester,Brentford,Aberdeen,2014,Scottish
3,3,Andrew Considine,SCO,D,1.83,75,01-04-87,Aberdeen,None,Aberdeen,2014,Scottish
4,4,Russell Anderson,SCO,D,1.80,68,25-10-78,Aberdeen,Derby Co,Aberdeen,2014,Scottish
5,5,Ash Taylor,WAL,D,1.83,76,02-09-89,Bromborough,Tranmere R,Aberdeen,2014,Scottish
6,6,Mark Reynolds,SCO,D,1.80,67,07-05-87,Motherwell,Sheffield W,Aberdeen,2014,Scottish
7,7,Kenny McLean,SCO,M,1.83,70,08-01-92,Rutherglen,St Mirren,Aberdeen,2014,Scottish
8,8,Willo Flood,IRL,M,1.68,62,10-04-85,Dublin,Dundee U,Aberdeen,2014,Scottish
9,9,Adam Rooney,IRL,F,1.78,78,21-04-88,Dublin,Oldham Ath,Aberdeen,2014,Scottish
10,10,Niall McGinn,NIR,F,1.83,83,20-07-87,Dungannon,Celtic,Aberdeen,2014,Scottish
11,11,Jonathan Hayes,IRL,M,1.70,70,09-07-87,Ballyfermot,Inverness CT,Aberdeen,2014,Scottish
14,14,Cammy Smith,SCO,F,1.75,68,24-08-95,Aberdeen,None,Aberdeen,2014,Scottish
15,15,Barry Robson,SCO,M,1.80,70,07-11-78,Aberdeen,Sheffield U,Aberdeen,2014,Scottish
16,16,Peter Pawlett,SCO,M,1.78,68,03-02-91,Hull,None,Aberdeen,2014,Scottish
17,17,David Goodwillie,SCO,F,1.75,71,28-03-89,Stirling,Blackburn R,Aberdeen,2014,Scottish
18,18,Nicky Low,SCO,M,1.68,64,06-01-92,Greenock,None,Aberdeen,2014,Scottish
19,19,Clark Robertson,SCO,D,1.88,76,05-09-93,Aberdeen,None,Aberdeen,2014,Scottish
20,20,Scott Brown,ENG,G,1.84,96,26-04-85,Wolverhampton,Cheltenham T,Aberdeen,2014,Scottish
