,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Ryan Esson,G,"6'01""",12 07,19-03-80,Aberdeen,Parkvale,Aberdeen,2005,Scottish
2,2,Michael Hart,D,"5'10""",11 06,10-02-80,Bellshill,Livingston,Aberdeen,2005,Scottish
3,3,Kevin McNaughton,D,"5'10""",10 06,28-08-82,Dundee,'S' Form,Aberdeen,2005,Scottish
4,4,Russell Anderson,D,"5'11""",10 09,25-10-78,Aberdeen,Dyce Juniors,Aberdeen,2005,Scottish
5,5,Zander Diamond,D,6'01'',11  00,03-12-85,Alexandria,'S' Form,Aberdeen,2005,Scottish
6,6,Scott Severin,M,"5'11""",12 07,15-02-79,Stirling,Hearts,Aberdeen,2005,Scottish
7,7,Jamie Smith,F,"5'06""",10  12,20-11-80,Alexandria,ADO Den Haag,Aberdeen,2005,Scottish
8,8,Barry Nicholson,M,"5'08""",11 03,24-08-78,Dumfries,Dunfermline  Ath,Aberdeen,2005,Scottish
9,9,Steve Lovell,F,"5'11""",11 08,06-12-80,Amersham,Dundee,Aberdeen,2005,Scottish
10,10,Darren Mackie,F,"5'09""",10 00,05-01-82,Inverurie,Colony Boys Club,Aberdeen,2005,Scottish
11,11,Chris Clark,F,"5'07""",10 05,15-09-80,Aberdeen,Hermes,Aberdeen,2005,Scottish
14,14,Gary Dempsey,M,5'09'',10 00,15-01-81,Wexford,Dunfermline  Ath,Aberdeen,2005,Scottish
15,15,Ferne Snoyl,D,"5'08""",11 05,08-03-85,Leidschendam,Feyenoord,Aberdeen,2005,Scottish
16,16,John Stewart,F,"6'02""",09  13,03-08-85,Bellshill,Airdrie U,Aberdeen,2005,Scottish
17,17,Richie Byrne,D,"6'01""",12  05,24-09-81,Dublin,Dunfermline Ath,Aberdeen,2005,Scottish
19,19,Richard  Foster,M,"5'09""",10  08,31-07-85,Aberdeen,Elgin BC,Aberdeen,2005,Scottish
20,20,James Langfield,G,"6'04""",13 00,22-12-79,Paisley,Dunfermline Ath,Aberdeen,2005,Scottish
21,21,Andrew Considine,D,"6'05""",11  02,01-04-87,Aberdeen,Aberdeen Youths,Aberdeen,2005,Scottish
22,22,Kyle  Macauley,M,"5'10""",11  12,13-05-86,Elgin,Aberdeen  BC,Aberdeen,2005,Scottish
