,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Paul Skinner,IRL,G,1.88,75,03-02-89,Dublin,Shelbourne,Athlone Town,2014,Irish
2,2,Dylan Hayes,IRL,D,1.75,72,09-04-95,Bray,Derby Co,Athlone Town,2014,Irish
3,3,Kevin Knight,IRL,D,1.77,77,13-02-93,Dublin,Shamrock R,Athlone Town,2014,Irish
4,4,Derek Prendergast,IRL,D,1.88,80,17-10-84,Dublin,Drogheda U,Athlone Town,2014,Irish
5,5,Aidan Collins,IRL,M,1.88,74,22-03-84,Dublin,Longford T,Athlone Town,2014,Irish
6,6,Alan Byrne,IRL,D,1.88,64,21-07-83,Dublin,Drogheda U,Athlone Town,2014,Irish
7,7,Kealan Dillon,IRL,M,1.81,76,21-02-94,Athboy,St Mirren,Athlone Town,2014,Irish
8,8,Mark Hughes,IRL,M,1.80,73,30-11-89,Athy,Scunthorpe U,Athlone Town,2014,Irish
9,9,Philly Gorman,IRL,F,1.80,79,07-08-81,Brownstown,Shelbourne,Athlone Town,2014,Irish
10,10,Séan Brennan,IRL,M,1.79,70,01-01-86,Drogheda,Shelbourne,Athlone Town,2014,Irish
11,11,Ian Sweeney,IRL,M,1.86,,20-03-94,,None,Athlone Town,2014,Irish
14,14,Barry Clancy,IRL,M,1.65,61,20-04-85,Donegal,Shelbourne,Athlone Town,2014,Irish
15,15,Graham Rusk,IRL,F,1.79,76,13-12-89,Dublin,Drogheda U,Athlone Town,2014,Irish
16,16,James O'Brien,IRL,M,1.83,74,08-06-90,Dublin,Longford T,Athlone Town,2014,Irish
17,17,Thomas Mulrooney,IRL,M,1.85,,24-03-95,,St Patrick's Ath,Athlone Town,2014,Irish
18,18,Declan Brennan,IRL,D,1.94,88,29-10-91,Dublin,Slippery Rock Univ,Athlone Town,2014,Irish
19,19,Sam O'Connor,IRL,F,1.80,,12-12-95,,Hull C,Athlone Town,2014,Irish
20,20,Dean Mahon,IRL,G,1.83,75,26-10-97,Dublin,None,Athlone Town,2014,Irish
21,21,Ryan Coulter,IRL,G,1.85,88,08-02-89,Dundalk,East Tennessee State Univ,Athlone Town,2014,Irish
22,22,John Mulroy,IRL,F,1.78,72,27-12-87,Dublin,Bray W,Athlone Town,2014,Irish
23,23,Eric Foley,IRL,M,1.78,74,30-01-90,Donabate,Drogheda U,Athlone Town,2014,Irish
