,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,,Barry Murphy,IRL,G,1.78,75,08-06-85,Dublin,Shamrock R,Bohemians,2011,Irish
2,,Craig Sexton,IRL,G,1.81,77,23-01-92,Dublin,Belvedere,Bohemians,2011,Irish
3,,Liam Burns,IRL,D,1.83,84,30-10-78,Belfast,Dundalk,Bohemians,2011,Irish
4,,Kevin Feely,IRL,D,1.79,73,30-08-92,Dublin,Belvedere,Bohemians,2011,Irish
5,,Owen Heary,IRL,D,1.78,74,04-10-76,Dublin,Shelbourne,Bohemians,2011,Irish
6,,Roberto Lopes,IRL,D,1.74,71,17-06-92,Crumlin,Belvedere,Bohemians,2011,Irish
7,,Ger O'Brien,IRL,D,1.78,74,02-07-84,Athlone,Sporting Fingal,Bohemians,2011,Irish
8,,Aidan Price,IRL,D,1.85,76,08-12-81,Tallaght,Shamrock R,Bohemians,2011,Irish
9,,Mark Rossiter,IRL,D,1.80,79,27-05-83,Sligo,Sunderland,Bohemians,2011,Irish
10,,Robert  Bayly,IRL,M,1.75,74,22-02-88,Dublin,Shamrock R,Bohemians,2011,Irish
11,,Killian Brennan,IRL,M,1.80,73,31-01-84,Drogheda,Derry C,Bohemians,2011,Irish
12,,Keith Buckley,IRL,M,1.77,69,17-06-92,Dublin,Belvedere,Bohemians,2011,Irish
13,,Gary Burke,IRL,M,1.76,73,27-03-91,Dublin,Belvedere,Bohemians,2011,Irish
14,,Ollie Cahill,IRL,M,1.78,71,29-09-75,Tipperary,Sporting Fingal,Bohemians,2011,Irish
15,,Glenn Cronin,IRL,M,1.73,68,14-09-81,Dublin,Chester C,Bohemians,2011,Irish
16,,Lee Dixon,IRL,M,1.76,70,01-05-91,Dublin,Belvedere,Bohemians,2011,Irish
17,,Chris Forrester,IRL,M,1.75,69,17-12-92,Dublin,Belvedere,Bohemians,2011,Irish
18,,Stephen Hurley,IRL,M,1.78,75,20-12-85,Arklow,Mayfield U,Bohemians,2011,Irish
19,,Ryan McEvoy,IRL,M,1.76,71,19-07-90,Dublin,None,Bohemians,2011,Irish
20,,Stephen Traynor,IRL,M,1.78,74,25-10-91,Dublin,Belvedere,Bohemians,2011,Irish
21,,Aidan Downes,IRL,F,1.88,70,24-07-88,Dublin,Shamrock R,Bohemians,2011,Irish
22,,Christopher Fagan,IRL,F,1.73,66,11-05-89,Dublin,Lincoln C,Bohemians,2011,Irish
23,,Anto Flood,IRL,F,1.90,75,31-12-84,Dublin,Örebro SK,Bohemians,2011,Irish
24,,David Lodola,IRL,F,1.91,77,14-05-91,Dublin,Belvedere,Bohemians,2011,Irish
25,,Karl Somers,IRL,F,,,03-01-92,Dublin,Sporting Fingal,Bohemians,2011,Irish
1,,Matt Gregg,ENG,G,1.80,76,30-11-78,Cheltenham,Dundalk,Bray Wanderers,2011,Irish
2,,Brian Kane,IRL,G,1.81,71,06-07-90,Dublin,WFTA,Bray Wanderers,2011,Irish
3,,Darren Quigley,IRL,G,1.85,71,10-06-86,Dublin,Sporting Fingal,Bray Wanderers,2011,Irish
4,,Conor Butler,IRL,D,,,20-12-92,Dublin,WFTA,Bray Wanderers,2011,Irish
5,,Stephen Brennan,IRL,D,1.73,70,26-03-83,Dublin,St Patrick's Ath,Bray Wanderers,2011,Irish
6,,Jason Dwane,IRL,D,,,12-11-91,Dublin,Bohemians,Bray Wanderers,2011,Irish
7,,Seán Houston,IRL,D,1.79,76,29-10-89,Donegal,UCD,Bray Wanderers,2011,Irish
8,,Stephen Last,IRL,D,1.83,75,05-10-91,Dublin,Cardiff C,Bray Wanderers,2011,Irish
9,,Dane Massey,IRL,D,1.81,74,17-04-88,Dublin,Shamrock R,Bray Wanderers,2011,Irish
10,,Adam Mitchell,IRL,D,1.80,77,23-06-80,Dublin,Bangor Celtic,Bray Wanderers,2011,Irish
11,,Shane OConnor,IRL,D,1.78,75,19-06-90,Dublin,None,Bray Wanderers,2011,Irish
12,,Derek Prendergast,IRL,D,1.88,80,17-10-84,Dublin,Bangor Celtic,Bray Wanderers,2011,Irish
13,,Chris Shields,IRL,D,1.88,70,27-12-90,Dublin,St Francis,Bray Wanderers,2011,Irish
14,,Colm Tresson,IRL,D,1.85,75,29-06-71,Dublin,Portadown,Bray Wanderers,2011,Irish
15,,David Webster,IRL,D,1.78,70,08-09-89,Dublin,None,Bray Wanderers,2011,Irish
