,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Dean Delany,IRL,G,1.83,90,15-09-80,Dublin,Shelbourne,Bohemians,2016,Irish
2,2,Derek Pender,IRL,D,1.80,73,02-10-84,Dublin,St Patrick's Ath,Bohemians,2016,Irish
3,3,Lorcan Fitzgerald,IRL,D,1.73,69,03-01-89,Swords,St Patrick's Ath,Bohemians,2016,Irish
4,4,Roberto Lopes,IRL,D,1.74,71,17-06-92,Crumlin,Belvedere,Bohemians,2016,Irish
5,5,Derek Prendergast,IRL,D,1.88,80,17-10-84,Dublin,Athlone T,Bohemians,2016,Irish
6,6,Dano Byrne,IRL,D,1.75,72,07-05-92,Dublin,Kilbarrack U,Bohemians,2016,Irish
7,7,Eoin Wearen,IRL,M,1.85,72,02-10-92,Dublin,Sligo R,Bohemians,2016,Irish
8,8,Keith Buckley,IRL,M,1.77,69,17-06-92,Dublin,Belvedere,Bohemians,2016,Irish
9,9,Mark Quigley,IRL,F,1.78,72,27-10-85,Dublin,Derry C,Bohemians,2016,Irish
10,10,Kurtis Byrne,IRL,F,1.83,79,09-04-90,Dublin,Dundalk,Bohemians,2016,Irish
11,11,Jake Kelly,IRL,M,1.80,73,18-06-90,London,Dundalk,Bohemians,2016,Irish
12,12,Stephen Best,IRL,M,1.82,76,15-03-97,Dublin,Crumlin U,Bohemians,2016,Irish
14,14,Paddy Kavanagh,IRL,M,1.74,65,29-12-85,Dublin,Derry C,Bohemians,2016,Irish
16,16,Dean O'Halloran,IRL,M,1.73,70,02-01-96,Waterford,Fulham,Bohemians,2016,Irish
17,17,Marco Chindea,ROU,M,1.78,75,18-04-94,,Athlone T,Bohemians,2016,Irish
18,18,Ian Morris,IRL,M,1.83,71,27-02-87,Dublin,Glenavon,Bohemians,2016,Irish
19,19,Jason Caffrey,IRL,M,1.75,64,26-06-96,,St Kevin's Boys,Bohemians,2016,Irish
20,20,Warren O'Hora,IRL,D,1.83,75,19-04-99,Dublin,None,Bohemians,2016,Irish
21,21,Dylan Hayes,IRL,D,1.75,72,09-04-95,Bray,Athlone T,Bohemians,2016,Irish
22,22,Dean Casey,IRL,M,1.73,64,15-12-98,Dublin,Shamrock R,Bohemians,2016,Irish
23,23,James Kavanagh,IRL,M,1.79,71,12-01-93,Dublin,UCD,Bohemians,2016,Irish
24,24,Ismahil Akinade,IRL,F,1.91,82,11-02-94,Ibadan,Bluebell U,Bohemians,2016,Irish
25,25,Luca Gratzer,IRL,G,1.86,70,30-01-98,,Shamrock R,Bohemians,2016,Irish
30,30,Shane Supple,IRL,G,1.83,76,04-05-87,Dublin,Crumlin U,Bohemians,2016,Irish
1,1,Peter Cherrie,SCO,G,1.88,68,01-10-83,Bellshill,Cliftonville,Bray Wanderers,2016,Irish
2,2,Hugh Douglas,IRL,D,1.85,83,22-06-93,Bray,UCD,Bray Wanderers,2016,Irish
