,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Seamus Kelly,G,"6'01""",13 13,06-05-74,Tullamore,St Patrick's Ath,Bohemians,2005,Irish
2,2,Stephen Rice,M,"5'09""",10 12,06-10-84,Dublin,Shelbourne,Bohemians,2005,Irish
3,3,Des Byrne,D,"6'01""",12 07,10-04-81,Dublin,St Patrick's Ath,Bohemians,2005,Irish
4,4,Kevin Hunt,M,"5'11""",11 00,04-07-75,Chatham,Hong Kong Rangers,Bohemians,2005,Irish
5,5,Ken Oman,D,"6'02""",12 02,29-07-82,Dublin,Rivermount,Bohemians,2005,Irish
6,6,Thomas Heary,D,"5'10""",10 06,14-02-79,Dublin,Huddersfield T,Bohemians,2005,Irish
7,7,Fergal Harkin,M,"5'09""",11 02,26-11-76,Ballyliffan,Finn Harps,Bohemians,2005,Irish
8,8,Gareth Farrelly,M,"6'01""",13 07,28-08-75,Dublin,Wigan Ath,Bohemians,2005,Irish
10,10,Tony Grant,F,"5'10""",11 08,20-08-76,Drogheda,Shamrock R,Bohemians,2005,Irish
11,11,Stephen Ward,F,"5'11""",12 01,20-08-85,Dublin,Portmarnock,Bohemians,2005,Irish
12,12,John Paul Kelly,M,"5'10""",12 01,16-06-87,Dublin,Liverpool,Bohemians,2005,Irish
14,14,David Bracken,F,"5'09""",11 02,21-06-87,Dublin,None,Bohemians,2005,Irish
15,15,Niall O'Reilly,D,"5'10""",12 01,12-04-87,Dublin,Belvedere,Bohemians,2005,Irish
16,16,Matt Gregg,G,"5'11""",12 00,30-11-78,Cheltenham,Bray W,Bohemians,2005,Irish
17,17,James Keddy,M,"6'02""",12 10,26-03-73,Dublin,Shamrock R,Bohemians,2005,Irish
18,18,Mark O'Brien,M,"5'09""",11 11,13-05-84,Dublin,Shamrock R,Bohemians,2005,Irish
19,19,Aidan O'Keeffe,F,"5'10""",11 02,22-03-82,Dublin,St Patrick's Ath,Bohemians,2005,Irish
20,20,James Hussey,G,"6'00""",11 03,15-03-85,Dublin,Home Farm,Bohemians,2005,Irish
21,21,Terry Palmer,D,,,26-11-72,Dublin,Shamrock R,Bohemians,2005,Irish
