,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,,Keith  Gallagher,G,,,,,,Bohemians,2006,Irish
2,,Matt Gregg,G,"5'11""",12 00,30-11-78,Cheltenham,Bray W,Bohemians,2006,Irish
3,,Stephen O'Brien,G,"5'06""",12  01,18-01-71,Dublin,Longford T,Bohemians,2006,Irish
4,,Des Byrne,D,"6'01""",12 07,10-04-81,Dublin,St Patrick's Ath,Bohemians,2006,Irish
5,,Aidan Collins,D,"6'02""",11 09,22-03-84,Dublin,None,Bohemians,2006,Irish
6,,Barry Ferguson,D,"6'03""",13 00,07-09-79,Dublin,Longford T,Bohemians,2006,Irish
7,,Thomas Heary,D,"5'10""",10 06,14-02-79,Dublin,Huddersfield T,Bohemians,2006,Irish
8,,James  Lee,D,,,,,,Bohemians,2006,Irish
9,,Jason McGuinness,D,"6'04""",12  06,08-08-82,Dublin,Shamrock R,Bohemians,2006,Irish
10,,Niall  O'Reilly,D,"5'10""",12  01,12-04-87,Dublin,Belvedere,Bohemians,2006,Irish
11,,Conor Powell,D,"5'10""",,26-08-87,Dublin,Belvedere,Bohemians,2006,Irish
12,,Cathal  Brady,M,"5'10""",,17-02-87,Kilkenny,Home  Farm,Bohemians,2006,Irish
13,,Stephen Caffrey,M,"6'01""",13  00,09-12-75,Dublin,St  Patrick's Ath,Bohemians,2006,Irish
14,,Mark Duggan,M,"5'08""",11  02,22-09-86,Dublin,None,Bohemians,2006,Irish
15,,Shane Fitzgerald,M,"5'11""",,12-01-87,Dublin,Belvedere,Bohemians,2006,Irish
16,,Fergal Harkin,M,"5'09""",11  02,26-11-76,Ballyliffan,Finn Harps,Bohemians,2006,Irish
17,,Mark  Healy,M,,,,,,Bohemians,2006,Irish
18,,Kevin Hunt,M,"5'11""",11 00,04-07-75,Chatham,Hong Kong R,Bohemians,2006,Irish
19,,John Paul Kelly,M,"5'10""",12  01,16-06-87,Dublin,Liverpool,Bohemians,2006,Irish
20,,Mark Leech,M,"5'11""",11  00,09-12-85,Dublin,Drogheda  U,Bohemians,2006,Irish
21,,Mick  Mooney,M,,,,,,Bohemians,2006,Irish
22,,Stephen Rice,M,"5'09""",10  12,06-10-84,Dublin,Shelbourne,Bohemians,2006,Irish
23,,Mark Sheridan,M,,,,,Huddersfield T,Bohemians,2006,Irish
