,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
3,3,Kieran Gibbs,ENG,D,1.80,70,26-09-89,Lambeth,None,Arsenal,2015,English
4,4,Per Mertesacker,GER,D,1.98,90,29-09-84,Hannover,Werder Bremen,Arsenal,2015,English
5,5,Gabriel Paulista,BRA,D,1.85,72,26-11-90,São Paulo,Villarreal,Arsenal,2015,English
6,6,Laurent Koscielny,FRA,D,1.86,75,10-09-85,Tulle,Lorient,Arsenal,2015,English
7,7,Tomá Rosický,CZE,M,1.78,67,04-10-80,Prague,Borussia Dortmund,Arsenal,2015,English
8,8,Mikel Arteta,ESP,M,1.75,69,26-03-82,San Sebastián,Everton,Arsenal,2015,English
10,10,Jack Wilshere,ENG,M,1.70,65,01-01-92,Stevenage,None,Arsenal,2015,English
11,11,Mesut Özil,GER,M,1.82,73,15-10-88,Gelsenkirchen,Real Madrid,Arsenal,2015,English
12,12,Olivier Giroud,FRA,F,1.92,88,30-09-86,Chambéry,Montpellier,Arsenal,2015,English
13,13,David Ospina,COL,G,1.81,76,31-08-88,Medellín,Nice,Arsenal,2015,English
14,14,Theo Walcott,ENG,F,1.75,68,16-03-89,Stanmore,Southampton,Arsenal,2015,English
15,15,Alex Oxlade-Chamberlain,ENG,M,1.80,70,15-08-93,Portsmouth,Southampton,Arsenal,2015,English
16,16,Aaron Ramsey,WAL,M,1.78,76,26-12-90,Caerphilly,Cardiff C,Arsenal,2015,English
17,17,Alexis Sánchez,CHI,F,1.68,62,19-12-88,Tocopilla,Barcelona,Arsenal,2015,English
18,18,Nacho Monreal,ESP,D,1.78,72,26-02-86,Pamplona,Málaga,Arsenal,2015,English
19,19,Santi Cazorla,ESP,M,1.68,66,13-12-84,Lugo de Llanera,Málaga,Arsenal,2015,English
20,20,Mathieu Flamini,FRA,M,1.78,67,07-03-84,Marseille,Milan,Arsenal,2015,English
21,21,Calum Chambers,ENG,D,1.82,66,20-01-95,Petersfield,Southampton,Arsenal,2015,English
23,23,Danny Welbeck,ENG,F,1.85,73,26-11-90,Manchester,Manchester U,Arsenal,2015,English
24,24,Héctor Bellerín,ESP,D,1.77,74,19-03-95,Barcelona,Barcelona,Arsenal,2015,English
27,27,Serge Gnabry,GER,M,1.73,73,14-07-95,Stuttgart,Stuttgart,Arsenal,2015,English
28,28,Joel Campbell,CRC,F,1.78,70,26-06-92,San José [CRC],Deportivo Saprissa,Arsenal,2015,English
33,33,Petr Čech,CZE,G,1.96,90,20-05-82,Plzeň,Chelsea,Arsenal,2015,English
34,34,Francis Coquelin,FRA,M,1.78,73,13-05-91,Laval,Laval,Arsenal,2015,English
35,35,Mohamed Elneny,EGY,M,1.80,70,11-07-92,Mahalla,Basel,Arsenal,2015,English
36,36,Ismaël Bennacer,FRA,M,1.75,70,01-12-97,Arles,Arles-Avignon,Arsenal,2015,English
37,37,Krystian Bielik,POL,M,1.89,78,04-01-98,Konin,Legia Warszawa,Arsenal,2015,English
38,38,Dan Crowley,ENG,M,1.75,68,03-07-97,Coventry,Aston Villa,Arsenal,2015,English
39,39,Kristopher da Graca,SWE,D,1.90,72,16-01-98,Bergsjön,Hisingsbacka FC,Arsenal,2015,English
41,42,Kaylen Hinds,ENG,F,1.85,68,28-01-98,Brent,Leyton Orient,Arsenal,2015,English
42,43,Ryan Huddart,ENG,G,1.96,94,06-03-97,Broadstairs,Charlton Ath,Arsenal,2015,English
43,44,Dejan Iliev,MKD,G,1.95,87,25-02-95,Strumica,Belasica,Arsenal,2015,English
44,45,Alex Iwobi,NGA,M,1.80,75,03-05-96,Lagos,None,Arsenal,2015,English
45,46,Chiori Johnson,ENG,D,,,05-10-97,Lewisham,None,Arsenal,2015,English
46,48,Hugo Keto,FIN,G,1.91,70,09-02-98,Helsinki,HJK Helsinki,Arsenal,2015,English
47,49,Matt Macey,ENG,G,1.98,81,09-09-94,Bristol,Bristol R,Arsenal,2015,English
48,50,Stephy Mavididi,ENG,F,1.82,71,31-05-98,Derby,None,Arsenal,2015,English
49,51,Tafari Moore,ENG,D,1.73,66,05-07-97,Brent,None,Arsenal,2015,English
50,52,Stefan OConnor,ENG,D,1.86,78,23-01-97,Croydon,None,Arsenal,2015,English
