,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Manuel  Almunia,ESP,G,1.91,86,16-05-77,Pamplona,Celta  Vigo,Arsenal,2009,English
2,2,Abou Diaby,FRA,M,1.88,75,11-05-86,Paris,Auxerre,Arsenal,2009,English
3,3,Bacary  Sagna,FRA,D,1.76,72,14-02-83,Sens,Auxerre,Arsenal,2009,English
4,4,Cesc Fàbregas,ESP,M,1.77,69,04-05-87,Arenys  de Mar,Barcelona,Arsenal,2009,English
5,5,Thomas Vermaelen,BEL,D,1.82,75,14-11-85,Kapellen,Ajax,Arsenal,2009,English
7,7,Tomá  Rosický,CZE,M,1.78,67,04-10-80,Prague,Borussia Dortmund,Arsenal,2009,English
8,8,Samir  Nasri,FRA,M,1.77,75,26-06-87,Marseille,Marseille,Arsenal,2009,English
9,9,Eduardo,CRO,F,1.77,70,25-02-83,Rio de Janeiro,Dinamo Zagreb,Arsenal,2009,English
10,10,William Gallas,FRA,D,1.83,72,17-08-77,Asnieres,Chelsea,Arsenal,2009,English
11,11,Robin  van Persie,NED,F,1.83,71,06-08-83,Rotterdam,Feyenoord,Arsenal,2009,English
12,12,Carlos  Vela,MEX,F,1.76,72,01-03-89,Cancún,Guadalajara,Arsenal,2009,English
14,14,Theo Walcott,ENG,F,1.75,68,16-03-89,Stanmore,Southampton,Arsenal,2009,English
15,15,Denílson,BRA,M,1.78,68,16-02-88,São Paulo,São Paulo,Arsenal,2009,English
16,16,Aaron Ramsey,WAL,M,1.78,76,26-12-90,Caerphilly,Cardiff C,Arsenal,2009,English
17,17,Alexandre  Song,CMR,M,1.84,76,09-09-87,Douala,Bastia,Arsenal,2009,English
18,18,Mikaël Silvestre,FRA,D,1.84,82,09-08-77,Chambray-Les-Tours,Manchester U,Arsenal,2009,English
20,20,Johan  Djourou,SUI,D,1.91,83,18-01-87,Abidjan,Etoile-Carouge,Arsenal,2009,English
21,21,Łukasz Fabiański,POL,G,1.90,84,18-04-85,Kostrzyn nad Odrą,Legia Warszawa,Arsenal,2009,English
22,22,Gaël  Clichy,FRA,D,1.81,72,26-07-85,Toulouse,Cannes,Arsenal,2009,English
23,23,Andrey Arshavin,RUS,M,1.72,71,29-05-81,St.  Petersburg,Zenit St. Petersburg,Arsenal,2009,English
24,24,Vito  Mannone,ITA,G,1.94,73,02-03-88,Desio,Atalanta,Arsenal,2009,English
27,27,Emmanuel Eboué,CIV,D,1.78,72,04-06-83,Abidjan,Beveren,Arsenal,2009,English
28,28,Kieran Gibbs,ENG,D,1.80,70,26-09-89,Lambeth,None,Arsenal,2009,English
30,30,Armand  Traoré,FRA,D,1.85,82,08-10-89,Paris,Monaco,Arsenal,2009,English
31,31,Sol Campbell,ENG,D,1.88,88,18-09-74,Newham,Notts Co,Arsenal,2009,English
32,32,Fran  Mérida,ESP,M,1.75,70,04-03-90,Barcelona,Barcelona,Arsenal,2009,English
33,33,Nacer  Barazite,NED,M,1.88,83,27-05-90,Arnhem,NEC Nijmegen,Arsenal,2009,English
34,34,Kyle Bartley,ENG,D,1.80,70,22-05-91,Manchester,Bolton W,Arsenal,2009,English
35,35,Francis  Coquelin,FRA,M,1.78,73,13-05-91,Laval,Laval,Arsenal,2009,English
36,36,Thomas Cruise,ENG,D,1.85,80,09-03-91,Islington,None,Arsenal,2009,English
37,37,Craig Eastmond,ENG,D,1.83,75,09-12-90,Wandsworth,None,Arsenal,2009,English
38,38,Jay  Emmanuel-Thomas,ENG,M,1.75,72,27-12-90,Forest Gate,None,Arsenal,2009,English
39,39,Cédric Evina,FRA,D,1.80,80,16-11-91,,None,Arsenal,2009,English
40,40,Luke Freeman,ENG,F,1.83,64,22-03-92,Dartford,Gillingham,Arsenal,2009,English
41,41,Emmanuel Frimpong,ENG,M,1.83,83,10-01-92,Accra,None,Arsenal,2009,English
42,42,Kerrea Gilbert,ENG,D,1.75,71,28-02-87,Hammersmith,None,Arsenal,2009,English
43,43,Conor Henderson,IRL,M,1.85,76,08-09-91,Sidcup,None,Arsenal,2009,English
44,45,Henri  Lansbury,ENG,M,1.83,85,12-10-90,Enfield,None,Arsenal,2009,English
45,46,Luke Ayling,ENG,D,1.83,72,25-08-91,Lambeth,None,Arsenal,2009,English
46,47,Rhys  Murphy,ENG,F,1.86,76,06-11-90,Shoreham-by-Sea,None,Arsenal,2009,English
47,49,James Shea,ENG,G,1.80,76,16-06-91,Islington,None,Arsenal,2009,English
48,51,Gilles Sunu,FRA,F,1.80,70,30-03-91,Châteauroux,Châteauroux,Arsenal,2009,English
49,52,Nicklas  Bendtner,DEN,F,1.92,83,16-01-88,Copenhagen,FC  København,Arsenal,2009,English
50,54,Sanchez Watt,ENG,M,1.80,76,14-02-91,Hackney,None,Arsenal,2009,English
1,1,Brad  Friedel,USA,G,1.88,91,18-05-71,Lakewood,Blackburn R,Aston Villa,2009,English
2,2,Luke Young,ENG,D,1.83,78,19-07-79,Harlow,Middlesbrough,Aston Villa,2009,English
3,3,Wilfred Bouma,NED,D,1.79,83,15-06-78,Helmond,PSV  Eindhoven,Aston Villa,2009,English
4,4,Steve Sidwell,ENG,M,1.78,70,14-12-82,Wandsworth,Chelsea,Aston Villa,2009,English
5,5,Richard Dunne,IRL,D,1.88,95,21-09-79,Dublin,Manchester C,Aston Villa,2009,English
6,6,Stewart Downing,ENG,M,1.80,64,22-07-84,Middlesbrough,Middlesbrough,Aston Villa,2009,English
7,7,Ashley Young,ENG,M,1.75,65,09-07-85,Stevenage,Watford,Aston Villa,2009,English
8,8,James  Milner,ENG,M,1.70,67,04-01-86,Wortley,Newcastle U,Aston Villa,2009,English
9,9,Marlon Harewood,ENG,F,1.85,85,25-08-79,Hampstead,West Ham U,Aston Villa,2009,English
10,10,John Carew,NOR,F,1.93,88,05-09-79,Lørenskog,Lyon,Aston Villa,2009,English
11,11,Gabriel  Agbonlahor,ENG,F,1.80,79,13-10-86,Birmingham,None,Aston Villa,2009,English
12,12,Marc Albrighton,ENG,M,1.75,67,18-11-89,Tamworth,None,Aston Villa,2009,English
14,14,Nathan Delfouneso,ENG,F,1.86,78,02-02-91,Birmingham,None,Aston Villa,2009,English
15,15,Curtis Davies,ENG,D,1.88,76,15-03-85,Waltham Forest,WBA,Aston Villa,2009,English
16,16,Fabian Delph,ENG,M,1.74,60,21-11-89,Bradford,Leeds U,Aston Villa,2009,English
