,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Jimmy Nielsen,G,"6'03""",14 02,06-08-77,Aalborg,Millwall,Aalborg,2005,Danish
2,2,Michael Jakobsen,D,"6'01""",12 08,02-01-86,Copenhagen,PSV Eindhoven,Aalborg,2005,Danish
4,4,Danny Califf,D,6'01'',12 07,17-03-80,Montclair,San Jose Earthquakes,Aalborg,2005,Danish
5,5,Jón Rói Jacobsen,D,"6'01""",11 07,07-04-83,,Frem,Aalborg,2005,Danish
7,7,Mattias Lindström,M,"6'00""",12 01,18-04-80,,Helsingborg,Aalborg,2005,Danish
8,8,Fredrik Winsnes,M,"5'08""",11 07,28-12-75,Trondheim,Rosenborg,Aalborg,2005,Danish
9,9,Thomas Augustinussen,F,"6'04""",13 03,20-03-81,Svendborg,Aabybro,Aalborg,2005,Danish
11,11,Poul Hübertz,F,"6'05""",14 09,21-09-76,,Herfølge,Aalborg,2005,Danish
14,14,Jeppe Curth,F,"5'10""",11 11,21-03-84,Hillerød,Feyenoord,Aalborg,2005,Danish
16,16,Allan Olesen,D,"5'10""",11 00,25-01-74,Hoje-Taastrup,St-Etienne,Aalborg,2005,Danish
17,17,Artim Sakiri,M,"6'00""",11 07,23-09-73,Struga,WBA,Aalborg,2005,Danish
18,18,Cacá,M,"5'10""",10 10,09-10-82,Belo Horizente,Atlético Mineiro,Aalborg,2005,Danish
19,19,Súni Olsen,D,"5'11""",12 04,07-03-81,Tórshavn,FC Zwolle,Aalborg,2005,Danish
20,20,Simon Bræmer,F,"5'09""",12 11,19-03-84,,Hjørring,Aalborg,2005,Danish
21,21,Kasper Risgård,M,"6'00""",11 11,04-01-83,,FC Nordsjælland,Aalborg,2005,Danish
22,22,Rasmus Würtz,D,"5'10""",10 10,18-09-83,Skive,Skive,Aalborg,2005,Danish
23,23,Thomas Enevoldsen,M,"5'11""",11 09,27-06-87,,None,Aalborg,2005,Danish
24,24,Jens-Kristian Sørensen,M,"6'02""",10 10,21-03-87,,None,Aalborg,2005,Danish
25,25,Daniel Hoch,F,"5'10""",11 07,11-05-79,,AIK,Aalborg,2005,Danish
27,27,Patrick Kristensen,F,"5'08""",10 10,28-04-87,,None,Aalborg,2005,Danish
28,28,Casper Jacobsen,G,"6'03""",14 05,12-07-79,Viborg,Hobro,Aalborg,2005,Danish
30,30,Kenneth Stenild-Nielsen,G,"6'02""",12 04,11-09-87,,None,Aalborg,2005,Danish
36,36,Thomas Kortegaard,D,"5'10""",11 00,02-08-84,,FC Nordsjælland,Aalborg,2005,Danish
1,1,Steffen Rasmussen,G,"5'11""",13 05,30-09-82,Stenvad,Grenå IF,Aarhus,2005,Danish
2,2,Richard Henriksson,D,"6'03""",13 10,05-10-83,,Brommapojkarna,Aarhus,2005,Danish
3,3,Roger Risholt,M,"5'10""",11  05,10-04-79,Arendal,Fredrikstad,Aarhus,2005,Danish
4,4,Thomas Hansen,D,"6'02""",12 00,18-01-83,,Brøndby,Aarhus,2005,Danish
5,5,Jacob Rasmussen,D,"6'04""",13 12,03-08-74,Horsens,FC Nordsjælland,Aarhus,2005,Danish
6,6,Shane Cansdell-Sherriff,D,"6'00""",11 12,10-11-82,Sydney,Leeds U,Aarhus,2005,Danish
7,7,Lars Pleidrup,M,"5'10""",10 10,13-08-81,,Lolland-Falster Alliancen,Aarhus,2005,Danish
8,8,Jesper Sørensen,D,"5'10""",11 05,10-06-73,Århus,AB København,Aarhus,2005,Danish
9,9,Thomas Lindrup,M,"6'00""",12 04,21-05-76,,Odense,Aarhus,2005,Danish
10,10,Peter Foldgast,F,"6'00""",12 06,03-12-79,Copenhagen,RW Essen,Aarhus,2005,Danish
11,11,Christer George,F,"5'10""",13 01,11-08-79,Oslo,Rosenborg,Aarhus,2005,Danish
13,13,Henrik Bundgaard,G,"6'02""",12 13,20-03-75,,Brabrand,Aarhus,2005,Danish
14,14,Jimmy Høyer,M,"5'09""",12 04,08-01-78,,Aarhus Fremad,Aarhus,2005,Danish
15,15,Jesper Jørgensen,F,"6'00""",12 13,10-03-86,,Frem,Aarhus,2005,Danish
16,16,Mads Frost,M,"5'11""",11 07,06-04-83,,Aarhus Fremad,Aarhus,2005,Danish
17,17,Tobias Grahn,F,"6'01""",12 11,15-03-80,Karlskrona,Malmö,Aarhus,2005,Danish
19,19,Jens Gjesing,D,,,13-01-86,,None,Aarhus,2005,Danish
20,20,Danilo Arrieta,M,"5'07""",10 08,10-02-87,,Valencia,Aarhus,2005,Danish
21,21,Kasper Kure,D,"6'01""",11 05,20-07-82,,None,Aarhus,2005,Danish
22,22,Cheikh Sarr,D,,,15-03-87,,Lyngby,Aarhus,2005,Danish
23,23,Peter Graulund,F,"5'09""",11 09,20-09-76,,Helsingborg,Aarhus,2005,Danish
24,24,Jonny Hanssen,M,"5'11""",12 04,13-12-72,,Lyn,Aarhus,2005,Danish
25,25,Tuomas Aho,D,"6'02""",13 08,27-05-81,,MyPa,Aarhus,2005,Danish
26,26,Martin Mikkelsen,M,,,20-04-86,,Vejlby,Aarhus,2005,Danish
27,27,Anders Kure,D,"6'01""",12 00,12-09-85,,None,Aarhus,2005,Danish
30,30,Navid Dayyani,D,,,17-02-87,,None,Aarhus,2005,Danish
31,31,Richard Henriksson,D,"6'03""",13 10,05-10-83,,Brommapojkarna,Aarhus,2005,Danish
32,32,Lasse Borg,G,"5'11""",12 01,02-05-86,,None,Aarhus,2005,Danish
33,33,Morten Hyldgaard,G,"6'06""",14 00,26-01-78,Harning,Esbjerg,Aarhus,2005,Danish
34,34,Anders Kaagh,F,,,18-07-86,,Viborg,Aarhus,2005,Danish
35,35,Kristian Kaagh,M,"6'03""",12 06,18-07-86,,Viborg,Aarhus,2005,Danish
1,1,Karim Zaza,G,"6'00""",12 06,09-01-75,,Odense,Brøndby,2005,Danish
3,3,Thomas Rytter,D,5'11'',11 09,06-01-74,Copenhagen,Wolfsburg,Brøndby,2005,Danish
4,4,Per Nielsen,D,"6'03""",13 08,15-10-73,,None,Brøndby,2005,Danish
5,5,Dan Anton Johansen,D,"5'08""",12 00,13-08-79,,None,Brøndby,2005,Danish
6,6,Marcus Lantz,M,5'10'',11 00,23-10-75,Kristianstad,Hansa Rostock,Brøndby,2005,Danish
7,7,Kasper Lorentzen,F,"5'11""",11 09,19-11-85,,Rosenhøj,Brøndby,2005,Danish
8,8,Kim Daugaard,M,"5'10""",11 07,29-07-74,,Herfølge,Brøndby,2005,Danish
9,9,Martin Retov,M,"5'10""",12 13,05-05-80,,Køge,Brøndby,2005,Danish
10,10,Martin Ericsson,M,"5'10""",12 00,04-09-80,,Aalborg,Brøndby,2005,Danish
11,11,Kaspar Dalgas,F,"5'10""",11 05,11-05-76,,Odense,Brøndby,2005,Danish
