,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Karim Zaza,MAR,G,1.85,79,09-01-75,Rabat,RW Essen,Aalborg,2009,Danish
2,2,Michael Jakobsen,DEN,D,1.85,81,02-01-86,Copenhagen,PSV Eindhoven,Aalborg,2009,Danish
3,3,Kjetil Wæhler,NOR,D,1.83,78,16-03-76,Oslo,Vålerenga,Aalborg,2009,Danish
5,5,Kenneth  Emil Petersen,DEN,D,1.87,83,15-01-85,Copenhagen,Horsens,Aalborg,2009,Danish
6,6,Louay Chanko,SYR,M,1.73,70,29-11-79,Södertälje,Hammarby IF,Aalborg,2009,Danish
7,7,Anders  Due,DEN,F,1.77,68,17-03-82,Nykobing,Vitesse,Aalborg,2009,Danish
8,8,Andreas Johansson,SWE,M,1.79,76,05-07-78,Vanersborg,Wigan Ath,Aalborg,2009,Danish
10,10,Jeppe  Curth,DEN,F,1.78,75,21-03-84,Hillerød,Feyenoord,Aalborg,2009,Danish
11,11,Daniel Fredheim Holm,NOR,F,1.80,77,30-07-85,Oslo,Vålerenga,Aalborg,2009,Danish
14,14,Rasmus  Würtz,DEN,M,1.79,68,18-09-83,Skive,FC København,Aalborg,2009,Danish
15,15,Dennis Marshall,CRC,D,1.89,73,09-08-85,Limón,CS Herediano,Aalborg,2009,Danish
16,16,Kasper Bøgelund,DEN,D,1.80,74,08-10-80,Odense,B Mönchengladbach,Aalborg,2009,Danish
17,17,Chris  Rolfe,USA,F,1.73,66,17-01-83,"Kettering,  OH",Chicago Fire,Aalborg,2009,Danish
19,19,Marcus Tracy,USA,F,1.85,77,02-10-86,Chestnut Hill,Wake Forest Univ,Aalborg,2009,Danish
20,20,Henrik Dalsgaard,DEN,F,1.89,79,27-07-89,Roum,Møldrup/Tostrup,Aalborg,2009,Danish
24,24,Jens-Kristian  Sørensen,DEN,M,1.88,80,21-03-87,Aalborg,None,Aalborg,2009,Danish
25,25,Michael Sten,DEN,M,,,14-08-90,,Brønderslev,Aalborg,2009,Danish
26,26,Jakob Ahlmann,DEN,D,1.79,70,18-01-91,Aalborg,FC Midtjylland,Aalborg,2009,Danish
27,27,Patrick Kristensen,DEN,D,1.73,68,28-04-87,Silkeborg,None,Aalborg,2009,Danish
28,28,Nicklas Helenius Jensen,DEN,F,,,08-05-91,,None,Aalborg,2009,Danish
29,29,Abbas Hassan,SWE,G,1.97,97,10-05-85,Monrovia,IF Elfsborg,Aalborg,2009,Danish
30,30,Mathias Wichmann,DEN,M,1.80,82,06-08-91,Gug,None,Aalborg,2009,Danish
31,31,Lasse Nielsen,DEN,D,1.85,74,08-01-88,Aalborg,Nästved,Aalborg,2009,Danish
32,32,Ronnie Schwartz,DEN,F,1.83,74,29-08-89,Ulsted,None,Aalborg,2009,Danish
33,33,Tobias Ørtoft,DEN,D,,,14-07-91,,Hjørring,Aalborg,2009,Danish
36,36,Daniel Christensen,DEN,M,1.72,69,19-09-88,,None,Aalborg,2009,Danish
39,39,Simon Enevoldsen,DEN,G,,,03-11-91,,None,Aalborg,2009,Danish
1,1,Steffen Rasmussen,DEN,G,1.80,85,30-09-82,Stenvad,Grenå IF,Aarhus,2009,Danish
2,2,Frederik Krabbe,DEN,D,1.83,79,10-03-88,Aabyhøj,None,Aarhus,2009,Danish
3,3,Mark  Howard,ENG,D,1.86,80,29-01-86,Manchester,Brøndby,Aarhus,2009,Danish
4,4,Kim Madsen,DEN,D,1.88,84,13-02-78,Roskilde,Hansa Rostock,Aarhus,2009,Danish
5,5,Anders Nielsen,DEN,D,1.82,77,28-09-86,,Næstved,Aarhus,2009,Danish
