,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Nicolai Larsen,DEN,G,1.90,83,09-03-91,,Lyngby,Aalborg,2011,Danish
2,2,Patrick Kristensen,DEN,D,1.73,68,28-04-87,Silkeborg,None,Aalborg,2011,Danish
4,4,Lasse Nielsen,DEN,D,1.85,74,08-01-88,Aalborg,Nästved,Aalborg,2011,Danish
5,5,Kenneth Emil Petersen,DEN,D,1.87,83,15-01-85,Copenhagen,Horsens,Aalborg,2011,Danish
7,7,Anders Due,DEN,F,1.77,68,17-03-82,Nykobing,Vitesse,Aalborg,2011,Danish
8,8,Rasmus Würtz,DEN,M,1.79,68,18-09-83,Skive,FC København,Aalborg,2011,Danish
9,9,Thomas Augustinussen,DEN,F,1.92,84,20-03-81,Svendborg,Red Bull Salzburg,Aalborg,2011,Danish
10,10,Jeppe Curth,DEN,F,1.78,75,21-03-84,Hillerød,Feyenoord,Aalborg,2011,Danish
11,11,Nicklas Helenius,DEN,F,1.95,83,08-05-91,Svenstrup,None,Aalborg,2011,Danish
14,14,Mathias Wichmann,DEN,M,1.80,82,06-08-91,Gug,None,Aalborg,2011,Danish
15,15,Pól Jóhannus Justinussen,FRO,D,1.90,,13-01-89,Runavík,Valur,Aalborg,2011,Danish
16,16,Kasper Bøgelund,DEN,D,1.80,74,08-10-80,Odense,B Mönchengladbach,Aalborg,2011,Danish
18,18,Lucas Andersen,DEN,M,1.85,72,13-09-94,Aalborg,None,Aalborg,2011,Danish
20,20,Henrik Dalsgaard,DEN,F,1.89,79,27-07-89,Roum,Møldrup/Tostrup,Aalborg,2011,Danish
21,21,Nicholas Gotfredsen,DEN,D,1.85,78,05-02-89,Brøndby Strand,Aarhus Fremad,Aalborg,2011,Danish
22,22,Carsten Christensen,DEN,G,1.89,86,28-08-86,Vejen,Fredericia,Aalborg,2011,Danish
23,23,Nikolaj Thomsen,DEN,M,1.80,75,08-05-93,Skagen,None,Aalborg,2011,Danish
26,26,Jakob Ahlmann,DEN,D,1.79,70,18-01-91,Aalborg,FC Midtjylland,Aalborg,2011,Danish
29,29,Rolf Toft,DEN,F,1.81,74,04-08-92,Hjørring,None,Aalborg,2011,Danish
30,30,Kayke,BRA,F,1.82,72,01-04-88,Brasília,Vila Nova,Aalborg,2011,Danish
33,33,Kasper Kusk,DEN,M,1.80,67,10-11-91,Aalborg,None,Aalborg,2011,Danish
1,1,Steffen Rasmussen,DEN,G,1.80,85,30-09-82,Stenvad,Grenå IF,Aarhus,2011,Danish
3,3,Mark Howard,ENG,D,1.86,80,29-01-86,Manchester,Brøndby,Aarhus,2011,Danish
4,4,Atle Roar Håland,DEN,D,1.87,81,26-07-77,Kvinesdal,Odense,Aarhus,2011,Danish
6,6,Adam Eckersley,ENG,D,1.80,76,07-09-85,Salford,Horsens,Aarhus,2011,Danish
7,7,Stephan Petersen,DEN,M,1.87,79,15-11-85,Frederiksberg,FC Nordsjælland,Aarhus,2011,Danish
8,8,Hjalte Bo Norregaard,DEN,M,1.82,75,08-04-81,Copenhagen,FC København,Aarhus,2011,Danish
9,9,Søren Berg,DEN,F,1.85,80,15-05-76,Odense,Randers,Aarhus,2011,Danish
10,10,Martin Jørgensen,DEN,M,1.80,76,06-10-75,Orstad,Fiorentina,Aarhus,2011,Danish
11,11,Peter Graulund,DEN,F,1.75,74,20-09-76,Brørup,Helsingborgs IF,Aarhus,2011,Danish
14,14,Søren Larsen,DEN,F,1.94,90,06-09-81,Køge,Toulouse,Aarhus,2011,Danish
15,15,Morten Moldskred,NOR,M,1.76,75,13-06-80,Ålesund,Rosenborg,Aarhus,2011,Danish
16,16,Jens Jønsson,DEN,D,1.82,78,10-01-93,Aarhus,None,Aarhus,2011,Danish
17,17,Osama Akharraz,MAR,F,1.75,67,26-11-90,Copenhagen,Brøndby,Aarhus,2011,Danish
18,18,Arthur Sorin,FRA,D,1.83,73,01-11-85,Laval,Kalmar FF,Aarhus,2011,Danish
20,20,Aron Jóhannsson,ISL,F,1.84,70,10-11-90,Mobile,Fjölnir,Aarhus,2011,Danish
21,21,Jerry Lucena,DEN,M,1.76,68,11-08-80,Esbjerg,Esbjerg,Aarhus,2011,Danish
22,22,Davit Skhirtladze,GEO,M,1.87,79,16-03-93,Tbilisi,None,Aarhus,2011,Danish
23,23,Emil Ousager,DEN,G,1.89,85,19-07-87,Virum,Odense,Aarhus,2011,Danish
24,24,Giorgi Diasamidze,GEO,M,1.87,75,08-05-92,,None,Aarhus,2011,Danish
25,25,Kasper Povlsen,DEN,M,1.82,74,26-09-89,,None,Aarhus,2011,Danish
