,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Eugene Galeković,AUS,G,1.86,91,12-06-81,Melbourne,Melbourne Victory,Adelaide United,2012,Australian
2,2,Osama Malik,AUS,M,1.85,73,30-09-90,Adelaide,North Queensland Fury,Adelaide United,2012,Australian
3,3,Nigel Boogaard,AUS,D,1.88,88,14-08-86,Sydney,Central Coast Mariners,Adelaide United,2012,Australian
4,4,Jonathan McKain,AUS,D,1.86,83,21-09-82,Brisbane,Al-Nassr,Adelaide United,2012,Australian
5,5,Iain Fyfe,AUS,D,1.85,83,03-04-82,Adelaide,Busan I'Park,Adelaide United,2012,Australian
6,6,Cassio,BRA,D,1.68,71,08-01-80,Rio de Janeiro,Atlético Goianense,Adelaide United,2012,Australian
8,8,Marcelo Carrusca,ARG,M,1.80,73,09-01-83,La Plata,Galatasaray,Adelaide United,2012,Australian
10,10,Dario Vidoić,AUS,M,1.85,75,08-04-87,Osijek,Nürnberg,Adelaide United,2012,Australian
11,11,Bruce Djite,AUS,F,1.84,84,25-03-87,"Washington, DC",Gold Coast U,Adelaide United,2012,Australian
12,12,Antony Golec,AUS,D,1.91,85,29-05-90,Sydney,Sydney FC,Adelaide United,2012,Australian
13,13,Teeboy Kamara,AUS,F,1.66,71,18-05-96,,AIS,Adelaide United,2012,Australian
14,14,Cameron Watson,AUS,M,1.82,78,31-05-87,Melbourne,Oakleigh Cannons,Adelaide United,2012,Australian
15,15,Jacob Melling,AUS,M,1.74,72,04-04-95,Adelaide,AIS,Adelaide United,2012,Australian
16,16,Daniel Bowles,AUS,D,1.89,75,19-10-91,Melbourne,Gold Coast U,Adelaide United,2012,Australian
17,17,Iain Ramsay,AUS,M,1.80,78,27-02-88,Sydney,Sydney FC,Adelaide United,2012,Australian
18,18,Fabian Barbiero,AUS,M,1.76,72,02-05-84,Adelaide,MetroStars,Adelaide United,2012,Australian
19,19,Jake Barker-Daish,AUS,M,1.79,74,07-05-93,Melbourne,Gold Coast U,Adelaide United,2012,Australian
20,20,Paul Izzo,AUS,G,1.83,80,06-01-95,Adelaide,AIS,Adelaide United,2012,Australian
21,21,Jerónimo Morales Neumann,ARG,F,1.72,70,03-06-86,Godoy Cruz,Independiente Rivadavia,Adelaide United,2012,Australian
22,22,Fabio Ferreira,POR,M,1.78,69,03-05-89,Barreiro,Dulwich Hill,Adelaide United,2012,Australian
23,23,Evan Kostopoulos,AUS,F,1.82,73,07-05-90,Adelaide,None,Adelaide United,2012,Australian
24,24,Awer Mabil,AUS,M,1.79,65,15-09-95,Kakuma,Campbelltown C,Adelaide United,2012,Australian
25,25,Tomi Jurić,AUS,F,1.89,83,22-07-91,Sydney,Inter Zapreić,Adelaide United,2012,Australian
30,30,John Hall,AUS,G,1.95,83,23-10-94,Adelaide,None,Adelaide United,2012,Australian
1,1,Michael Theo,AUS,G,1.86,93,11-02-81,Melbourne,Norwich C,Brisbane Roar,2012,Australian
2,2,Matthew Smith,AUS,D,1.80,73,15-10-82,Chichester,Brisbane Strikers,Brisbane Roar,2012,Australian
3,3,Shane Stefanutto,AUS,D,1.77,78,12-01-80,Atherton,North Queensland Fury,Brisbane Roar,2012,Australian
4,4,Matthew Jurman,AUS,D,1.90,84,08-12-89,Wollongong,Sydney FC,Brisbane Roar,2012,Australian
5,5,Ivan Franjić,AUS,D,1.80,77,10-09-87,Melbourne,Oakleigh Cannons,Brisbane Roar,2012,Australian
7,7,Besart Berisha,ALB,F,1.85,76,29-07-85,Pritina,Arminia Bielefeld,Brisbane Roar,2012,Australian
8,8,Massimo Murdocca,AUS,M,1.65,60,02-09-84,Carlton,Fawkner-Whittlesea,Brisbane Roar,2012,Australian
9,9,Stefan Nijland,NED,F,1.87,77,10-08-88,Hoogezand- Sappermeer,PSV Eindhoven,Brisbane Roar,2012,Australian
10,10,Henrique,BRA,M,1.67,62,09-05-85,São Paulo,América Mineiro,Brisbane Roar,2012,Australian
11,11,Ben Halloran,AUS,M,1.80,73,14-06-92,Cairns,Gold Coast U,Brisbane Roar,2012,Australian
12,12,Julius Davies,SLE,F,1.65,64,04-09-94,Monrovia,Melbourne Victory,Brisbane Roar,2012,Australian
13,13,Jade North,AUS,D,1.80,78,07-01-82,Taree,Consadole Sapporo,Brisbane Roar,2012,Australian
14,14,Steven Lustica,AUS,M,1.72,68,12-04-91,Canberra,Hajduk Split,Brisbane Roar,2012,Australian
15,15,James Donachie,AUS,D,1.88,84,14-05-93,Sunnybank,QAS,Brisbane Roar,2012,Australian
16,16,Do Dong-Hyun,KOR,F,1.73,60,19-11-93,,Kyung Hee Univ,Brisbane Roar,2012,Australian
17,17,Mitch Nichols,AUS,M,1.81,75,05-01-89,Southport [AUS],Palm Beach,Brisbane Roar,2012,Australian
18,18,Luke Brattan,AUS,M,1.75,65,08-03-90,Hull,Rochedale R,Brisbane Roar,2012,Australian
19,19,Jack Hingert,AUS,D,1.76,71,26-09-90,London,Dandenong Thunder,Brisbane Roar,2012,Australian
20,20,Matt Acton,AUS,G,1.85,89,03-06-92,Townsville,QAS,Brisbane Roar,2012,Australian
21,21,James Meyer,AUS,M,1.78,71,28-05-86,Sydney,Eastern Suburbs,Brisbane Roar,2012,Australian
22,22,Thomas Broich,GER,M,1.82,76,29-01-81,Munich,Nürnberg,Brisbane Roar,2012,Australian
23,23,Anthony Proia,AUS,F,1.78,78,16-03-94,Fairfield,AIS,Brisbane Roar,2012,Australian
25,25,George Lambadaridis,AUS,M,1.85,69,23-04-92,Melbourne,Club Brugge,Brisbane Roar,2012,Australian
26,26,Corey Brown,AUS,D,1.74,69,07-01-94,Brisbane,AIS,Brisbane Roar,2012,Australian
29,29,Kwame Yeboah,AUS,F,1.82,74,06-06-94,Gold Coast,Gold Coast U,Brisbane Roar,2012,Australian
1,1,Matthew Ryan,AUS,G,1.81,73,08-04-92,Plumpton,Blacktown C,Central Coast Mariners,2012,Australian
2,2,Daniel McBreen,AUS,F,1.85,83,23-04-77,Burnley,Perth Glory,Central Coast Mariners,2012,Australian
3,3,Joshua Rose,AUS,D,1.78,76,16-12-81,Rockhampton,Universitatea Craiova,Central Coast Mariners,2012,Australian
4,4,Pedj Bojić,AUS,D,1.80,75,09-04-84,Sydney,Sutherland Sharks,Central Coast Mariners,2012,Australian
5,5,Zachary Anderson,AUS,M,1.89,88,30-04-91,Ayr [AUS],Gold Coast U,Central Coast Mariners,2012,Australian
6,6,Patrick Zwaanswijk,NED,D,1.90,86,17-01-75,Haarlem,NAC Breda,Central Coast Mariners,2012,Australian
7,7,John Hutchinson,AUS,M,1.79,78,29-12-79,Morwell,Manly U,Central Coast Mariners,2012,Australian
8,8,Adriano Pellegrino,AUS,M,1.70,70,09-06-84,Adelaide,Perth Glory,Central Coast Mariners,2012,Australian
9,9,Bernie Ibini-Isei,AUS,F,1.87,73,12-09-92,Port Harcourt,Blacktown C,Central Coast Mariners,2012,Australian
11,11,Oliver Bozanic,AUS,M,1.83,76,08-01-89,Sydney,Reading,Central Coast Mariners,2012,Australian
12,12,Troy Hearfield,AUS,M,1.80,77,31-10-87,Tamworth [AUS],Wellington Phoenix,Central Coast Mariners,2012,Australian
13,13,Brent Griffiths,AUS,D,1.85,80,24-03-90,Stoke-on-Trent,Wellington Phoenix,Central Coast Mariners,2012,Australian
14,14,Michael McGlinchey,NZL,M,1.75,68,07-01-87,Wellington,Celtic,Central Coast Mariners,2012,Australian
15,15,Brad McDonald,AUS,D,1.71,70,17-02-90,Kudijip,North Queensland Fury,Central Coast Mariners,2012,Australian
16,16,Trent Sainsbury,AUS,D,1.78,61,05-01-92,Perth [AUS],AIS,Central Coast Mariners,2012,Australian
17,17,Anthony Caceres,AUS,M,1.73,67,29-09-92,,Marconi Stallions,Central Coast Mariners,2012,Australian
18,18,Nick Montgomery,SCO,M,1.75,74,28-10-81,Leeds,Sheffield U,Central Coast Mariners,2012,Australian
19,19,Mitchell Duke,AUS,F,1.82,81,18-01-91,Liverpool [AUS],Parramatta Eagles,Central Coast Mariners,2012,Australian
20,20,Justin Pasfield,AUS,G,1.89,78,30-05-85,Wollongong,North Queensland Fury,Central Coast Mariners,2012,Australian
21,21,Mile Sterjovski,AUS,M,1.81,80,27-05-79,Wollongong,Dalian Aerbin,Central Coast Mariners,2012,Australian
23,23,Adam Kwasnik,AUS,F,1.79,76,31-05-83,Penrith [AUS],Wellington Phoenix,Central Coast Mariners,2012,Australian
24,24,Hayden Morton,AUS,D,1.87,70,02-03-94,,Sutherland Sharks,Central Coast Mariners,2012,Australian
29,29,Nicholas Fitzgerald,AUS,F,1.75,69,13-02-92,Wahroonga,Brisbane Roar,Central Coast Mariners,2012,Australian
30,30,David Bradasević,AUS,G,1.85,81,23-08-93,Berlin,APIA Leichhardt Tigers,Central Coast Mariners,2012,Australian
1,1,Clint Bolton,AUS,G,1.88,90,22-08-75,Bundaberg,Sydney FC,Melbourne Heart,2012,Australian
3,3,Cameron Edwards,AUS,M,1.80,66,27-03-92,Sydney,Reading,Melbourne Heart,2012,Australian
4,4,Simon Colosimo,AUS,D,1.83,75,08-01-79,Melbourne,Sydney FC,Melbourne Heart,2012,Australian
5,5,Fred,BRA,F,1.75,70,18-08-79,Belo Horizonte,DC United,Melbourne Heart,2012,Australian
6,6,Patrick Nyema Gerhardt,LBR,D,1.83,78,31-07-85,Bern,eljezničar,Melbourne Heart,2012,Australian
8,8,Matthew Thompson,AUS,D,1.77,78,18-08-82,Sydney,Newcastle U Jets,Melbourne Heart,2012,Australian
9,9,Dylan MacAllister,AUS,F,1.91,92,17-05-82,Sydney,Gold Coast U,Melbourne Heart,2012,Australian
10,10,Josip Tadić,CRO,F,1.87,76,22-08-87,Osijek,Lechia Gdańsk,Melbourne Heart,2012,Australian
11,11,Richard Garcia,AUS,M,1.80,72,04-09-81,Perth [AUS],Hull C,Melbourne Heart,2012,Australian
13,13,Jonathan Germano,ARG,D,1.75,71,01-01-88,San Nicolás,Estudiantes (LP),Melbourne Heart,2012,Australian
14,14,Golgol Mebrahtu,AUS,F,1.82,73,28-08-90,Khartoum,Gold Coast U,Melbourne Heart,2012,Australian
15,15,David Williams,AUS,F,1.74,70,26-02-88,Brisbane,North Queensland Fury,Melbourne Heart,2012,Australian
16,16,Marcel Meeuwis,NED,M,1.73,73,31-10-80,Goirle,VVV Venlo,Melbourne Heart,2012,Australian
