,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Daniel Beltrame,AUS,G,1.90,107,28-12-75,Adelaide,Wollongong Wolves,Adelaide United,2008,Australian
2,2,Robert Cornthwaite,AUS,D,1.97,84,24-10-84,Blackburn,White City Woodville,Adelaide United,2008,Australian
3,3,Alemão,BRA,D,1.82,79,29-11-82,Ituverava,Juventude,Adelaide United,2008,Australian
4,4,Angelo Costanzo,AUS,M,1.83,84,09-05-76,Adelaide,Campbelltown,Adelaide United,2008,Australian
5,5,Michael Valkanis,AUS,D,1.81,79,23-08-74,Melbourne,Adelaide C,Adelaide United,2008,Australian
6,6,Cassio,BRA,D,1.68,71,08-01-80,Rio de Janeiro,Atlético  Goianense,Adelaide United,2008,Australian
7,7,Lucas Pantelis,AUS,M,1.66,66,12-03-82,Adelaide,Parramatta Power,Adelaide United,2008,Australian
8,8,Kristian Sarkies,AUS,M,1.77,76,25-10-86,Melbourne,Melbourne Victory,Adelaide United,2008,Australian
9,9,Paul Agostino,AUS,F,1.84,82,09-06-75,Woodville,1860 Munich,Adelaide United,2008,Australian
10,10,Cristiano,BRA,F,1.75,75,03-06-81,Rio de Janeiro,Willem II,Adelaide United,2008,Australian
13,13,Travis Dodd,AUS,M,1.77,80,06-01-80,Adelaide,Panionios,Adelaide United,2008,Australian
14,14,Scott  Jamieson,AUS,D,1.78,76,13-10-88,Sydney,Bolton  W,Adelaide United,2008,Australian
15,15,Jonas Salley,AUS,D,1.79,76,16-03-82,San-Pédro,Sunshine George Cross,Adelaide United,2008,Australian
16,16,Daniel Mullen,AUS,D,1.85,80,26-10-89,Adelaide,AIS,Adelaide United,2008,Australian
17,17,Isyan Erdoğan,AUS,D,1.75,77,25-09-82,Melbourne,Preston Lions,Adelaide United,2008,Australian
18,18,Fabian Barbiero,AUS,M,1.76,72,02-05-84,Adelaide,MetroStars,Adelaide United,2008,Australian
19,19,Sasa Ognenovski,AUS,D,1.95,95,03-04-79,Melbourne,Queensland  Roar,Adelaide United,2008,Australian
20,20,Eugene Galeković,AUS,G,1.86,91,12-06-81,Melbourne,Melbourne Victory,Adelaide United,2008,Australian
21,21,Jason Spagnuolo,AUS,M,1.73,67,02-08-84,Adelaide,MetroStars,Adelaide United,2008,Australian
22,22,Diego Walsh,BRA,M,1.83,84,08-12-79,Santos,Miami FC,Adelaide United,2008,Australian
24,24,Paul Reid,AUS,M,1.78,68,06-07-79,Sydney,Brighton & HA,Adelaide United,2008,Australian
25,25,Robert Younis,AUS,F,1.86,83,14-08-85,Sydney,APIA Liechhardt,Adelaide United,2008,Australian
27,27,Michael Marrone,AUS,D,1.80,77,27-01-87,Adelaide,Para Hills Knights,Adelaide United,2008,Australian
28,28,Rostyn Griffiths,AUS,M,1.87,86,10-03-88,Stoke-on-Trent,Blackburn R,Adelaide United,2008,Australian
30,30,Mark  Birighitti,AUS,G,1.87,84,17-04-91,Perth,AIS,Adelaide United,2008,Australian
1,1,Matthew Nash,AUS,G,1.83,78,03-04-81,Sydney,APIA Leichhardt,Central Coast Mariners,2008,Australian
2,2,André Gumprecht,GER,M,1.75,78,26-11-74,Jena,Bankstown C,Central Coast Mariners,2008,Australian
4,4,Pedj Bojić,AUS,D,1.80,75,09-04-84,Sydney,Sutherland Sharks,Central Coast Mariners,2008,Australian
5,5,Bradley Porter,AUS,M,1.79,74,19-02-87,Gosford,AIS,Central Coast Mariners,2008,Australian
6,6,David d'Apuzzo,AUS,D,1.80,77,05-09-88,Sydney,APIA Leichhardt,Central Coast Mariners,2008,Australian
7,7,John Hutchinson,AUS,M,1.79,78,29-12-79,Morwell,Manly U,Central Coast Mariners,2008,Australian
8,8,Dean Heffernan,AUS,D,1.86,81,19-05-80,Sydney,Marconi,Central Coast Mariners,2008,Australian
9,9,Nik Mrdja,AUS,F,1.86,87,30-11-78,Perth,AIK,Central Coast Mariners,2008,Australian
10,10,Adrián Cáceres,AUS,M,1.78,84,10-01-82,Buenos Aires,Melbourne  Victory,Central Coast Mariners,2008,Australian
11,11,Dylan MacAllister,AUS,F,1.91,92,17-05-82,Sydney,Lyn,Central Coast Mariners,2008,Australian
12,12,Greg Owens,AUS,M,1.82,82,27-01-81,Bathurst,Adelaide U,Central Coast Mariners,2008,Australian
13,13,Paul O'Grady,AUS,D,1.92,93,06-11-78,Sydney,Marconi,Central Coast Mariners,2008,Australian
15,15,Andrew Clark,AUS,D,1.80,74,24-08-74,Gosford,APIA Leichhardt,Central Coast Mariners,2008,Australian
16,16,Nigel Boogaard,AUS,D,1.88,88,14-08-86,Sydney,Central Coast Lightning,Central Coast Mariners,2008,Australian
17,17,Matthew Osman,AUS,M,1.83,75,29-06-83,Sydney,Penrith Nepean U,Central Coast Mariners,2008,Australian
18,18,Alex Wilkinson,AUS,D,1.87,85,13-08-84,Sydney,Ryde C,Central Coast Mariners,2008,Australian
19,19,Matt Simon,AUS,F,1.88,79,22-01-86,Sydney,Central Coast  Lightning,Central Coast Mariners,2008,Australian
20,20,Danny Vukovic,AUS,G,1.87,96,27-03-85,Sydney,Bonnyrigg White Eagles,Central Coast Mariners,2008,Australian
21,21,Ahmad  Elrich,AUS,M,1.83,77,30-05-81,Sydney,Wellington Phoenix,Central Coast Mariners,2008,Australian
22,22,Sasho Petrovski,AUS,F,1.80,80,05-03-75,Sydney,Sydney FC,Central Coast Mariners,2008,Australian
24,24,Andrea Merenda,ITA,M,1.81,75,10-06-77,Milan,Lecco,Central Coast Mariners,2008,Australian
27,27,Matthew Lewis,AUS,M,1.73,65,06-06-90,Sydney,Blacktown C,Central Coast Mariners,2008,Australian
30,30,Andrew Redmayne,AUS,G,1.94,84,13-01-89,Gosford,AIS,Central Coast Mariners,2008,Australian
1,1,Michael Theoklitos,AUS,G,1.86,93,11-02-81,Melbourne,Bulleen,Melbourne Victory,2008,Australian
2,2,Kevin Muscat,AUS,D,1.80,73,07-08-73,Crawley,Millwall,Melbourne Victory,2008,Australian
3,3,Michael Thwaite,AUS,D,1.79,74,02-05-83,Brisbane,Brann,Melbourne Victory,2008,Australian
4,4,Steven Pace,AUS,D,1.85,77,06-03-83,Melbourne,Preston Lions,Melbourne Victory,2008,Australian
5,5,Sebastian Ryall,AUS,D,1.80,75,18-06-89,Sydney,AIS,Melbourne Victory,2008,Australian
6,6,Steve Pantelidis,AUS,D,1.82,83,17-08-83,Melbourne,Heidelburg U,Melbourne Victory,2008,Australian
7,7,Matthew Kemp,AUS,D,1.75,71,08-08-80,Canberra,Adelaide U,Melbourne Victory,2008,Australian
8,8,Grant Brebner,SCO,M,1.81,81,06-12-77,Edinburgh,Dundee U,Melbourne Victory,2008,Australian
9,9,Danny Allsopp,AUS,F,1.85,90,10-08-78,Melbourne,Hull C,Melbourne Victory,2008,Australian
10,10,Archie Thompson,AUS,F,1.74,70,23-10-78,Otorohanga,Lierse,Melbourne Victory,2008,Australian
11,11,Ney Fabiano,BRA,F,1.77,79,09-02-79,São José dos Campos,Chonburi,Melbourne Victory,2008,Australian
12,12,Rodrigo Vargas,AUS,D,1.81,82,20-10-78,Santiago,Green Gully,Melbourne Victory,2008,Australian
