,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Daniel Beltrame,G,"6'03""",16 12,28-12-75,Adelaide,Wollongong Wolves,Adelaide United,2006,Australian
2,2,Richie Alagich,D,"5'10""",11 09,30-10-73,Adelaide,Port Adelaide,Adelaide United,2006,Australian
3,3,Kristian Rees,D,"6'04""",14 09,06-01-80,Adelaide,Adelaide C,Adelaide United,2006,Australian
4,4,Angelo Costanzo,M,"6'00""",13 12,09-05-76,Adelaide,Marconi,Adelaide United,2006,Australian
5,5,Michael Valkanis,D,"5'11""",12 08,23-08-74,Melbourne,Adelaide C,Adelaide United,2006,Australian
6,6,Ross Aloisi,M,"5'10""",12 04,17-04-73,Adelaide,Pro Sesto,Adelaide United,2006,Australian
7,7,Lucas Pantelis,M,"5'05""",10 06,12-03-82,Adelaide,Parramatta Power,Adelaide United,2006,Australian
8,8,Carl Veart,F,"6'00""",13 05,21-05-70,Whyalla,Adelaide C,Adelaide United,2006,Australian
9,9,Mathew Kemp,M,"5'09""",11 03,08-08-80,Canberra,Adelaide C,Adelaide United,2006,Australian
10,10,Fernando,M,"6'00""",13 08,13-03-74,Caxias do Sul,Ulbra,Adelaide United,2006,Australian
11,11,Dezmon Giraldi,F,"6'01""",11 09,24-03-86,Sydney,Empoli,Adelaide United,2006,Australian
12,12,Greg Owens,M,"6'00""",12  08,27-01-81,Bathurst,Sydney U,Adelaide United,2006,Australian
13,13,Travis Dodd,M,"5'10""",12 08,06-01-80,Adelaide,Panionios,Adelaide United,2006,Australian
14,14,Aaron Goulding,D,"5'10""",12 00,29-04-82,Adelaide,Adelaide C,Adelaide United,2006,Australian
15,15,Nathan Burns,F,"5'08""",11 00,07-05-88,Blayney,AIS,Adelaide United,2006,Australian
16,16,Bobby Petta,M,"5'07""",11 05,06-08-74,Rotterdam,Bradford C,Adelaide United,2006,Australian
17,17,Adam Van Dommele,D,"6'00""",12 10,05-09-84,Elizabeth,Enfield C,Adelaide United,2006,Australian
18,18,Robert Cornthwaite,D,"6'04""",13 03,24-10-84,Blackburn,White City Woodville,Adelaide United,2006,Australian
19,19,Qu Shengqing,F,"6'00""",13 03,05-06-75,Shenyang,Nanjing  Yoyo,Adelaide United,2006,Australian
20,20,Robert Bajic,G,"6'05""",13 10,29-07-77,Whyalla,Adelaide Raiders,Adelaide United,2006,Australian
21,21,Jason Spagnuolo,M,"5'08""",09 13,02-08-84,Adelaide,MetroStars,Adelaide United,2006,Australian
25,25,Bruce  Djite,F,"6'00""",13  08,25-03-87,"Washington,  DC",AIS,Adelaide United,2006,Australian
1,1,John Crawley,G,"6'01""",14 02,05-03-72,Sydney,Sydney U,Central Coast Mariners,2006,Australian
2,2,Wayne OSullivan,M,"5'08""",11 05,25-02-74,Akrotiri,Sydney Olympic,Central Coast Mariners,2006,Australian
3,3,Paul OGrady,D,"6'04""",14 09,06-11-78,Sydney,Marconi,Central Coast Mariners,2006,Australian
4,4,Noel Spencer,M,"6'04""",12 08,26-07-77,Wollongong,Parramatta Eagles,Central Coast Mariners,2006,Australian
5,5,Bradley Porter,M,"5'10""",12 01,19-02-87,Gosford,AIS,Central Coast Mariners,2006,Australian
6,6,Andre Gumprecht,M,"5'10""",12 06,26-11-74,Jena,Sydney Olympic,Central Coast Mariners,2006,Australian
7,7,John Hutchinson,M,"6'02""",12 01,29-12-79,Morwell,Manly U,Central Coast Mariners,2006,Australian
8,8,Jamie McMaster,M,"5'10""",11 12,29-11-82,Sydney,Aarhus,Central Coast Mariners,2006,Australian
9,9,Nik Mrdja,F,"6'02""",13 05,30-11-78,Perth,AIK Solna,Central Coast Mariners,2006,Australian
10,10,Tom Pondeljak,M,"5'09""",11 05,08-01-76,Melbourne,Johor,Central Coast Mariners,2006,Australian
11,11,Damien Brown,M,"5'09""",10 12,12-01-75,Gosford,Newcastle U [AUS],Central Coast Mariners,2006,Australian
12,12,Stuart Petrie,F,"5'10""",11 11,27-02-70,Dundee,Blacktown C,Central Coast Mariners,2006,Australian
