,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Eugene Galeković,AUS,G,1.86,91,12-06-81,Melbourne,Melbourne Victory,Adelaide United,2014,Australian
2,2,Michael Marrone,AUS,D,1.80,77,27-01-87,Adelaide,Shanghai Shenxin,Adelaide United,2014,Australian
3,3,Nigel Boogaard,AUS,D,1.88,88,14-08-86,Sydney,Central Coast Mariners,Adelaide United,2014,Australian
4,4,Dylan McGowan,AUS,D,1.88,80,06-08-91,Adelaide,Hearts,Adelaide United,2014,Australian
5,5,Osama Malik,AUS,D,1.85,73,30-09-90,Adelaide,North Queensland Fury,Adelaide United,2014,Australian
7,7,Pablo Sánchez,ESP,F,1.72,67,24-01-83,Cádiz,Lugo,Adelaide United,2014,Australian
8,8,Isaías,ESP,M,1.73,71,09-02-87,Sabadell,Ponferradina,Adelaide United,2014,Australian
9,9,Sergio Cirio,ESP,F,1.63,63,09-03-85,Barcelona,L'Hospitalet,Adelaide United,2014,Australian
10,10,Marcelo Carrusca,ARG,M,1.80,73,09-01-83,La Plata,Galatasaray,Adelaide United,2014,Australian
11,11,Bruce Djite,AUS,F,1.84,84,25-03-87,"Washington, DC",Gold Coast U,Adelaide United,2014,Australian
12,12,Mark Ochieng,AUS,D,1.74,68,09-12-96,Nairobi,AIS,Adelaide United,2014,Australian
13,13,Dylan Smith,AUS,F,1.76,75,17-05-96,Adelaide,AIS,Adelaide United,2014,Australian
14,14,Cameron Watson,AUS,M,1.82,78,31-05-87,Melbourne,Oakleigh Cannons,Adelaide United,2014,Australian
15,15,Ben Warland,AUS,D,1.82,79,29-09-96,Gawler,AIS,Adelaide United,2014,Australian
16,16,Craig Goodwin,AUS,M,1.93,83,16-12-91,Adelaide,Newcastle U Jets,Adelaide United,2014,Australian
17,17,Awer Mabil,AUS,M,1.79,65,15-09-95,Kakuma,Campbelltown C,Adelaide United,2014,Australian
18,18,James Jeggo,AUS,M,1.79,66,12-02-92,Vienna,Melbourne Victory,Adelaide United,2014,Australian
19,19,Miquel Palanca,ESP,M,1.70,72,18-12-87,Tarragona,Numancia,Adelaide United,2014,Australian
20,20,Paul Izzo,AUS,G,1.83,80,06-01-95,Adelaide,AIS,Adelaide United,2014,Australian
21,21,Tarek Elrich,AUS,D,1.80,75,01-01-87,Sydney,Western Sydney W,Adelaide United,2014,Australian
23,23,Jordan Elsey,AUS,D,1.87,80,02-03-94,Adelaide,Para Hills,Adelaide United,2014,Australian
24,24,Bruce Kamau,AUS,M,1.75,67,28-03-95,Nairobi,Adelaide Olympic,Adelaide United,2014,Australian
25,25,Ryan Kitto,AUS,M,1.82,75,09-08-94,Adelaide,Birkalla,Adelaide United,2014,Australian
26,26,Anthony Costa,AUS,F,1.83,75,01-05-94,Adelaide,Adelaide C,Adelaide United,2014,Australian
30,30,John Hall,AUS,G,1.95,83,23-10-94,Adelaide,None,Adelaide United,2014,Australian
32,32,Nathan Konstandopoulos,AUS,M,1.78,76,26-06-96,Adelaide,Adelaide Olympic,Adelaide United,2014,Australian
1,1,Michael Theo,AUS,G,1.86,93,11-02-81,Melbourne,Norwich C,Brisbane Roar,2014,Australian
2,2,Jérôme Polenz,GER,D,1.83,73,07-11-86,Berlin,Sarpsborg 08,Brisbane Roar,2014,Australian
3,3,Shane Stefanutto,AUS,D,1.77,78,12-01-80,Atherton,North Queensland Fury,Brisbane Roar,2014,Australian
4,4,Adam Sarota,AUS,M,1.80,72,28-12-88,Gordonvale,FC Utrecht,Brisbane Roar,2014,Australian
5,5,Corey Brown,AUS,D,1.74,69,07-01-94,Brisbane,AIS,Brisbane Roar,2014,Australian
6,6,George Lambadaridis,AUS,M,1.85,69,23-04-92,Melbourne,Club Brugge,Brisbane Roar,2014,Australian
8,8,Steven Lutica,AUS,M,1.72,68,12-04-91,Canberra,Adelaide U,Brisbane Roar,2014,Australian
9,9,Andrija Kaludjerović,SRB,F,1.81,78,05-07-87,Bačka Topola,Thun,Brisbane Roar,2014,Australian
10,10,Henrique,BRA,F,1.67,62,09-05-85,São Paulo,América Mineiro,Brisbane Roar,2014,Australian
12,12,Jean Carlos Solórzano,CRC,F,1.80,75,08-01-88,Alajuela,Puntarenas,Brisbane Roar,2014,Australian
13,13,Jade North,AUS,D,1.80,78,07-01-82,Taree,Consadole Sapporo,Brisbane Roar,2014,Australian
14,14,Daniel Bowles,AUS,D,1.89,75,19-10-91,Melbourne,Adelaide U,Brisbane Roar,2014,Australian
15,15,James Donachie,AUS,D,1.88,84,14-05-93,Sunnybank,QAS,Brisbane Roar,2014,Australian
16,16,Devante Clut,AUS,M,1.70,70,16-10-95,Sydney,Parramatta FC,Brisbane Roar,2014,Australian
17,17,Matt McKay,AUS,M,1.71,65,11-01-83,Brisbane,Changchun Yatai,Brisbane Roar,2014,Australian
18,18,Luke Brattan,AUS,M,1.75,65,08-03-90,Hull,Rochedale R,Brisbane Roar,2014,Australian
19,19,Jack Hingert,AUS,D,1.76,71,26-09-90,London,Dandenong Thunder,Brisbane Roar,2014,Australian
20,20,Kofi Danning,AUS,F,1.71,74,02-03-91,Kumasi,Visé,Brisbane Roar,2014,Australian
21,21,Jamie Young,ENG,G,1.80,83,25-08-85,Brisbane,Hayes & Yeading U,Brisbane Roar,2014,Australian
22,22,Thomas Broich,GER,M,1.82,76,29-01-81,Munich,Nürnberg,Brisbane Roar,2014,Australian
23,23,Dimitri Petratos,AUS,M,1.76,80,10-11-92,Sydney,Kelantan,Brisbane Roar,2014,Australian
26,26,Lachlan Jackson,AUS,D,1.94,83,12-03-95,Townsville,None,Brisbane Roar,2014,Australian
27,27,Ben Litfin,AUS,M,1.68,65,25-03-95,Gold Coast,None,Brisbane Roar,2014,Australian
28,28,Brandon Borrello,AUS,F,1.78,79,25-07-95,Adelaide,None,Brisbane Roar,2014,Australian
29,29,Patrick Theodore,AUS,F,1.73,62,16-02-92,Brisbane,Wynnum District,Brisbane Roar,2014,Australian
31,31,Matthew Schmidt,AUS,D,,,27-03-96,,None,Brisbane Roar,2014,Australian
33,33,Luke DeVere,AUS,D,1.86,88,05-11-89,Melbourne,Gyeongnam,Brisbane Roar,2014,Australian
34,34,Shannon Brady,AUS,M,1.74,64,21-06-96,Gold Coast,None,Brisbane Roar,2014,Australian
35,35,Mitchell Hore,AUS,M,1.76,60,05-04-96,Nambour,None,Brisbane Roar,2014,Australian
36,36,Fraser Chalmers,AUS,G,1.91,88,09-03-95,Sydney,None,Brisbane Roar,2014,Australian
37,37,Abraham Yango,AUS,F,,,06-08-96,,QAS,Brisbane Roar,2014,Australian
38,38,Nicholas D'Agostino,AUS,F,1.75,70,25-02-98,Sydney,QAS,Brisbane Roar,2014,Australian
41,41,Luke Pavlou,AUS,M,,,26-08-96,,None,Brisbane Roar,2014,Australian
1,1,Matthew Nash,AUS,G,1.83,78,03-04-81,Sydney,Bonnyrigg White Eagles,Central Coast Mariners,2014,Australian
2,2,Storm Roux,NZL,D,1.81,71,13-01-93,Somerset West,Perth Glory,Central Coast Mariners,2014,Australian
3,3,Joshua Rose,AUS,D,1.78,76,16-12-81,Rockhampton,Universitatea Craiova,Central Coast Mariners,2014,Australian
4,4,Jacob Poscoliero,AUS,M,1.75,67,11-04-90,Wollongong,Blacktown C,Central Coast Mariners,2014,Australian
5,5,Zachary Anderson,AUS,D,1.89,88,30-04-91,Ayr [AUS],Gold Coast U,Central Coast Mariners,2014,Australian
6,6,Brent Griffiths,AUS,D,1.85,80,24-03-90,Stoke-on-Trent,Wellington Phoenix,Central Coast Mariners,2014,Australian
7,7,John Hutchinson,MLT,M,1.79,78,29-12-79,Morwell,Manly U,Central Coast Mariners,2014,Australian
8,8,Nick Montgomery,SCO,M,1.75,74,28-10-81,Leeds,Sheffield U,Central Coast Mariners,2014,Australian
10,10,Anthony Caceres,AUS,M,1.73,67,29-09-92,,Marconi Stallions,Central Coast Mariners,2014,Australian
11,11,Nicholas Fitzgerald,AUS,F,1.75,69,13-02-92,Wahroonga,Brisbane Roar,Central Coast Mariners,2014,Australian
12,12,Liam Reddy,AUS,G,1.89,96,08-08-81,Sydney,Sydney U,Central Coast Mariners,2014,Australian
14,14,Travis Major,AUS,F,1.83,76,18-02-90,,Blacktown C,Central Coast Mariners,2014,Australian
15,15,Matthew Sim,AUS,D,1.78,73,18-04-88,Sydney,Sutherland Sharks,Central Coast Mariners,2014,Australian
16,16,Liam Rose,AUS,M,1.75,73,07-04-97,Baulkham Hills,AIS,Central Coast Mariners,2014,Australian
17,17,Richárd Vernes,HUN,M,1.80,70,24-02-92,Budapest,Honvéd,Central Coast Mariners,2014,Australian
18,18,Glen Trifiro,AUS,M,1.72,74,10-07-89,Baulkham Hills,Sydney U,Central Coast Mariners,2014,Australian
19,19,Matt Simon,AUS,F,1.88,79,22-01-86,Sydney,Chunnam Dragons,Central Coast Mariners,2014,Australian
20,20,Anthony Kalik,AUS,M,1.75,72,05-11-97,St Leonards,AIS,Central Coast Mariners,2014,Australian
21,21,Michael Neill,AUS,D,1.76,72,04-07-94,Sydney,Sutherland Sharks,Central Coast Mariners,2014,Australian
22,22,Tom Slater,AUS,M,1.75,71,26-08-96,Lens,Sydney FC,Central Coast Mariners,2014,Australian
23,23,Isaka Cernak,AUS,M,1.79,72,09-06-89,Brisbane,Perth Glory,Central Coast Mariners,2014,Australian
24,24,Hayden Morton,AUS,D,1.87,70,02-03-94,,Sutherland Sharks,Central Coast Mariners,2014,Australian
25,25,Eddy Bosnar,AUS,D,1.91,88,29-04-80,Sydney,Guangzhou R&F,Central Coast Mariners,2014,Australian
26,26,Fábio Ferreira,POR,M,1.78,69,03-05-89,Barreiro,Adelaide U,Central Coast Mariners,2014,Australian
27,27,Zach Cairncross,AUS,D,1.90,80,26-12-89,Liverpool [AUS],Blacktown C,Central Coast Mariners,2014,Australian
28,28,Josh Bingham,AUS,M,1.82,81,27-12-94,Shellharbour,South Coast Wolves,Central Coast Mariners,2014,Australian
29,29,Dejan Pandurević,AUS,M,1.78,69,16-01-97,Dee Why,None,Central Coast Mariners,2014,Australian
30,30,Adam Pearce,AUS,G,1.98,76,08-01-97,,None,Central Coast Mariners,2014,Australian
1,1,Andrew Redmayne,AUS,G,1.94,84,13-01-89,Gosford,Brisbane Roar,Melbourne City,2014,Australian
3,3,Rob Wielaert,NED,D,1.78,72,29-12-78,Emmeloord,Roda JC,Melbourne City,2014,Australian
4,4,Connor Chapman,AUS,D,1.70,70,31-10-94,Liverpool [AUS],Newcastle U Jets,Melbourne City,2014,Australian
5,5,Erik Paartalu,AUS,M,1.92,85,03-05-86,Sydney,Muangthong U,Melbourne City,2014,Australian
6,6,Aaron Mooy,AUS,M,1.73,68,15-09-90,Sydney,Western Sydney W,Melbourne City,2014,Australian
7,7,Iain Ramsay,AUS,M,1.80,78,27-02-88,Sydney,Adelaide U,Melbourne City,2014,Australian
8,8,Massimo Murdocca,AUS,M,1.65,60,02-09-84,Carlton,Brisbane Roar,Melbourne City,2014,Australian
9,9,Harry Novillo,FRA,M,1.82,80,11-02-92,Lyon,Clermont,Melbourne City,2014,Australian
10,10,Robert Koren,SVN,M,1.75,71,20-09-80,Ljubljana,Hull C,Melbourne City,2014,Australian
11,11,Damien Duff,IRL,M,1.78,70,02-03-79,Ballyboden,Fulham,Melbourne City,2014,Australian
13,13,Jonathan Germano,ARG,M,1.75,71,01-01-88,San Nicolás,Estudiantes (LP),Melbourne City,2014,Australian
14,14,James Brown,AUS,M,1.80,76,19-02-90,Sydney,Newcastle U Jets,Melbourne City,2014,Australian
15,15,David Williams,AUS,F,1.74,70,26-02-88,Brisbane,North Queensland Fury,Melbourne City,2014,Australian
16,16,Joshua Kennedy,AUS,F,1.94,84,20-08-82,Wodonga,Nagoya Grampus,Melbourne City,2014,Australian
17,17,Jason Hoffman,AUS,D,1.86,75,28-01-89,Newcastle [AUS],Newcastle U Jets,Melbourne City,2014,Australian
18,18,Paulo Retre,AUS,M,1.70,63,04-03-93,Melbourne,Melbourne Victory,Melbourne City,2014,Australian
19,19,Ben Garuccio,AUS,M,1.74,70,15-06-95,Adelaide,AIS,Melbourne City,2014,Australian
20,20,Tando Velaphi,AUS,G,1.85,70,17-04-87,Perth,Melbourne Victory,Melbourne City,2014,Australian
21,21,Stefan Mauk,AUS,M,1.74,64,12-10-95,Bedford Park,AIS,Melbourne City,2014,Australian
22,22,Jack Clisby,AUS,D,1.80,72,16-02-92,Perth,Perth Glory,Melbourne City,2014,Australian
23,23,Mate Dugandić,AUS,F,1.74,68,22-10-89,Melbourne,Melbourne Victory,Melbourne City,2014,Australian
24,24,Patrick Kisnorbo,AUS,D,1.88,74,24-03-81,Melbourne,Leeds U,Melbourne City,2014,Australian
25,25,Jacob Melling,AUS,M,1.74,72,04-04-95,Adelaide,Adelaide U,Melbourne City,2014,Australian
26,26,Marc Marino,AUS,F,1.86,74,30-04-96,Adelaide,AIS,Melbourne City,2014,Australian
27,27,Kew Jaliens,NED,D,1.83,68,15-09-78,Rotterdam,Newcastle U Jets,Melbourne City,2014,Australian
28,28,Nick Symeoy,AUS,M,,,03-06-94,,Moreland Zebras,Melbourne City,2014,Australian
29,29,Safuwan Baharudin,SIN,D,1.81,67,22-09-91,Singapore,LionsXII,Melbourne City,2014,Australian
30,30,Ross Archibald,AUS,M,1.82,73,29-09-94,Sunnybank,Brisbane Roar,Melbourne City,2014,Australian
34,34,Stefan Zinni,AUS,F,1.83,71,06-07-96,,South Melbourne,Melbourne City,2014,Australian
40,40,Marko Stevanja,AUS,G,1.83,82,14-09-95,,None,Melbourne City,2014,Australian
1,1,Nathan Coe,AUS,G,1.91,82,01-06-84,Brisbane,SønderjyskE,Melbourne Victory,2014,Australian
2,2,Jason Geria,AUS,D,1.78,70,10-05-93,Canberra,Brisbane Roar,Melbourne Victory,2014,Australian
4,4,Nick Ansell,AUS,D,1.88,80,02-02-94,Melbourne,VIS,Melbourne Victory,2014,Australian
5,5,Mark Milligan,AUS,M,1.80,78,04-08-85,Auburn,JEF United,Melbourne Victory,2014,Australian
6,6,Leigh Broxham,AUS,M,1.69,70,13-01-88,Melbourne,VIS,Melbourne Victory,2014,Australian
7,7,Guilherme Finkler,BRA,M,1.84,79,24-09-85,Caxias do Sul,Criciúma,Melbourne Victory,2014,Australian
8,8,Besart Berisha,ALB,F,1.85,76,29-07-85,Pritina,Brisbane Roar,Melbourne Victory,2014,Australian
9,9,Kosta Barbarouses,NZL,F,1.71,70,19-02-90,Wellington,Alania Vladikavkaz,Melbourne Victory,2014,Australian
10,10,Archie Thompson,AUS,F,1.74,70,23-10-78,Otorohanga,Lierse,Melbourne Victory,2014,Australian
11,11,Connor Pain,AUS,F,1.75,68,11-11-93,Hong Kong,Bentleigh Greens,Melbourne Victory,2014,Australian
13,13,Andrew Nabbout,AUS,F,1.86,80,17-12-92,Melbourne,Moreland Zebras,Melbourne Victory,2014,Australian
14,14,Fahid Ben Khalfallah,TUN,M,1.74,68,09-10-82,Péronne,Troyes,Melbourne Victory,2014,Australian
