,Number,Name,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Daniel Beltrame,G,"6'03""",16 12,28-12-75,Adelaide,Wollongong Wolves,Adelaide United,2007,Australian
2,2,Richie Alagich,D,"5'10""",11 09,30-10-73,Adelaide,Port Adelaide,Adelaide United,2007,Australian
3,3,Milan Susak,D,"6'00""",11 09,29-01-84,Sydney,Vojvodina,Adelaide United,2007,Australian
4,4,Angelo Costanzo,M,"6'00""",13 12,09-05-76,Adelaide,Marconi,Adelaide United,2007,Australian
5,5,Michael Valkanis,D,"5'11""",12 08,23-08-74,Melbourne,Adelaide C,Adelaide United,2007,Australian
6,6,Cassio,M,"5'07""",11 04,08-01-80,Rio de Janeiro,Atlético  Goianense,Adelaide United,2007,Australian
7,7,Lucas Pantelis,M,"5'05""",10 06,12-03-82,Adelaide,Parramatta Power,Adelaide United,2007,Australian
8,8,Kristian Sarkies,M,"5'10""",12 04,25-10-86,Melbourne,Melbourne Victory,Adelaide United,2007,Australian
9,9,Paul Agostino,F,6'00'',13  01,09-06-75,Woodville,1860 Munich,Adelaide United,2007,Australian
10,10,Nathan Burns,F,"5'08""",11 00,07-05-88,Blayney,AIS,Adelaide United,2007,Australian
11,11,Bruce  Djite,F,"6'00""",13  08,25-03-87,"Washington,  DC",AIS,Adelaide United,2007,Australian
12,12,Matthew Mullen,M,"5'09""",,20-02-89,Adelaide,AIS,Adelaide United,2007,Australian
13,13,Travis Dodd,M,"5'10""",12 08,06-01-80,Adelaide,Panionios,Adelaide United,2007,Australian
14,14,Shaun Ontong,M,"5'09""",11 03,25-03-87,Canberra,AIS,Adelaide United,2007,Australian
15,15,Jonas Salley,M,"5'10""",12 00,16-03-82,,Sunshine George Cross,Adelaide United,2007,Australian
16,16,Bobby Petta,M,"5'07""",11 05,06-08-74,Rotterdam,Bradford C,Adelaide United,2007,Australian
17,17,Isyan Erdoğan,D,"5'10""",12 04,25-09-82,Melbourne,Preston Lions,Adelaide United,2007,Australian
18,18,Robert Cornthwaite,D,"6'04""",13 03,24-10-84,Blackburn,White City Woodville,Adelaide United,2007,Australian
20,20,Robert Bajic,G,"6'05""",13 10,29-07-77,Whyalla,Adelaide Raiders,Adelaide United,2007,Australian
21,21,Jason Spagnuolo,M,"5'08""",09 13,02-08-84,Adelaide,MetroStars,Adelaide United,2007,Australian
22,22,Diego Walsh,M,"6'00""",12 12,08-12-79,Santos,Miami FC,Adelaide United,2007,Australian
23,23,Dezmon Giraldi,F,"6'01""",11 09,24-03-86,Sydney,Empoli,Adelaide United,2007,Australian
26,26,Fabian Barbiero,M,"5'09""",11 05,02-05-84,Adelaide,MetroStars,Adelaide United,2007,Australian
41,50,Eugene Galeković,G,"6'02""",14 09,12-06-81,Melbourne,Melbourne Victory,Adelaide United,2007,Australian
1,1,Matthew Trott,G,"6'01""",12 00,09-06-85,Gosford,Central Coast  Lightning,Central Coast Mariners,2007,Australian
2,2,Matt Simon,F,"6'02""",12 04,22-01-86,Sydney,Central Coast  Lightning,Central Coast Mariners,2007,Australian
3,3,Paul O'Grady,D,"6'04""",14 09,06-11-78,Sydney,Marconi,Central Coast Mariners,2007,Australian
4,4,Ian McAndrew,M,"5'09""",11 05,23-02-89,Gosford,Central Coast  Lightning,Central Coast Mariners,2007,Australian
5,5,Bradley Porter,M,"5'10""",12 01,19-02-87,Gosford,AIS,Central Coast Mariners,2007,Australian
6,6,Andre Gumprecht,M,"5'10""",12 06,26-11-74,Jena,Sydney Olympic,Central Coast Mariners,2007,Australian
7,7,John Hutchinson,M,"6'02""",12 01,29-12-79,Morwell,Manly U,Central Coast Mariners,2007,Australian
8,8,Dean Heffernan,D,"6'02""",13 05,19-05-80,Sydney,Marconi,Central Coast Mariners,2007,Australian
9,9,Nik Mrdja,F,"6'02""",13 05,30-11-78,Perth,AIK Solna,Central Coast Mariners,2007,Australian
10,10,Tom Pondeljak,M,"5'09""",11 05,08-01-76,Melbourne,Johor,Central Coast Mariners,2007,Australian
11,11,Damien Brown,M,"5'09""",10 12,12-01-75,Gosford,Newcastle U [AUS],Central Coast Mariners,2007,Australian
12,12,Greg Owens,M,"6'00""",12  08,27-01-81,Bathurst,Adelaide U,Central Coast Mariners,2007,Australian
13,13,Tony Vidmar,D,"6'01""",12 10,04-07-70,Adelaide,NAC Breda,Central Coast Mariners,2007,Australian
15,15,Andrew Clark,D,"5'11""",11 11,24-08-74,Gosford,APIA Leichhardt,Central Coast Mariners,2007,Australian
16,16,Nigel Boogaard,D,"6'02""",13 08,14-08-86,Sydney,Central Coast U,Central Coast Mariners,2007,Australian
