,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Gorka Iraizoz,ESP,G,1.91,81,06-03-81,Pamplona,Espanyol,Athletic Bilbao,2011,Spanish
2,2,Gaizka Toquero,ESP,M,1.82,72,09-08-84,Vitoria,Sestao River,Athletic Bilbao,2011,Spanish
3,3,Jon Aurtenetxe,ESP,D,1.82,78,03-01-92,Bizkaia,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
5,5,Fernando Amorebieta,VEN,D,1.92,85,21-03-85,Iurreta,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
6,6,Mikel San José,ESP,D,1.83,78,30-05-89,Pamplona,Liverpool,Athletic Bilbao,2011,Spanish
7,7,David López,ESP,M,1.81,77,10-09-82,Logroño,Osasuna,Athletic Bilbao,2011,Spanish
8,8,Ander Iturraspe,ESP,M,1.87,73,08-03-89,Abadiño,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
9,9,Fernando Llorente,ESP,F,1.95,94,26-02-85,Iruñea,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
10,10,Óscar de Marcos,ESP,M,1.80,73,14-04-89,Vitoria,Alavés,Athletic Bilbao,2011,Spanish
11,11,Igor Gabilondo,ESP,M,1.85,78,10-02-79,Donostia,Real Sociedad,Athletic Bilbao,2011,Spanish
12,12,Koikili,ESP,D,1.68,67,23-12-80,Otxandio,Sestao River,Athletic Bilbao,2011,Spanish
13,13,Raúl,ESP,G,1.96,88,13-03-88,Bilbao,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
14,14,Markel Susaeta,ESP,M,1.79,68,14-12-87,Eibar,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
15,15,Andoni Iraola,ESP,D,1.82,74,22-06-82,Usúrbil,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
16,16,Ivan Zubiaurre,ESP,D,1.77,76,22-01-83,Mendaro,Real Sociedad B,Athletic Bilbao,2011,Spanish
17,17,Íñigo Pérez,ESP,M,1.78,74,18-01-88,Iruñea,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
18,18,Carlos Gurpegi,ESP,M,1.81,77,19-08-80,Pamplona,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
19,19,Iker Muniain,ESP,F,1.68,62,19-12-92,Iruñea,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
20,20,Aitor Ocio,ESP,D,1.87,79,28-11-76,Vitoria,Sevilla,Athletic Bilbao,2011,Spanish
21,21,Ander Herrera,ESP,M,1.81,68,14-08-89,Bilbao,Zaragoza,Athletic Bilbao,2011,Spanish
22,22,Xabier Castillo,ESP,D,1.82,71,29-03-86,Durango,Real Sociedad,Athletic Bilbao,2011,Spanish
23,23,Borja Ekiza,ESP,D,1.80,73,06-03-88,Iruñea,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
24,24,Javi Martínez,ESP,M,1.90,81,02-09-88,Lizarra,Osasuna B,Athletic Bilbao,2011,Spanish
26,26,Igor Martínez,ESP,M,1.70,65,19-07-89,Vitoria,Alavés,Athletic Bilbao,2011,Spanish
27,27,Guillermo,ESP,F,1.78,71,23-05-93,Bilbao,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
28,28,Ibai Gómez,ESP,F,1.79,73,11-11-89,Bilbao,Sestao River,Athletic Bilbao,2011,Spanish
29,29,Enric Saborit,ESP,M,1.86,72,27-04-92,Barcelona,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
30,30,Aitor Fernández,ESP,G,1.82,70,03-05-91,Arrasate,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
31,31,Jonás Ramalho,ESP,D,1.80,64,10-06-93,Barakaldo,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
32,32,Iñigo Ruiz de Galarreta,ESP,M,1.74,66,06-08-93,San Sebastián,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
33,33,Kepa Arrizabalaga,ESP,G,1.86,81,03-10-94,Ondarroa,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
34,34,Aitor Seguín,ESP,M,1.79,67,27-04-95,Eibar,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
35,35,Álvaro Peña,ESP,M,1.78,70,24-10-91,Bilbao,Athletic Bilbao B,Athletic Bilbao,2011,Spanish
2,2,Diego Godín,URU,D,1.85,73,16-02-86,Rosario,Villarreal,Atlético Madrid,2011,Spanish
3,3,Antonio López,ESP,D,1.73,65,13-09-81,Benidorm,Osasuna,Atlético Madrid,2011,Spanish
4,4,Mario Suárez,ESP,M,1.85,77,24-02-87,Madrid,Mallorca,Atlético Madrid,2011,Spanish
5,5,Tiago,POR,M,1.83,75,02-05-81,Viana do Castelo,Juventus,Atlético Madrid,2011,Spanish
6,6,Filipe Luis,BRA,D,1.82,70,09-08-85,Jaraguá do Sul,Deportivo La Coruña,Atlético Madrid,2011,Spanish
7,7,Adrián López,ESP,F,1.80,71,08-01-88,San Martín de Teverga,Deportivo La Coruña,Atlético Madrid,2011,Spanish
8,8,Eduardo Salvio,ARG,F,1.73,76,13-05-90,Avellaneda,Lanús,Atlético Madrid,2011,Spanish
9,9,Radamel Falcao García,COL,F,1.77,72,10-02-86,Santa Marta,FC Porto,Atlético Madrid,2011,Spanish
11,11,Arda Turan,TUR,M,1.76,72,30-01-87,Fatih,Galatasaray,Atlético Madrid,2011,Spanish
12,12,Paulo Assunção,BRA,M,1.75,67,25-01-80,Varzea Grande,FC Porto,Atlético Madrid,2011,Spanish
13,13,Thibaut Courtois,BEL,G,1.99,88,11-05-92,Bree,Chelsea,Atlético Madrid,2011,Spanish
14,14,Gabi,ESP,M,1.79,68,10-07-83,Madrid,Zaragoza,Atlético Madrid,2011,Spanish
15,15,Pizzi,POR,F,1.77,69,06-10-89,Bragança,Sporting Braga,Atlético Madrid,2011,Spanish
16,16,Fran Mérida,ESP,M,1.75,70,04-03-90,Barcelona,Arsenal,Atlético Madrid,2011,Spanish
17,17,Sílvio,POR,D,1.78,72,28-09-87,Lisbon,Sporting Braga,Atlético Madrid,2011,Spanish
18,18,Álvaro Domínguez,ESP,D,1.89,83,16-05-89,Madrid,Atlético Madrid B,Atlético Madrid,2011,Spanish
19,19,Koke,ESP,M,1.78,73,08-01-92,Madrid,Atlético Madrid B,Atlético Madrid,2011,Spanish
