,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place,Previous Club,Current Club,Year,Country League
1,1,Diego Alves,BRA,G,1.88,83,24-06-85,Rio de Janeiro,Atlético Mineiro,Almería,2009,Spanish
2,2,Hernán  Pellerano,ARG,D,1.83,72,04-06-84,Capital Federal,Vélez Sarsfield,Almería,2009,Spanish
3,3,Guilherme,BRA,D,1.73,70,05-02-88,Jequié,Vasco da Gama,Almería,2009,Spanish
4,4,Chico,ESP,D,1.87,75,06-03-87,Cádiz,Cádiz,Almería,2009,Spanish
5,5,Kalu Uche,NGA,F,1.79,71,15-11-82,Aba,Wisła Kraków,Almería,2009,Spanish
6,6,Domingo  Cisma,ESP,D,1.84,76,09-02-82,Seville,Atlético  Madrid B,Almería,2009,Spanish
7,7,Miguel Ángel Nieto,ESP,M,1.83,77,12-01-86,Madrid,Real Madrid B,Almería,2009,Spanish
8,8,Albert Crusat,ESP,M,1.64,65,13-05-82,Barcelona,Rayo  Vallecano,Almería,2009,Spanish
9,9,Esteban  Solari,ARG,F,1.88,84,02-06-80,Rosario,UNAM,Almería,2009,Spanish
10,10,José Ortíz,ESP,F,1.72,68,04-08-77,Almería,Almería CF,Almería,2009,Spanish
11,11,Pablo  Piatti,ARG,F,1.63,63,31-03-89,La  Carlota,Estudiantes (LP),Almería,2009,Spanish
13,13,Esteban,ESP,G,1.77,70,27-06-75,Avilés,Celta Vigo,Almería,2009,Spanish
14,14,Álex Quillo,ESP,M,1.80,70,07-10-86,La Línea de la Concepción,Atlético Madrid B,Almería,2009,Spanish
15,15,Miguel  Angel Corona,ESP,M,1.75,79,12-02-81,Talavera,Zaragoza,Almería,2009,Spanish
16,16,Michel,BRA,D,1.76,72,15-02-90,Rio de Janeiro,Flamengo,Almería,2009,Spanish
17,17,Juan Manuel  Ortiz,ESP,M,1.79,70,01-03-82,Alicante,Atlético  Madrid,Almería,2009,Spanish
18,18,Santiago Acasiete,PER,D,1.82,78,22-11-77,Callao,Cienciano,Almería,2009,Spanish
19,19,Modeste M'Bami,CMR,M,1.72,67,09-10-82,Yaoundé,Marseille,Almería,2009,Spanish
20,20,Henok Goitom,SWE,F,1.89,74,16-09-84,Solna,Murcia,Almería,2009,Spanish
21,21,David Rodríguez,ESP,F,1.78,72,14-02-86,Talavera de la Reina,Salamanca,Almería,2009,Spanish
22,22,Fabián  Vargas,COL,M,1.78,71,17-04-80,Bogotá,Boca Juniors,Almería,2009,Spanish
23,23,Fernando Soriano,ESP,M,1.89,81,24-09-79,Zaragoza,Zaragoza,Almería,2009,Spanish
24,24,Leonardo  Borzani,ARG,M,1.79,77,07-05-82,General Lagos,Rosario Central,Almería,2009,Spanish
25,25,Hernán  Bernardello,ARG,M,1.74,75,03-08-86,Rosario,Newell's Old Boys,Almería,2009,Spanish
31,31,Álvaro,ESP,G,1.77,75,16-08-88,Almería,Almería B,Almería,2009,Spanish
1,1,Gorka Iraizoz,ESP,G,1.91,81,06-03-81,Pamplona,Espanyol,Athletic Bilbao,2009,Spanish
2,2,Gaizka Toquero,ESP,M,1.82,72,09-08-84,Vitoria,Sestao River,Athletic Bilbao,2009,Spanish
